subject	quantity	roi	session	run	trial_nr	true	post_mean	post_map	post_sd	error
03	value	NPCr	1	1	1	22.5	35.22107077489031	37.52041	7.748721613282788	12.721070774890308
03	value	NPCr	1	1	2	20.0	7.841184620174204	6.479592	3.348773802175429	-12.158815379825796
03	value	NPCr	1	1	3	18.5	32.05554379447375	35.92857	7.931659334684684	13.55554379447375
03	value	NPCr	1	1	4	11.5	30.49616468665025	41.5	8.992934306683424	18.99616468665025
03	value	NPCr	1	1	5	40.0	6.401798532821553	4.091837	3.4555281510268596	-33.59820146717845
03	value	NPCr	1	1	6	7.5	7.727742962564654	5.6836734	5.448974805219239	0.22774296256465387
03	value	NPCr	1	1	7	28.0	28.197913864789236	33.540817	9.184152510475199	0.19791386478923556
03	value	NPCr	1	1	8	39.0	22.304600601068856	22.397959	1.378763787109522	-16.695399398931144
03	value	NPCr	1	1	9	21.5	30.7210617155321	28.765306	6.415282604990846	9.221061715532102
03	value	NPCr	1	1	10	2.5	10.852078419198012	9.663265	5.816716507829276	8.352078419198012
03	value	NPCr	1	1	11	16.0	17.75550020101585	12.051021	10.399647303584546	1.755500201015849
03	value	NPCr	1	1	12	36.5	20.568428141329672	22.397959	6.382563067275182	-15.931571858670328
03	value	NPCr	1	1	13	4.0	10.22691842741813	10.459184	4.94774743533629	6.226918427418131
03	value	NPCr	1	1	14	3.0	33.30146001602333	41.5	6.379312977451202	30.301460016023327
03	value	NPCr	1	1	15	23.0	21.386760981508516	22.397959	3.4505076010662497	-1.613239018491484
03	value	NPCr	1	1	16	32.5	31.87614196095525	39.112244	10.339333011379207	-0.6238580390447517
03	value	NPCr	1	1	17	25.5	20.236545499566848	18.418367	6.046942757760081	-5.263454500433152
03	value	NPCr	1	1	18	24.0	35.49262372372676	38.316326	5.633692106567175	11.492623723726759
03	value	NPCr	1	1	19	22.0	8.65653412024895	3.2959185	10.152286004862749	-13.34346587975105
03	value	NPCr	1	1	20	21.0	31.231951838342347	32.7449	6.887813511673192	10.231951838342347
03	value	NPCr	1	1	21	41.5	21.169057537428333	22.397959	2.5993413113120045	-20.330942462571667
03	value	NPCr	1	1	22	5.0	9.572786157761398	9.663265	4.734562855986313	4.5727861577613975
03	value	NPCr	1	1	23	41.0	27.730803265854075	18.418367	8.64650426522492	-13.269196734145925
03	value	NPCr	1	2	24	4.0	8.40345032013558	2.5	8.951149218596397	4.40345032013558
