subject	session	mapping	run	trial_nr	gaze_dispersion	n_samples	frac_valid
01	2	cdf	6	122	40.1402756945537	993	1.0
01	2	cdf	6	123	37.79055134275204	1067	1.0
01	2	cdf	6	124	45.27904391661626	1018	1.0
01	2	cdf	6	125	51.374316039724974	1276	1.0
01	2	cdf	6	126	41.956788209881665	1193	1.0
01	2	cdf	6	127	39.91845019935606	901	1.0
01	2	cdf	6	128	42.62302219785058	1350	1.0
01	2	cdf	6	129	35.786393580975506	1243	1.0
01	2	cdf	6	130	41.22857763320245	1235	1.0
01	2	cdf	6	131	54.14960039775309	1126	1.0
01	2	cdf	6	132	39.206093794760584	1126	1.0
01	2	cdf	6	133	33.3232432176517	1151	1.0
01	2	cdf	6	134	56.62211834294643	968	1.0
01	2	cdf	6	135	47.464529190449745	1193	1.0
01	2	cdf	6	136	68.6771564518976	1210	1.0
01	2	cdf	6	137	39.651508831249394	976	1.0
01	2	cdf	6	138	43.915720315910534	1159	1.0
01	2	cdf	7	139	38.12370673437637	1009	1.0
01	2	cdf	7	140	47.50115133917574	1178	1.0
01	2	cdf	7	141	95.65134317332834	1459	1.0
01	2	cdf	7	142	33.58854523019893	1268	1.0
01	2	cdf	7	143	48.02815724413121	1151	1.0
01	2	cdf	7	144	31.091493964897612	951	1.0
01	2	cdf	7	145	46.820257001173616	1126	1.0
01	2	cdf	7	146	85.6898555080791	1326	0.9577677224736049
01	2	cdf	7	147	41.186588161900914	1209	1.0
01	2	cdf	7	148	61.535188784293894	934	1.0
01	2	cdf	7	149	38.856611351962066	985	1.0
01	2	cdf	7	150	46.32177913132013	1142	1.0
01	2	cdf	7	151	50.777431327221045	851	1.0
01	2	cdf	7	152	36.655856497574725	1151	1.0
01	2	cdf	7	153	77.93557348724957	1059	0.9801699716713881
01	2	cdf	7	154	48.000989866363184	1393	1.0
01	2	cdf	7	155	49.593993114148844	1026	1.0
01	2	cdf	7	156	31.913847458943746	1145	1.0
01	2	cdf	7	157	61.77335083485753	1001	1.0
01	2	cdf	7	158	23.6474285465092	859	1.0
01	2	cdf	7	159	44.2386436583091	842	1.0
01	2	cdf	7	160	64.76214981342972	843	1.0
01	2	cdf	7	161	73.83023196753537	1084	0.992619926199262
01	2	cdf	8	162	41.229174957586956	1143	1.0
