subject	session	orientation	sd_E
20	2	37.999996185302734	14.68366874374035
20	2	39.0	14.155986257711737
20	2	39.999996185302734	14.156446441707066
20	2	40.999996185302734	14.636941712081
20	2	42.0	14.79792244062903
20	2	42.999996185302734	14.324359812262658
20	2	43.999996185302734	13.914334164876685
20	2	45.0	15.768726255666916
20	2	45.999996185302734	14.244040202717894
20	2	46.999996185302734	14.48467288981932
20	2	48.0	14.824838508600758
20	2	48.999996185302734	14.511595787980218
20	2	49.999996185302734	14.546779799942247
20	2	51.0	14.662792270542205
20	2	51.999996185302734	14.133455171187157
20	2	52.999996185302734	15.763692406248616
20	2	54.0	14.720353689772487
20	2	54.999996185302734	12.86120522599899
20	2	55.999996185302734	13.813976487854395
20	2	57.0	13.724964608817142
20	2	57.999996185302734	13.417951874493301
20	2	58.999996185302734	13.047601942222284
20	2	60.0	11.784192823141053
20	2	61.0	12.553759628436499
20	2	61.99999237060547	10.48609061194439
20	2	62.999996185302734	11.63877382684325
20	2	63.999996185302734	12.554789279453878
20	2	65.0	10.873197559570386
20	2	66.0	10.69611892892228
20	2	67.0	12.770169903420122
20	2	67.99999237060547	11.453324799367296
20	2	68.99999237060547	10.69489803260814
20	2	69.99999237060547	11.995022833572776
20	2	71.0	11.259315837314022
20	2	72.0	11.241228642618182
20	2	73.0	10.949890338665874
20	2	73.99999237060547	10.98769628949554
20	2	74.99999237060547	10.043347504660407
20	2	75.99999237060547	10.140459134279649
20	2	77.0	10.50799929748085
20	2	78.0	9.854027467472347
20	2	79.0	8.51336464001004
20	2	79.99999237060547	8.331236792018004
20	2	80.99999237060547	7.070698913709117
20	2	81.99999237060547	6.300385910246848
20	2	83.0	6.0429910851485635
20	2	84.0	5.799545213882738
20	2	84.99999237060547	4.870145151819824
20	2	85.99999237060547	4.412691524610928
20	2	86.99999237060547	4.154519338607732
20	2	87.99999237060547	4.792575547189636
20	2	89.0	4.473886177592834
20	2	90.0	4.015828932416038
20	2	90.99999237060547	3.5829362385756838
20	2	91.99999237060547	4.16699467912676
20	2	92.99999237060547	4.579565852639033
20	2	93.99999237060547	4.820660004396259
20	2	95.0	4.667428979235254
20	2	96.0	4.816469683340456
20	2	96.99999237060547	5.717989766985024
20	2	97.99999237060547	6.258757614802913
20	2	98.99999237060547	6.744751187458708
20	2	99.99999237060547	6.947825518087881
20	2	100.99999237060547	7.06600401242838
20	2	102.0	7.383005044639719
20	2	102.99999237060547	8.63555672426157
20	2	103.99999237060547	8.993241778264089
20	2	104.99999237060547	9.226592629936636
20	2	105.99999237060547	10.103107391029788
20	2	106.99999237060547	9.973634325123026
20	2	108.0	10.45272428407523
20	2	108.99999237060547	10.535373841900615
20	2	109.99999237060547	11.02292982032905
20	2	110.99999237060547	11.22710295764095
20	2	111.99999237060547	11.438549392645266
20	2	112.99999237060547	11.493159316380456
20	2	114.0	11.287512565755128
20	2	115.0	12.739310254976358
20	2	115.99999237060547	12.271200678888595
20	2	117.0	11.761664297937413
20	2	117.99999237060547	12.691117293966395
20	2	118.99999237060547	12.85980418344549
20	2	120.0	13.154404756500128
20	2	120.99999237060547	12.768884120308867
20	2	122.0	13.328062316147701
20	2	122.99999237060547	13.378639866951646
20	2	123.99998474121094	12.603269962182628
20	2	124.99999237060547	13.018780251472123
20	2	125.99999237060547	12.231153572237517
20	2	127.0	11.800767130935736
20	2	127.99999237060547	12.318215432266731
20	2	128.99998474121094	12.242855393833041
20	2	130.0	11.90354013360327
20	2	130.99998474121094	11.863414479776738
20	2	132.0	11.371715991616691
20	2	132.99998474121094	10.865541771284446
20	2	134.0	11.62329234931577
20	2	135.0	11.840141463953566
20	2	135.99998474121094	10.640919901371177
20	2	137.0	13.033163776090523
20	2	137.99998474121094	12.1788044411176
20	2	139.0	12.971867950931536
20	2	139.99998474121094	10.981350189982951
20	2	140.99998474121094	12.932013797124512
20	2	142.0	13.57425221591258
20	2	142.99998474121094	15.100214660462747
20	2	144.0	13.85700326453089
20	2	144.99998474121094	15.015880607233308
20	2	146.0	14.163395305413907
20	2	147.0	13.555902058933695
20	2	147.99998474121094	13.0433048994607
20	2	149.0	13.467591128060015
20	2	149.99998474121094	13.075844774440286
20	2	151.0	11.87448365510039
20	2	151.99998474121094	11.210103470570434
20	2	152.99998474121094	11.908543247170305
20	2	154.0	11.313050643061805
20	2	154.99998474121094	10.931912426996753
20	2	156.0	9.94049510104377
20	2	156.99998474121094	11.542751612396627
20	2	158.0	10.768915085096276
20	2	158.99998474121094	10.749975824301478
20	2	159.99998474121094	11.469321956177112
20	2	161.0	10.698664028161756
20	2	161.99998474121094	12.867295193417702
20	2	163.0	11.100130594744058
