run	trial_nr	true_value	train_condition	test_condition	matched_mean	matched_sd	cross_mean	cross_sd	test_session	subject
3	66	18.5	cdf	inverse_cdf	22.89368007947384	11.556836889711208	40.97159899065968	6.384556743190556	1	03
3	67	7.5	cdf	inverse_cdf	9.617730093687696	10.9180629720041	20.750164176651506	3.5495457693586188	1	03
3	68	23.0	cdf	inverse_cdf	22.053536975662418	1.4204512016203674	27.777241916424884	16.317678335761993	1	03
3	69	2.5	cdf	inverse_cdf	2.9076149854798654	2.5372421471455087	10.530154229648218	1.731319574633285	1	03
4	70	20.0	cdf	inverse_cdf	23.902594079862787	5.653376357435335	10.457388169268562	5.631704248910836	1	03
4	71	18.5	cdf	inverse_cdf	10.162813553158838	3.992327636016658	17.02177943884562	10.741653172857104	1	03
4	72	25.5	cdf	inverse_cdf	26.41241559689214	8.992419424854278	9.186446756191891	6.21294341113782	1	03
4	73	22.5	cdf	inverse_cdf	35.769001640807716	8.35868261198263	31.957080836396244	10.865151155149874	1	03
4	74	41.0	cdf	inverse_cdf	17.92161744233458	18.209426333148592	7.677004222736508	2.710263253919159	1	03
4	75	7.5	cdf	inverse_cdf	14.531227077201974	13.35863406384978	35.252299324944445	11.582969919317309	1	03
4	76	22.0	cdf	inverse_cdf	21.948825161259748	0.7962145556172306	31.731581911506623	9.539614440857566	1	03
4	77	41.5	cdf	inverse_cdf	36.853532679506	6.418633228361663	37.62562025493475	8.404132183512788	1	03
4	78	39.0	cdf	inverse_cdf	42.94281925224671	4.760423587300421	40.41530510153056	8.082959993965524	1	03
4	79	24.0	cdf	inverse_cdf	26.220944850831557	5.62032958959598	32.8343570668371	8.769476851817167	1	03
4	80	4.0	cdf	inverse_cdf	23.651837711246863	5.742487007667391	26.828260166362725	12.780864880631077	1	03
4	81	5.0	cdf	inverse_cdf	4.875798942615413	3.010945888601521	15.164322833724562	7.184875833307825	1	03
4	82	32.5	cdf	inverse_cdf	41.59354446780128	6.156955922685837	32.48825913408167	4.742012624778432	1	03
4	83	28.0	cdf	inverse_cdf	13.297855173805695	4.608291395080598	10.301351537015812	4.42774808143074	1	03
4	84	16.0	cdf	inverse_cdf	16.702811684133454	3.6501244720298818	21.705369279787384	8.389725602064827	1	03
4	85	3.0	cdf	inverse_cdf	29.09104258704257	17.34407224427048	37.74208554209511	13.39952913911263	1	03
4	86	40.0	cdf	inverse_cdf	22.31674091290899	1.9220571663155137	15.459849014947004	3.264094010027024	1	03
4	87	11.5	cdf	inverse_cdf	31.318076034324157	8.04598385255571	30.005857835371543	12.364532141010493	1	03
4	88	36.5	cdf	inverse_cdf	40.82391064821905	5.985174530913586	35.95110492871442	5.155222952098342	1	03
4	89	21.0	cdf	inverse_cdf	40.024447302341365	10.64793514649069	30.79965696304505	11.672828299237516	1	03
4	90	2.5	cdf	inverse_cdf	2.4872601600491904	0.7029078522114472	34.15395579583836	15.480500270179752	1	03
4	91	21.5	cdf	inverse_cdf	22.138829988051633	0.5801720424017117	9.50613601895664	4.508455645421454	1	03
4	92	23.0	cdf	inverse_cdf	40.60623040466151	6.37138769660139	27.638703133289248	5.986224734816302	1	03
5	93	21.0	cdf	inverse_cdf	21.858779065415614	1.0890897326341706	6.763938839081542	6.33631141871109	1	03
5	94	21.5	cdf	inverse_cdf	26.27920708357849	13.699443500666703	23.602688577691794	6.547356972152601	1	03
5	95	28.0	cdf	inverse_cdf	31.763620510556173	9.879920357426078	36.61483010835221	9.972262095927752	1	03
5	96	11.5	cdf	inverse_cdf	25.854798208831987	16.76837669601242	27.43438612608457	12.211969921521357	1	03
5	97	41.5	cdf	inverse_cdf	29.20657475308507	15.434750422141422	28.172699668772033	3.2450768965672983	1	03
5	98	25.5	cdf	inverse_cdf	18.591401793092366	8.0995359823067	40.639812563827135	7.806181807578707	1	03
5	99	40.0	cdf	inverse_cdf	40.64190634503244	6.396481952502161	37.74535415229352	7.465642247972234	1	03
5	100	39.0	cdf	inverse_cdf	39.736321675227	5.929554134495957	31.07037819406633	7.621005684721173	1	03
5	101	20.0	cdf	inverse_cdf	22.24045930010075	5.723978130961354	19.31136716560698	14.318122304492167	1	03
5	102	22.5	cdf	inverse_cdf	10.308338703918556	2.448125831002123	20.493231899277617	5.603034507303407	1	03
5	103	7.5	cdf	inverse_cdf	12.800504141877044	5.11901245422768	9.777587940342654	2.1917379472876095	1	03
5	104	22.0	cdf	inverse_cdf	40.89391142890322	5.758168203341844	35.28274144084593	7.825668033038705	1	03
5	105	24.0	cdf	inverse_cdf	25.473467150084424	7.820371727413822	5.227004173470686	5.753601510627683	1	03
5	106	5.0	cdf	inverse_cdf	17.079323369007508	17.30165883391297	36.50764068778476	7.971260942319501	1	03
5	107	23.0	cdf	inverse_cdf	22.846704571206978	6.247255479459332	33.50231018036813	13.777013355936916	1	03
5	108	16.0	cdf	inverse_cdf	15.56577636903561	1.6347676237062123	7.306758638347771	8.801410011257843	1	03
5	109	18.5	cdf	inverse_cdf	15.24237808563138	4.8076521829303305	9.4474948248264	3.312701075353006	1	03
5	110	32.5	cdf	inverse_cdf	24.953840130973617	2.490130377478085	10.649843404129882	6.053276260175138	1	03
5	111	41.0	cdf	inverse_cdf	40.26833099462006	7.614214918861123	33.010799330914836	10.233733272855993	1	03
5	112	36.5	cdf	inverse_cdf	44.80907501406955	5.035204475988285	33.60397478242411	3.977846034809936	1	03
5	113	2.5	cdf	inverse_cdf	21.93303481868222	0.2827697736711931	7.811226899607616	6.504978440397488	1	03
5	114	4.0	cdf	inverse_cdf	11.54037044064718	16.1070607536874	28.75459546445031	8.328795531587128	1	03
5	115	3.0	cdf	inverse_cdf	27.838093666726795	17.944539264303263	7.41247734259232	7.387245865243416	1	03
6	116	40.0	cdf	inverse_cdf	22.544741473109305	3.5057825674095304	24.41395297845007	7.456754474916817	1	03
6	117	24.0	cdf	inverse_cdf	22.933888314668376	8.286990176199097	15.705415446563798	8.261885016329728	1	03
6	118	22.0	cdf	inverse_cdf	34.76013776557089	9.399316823014107	24.61501778514659	12.59529996119935	1	03
6	119	4.0	cdf	inverse_cdf	21.685745629861877	3.6204900790695618	12.163574375319085	4.652779526360592	1	03
6	120	32.5	cdf	inverse_cdf	36.10376328982565	8.498309677160234	35.519516004537316	8.966636862189342	1	03
6	121	39.0	cdf	inverse_cdf	35.279419988340734	10.080385511229894	36.45336339952037	11.814685155290324	1	03
6	122	16.0	cdf	inverse_cdf	16.6942067614801	1.506622058146826	39.39631107672561	6.373257716152207	1	03
6	123	18.5	cdf	inverse_cdf	12.661649178424112	10.74485134501305	17.043698899010785	9.833408983479918	1	03
6	124	2.5	cdf	inverse_cdf	3.4223222408978953	2.4947283236970645	13.413708879705831	5.866370972483479	1	03
6	125	41.5	cdf	inverse_cdf	26.63119647749585	6.26573250960914	21.856933200672877	6.310077048691822	1	03
6	126	3.0	cdf	inverse_cdf	26.806581655749746	12.223800150486165	26.09494953384833	12.0291288470848	1	03
6	127	23.0	cdf	inverse_cdf	37.28859184738156	7.968975662386091	27.611366568021005	9.466079320802235	1	03
6	128	11.5	cdf	inverse_cdf	11.25706462804707	7.447734497858586	19.888750193516863	10.390294260651736	1	03
6	129	25.5	cdf	inverse_cdf	33.16821863346125	10.396251592478205	27.52049271518273	14.253182523595305	1	03
6	130	7.5	cdf	inverse_cdf	16.74708735166638	5.811598958947555	23.001118109148784	10.08535488651407	1	03
6	131	20.0	cdf	inverse_cdf	20.86509519484327	4.490233129681742	40.70896132376838	3.925531936891853	1	03
6	132	41.0	cdf	inverse_cdf	28.3398561982867	14.360516596170294	36.577475859744155	15.455345203686424	1	03
6	133	21.5	cdf	inverse_cdf	28.339175786931804	11.030849647292955	41.65815651959209	5.250988532842611	1	03
6	134	36.5	cdf	inverse_cdf	31.498442419892623	8.190945928348171	22.023078625400736	6.535198010617131	1	03
6	135	22.5	cdf	inverse_cdf	10.310522386947074	13.773097437603877	11.169445544281416	8.886370636222264	1	03
6	136	5.0	cdf	inverse_cdf	11.964093497653458	13.705078316742869	29.399830310199153	9.535103413872696	1	03
6	137	28.0	cdf	inverse_cdf	29.619153287938772	8.538112370846015	20.7545107695936	7.135024145981173	1	03
6	138	21.0	cdf	inverse_cdf	18.537461260832877	1.7342733246785158	38.675423317282224	7.1013159307354705	1	03
7	139	18.5	cdf	inverse_cdf	23.61151796923886	13.105162728147551	18.98093408577239	9.640680798828315	1	03
7	140	3.0	cdf	inverse_cdf	33.55575582254832	10.783827172531758	28.41218138740979	7.206032908618065	1	03
7	141	36.5	cdf	inverse_cdf	28.91138748872174	7.3161496349067345	33.56874718131638	10.229498634460276	1	03
7	142	28.0	cdf	inverse_cdf	28.9477324695055	6.982888095340661	26.647917427988514	5.109435638503443	1	03
7	143	22.5	cdf	inverse_cdf	19.10857528505645	3.245089231466698	23.413958354708782	17.950469453858567	1	03
7	144	21.0	cdf	inverse_cdf	37.34080471129046	12.274698800956546	26.875875201397537	12.797506887527652	1	03
7	145	11.5	cdf	inverse_cdf	13.708191464744214	8.596449770798833	19.591439677711207	9.959974574213346	1	03
7	146	4.0	cdf	inverse_cdf	36.92085344743664	13.455298581162284	32.595178498408615	4.126601948534837	1	03
7	147	41.0	cdf	inverse_cdf	38.48880031484367	7.170863981705838	12.413666508875522	12.998728626038622	1	03
7	148	23.0	cdf	inverse_cdf	22.817454165065406	15.46933015677385	34.56869344970131	8.303638347533731	1	03
7	149	20.0	cdf	inverse_cdf	24.907730786309536	8.951904839713631	12.331464636019769	12.282715597706243	1	03
7	150	24.0	cdf	inverse_cdf	32.58594410320066	12.477949728285072	41.858713437683434	8.853868660586638	1	03
7	151	40.0	cdf	inverse_cdf	16.579099474628585	13.51541658660532	21.28341224139375	5.423176770374758	1	03
7	152	22.0	cdf	inverse_cdf	21.945429708108712	0.2988467787929767	19.33837698402905	4.190916413773324	1	03
7	153	25.5	cdf	inverse_cdf	33.531468545472585	13.052016384613989	18.32671377843956	5.382343957930386	1	03
7	154	7.5	cdf	inverse_cdf	38.70599741797648	7.410894247818251	37.13869150220997	7.319767731387172	1	03
7	155	16.0	cdf	inverse_cdf	15.47274420877093	0.6648089312511061	16.73431686979127	13.830367067239916	1	03
7	156	41.5	cdf	inverse_cdf	33.19826329921056	10.573591229408011	21.54321089568	13.969324322837169	1	03
7	157	2.5	cdf	inverse_cdf	9.859841551829536	7.768750515509464	11.364952825646125	6.061056046867352	1	03
7	158	21.5	cdf	inverse_cdf	37.49466646096713	9.681227130181314	37.69166225827484	10.437950898160429	1	03
7	159	5.0	cdf	inverse_cdf	28.101439507208564	18.04347077373936	19.01443494626657	13.499114825019172	1	03
7	160	32.5	cdf	inverse_cdf	35.41557560010324	13.134869315650915	23.451109098452267	7.954450438974157	1	03
7	161	39.0	cdf	inverse_cdf	38.987237023577265	8.879459512041187	28.871762852074667	8.701416735964113	1	03
8	162	28.0	cdf	inverse_cdf	25.284242040115966	8.266165170886236	17.281182347608112	13.457074081094294	1	03
8	163	25.5	cdf	inverse_cdf	16.300294344451217	11.45047293482862	43.812174900684504	4.434490845562604	1	03
8	164	41.5	cdf	inverse_cdf	34.46731772773779	11.253256288498743	25.04751687363133	10.592054702075428	1	03
8	165	22.5	cdf	inverse_cdf	22.1839729949433	1.0458924460357713	24.164277577365237	13.299943236403536	1	03
8	166	2.5	cdf	inverse_cdf	2.5882284636642368	1.092949449053093	11.176087897358991	2.8183934551820338	1	03
8	167	18.5	cdf	inverse_cdf	16.784091098036413	0.8802730810142518	26.75362534469406	2.054854529714209	1	03
8	168	41.0	cdf	inverse_cdf	39.629041296825186	4.228447454437131	11.556848912808796	10.300941557041694	1	03
8	169	7.5	cdf	inverse_cdf	24.199514573664512	14.723288294623146	30.155893400340496	17.385496603992042	1	03
8	170	3.0	cdf	inverse_cdf	33.67244311600511	10.124241640982085	28.33697160897019	10.159931229145691	1	03
8	171	40.0	cdf	inverse_cdf	38.5983560756255	4.363013765077003	32.15336614481511	7.870526629495561	1	03
8	172	16.0	cdf	inverse_cdf	16.27289535730849	0.3471635886589231	8.234648320741972	6.84712560324816	1	03
8	173	36.5	cdf	inverse_cdf	40.275499404684126	6.957563581115024	34.102722860063174	6.2964312969496445	1	03
8	174	21.0	cdf	inverse_cdf	24.196050146305424	4.110871317772204	42.06140391828258	3.281858297872501	1	03
8	175	4.0	cdf	inverse_cdf	5.642057674775735	5.445532051556031	25.911247973124183	9.752648632092312	1	03
8	176	24.0	cdf	inverse_cdf	33.69185776191982	7.927812218270464	28.906645486445644	5.845043102112599	1	03
8	177	20.0	cdf	inverse_cdf	32.29272484425242	9.818057048715255	40.24666905632144	7.064288477090368	1	03
8	178	32.5	cdf	inverse_cdf	28.80046660724256	18.78613519212808	25.67385226929364	10.101776210531929	1	03
8	179	23.0	cdf	inverse_cdf	23.381038484825982	0.8099916346983908	21.05260301294362	9.636015283617253	1	03
8	180	39.0	cdf	inverse_cdf	36.21391111924278	10.233560002760438	16.800030781308923	10.829697359962156	1	03
8	181	5.0	cdf	inverse_cdf	19.863976155697607	15.695273623707394	17.64139228717268	12.1317673619929	1	03
8	182	11.5	cdf	inverse_cdf	11.81314622903178	0.9271094627173402	42.43591885176862	1.130793084374378	1	03
8	183	21.5	cdf	inverse_cdf	22.360430497778864	3.137662351691908	24.886856456886346	12.980416806389048	1	03
8	184	22.0	cdf	inverse_cdf	6.88175034095986	7.127497976549959	23.41316060316606	9.936208254391111	1	03
1	1	14.0	inverse_cdf	cdf	35.718280019287306	3.8546943263502897	36.48894958149468	7.957901836395639	2	03
1	2	25.5	inverse_cdf	cdf	14.765122632532425	4.859422277744634	21.713018674607422	2.5582267778305576	2	03
1	3	13.0	inverse_cdf	cdf	29.423099828885857	16.57818383052853	33.910955733249125	17.6830609886142	2	03
1	4	30.0	inverse_cdf	cdf	26.32976408839388	2.2175840467851797	34.85263612206403	6.861935241023452	2	03
1	5	32.0	inverse_cdf	cdf	21.07498470564618	10.197113120906767	22.96865222750188	4.587959634637713	2	03
1	6	10.0	inverse_cdf	cdf	9.218404938150258	3.2616721233284856	10.47472863102054	13.51500308547111	2	03
1	7	33.0	inverse_cdf	cdf	27.066362090475018	8.345469549861601	31.38386148061872	7.962372450428522	2	03
1	8	34.0	inverse_cdf	cdf	38.88219900941033	4.239163416284343	39.434624869060855	9.467938366305695	2	03
1	9	31.5	inverse_cdf	cdf	26.486109858054306	10.318693584668578	28.482414843747023	6.580596650148213	2	03
1	10	8.0	inverse_cdf	cdf	18.428597519660485	14.445762703726748	38.049629489439525	12.057530057877422	2	03
1	11	12.5	inverse_cdf	cdf	29.653103503310827	11.15837968507094	20.361611547643403	19.432258467671847	2	03
1	12	22.0	inverse_cdf	cdf	21.648846400359144	1.523788055582984	21.951863933925903	0.2244717091507823	2	03
1	13	28.0	inverse_cdf	cdf	28.51455915174719	1.4446790880926297	36.80030145298794	6.6394801648572885	2	03
1	14	11.5	inverse_cdf	cdf	19.709978883888898	10.50292837000087	29.937057865004956	17.98536612719048	2	03
1	15	18.5	inverse_cdf	cdf	27.27139580483117	2.6360212135004475	29.34793870836176	5.851329271926663	2	03
1	16	36.0	inverse_cdf	cdf	17.26087419168411	9.587291426837508	23.76256946852917	6.278900274405999	2	03
1	17	12.0	inverse_cdf	cdf	11.609070298691432	4.651080305627192	16.89566998699999	5.5461715590079805	2	03
1	18	5.5	inverse_cdf	cdf	5.3454023351937785	0.6148941334259422	22.051631795666104	0.486413233876817	2	03
1	19	11.0	inverse_cdf	cdf	29.788970250647655	7.794574265817333	34.43185669082675	7.454156925498301	2	03
1	20	16.0	inverse_cdf	cdf	32.829694316697875	9.259746716014458	37.31542552670204	13.024994715656469	2	03
1	21	32.5	inverse_cdf	cdf	10.79789299961408	6.94271533002602	7.685996305319753	6.525376127957542	2	03
1	22	31.0	inverse_cdf	cdf	23.01229255215362	7.649054361773447	11.071809090320542	8.67769900935433	2	03
1	23	38.5	inverse_cdf	cdf	15.301356433861883	13.033656567027444	35.219593534387364	12.769175016789928	2	03
2	24	5.5	inverse_cdf	cdf	7.355227440339716	5.473822145348486	20.63202135925675	4.316052710583645	2	03
2	25	33.0	inverse_cdf	cdf	40.952618082328655	6.006369764741352	24.495945597897588	7.473441778820566	2	03
2	26	13.0	inverse_cdf	cdf	14.149915586167602	11.067637213488547	12.562646665117562	13.045025045481331	2	03
2	27	11.0	inverse_cdf	cdf	24.09301375082193	12.849405888603348	27.66712956596707	14.847184929065415	2	03
2	28	16.0	inverse_cdf	cdf	14.169686205658504	6.441144810546929	23.943158472798785	10.215910826451047	2	03
2	29	32.5	inverse_cdf	cdf	29.391604019213652	8.127921571350226	23.97984647969347	5.495634434843969	2	03
2	30	31.5	inverse_cdf	cdf	25.056554866651854	6.877882387573046	22.189279642023557	2.33856790605186	2	03
2	31	11.5	inverse_cdf	cdf	19.64986241517881	15.511388318648953	13.082840515753784	6.297452461022629	2	03
2	32	36.0	inverse_cdf	cdf	27.27619009401063	6.495344984561748	39.19363233664661	9.293136445111326	2	03
2	33	10.0	inverse_cdf	cdf	29.991979602781296	6.7642878258220325	37.50750721570442	8.112179863609951	2	03
2	34	12.5	inverse_cdf	cdf	28.47532676198469	4.338522340094214	41.60559601362065	9.309334708751562	2	03
2	35	31.0	inverse_cdf	cdf	37.98910254129565	6.367168758033764	39.99237849994024	10.150746413332325	2	03
2	36	18.5	inverse_cdf	cdf	18.723085716690345	6.377971804528063	25.055900255151503	8.947528157704815	2	03
2	37	22.0	inverse_cdf	cdf	26.82868833404318	6.110179199382599	35.57051133063147	8.70294354593753	2	03
2	38	34.0	inverse_cdf	cdf	16.34083505165153	11.14612385728825	29.491490863748385	10.511436484012837	2	03
2	39	28.0	inverse_cdf	cdf	42.64425741396444	9.473612012683212	35.88819463796294	11.369997228373466	2	03
2	40	14.0	inverse_cdf	cdf	15.108789540044915	8.157940868521777	28.632738227896333	11.599782948707034	2	03
2	41	25.5	inverse_cdf	cdf	32.3192946492986	12.3896890969612	22.565562965589493	10.561854741130034	2	03
2	42	8.0	inverse_cdf	cdf	13.563609640519037	7.872851044043451	25.87633586924086	16.312714144241102	2	03
2	43	12.0	inverse_cdf	cdf	16.064409207369884	8.925642954491865	13.66923358344486	15.264860334584558	2	03
2	44	32.0	inverse_cdf	cdf	39.88995829899412	4.159180043342673	18.24870187578022	3.8667072125074786	2	03
2	45	38.5	inverse_cdf	cdf	42.91380784334259	2.6926813589855865	14.403571652523803	4.170027345104694	2	03
2	46	30.0	inverse_cdf	cdf	15.328130377980996	13.670663684407614	33.836416536241806	7.451534404437585	2	03
3	47	14.0	inverse_cdf	cdf	14.505875369477309	4.034302917485117	22.299928316527932	1.3677011907674756	2	03
3	48	12.0	inverse_cdf	cdf	15.442260799109858	6.071827709929832	17.405476853530374	1.1717175665536237	2	03
3	49	36.0	inverse_cdf	cdf	32.2472938644066	9.767566483678532	27.812610769832624	16.63405223550147	2	03
3	50	32.0	inverse_cdf	cdf	28.45722574827553	15.170198625572882	31.399062630212367	10.83548549587687	2	03
3	51	5.5	inverse_cdf	cdf	6.730999300734299	3.8850845053436807	13.880452430036234	10.636385935027908	2	03
3	52	13.0	inverse_cdf	cdf	17.110888063644342	11.871566456040544	31.714352240784464	10.768052372556506	2	03
3	53	22.0	inverse_cdf	cdf	22.264748985108888	4.614458919217098	41.382577924765016	9.125676996291697	2	03
3	54	30.0	inverse_cdf	cdf	30.144879584347994	6.471369420930297	28.18900373286239	13.483965408605693	2	03
3	55	34.0	inverse_cdf	cdf	29.709186537107698	9.134907427041709	32.22655220564827	10.12154623684349	2	03
3	56	18.5	inverse_cdf	cdf	16.519350652501508	4.8963532823659826	25.370856181639223	6.461058751389576	2	03
3	57	25.5	inverse_cdf	cdf	25.16313009822479	3.079985498493742	28.86744339927038	14.03755217193468	2	03
3	58	12.5	inverse_cdf	cdf	35.90626020994869	8.194359354990143	34.26585377813244	14.738330229496492	2	03
3	59	11.0	inverse_cdf	cdf	32.396783494140486	8.6544833934877	37.106360701757325	10.167636696615508	2	03
3	60	33.0	inverse_cdf	cdf	24.655416868125783	7.706349768098011	20.946603807009662	9.119631348630572	2	03
3	61	8.0	inverse_cdf	cdf	12.36916330938783	7.176448972684889	14.371964676596251	9.61721518867139	2	03
3	62	31.5	inverse_cdf	cdf	34.78858942167815	10.451828298176366	39.681858352584584	6.67723098052966	2	03
