subject	model	roi	session	run	trial_nr	true	post_mean	post_sd	error
03	weighted	NPCr	1	2	39	20.0	6.063910393378498	1.4903120285078266	-13.936089606621502
03	weighted	NPCr	1	2	40	28.0	33.84257533930914	10.184438499711902	5.842575339309143
03	weighted	NPCr	1	2	41	21.5	20.109927029604478	4.785366891657588	-1.3900729703955221
03	weighted	NPCr	1	2	42	11.5	7.480550069725034	3.1654033420542076	-4.019449930274966
03	weighted	NPCr	1	2	43	36.5	5.735577937007028	6.142486105491311	-30.76442206299297
03	weighted	NPCr	1	2	44	41.5	12.655781145500065	14.459481319017465	-28.844218854499935
03	weighted	NPCr	1	2	45	3.0	27.62601837829037	7.461912168692433	24.62601837829037
03	weighted	NPCr	1	2	46	16.0	35.09162516181536	8.72683656281594	19.091625161815358
03	weighted	NPCr	1	3	47	32.5	10.111075583500014	3.6560166568986725	-22.388924416499986
03	weighted	NPCr	1	3	48	41.0	14.356008917855323	4.65720546441819	-26.643991082144677
03	weighted	NPCr	1	3	49	25.5	16.61453878932807	3.8399613392299865	-8.88546121067193
03	weighted	NPCr	1	3	50	21.0	17.100025093262502	4.402067215851195	-3.899974906737498
03	weighted	NPCr	1	3	51	28.0	17.36583270484104	6.75070801639479	-10.63416729515896
03	weighted	NPCr	1	3	52	3.0	17.326819693568694	8.221763346902765	14.326819693568694
03	weighted	NPCr	1	3	53	4.0	26.83298731248983	13.269359035165257	22.83298731248983
03	weighted	NPCr	1	3	54	21.5	36.07438314185681	7.280399068967243	14.574383141856813
03	weighted	NPCr	1	3	55	24.0	29.329854783041135	7.569215118562735	5.329854783041135
03	weighted	NPCr	1	3	56	11.5	24.505602965850287	11.713841094168204	13.005602965850287
03	weighted	NPCr	1	3	57	41.5	31.352848796851422	5.529637093461091	-10.147151203148578
03	weighted	NPCr	1	3	58	5.0	13.547657924207982	5.364877618653984	8.547657924207982
03	weighted	NPCr	1	3	59	22.0	19.502019982598664	2.6708769935625623	-2.4979800174013356
03	weighted	NPCr	1	3	60	16.0	29.162282504461675	10.017304539668933	13.162282504461675
03	weighted	NPCr	1	3	61	20.0	34.89671822134063	3.4288550261395425	14.896718221340628
03	weighted	NPCr	1	3	62	39.0	20.222433767827503	5.967895506799835	-18.777566232172497
03	weighted	NPCr	1	3	63	40.0	16.588162991608563	14.022466112607331	-23.411837008391437
03	weighted	NPCr	1	3	64	22.5	15.994055967260598	5.646779885350254	-6.505944032739402
03	weighted	NPCr	1	3	65	36.5	13.186370769464107	8.711498787115541	-23.313629230535895
03	weighted	NPCr	1	3	66	18.5	32.113444491393196	4.737517124776691	13.613444491393196
03	weighted	NPCr	1	3	67	7.5	25.74752997959148	6.151472047221294	18.24752997959148
03	weighted	NPCr	1	3	68	23.0	19.918182059129233	4.402816921052394	-3.081817940870767
03	weighted	NPCr	1	3	69	2.5	9.819423093858745	2.610803148624308	7.319423093858745
03	weighted	NPCr	1	4	70	20.0	18.628035302074498	5.204632251723646	-1.3719646979255025
03	weighted	NPCr	1	4	71	18.5	9.775672773841542	7.7329363638097455	-8.724327226158458
03	weighted	NPCr	1	4	72	25.5	16.732413512772727	11.119301935087716	-8.767586487227273
03	weighted	NPCr	1	4	73	22.5	38.60862319908695	2.3498836785431347	16.10862319908695
03	weighted	NPCr	1	4	74	41.0	7.059206281069282	1.9622419874887704	-33.94079371893072
03	weighted	NPCr	1	4	75	7.5	23.59970875520886	13.892552271574676	16.09970875520886
03	weighted	NPCr	1	4	76	22.0	13.615251970265671	8.831140880782701	-8.384748029734329
03	weighted	NPCr	1	4	77	41.5	34.031594897762076	2.5986331727433165	-7.468405102237924
03	weighted	NPCr	1	4	78	39.0	35.828843704000384	2.9101830393299655	-3.171156295999616
03	weighted	NPCr	1	4	79	24.0	27.22011259663962	3.460817281753277	3.22011259663962
03	weighted	NPCr	1	4	80	4.0	19.762669652469288	5.0542437011982955	15.762669652469288
03	weighted	NPCr	1	4	81	5.0	5.569775209705211	4.498506468110805	0.5697752097052113
03	weighted	NPCr	1	4	82	32.5	33.989960845458704	1.861788717670151	1.4899608454587039
03	weighted	NPCr	1	4	83	28.0	8.660337419910585	2.7968911369223797	-19.339662580089417
03	weighted	NPCr	1	4	84	16.0	20.499953104329887	4.193354403977127	4.499953104329887
03	weighted	NPCr	1	4	85	3.0	8.810006715139133	6.456500037830236	5.810006715139133
03	weighted	NPCr	1	4	86	40.0	20.963991338030702	2.482587051665024	-19.036008661969298
03	weighted	NPCr	1	4	87	11.5	24.044882044974393	6.238837683177469	12.544882044974393
03	weighted	NPCr	1	4	88	36.5	32.61526107050253	2.129461213175304	-3.8847389294974732
03	weighted	NPCr	1	4	89	21.0	29.280115719776436	8.06815855236528	8.280115719776436
03	weighted	NPCr	1	4	90	2.5	7.243990581078484	3.1568806420556084	4.743990581078484
03	weighted	NPCr	1	4	91	21.5	18.136358893584845	9.545500077942414	-3.3636411064151552
03	weighted	NPCr	1	4	92	23.0	36.49479193832765	2.5400875989061853	13.494791938327651
03	weighted	NPCr	1	5	93	21.0	26.925295373990597	9.285465143918856	5.925295373990597
03	weighted	NPCr	1	5	94	21.5	8.179305615769664	3.421198755180006	-13.320694384230336
03	weighted	NPCr	1	5	95	28.0	27.665252571843986	5.603025274442112	-0.3347474281560139
03	weighted	NPCr	1	5	96	11.5	22.832921652686206	10.38092395278904	11.332921652686206
03	weighted	NPCr	1	5	97	41.5	25.486092273071698	2.7384238189846415	-16.013907726928302
03	weighted	NPCr	1	5	98	25.5	16.284916033062004	2.0856041042737066	-9.215083966937996
03	weighted	NPCr	1	5	99	40.0	33.39873741623821	2.155701082588663	-6.6012625837617875
03	weighted	NPCr	1	5	100	39.0	22.71471209476298	5.28745380422496	-16.28528790523702
03	weighted	NPCr	1	5	101	20.0	30.837027672987944	12.14662931904456	10.837027672987944
03	weighted	NPCr	1	5	102	22.5	9.997356969242471	7.418442826409279	-12.502643030757529
03	weighted	NPCr	1	5	103	7.5	9.839066713775004	1.9139985669446784	2.3390667137750043
03	weighted	NPCr	1	5	104	22.0	30.87185024265253	3.2419943513821816	8.871850242652531
03	weighted	NPCr	1	5	105	24.0	16.139850077102796	6.046113164215076	-7.860149922897204
03	weighted	NPCr	1	5	106	5.0	33.11282701787863	2.02015414932853	28.11282701787863
03	weighted	NPCr	1	5	107	23.0	20.42196583979347	3.681052761281257	-2.5780341602065313
03	weighted	NPCr	1	5	108	16.0	10.557042463885159	12.003887281417548	-5.442957536114841
03	weighted	NPCr	1	5	109	18.5	8.624917863135988	2.515402929034222	-9.875082136864012
03	weighted	NPCr	1	5	110	32.5	17.84822261554569	4.3473841224190695	-14.65177738445431
03	weighted	NPCr	1	5	111	41.0	4.4795195659843845	4.204341236198054	-36.52048043401562
03	weighted	NPCr	1	5	112	36.5	32.56675018763871	2.12795611268383	-3.9332498123612893
03	weighted	NPCr	1	5	113	2.5	21.559480812718995	2.876466978895305	19.059480812718995
03	weighted	NPCr	1	5	114	4.0	24.597313806244326	3.389909885336555	20.597313806244326
03	weighted	NPCr	1	5	115	3.0	14.049415967997078	12.858506808415374	11.049415967997078
03	weighted	NPCr	1	6	116	40.0	30.089198945806046	9.07154093293432	-9.910801054193954
03	weighted	NPCr	1	6	117	24.0	14.268691539719384	5.825630576325343	-9.731308460280616
03	weighted	NPCr	1	6	118	22.0	4.944467780702039	7.690103555591798	-17.05553221929796
03	weighted	NPCr	1	6	119	4.0	16.802170374747366	3.58448326186149	12.802170374747366
03	weighted	NPCr	1	6	120	32.5	3.950678076815526	4.069141581417961	-28.549321923184475
03	weighted	NPCr	1	6	121	39.0	28.18644504821799	1.8689559554519037	-10.81355495178201
03	weighted	NPCr	1	6	122	16.0	23.972224092066675	2.744181621363527	7.972224092066675
03	weighted	NPCr	1	6	123	18.5	5.068201241711513	1.370458183383147	-13.431798758288487
03	weighted	NPCr	1	6	124	2.5	4.393423401627312	2.2267132349224683	1.8934234016273122
03	weighted	NPCr	1	6	125	41.5	19.501517282779847	2.4491604574087864	-21.998482717220153
03	weighted	NPCr	1	6	126	3.0	22.952506369271486	3.2220050564321663	19.952506369271486
03	weighted	NPCr	1	6	127	23.0	32.89634361311703	10.714658316715685	9.896343613117033
03	weighted	NPCr	1	6	128	11.5	5.364050997601425	2.569912606508745	-6.135949002398575
03	weighted	NPCr	1	6	129	25.5	37.06797272449606	5.975908405192969	11.567972724496059
03	weighted	NPCr	1	6	130	7.5	23.39894285274157	2.611216918359526	15.89894285274157
03	weighted	NPCr	1	6	131	20.0	26.757877619909504	3.1383734656938995	6.757877619909504
03	weighted	NPCr	1	6	132	41.0	5.429095190343091	2.956840778229185	-35.57090480965691
03	weighted	NPCr	1	6	133	21.5	29.539106680757257	2.2096723134197336	8.039106680757257
03	weighted	NPCr	1	6	134	36.5	25.67041285071945	3.8395212278165105	-10.829587149280549
03	weighted	NPCr	1	6	135	22.5	5.291919323925853	1.4187109974303749	-17.208080676074147
03	weighted	NPCr	1	6	136	5.0	15.575754597410777	13.226061356144353	10.575754597410777
03	weighted	NPCr	1	6	137	28.0	17.87557494386239	2.0009082615434877	-10.12442505613761
03	weighted	NPCr	1	6	138	21.0	24.149718556028347	2.253500166970788	3.149718556028347
03	weighted	NPCr	1	7	139	18.5	19.00870264554613	10.678741134203337	0.5087026455461299
03	weighted	NPCr	1	7	140	3.0	36.53179734211369	4.759357959613012	33.53179734211369
03	weighted	NPCr	1	7	141	36.5	23.135893688275463	2.3344650102615683	-13.364106311724537
03	weighted	NPCr	1	7	142	28.0	24.980324595843076	4.269730573909212	-3.0196754041569243
03	weighted	NPCr	1	7	143	22.5	18.31786911176255	6.206104500829762	-4.182130888237449
03	weighted	NPCr	1	7	144	21.0	36.63182718056497	6.723694362816051	15.631827180564969
03	weighted	NPCr	1	7	145	11.5	21.58360579203238	8.09879931228346	10.08360579203238
03	weighted	NPCr	1	7	146	4.0	34.72456359772443	1.9321779256742653	30.724563597724433
03	weighted	NPCr	1	7	147	41.0	18.174183916962956	6.799732903218951	-22.825816083037044
03	weighted	NPCr	1	7	148	23.0	27.40676241497381	5.2649865201140145	4.406762414973809
03	weighted	NPCr	1	7	149	20.0	9.06655233301363	4.0869911514002615	-10.93344766698637
03	weighted	NPCr	1	7	150	24.0	31.033743236103234	5.425182208056411	7.033743236103234
03	weighted	NPCr	1	7	151	40.0	26.234167768588403	10.355943765849688	-13.765832231411597
03	weighted	NPCr	1	7	152	22.0	22.084961063353585	3.086557596366842	0.08496106335358533
03	weighted	NPCr	1	7	153	25.5	20.922605711458772	13.626207610801083	-4.577394288541228
03	weighted	NPCr	1	7	154	7.5	33.48870451763445	6.321137870962324	25.988704517634453
03	weighted	NPCr	1	7	155	16.0	8.140198146385274	2.6316350028169784	-7.8598018536147265
03	weighted	NPCr	1	7	156	41.5	23.22479684132267	4.9211260126158765	-18.27520315867733
03	weighted	NPCr	1	7	157	2.5	15.318539682223387	5.988718418329152	12.818539682223387
03	weighted	NPCr	1	7	158	21.5	30.781544337416467	4.906654671129114	9.281544337416467
03	weighted	NPCr	1	7	159	5.0	9.92494664673896	5.203681179116299	4.9249466467389595
03	weighted	NPCr	1	7	160	32.5	16.907368351839008	14.71730767139695	-15.592631648160992
03	weighted	NPCr	1	7	161	39.0	31.028690886085798	12.0362249247819	-7.971309113914202
03	weighted	NPCr	1	8	162	28.0	15.904023144843391	10.602539389183335	-12.095976855156609
03	weighted	NPCr	1	8	163	25.5	29.84359454096975	7.003223621752997	4.34359454096975
03	weighted	NPCr	1	8	164	41.5	23.163137591290724	6.882817645876054	-18.336862408709276
03	weighted	NPCr	1	8	165	22.5	18.695077670218144	5.31216660119722	-3.8049223297818564
03	weighted	NPCr	1	8	166	2.5	7.339771097213572	1.8309168567115752	4.839771097213572
03	weighted	NPCr	1	8	167	18.5	22.686654742470772	4.557908465395228	4.186654742470772
03	weighted	NPCr	1	8	168	41.0	20.54002198414725	6.930107977592741	-20.45997801585275
03	weighted	NPCr	1	8	169	7.5	35.77876987019728	5.582976359968681	28.27876987019728
03	weighted	NPCr	1	8	170	3.0	28.545315290638005	1.821607086036346	25.545315290638005
03	weighted	NPCr	1	8	171	40.0	35.93165414452236	3.5766287946191935	-4.068345855477638
03	weighted	NPCr	1	8	172	16.0	21.800536167967543	6.274582899046463	5.800536167967543
03	weighted	NPCr	1	8	173	36.5	11.656011951637428	14.212814909978334	-24.843988048362572
03	weighted	NPCr	1	8	174	21.0	28.44728272973804	3.707317193352475	7.447282729738038
03	weighted	NPCr	1	8	175	4.0	8.240911819236356	9.48143675740944	4.240911819236356
03	weighted	NPCr	1	8	176	24.0	30.043373647879484	2.5766284365498318	6.043373647879484
03	weighted	NPCr	1	8	177	20.0	31.563230143709692	1.9212034160542975	11.563230143709692
03	weighted	NPCr	1	8	178	32.5	6.664585316639872	3.7817310589517565	-25.835414683360128
03	weighted	NPCr	1	8	179	23.0	23.220156537208798	2.3479231708444015	0.2201565372087977
03	weighted	NPCr	1	8	180	39.0	32.03760892092768	11.698725183724626	-6.962391079072319
03	weighted	NPCr	1	8	181	5.0	8.449393223218737	2.2408946711130633	3.4493932232187365
03	weighted	NPCr	1	8	182	11.5	21.708134825131516	3.2665643331004923	10.208134825131516
03	weighted	NPCr	1	8	183	21.5	31.49379797703245	12.4866554147175	9.99379797703245
03	weighted	NPCr	1	8	184	22.0	5.574143224344474	1.8798712897224639	-16.425856775655525
03	weighted	NPCr	2	1	1	14.0	38.0790925146632	1.846227026292395	24.079092514663202
03	weighted	NPCr	2	1	2	25.5	13.234500875567127	2.051068224243469	-12.265499124432873
03	weighted	NPCr	2	1	3	13.0	5.934598411617397	3.8855136443195337	-7.065401588382603
03	weighted	NPCr	2	1	4	30.0	34.031633425464875	3.3204756962972493	4.031633425464875
03	weighted	NPCr	2	1	5	32.0	27.76300637395086	6.610369900312455	-4.236993626049141
03	weighted	NPCr	2	1	6	10.0	4.9251692116084556	1.3480367612261137	-5.0748307883915444
03	weighted	NPCr	2	1	7	33.0	24.016550576445535	7.121195835224895	-8.983449423554465
03	weighted	NPCr	2	1	8	34.0	35.483893495749925	2.856846791476889	1.4838934957499248
03	weighted	NPCr	2	1	9	31.5	20.513497405656633	3.8340311537708334	-10.986502594343367
03	weighted	NPCr	2	1	10	8.0	17.819958145356548	14.39246370844156	9.819958145356548
03	weighted	NPCr	2	1	11	12.5	6.594004501244032	8.953593420887481	-5.905995498755968
03	weighted	NPCr	2	1	12	22.0	12.13626897351707	10.545234115441115	-9.86373102648293
03	weighted	NPCr	2	1	13	28.0	30.019220219863517	3.0888156206267907	2.0192202198635165
03	weighted	NPCr	2	1	14	11.5	10.355224268094034	12.612658441634018	-1.1447757319059662
03	weighted	NPCr	2	1	15	18.5	20.5537219232134	3.0143432232622103	2.0537219232133985
03	weighted	NPCr	2	1	16	36.0	14.385269512679836	5.731163756925684	-21.614730487320166
03	weighted	NPCr	2	1	17	12.0	13.676724935101872	1.7314297181629759	1.6767249351018716
03	weighted	NPCr	2	1	18	5.5	20.161900853223937	3.823404756366186	14.661900853223937
03	weighted	NPCr	2	1	19	11.0	30.37674444904446	3.0207873291876552	19.37674444904446
03	weighted	NPCr	2	1	20	16.0	34.359122546603146	2.254769475958091	18.359122546603146
03	weighted	NPCr	2	1	21	32.5	5.8178595177171335	1.449184447771888	-26.68214048228287
03	weighted	NPCr	2	1	22	31.0	10.478939871299874	4.6946466771461655	-20.521060128700128
03	weighted	NPCr	2	1	23	38.5	18.096147236129312	2.6741419241366895	-20.403852763870688
03	weighted	NPCr	2	2	24	5.5	16.22403165380071	4.511613420450537	10.724031653800711
03	weighted	NPCr	2	2	25	33.0	21.598551411004077	2.065668344849528	-11.401448588995923
03	weighted	NPCr	2	2	26	13.0	5.108478497178009	5.733241025930249	-7.891521502821991
03	weighted	NPCr	2	2	27	11.0	32.29144766981702	3.1286240639642164	21.291447669817018
03	weighted	NPCr	2	2	28	16.0	22.96878900187181	4.828135178004623	6.968789001871809
03	weighted	NPCr	2	2	29	32.5	22.142366189064692	2.1566833280710775	-10.357633810935308
03	weighted	NPCr	2	2	30	31.5	20.988926658854915	2.465461230635794	-10.511073341145085
03	weighted	NPCr	2	2	31	11.5	11.403497789887378	2.3664842404767215	-0.09650221011262161
03	weighted	NPCr	2	2	32	36.0	30.571351568132688	3.619511659355588	-5.4286484318673125
03	weighted	NPCr	2	2	33	10.0	34.279094822539214	2.212729866912119	24.279094822539214
03	weighted	NPCr	2	2	34	12.5	30.11893635375035	2.270421741314326	17.61893635375035
03	weighted	NPCr	2	2	35	31.0	34.331346907384905	2.587264481073989	3.331346907384905
03	weighted	NPCr	2	2	36	18.5	7.7313997360335875	4.974567047512886	-10.768600263966412
03	weighted	NPCr	2	2	37	22.0	33.49223346826889	6.014042459049121	11.492233468268893
03	weighted	NPCr	2	2	38	34.0	19.237985681084293	4.650238042472913	-14.762014318915707
03	weighted	NPCr	2	2	39	28.0	33.05010776734666	6.035061959249876	5.05010776734666
03	weighted	NPCr	2	2	40	14.0	26.30522571206213	2.9397991875877305	12.305225712062128
03	weighted	NPCr	2	2	41	25.5	23.578748405739873	3.9108320110332913	-1.9212515942601271
03	weighted	NPCr	2	2	42	8.0	5.037934922422076	4.24195202759929	-2.9620650775779236
03	weighted	NPCr	2	2	43	12.0	18.775260497991304	12.730387779957622	6.7752604979913045
03	weighted	NPCr	2	2	44	32.0	24.49313313791519	10.073979855260458	-7.506866862084809
03	weighted	NPCr	2	2	45	38.5	14.202608982992695	2.3876579699388363	-24.297391017007307
03	weighted	NPCr	2	2	46	30.0	9.024950606318065	10.082491772315317	-20.975049393681935
03	weighted	NPCr	2	3	47	14.0	22.43132301862732	7.808255480617487	8.431323018627321
03	weighted	NPCr	2	3	48	12.0	21.101656448500435	2.419080105612734	9.101656448500435
03	weighted	NPCr	2	3	49	36.0	23.955601958730625	12.571300518306035	-12.044398041269375
03	weighted	NPCr	2	3	50	32.0	23.930478190986584	3.7717998141354	-8.069521809013416
03	weighted	NPCr	2	3	51	5.5	10.21885446491419	5.8924350148605065	4.718854464914189
03	weighted	NPCr	2	3	52	13.0	16.560785594514687	2.220223131580946	3.5607855945146873
03	weighted	NPCr	2	3	53	22.0	6.577604359563222	8.551680932942348	-15.422395640436779
03	weighted	NPCr	2	3	54	30.0	23.963427902215923	11.035796821883036	-6.036572097784077
03	weighted	NPCr	2	3	55	34.0	31.028736906639836	10.029326319994324	-2.9712630933601645
03	weighted	NPCr	2	3	56	18.5	18.07988113624046	4.632338283358711	-0.4201188637595408
03	weighted	NPCr	2	3	57	25.5	9.180205034965253	8.599028944133815	-16.319794965034745
03	weighted	NPCr	2	3	58	12.5	5.4065552419069745	8.34894957900898	-7.0934447580930255
03	weighted	NPCr	2	3	59	11.0	26.12869902816219	6.121972637476939	15.128699028162188
03	weighted	NPCr	2	3	60	33.0	22.604976343703477	2.6829090330170042	-10.395023656296523
03	weighted	NPCr	2	3	61	8.0	15.269004550176508	11.232432071494832	7.269004550176508
03	weighted	NPCr	2	3	62	31.5	36.077075552266976	2.206308330210479	4.577075552266976
03	weighted	NPCr	2	3	63	32.5	32.44909649828074	2.328250109896709	-0.05090350171926161
03	weighted	NPCr	2	3	64	28.0	10.506217120020006	5.2535453223922195	-17.493782879979996
03	weighted	NPCr	2	3	65	38.5	18.208219931063947	2.3186611359949723	-20.291780068936053
03	weighted	NPCr	2	3	66	10.0	23.499730616393574	1.6952474567852645	13.499730616393574
03	weighted	NPCr	2	3	67	11.5	12.167472384110392	8.535977071248974	0.6674723841103916
03	weighted	NPCr	2	3	68	31.0	11.434324622942016	8.880034673112776	-19.565675377057985
03	weighted	NPCr	2	3	69	16.0	12.873762695875573	3.184343320482948	-3.1262373041244267
03	weighted	NPCr	2	4	70	5.5	20.328050035539942	4.372500462023303	14.828050035539942
03	weighted	NPCr	2	4	71	36.0	7.7578217233594	2.2274179189866774	-28.2421782766406
03	weighted	NPCr	2	4	72	12.5	13.492821047745672	2.905209468126285	0.9928210477456716
03	weighted	NPCr	2	4	73	33.0	30.867497983865817	1.8021131199390064	-2.1325020161341826
03	weighted	NPCr	2	4	74	31.0	19.594600871794768	2.8378987360149592	-11.405399128205232
03	weighted	NPCr	2	4	75	32.0	26.59168237795906	7.15491044120457	-5.40831762204094
03	weighted	NPCr	2	4	76	31.5	16.378478658583987	5.760173520420406	-15.121521341416013
03	weighted	NPCr	2	4	77	13.0	6.572792145315996	5.5543084673228105	-6.427207854684004
03	weighted	NPCr	2	4	78	25.5	19.942204305092318	8.824896016428639	-5.557795694907682
03	weighted	NPCr	2	4	79	11.0	12.435148035720806	5.580679339663868	1.4351480357208057
03	weighted	NPCr	2	4	80	12.0	28.702193423599685	5.632016924006617	16.702193423599685
03	weighted	NPCr	2	4	81	22.0	29.031832744305266	14.427538723969706	7.031832744305266
03	weighted	NPCr	2	4	82	16.0	4.72802628597909	2.5299049463171044	-11.271973714020909
03	weighted	NPCr	2	4	83	38.5	36.526444086525075	5.822321351316621	-1.9735559134749252
03	weighted	NPCr	2	4	84	14.0	13.922803519837364	8.42752124121154	-0.0771964801626357
03	weighted	NPCr	2	4	85	11.5	18.234043650957254	3.5512073851596413	6.734043650957254
03	weighted	NPCr	2	4	86	28.0	19.956133387323316	14.054478240554776	-8.043866612676684
03	weighted	NPCr	2	4	87	32.5	30.833104619838753	3.0041464317702986	-1.6668953801612467
03	weighted	NPCr	2	4	88	8.0	20.989937426017324	6.788251332228089	12.989937426017324
03	weighted	NPCr	2	4	89	34.0	6.552049977979492	1.8386386698582498	-27.447950022020507
03	weighted	NPCr	2	4	90	18.5	34.016807394817455	4.617053558692416	15.516807394817455
03	weighted	NPCr	2	4	91	30.0	22.278199268051498	2.6275046992193336	-7.721800731948502
03	weighted	NPCr	2	4	92	10.0	7.837272906351231	2.923450606536773	-2.162727093648769
03	weighted	NPCr	2	5	93	13.0	9.99648577929542	11.499348460745843	-3.003514220704581
03	weighted	NPCr	2	5	94	31.5	19.3014494247762	3.2059688117136513	-12.198550575223798
03	weighted	NPCr	2	5	95	8.0	22.023945310937904	8.533869153615418	14.023945310937904
03	weighted	NPCr	2	5	96	12.5	32.7267129699242	5.019044728184996	20.2267129699242
03	weighted	NPCr	2	5	97	30.0	4.256893219542729	3.9122096313837726	-25.74310678045727
03	weighted	NPCr	2	5	98	11.5	10.986702948459609	2.5406069277668166	-0.5132970515403912
03	weighted	NPCr	2	5	99	36.0	23.64512505796779	3.699365326087358	-12.354874942032211
03	weighted	NPCr	2	5	100	16.0	34.534433196906285	4.546239859590812	18.534433196906285
03	weighted	NPCr	2	5	101	18.5	17.189609725674625	2.706779998378626	-1.3103902743253748
03	weighted	NPCr	2	5	102	32.0	31.12337792540648	5.454053059171492	-0.87662207459352
03	weighted	NPCr	2	5	103	5.5	17.77752084872052	3.438391799712381	12.27752084872052
03	weighted	NPCr	2	5	104	34.0	40.54311236077494	1.4130552166527786	6.543112360774941
03	weighted	NPCr	2	5	105	28.0	4.527708989182355	1.9440631014871677	-23.472291010817646
03	weighted	NPCr	2	5	106	11.0	9.88672201598239	6.999563664987975	-1.1132779840176106
03	weighted	NPCr	2	5	107	14.0	28.75963541925434	4.265802315900735	14.75963541925434
03	weighted	NPCr	2	5	108	10.0	10.217657664000125	5.187975510705039	0.2176576640001251
03	weighted	NPCr	2	5	109	31.0	22.503596963114866	12.187601835612668	-8.496403036885134
03	weighted	NPCr	2	5	110	38.5	35.77254467015062	2.589762619976872	-2.727455329849377
03	weighted	NPCr	2	5	111	33.0	34.56853894953698	6.87360444162586	1.568538949536979
03	weighted	NPCr	2	5	112	12.0	31.788355787869502	12.197835464685873	19.788355787869502
03	weighted	NPCr	2	5	113	22.0	18.474138191154303	3.358612421014067	-3.525861808845697
03	weighted	NPCr	2	5	114	25.5	22.33103597910416	5.144890585685194	-3.1689640208958387
03	weighted	NPCr	2	5	115	32.5	28.83679521251136	6.5700710723596325	-3.6632047874886418
03	weighted	NPCr	2	6	116	11.5	23.56260781796917	9.466067222812724	12.06260781796917
03	weighted	NPCr	2	6	117	10.0	13.442532347000784	9.277116135292092	3.4425323470007836
03	weighted	NPCr	2	6	118	32.0	32.96202617423987	1.9429453699713304	0.9620261742398668
