subject	session	value	sd_E	mean_E
2	2	2.5	6.692969471233487	8.88015211057663
2	2	3.0	5.650855141502135	7.8450172426700595
2	2	4.0	5.531426914438685	8.608213297843934
2	2	5.0	5.525021813600601	9.552520535469055
2	2	7.5	1.9829831972724419	8.460839071273803
2	2	11.5	2.752109650668392	12.610792793750763
2	2	16.0	3.249526905616412	16.4185741815567
2	2	18.5	4.160693530428572	18.456193330287935
2	2	20.0	4.36605706004141	19.062025680065155
2	2	21.0	4.246041472446177	19.780618305683134
2	2	21.5	4.514084180452739	20.029444209575654
2	2	22.0	2.331776235173838	21.51127114415169
2	2	22.5	4.213638149297971	20.69974474811554
2	2	23.0	4.691941864341525	20.756211639881133
2	2	24.0	4.6868095574126905	21.8489908452034
2	2	25.5	3.9114007713553707	23.836235571861266
2	2	28.0	2.7813174350004353	27.16761651325226
2	2	32.5	2.6450289844924035	31.308714471817016
2	2	36.5	0.9194953914214157	36.46326449584961
2	2	39.0	2.7818284584380857	38.567761443138124
2	2	40.0	3.1902399416371443	38.66091709041596
2	2	41.0	5.248519406792044	37.747084990978244
2	2	41.5	7.068235053479247	35.71607516860962
19	1	2.5	7.2484619500341925	8.085735889434815
19	1	3.0	6.550004370770221	7.947291172504425
19	1	4.0	5.670747735479357	7.916183949708938
19	1	5.0	4.925520601030078	7.89929668045044
19	1	7.5	2.226442738258696	8.04871603012085
19	1	11.5	1.8412935582209218	11.965179689407348
19	1	16.0	2.5599320420753373	16.42985082769394
19	1	18.5	4.50373600527188	19.55870534324646
19	1	20.0	4.7261209769776045	20.598101816654204
19	1	21.0	5.174767656603757	21.71413472533226
19	1	21.5	4.524520400281242	21.895013319969177
19	1	22.0	3.240096404420466	22.11588262271881
19	1	22.5	3.7666723564991935	22.781163885116577
19	1	23.0	4.359435119459715	23.397156784057618
19	1	24.0	4.494794480080135	24.258355963230134
19	1	25.5	4.791375441201215	26.32912864923477
19	1	28.0	2.756544853414885	29.117164073944092
19	1	32.5	0.976473243828773	32.33494606590271
19	1	36.5	2.620527577609526	35.24615708732605
19	1	39.0	5.332897975757757	33.46569163560867
19	1	40.0	5.9555051447826415	33.478271627426146
19	1	41.0	6.617785473845647	33.207396635055545
19	1	41.5	6.655963169410597	33.256496043920514
19	2	5.5	3.205921523738867	8.216062375068665
19	2	8.0	2.317970146317483	9.239139907836915
19	2	10.0	3.838889903887531	11.995363353729248
19	2	11.0	4.142750058246148	13.350540705680848
19	2	11.5	4.1355569183350065	14.27674576330185
19	2	12.0	4.4630083084328644	15.275525696277619
19	2	12.5	4.533783281352321	15.787779450416565
19	2	13.0	4.4700587143781645	15.909433774471283
19	2	14.0	4.816453319136669	17.28250580739975
19	2	16.0	5.055095888810123	18.675093635082245
19	2	18.5	4.630444988476456	20.072176662445067
19	2	22.0	2.706626450876359	22.058740966796876
19	2	25.5	2.1140985106236747	25.312435921669007
19	2	28.0	3.5303983576778952	26.074406042099
19	2	30.0	1.932144049679666	29.41314850139618
19	2	31.0	4.842420088176468	27.535755024909975
19	2	31.5	5.362606621757917	27.644827535629272
19	2	32.0	5.261712883581919	28.271261643886564
19	2	32.5	4.915680477965375	29.539482226371764
19	2	33.0	4.434907363245132	30.469540740966796
19	2	34.0	4.5650006413429365	31.166488432884215
19	2	36.0	3.8869714697388114	33.02752969360352
19	2	38.5	4.765816957718334	32.6706203289032
10	1	5.5	4.915300372883973	8.533813088417054
10	1	8.0	4.400884092078552	10.275014976501465
10	1	10.0	5.860027683436934	15.18272950410843
10	1	11.0	5.679917637499315	16.29576932287216
10	1	11.5	5.170114103883179	16.007016837596893
10	1	12.0	5.366051326146459	17.39957628917694
10	1	12.5	4.8630427039049025	17.343920330047606
10	1	13.0	4.354815161769904	16.85001297092438
10	1	14.0	2.761846770964171	15.565238218307496
10	1	16.0	0.8179603675930902	16.197383462905883
10	1	18.5	1.3841063476845026	18.515555289268494
10	1	22.0	2.535816366594073	22.843225922584534
10	1	25.5	4.1700631515755315	24.63708214855194
10	1	28.0	4.045439257320489	26.30534843826294
10	1	30.0	4.3210572160638625	27.15451837539673
10	1	31.0	4.752327253044714	27.406513271331786
10	1	31.5	4.662512188691179	27.779711858272552
10	1	32.0	4.90873200167714	28.084310816287996
10	1	32.5	4.866254378390606	28.786756999015807
10	1	33.0	2.0779733440861405	32.37155583000183
10	1	34.0	4.704559789878043	30.697346060752867
10	1	36.0	3.6178595634499047	34.250729128837584
10	1	38.5	6.3000549290751025	31.154687570095064
10	2	2.5	6.017501403387792	6.105984611034393
10	2	3.0	4.8928667332564535	5.304246709346772
10	2	4.0	5.723709818261884	7.822667350053787
10	2	5.0	5.472671628414959	8.631801626443863
10	2	7.5	4.672585506833379	10.04498708820343
10	2	11.5	2.3079825139428514	12.160741188526153
10	2	16.0	2.6027488062250446	16.818138828754424
10	2	18.5	3.3537300447659053	19.042515563011168
10	2	20.0	4.317678769331269	20.335745852947234
10	2	21.0	4.739232210859197	21.606539644241334
10	2	21.5	4.811831820510006	22.186483646392823
10	2	22.0	3.9945207825819065	22.19417002391815
10	2	22.5	4.80455248871132	22.723054300785066
10	2	23.0	4.668234777820074	23.462074229240418
10	2	24.0	4.681365060314153	24.259127744674682
10	2	25.5	4.224422347265517	25.23683708667755
10	2	28.0	4.933499216622186	27.29197331380844
10	2	32.5	3.224430953919096	31.856669869422912
10	2	36.5	4.421429183292656	33.41648413896561
10	2	39.0	4.5371580198309855	36.26066270065308
10	2	40.0	4.8909454749860615	34.60437437677383
10	2	41.0	5.493277089745053	35.4444999165535
10	2	41.5	4.958149413301209	37.120425656318666
1	1	2.5	7.140673103940997	6.915039590835571
1	1	3.0	10.14481346285102	11.490525270700454
1	1	4.0	10.312259046552056	14.760657463788986
1	1	5.0	8.030955530902162	11.0882077460289
1	1	7.5	3.2981624608077196	9.002532559394837
1	1	11.5	2.126407643669079	11.948289467811584
1	1	16.0	2.4209753667710583	16.450033504486083
1	1	18.5	1.399918985106975	18.751768882751463
1	1	20.0	1.3174109732358446	20.00135744571686
1	1	21.0	1.3101197818895929	21.037695240020753
1	1	21.5	1.3090789043916122	21.545314650535584
1	1	22.0	1.4218786166238375	21.891430753707887
1	1	22.5	1.5126198889914235	22.48212365436554
1	1	23.0	1.5017816934778248	23.027180353164674
1	1	24.0	2.0202913667629048	23.67078547859192
1	1	25.5	2.928939391661981	25.409388066291807
1	1	28.0	3.309383593556531	27.87032254219055
1	1	32.5	4.116130643946975	31.604773658752443
1	1	36.5	4.9661038547384795	33.852889644622806
1	1	39.0	5.848009042924365	33.9942793469429
1	1	40.0	6.582183799057896	33.97349024558067
1	1	41.0	7.027713893044563	33.622378653526305
1	1	41.5	7.184621049889222	33.60844082069397
1	2	5.5	1.8412447870107156	6.030979966163636
1	2	8.0	7.824874367341603	17.256231117248536
1	2	10.0	6.5701981359016255	20.292337936401367
1	2	11.0	5.373197904365568	18.589537779808044
1	2	11.5	4.9415878780683045	17.871136316299438
1	2	12.0	4.304020880008299	17.37094655227661
1	2	12.5	3.646574073429912	17.189483746528627
1	2	13.0	3.3070742204701205	16.93531595993042
1	2	14.0	2.3013639714443395	16.506507526397705
1	2	16.0	1.3051506669810484	16.62159319972992
1	2	18.5	1.4330307862395169	18.415755997657776
1	2	22.0	2.1088785591368113	20.543581196784974
1	2	25.5	3.098586836269245	24.70327017211914
1	2	28.0	1.6036112494061743	27.238943341255187
1	2	30.0	4.130034969398863	27.23694289302826
1	2	31.0	4.661102617315316	27.625150399208067
1	2	31.5	4.88589796380909	28.042568680763246
1	2	32.0	5.004807594952025	28.08327617263794
1	2	32.5	5.024523688403485	28.755451956748963
1	2	33.0	5.238642781077458	28.610601761817932
1	2	34.0	5.1325963073715135	29.35717246055603
1	2	36.0	5.640014032263423	29.69007888507843
1	2	38.5	6.546686637552264	29.924809076309206
6	1	5.5	4.0582723346468565	16.83167337036133
6	1	8.0	4.404520393598287	17.604615633010866
6	1	10.0	4.4440431693442575	18.136147906303407
6	1	11.0	4.177329253761734	17.695142802238465
6	1	11.5	4.151206973822644	17.95667467403412
6	1	12.0	4.170944112202228	17.917640674591066
6	1	12.5	4.073830039904235	18.279797226905824
6	1	13.0	4.365800151853492	18.62221943759918
6	1	14.0	4.193635762220718	18.7815750541687
6	1	16.0	4.076682101060778	19.204313931465148
6	1	18.5	3.997051137686074	19.92334947681427
6	1	22.0	4.059988282063519	20.625871275901794
6	1	25.5	4.245634714466302	21.890747274398805
6	1	28.0	4.5358729005311105	22.620662390708922
6	1	30.0	4.670387078574436	24.0485471162796
6	1	31.0	4.9551645963823	24.757448860168456
6	1	31.5	5.029545372693585	24.81764105796814
6	1	32.0	5.098315933538895	25.33759832763672
6	1	32.5	5.047429458700834	25.986723386764528
6	1	33.0	5.2294303658548005	26.283113883972167
6	1	34.0	5.26942126394233	27.21441892337799
6	1	36.0	5.020361554984381	30.411095519065857
6	1	38.5	3.8728663630101505	35.6902281332016
6	2	2.5	5.650980594733612	6.479838437557221
6	2	3.0	4.85498113505648	7.052437600135804
6	2	4.0	4.111729499314067	8.165444815397263
6	2	5.0	3.9477945869667272	8.955512906312942
6	2	7.5	2.864388284998372	10.206173687458039
6	2	11.5	2.9278248068248685	11.437255182266234
6	2	16.0	4.711029850420663	14.794166811466217
6	2	18.5	5.470915971844745	18.278844034194947
6	2	20.0	5.775822545372421	21.90160025501251
6	2	21.0	5.251556141713365	23.228062736034392
6	2	21.5	5.01611021834772	24.017737038612367
6	2	22.0	4.744066658520413	24.848807185173033
6	2	22.5	4.3865386361482095	25.447078810691835
6	2	23.0	4.041908643663535	25.89835955429077
6	2	24.0	3.4711076893014337	27.054093883514405
6	2	25.5	2.735929067530305	27.641252637863158
6	2	28.0	2.1914955106588176	28.928138973236084
6	2	32.5	2.927345459876888	30.787901013374327
6	2	36.5	4.300808362882482	33.0398192152977
6	2	39.0	5.398134903453193	33.67287573814392
6	2	40.0	5.354800872851215	34.231733688354495
6	2	41.0	5.761754268291369	34.36675084853172
6	2	41.5	5.8484656675324915	34.34536084938049
17	1	2.5	7.293572757764707	14.488349808692933
17	1	3.0	7.202694016391487	12.884470435380935
17	1	4.0	6.561732280076632	15.46933436870575
17	1	5.0	6.319528594702064	12.194166558265685
17	1	7.5	5.798232597990072	16.626134600877762
17	1	11.5	5.652110076199497	19.809320713996886
17	1	16.0	5.045589446682634	19.929328507900237
17	1	18.5	4.6810589435433005	20.474491916179655
17	1	20.0	4.973335603843992	21.71216278266907
17	1	21.0	3.9499439570102455	22.03717820549011
17	1	21.5	1.670649179935725	21.746303587913513
17	1	22.0	5.55767529633241e-06	21.99999976539612
17	1	22.5	1.4763594722583506	22.66109863090515
17	1	23.0	3.061531776479425	23.11653027200699
17	1	24.0	3.627143745367512	23.857930708408357
17	1	25.5	4.4561639870817	24.057311728954314
17	1	28.0	4.778325753754655	25.29932055234909
17	1	32.5	4.849354403903618	27.003553725242615
17	1	36.5	5.438016803540808	25.703733354091643
17	1	39.0	5.977405485904856	25.616985270977022
17	1	40.0	5.612115637064117	25.603822662830353
17	1	41.0	6.216449967810728	27.036745489120484
17	1	41.5	6.197355658992827	26.67096651983261
17	2	5.5	6.395528809792117	12.958601140499114
17	2	8.0	5.265932587542634	13.85033631181717
17	2	10.0	5.473260076955558	18.40892064332962
17	2	11.0	5.474152720010344	19.585520662784578
17	2	11.5	5.588616759567112	19.523745052337645
17	2	12.0	5.503271076215372	19.830440174102783
17	2	12.5	5.335673133589608	20.486472769260406
17	2	13.0	5.275687567377464	20.787580534934996
17	2	14.0	3.9365689538728774	17.304233541488646
17	2	16.0	3.8218890876030147	19.46296606826782
17	2	18.5	3.7026405553894057	20.92874093914032
17	2	22.0	2.076891344603329	22.227911126613616
17	2	25.5	0.8799218716382465	25.43811985874176
17	2	28.0	2.7928524208444303	26.63910014629364
17	2	30.0	4.715849038103338	25.546763754367827
17	2	31.0	4.916516688727826	25.09155528450012
17	2	31.5	5.014438693501255	25.43270766210556
17	2	32.0	5.194380444644888	25.06279379749298
17	2	32.5	4.849317882351326	26.354363486289976
17	2	33.0	5.000546146519135	26.86275491476059
17	2	34.0	5.065980672009389	25.173947783470155
17	2	36.0	5.184082969465723	25.58995313215256
17	2	38.5	5.202043947866734	25.74246234703064
8	1	5.5	4.154180736338937	7.502525082111359
8	1	8.0	3.9180702743435156	10.234398863315583
8	1	10.0	4.6200211334352375	12.958350045681
8	1	11.0	5.144628788625689	14.766201711177827
8	1	11.5	4.6983339820945345	15.094817168235778
8	1	12.0	4.793600271010958	15.694003499031068
8	1	12.5	4.66074764176013	16.098837113857268
8	1	13.0	3.7329207646079654	15.224885204792022
8	1	14.0	3.90403075518884	16.193240528583527
8	1	16.0	4.101464715056949	18.26757664489746
8	1	18.5	3.7741740540133013	20.035755796432497
8	1	22.0	2.6809344565907995	22.236586692810057
8	1	25.5	3.060415081793353	25.04033978176117
8	1	28.0	1.3627065866946297	27.708164548873903
8	1	30.0	4.86384798557327	27.18686287021637
8	1	31.0	5.302028435633843	27.313839985847473
8	1	31.5	5.842005072181689	27.586678743839265
8	1	32.0	5.479650322329469	28.584615396499633
8	1	32.5	5.110003603884463	29.063088777542113
8	1	33.0	5.202878162106939	29.523580958366395
8	1	34.0	4.710302287455142	31.055728177070616
8	1	36.0	4.45502303926688	32.571207949638364
8	1	38.5	4.753556927462748	32.66493053245544
8	2	2.5	4.765387468061277	5.843525920152664
8	2	3.0	4.4604161524597155	6.315307770967483
8	2	4.0	3.9146564395149297	6.9596309585571285
8	2	5.0	4.137973314561762	7.783777977466583
8	2	7.5	5.347980572581505	11.380783759593964
8	2	11.5	3.724633120235504	13.420815916538238
8	2	16.0	3.9816873754846918	16.81386946105957
8	2	18.5	4.542768300981459	19.591511721134186
8	2	20.0	4.07470732044504	20.66217723584175
8	2	21.0	4.729455387790227	21.753165180444718
8	2	21.5	3.662535536279463	21.878841017723083
8	2	22.0	2.8732255681821006	22.173060300827025
8	2	22.5	5.233658140855218	22.95598621559143
8	2	23.0	5.791530082528193	23.40610538816452
8	2	24.0	5.199599132546412	24.274254474639893
8	2	25.5	4.685574975229467	25.526398217201233
8	2	28.0	5.023820283122057	27.14973297691345
8	2	32.5	2.7927171231334773	31.59302192211151
8	2	36.5	3.2461979178488862	34.80205969047547
8	2	39.0	4.422423876812441	35.55536210155487
8	2	40.0	5.474864333113328	31.135197795391083
8	2	41.0	5.579270237969284	30.059120503425596
8	2	41.5	5.839515480731384	30.01645642375946
22	1	5.5	4.392267592698437	8.579205923080444
22	1	8.0	2.1390360141737768	8.851613349437713
22	1	10.0	3.63293442570941	11.56239077091217
22	1	11.0	5.0094009763184975	14.45257804965973
22	1	11.5	5.170426659229256	15.560017224788666
22	1	12.0	4.717825347638886	15.82359075832367
22	1	12.5	4.801517776402862	16.50831464099884
22	1	13.0	5.225025582871208	17.474162877082826
22	1	14.0	5.52672732881874	18.70011419868469
22	1	16.0	5.631169436195732	20.63145971775055
22	1	18.5	3.600673668305282	20.648284212112426
22	1	22.0	0.7280621985283352	22.091106127738954
22	1	25.5	3.046293973153786	26.276977984428406
22	1	28.0	3.127587778322368	27.03635482597351
22	1	30.0	4.195070992065647	27.59258057498932
22	1	31.0	4.242050196447073	27.87536404800415
22	1	31.5	4.7358813911082835	27.66509988117218
22	1	32.0	4.731409743985606	28.041062262535096
22	1	32.5	4.903772975636318	28.233846024990083
22	1	33.0	4.476726150861092	28.84254142665863
22	1	34.0	4.816504379643255	28.48350191116333
22	1	36.0	4.614833023446758	30.306765782356262
22	1	38.5	4.916922853007198	31.995396925926208
22	2	2.5	1.5319786365965329	2.7916061046123506
22	2	3.0	4.261097910918102	6.575269379615784
22	2	4.0	4.811492913273323	9.871166482448578
22	2	5.0	4.622451846754064	10.228331377506256
22	2	7.5	4.792149772774744	10.982415424585342
22	2	11.5	4.109936106327865	12.66288910317421
22	2	16.0	4.509704002054126	15.377087915420532
22	2	18.5	5.858858507885429	17.788038170814513
22	2	20.0	5.073275058826477	20.21057106256485
22	2	21.0	5.63690120202704	21.79491545343399
22	2	21.5	5.423344905858593	22.54560161113739
22	2	22.0	3.6055610437526573	22.697429714679718
22	2	22.5	4.235833859448592	23.263501209259033
22	2	23.0	4.082559889365698	23.891357347488402
22	2	24.0	2.973613549664836	24.860684386253357
22	2	25.5	1.5143506080832507	26.01300504398346
22	2	28.0	2.161407167138233	27.43544295501709
22	2	32.5	4.158301068006029	30.71950814437866
22	2	36.5	4.953880725942358	33.02635116863251
22	2	39.0	5.473469095966942	35.37828408813476
22	2	40.0	5.8672137996224265	35.26373121547699
22	2	41.0	6.605035271277354	35.48148128652573
22	2	41.5	6.045013129097331	36.36708580160141
12	1	5.5	6.771353350347606	11.288791400909425
12	1	8.0	2.4484405035881838	9.40506878232956
12	1	10.0	0.8779535084438166	10.26247357749939
12	1	11.0	1.2337227945630982	10.900393330574035
12	1	11.5	1.4831263325367265	11.367993229866029
12	1	12.0	1.9369385026568786	12.087842580795288
12	1	12.5	2.4040739567428338	12.910951330661774
12	1	13.0	2.894978087292769	13.880974033355713
12	1	14.0	4.05204761296418	16.32131778717041
12	1	16.0	4.3180726675190915	20.054265528678894
12	1	18.5	4.20602309409963	22.437609041690827
12	1	22.0	3.167459869736506	23.879387228965758
12	1	25.5	4.096364479606599	25.899413739681243
12	1	28.0	4.127677574659681	26.98505132675171
12	1	30.0	3.850582074547316	28.11141183376312
12	1	31.0	3.897997427595386	28.589906757354736
12	1	31.5	3.636993475619437	29.214163522720337
12	1	32.0	3.3016726517391994	29.70212730693817
12	1	32.5	3.560572016797198	29.681546312332152
12	1	33.0	3.8038282666166516	29.421552333831787
12	1	34.0	3.9823069951862706	29.387528144836427
12	1	36.0	3.9044300298806522	30.10639822292328
12	1	38.5	3.770911683415637	30.71600905895233
12	2	2.5	4.785592352317052	5.782682725906372
12	2	3.0	4.894371014123573	6.293448170423508
12	2	4.0	4.789651280018143	7.464214803218842
12	2	5.0	4.2358664285372845	7.960990358591079
12	2	7.5	4.112097196928819	9.296811990261078
12	2	11.5	3.7462084135727816	13.3235054564476
12	2	16.0	4.193263720421611	17.788654018878937
12	2	18.5	5.416215290794752	20.95672815275192
12	2	20.0	5.46065379602592	22.17018077993393
12	2	21.0	5.409260465141241	22.670021879673005
12	2	21.5	5.142532463645687	23.128161636829375
12	2	22.0	4.258193821989588	22.965952435970305
12	2	22.5	4.717972697080113	23.24756395816803
12	2	23.0	5.206937683721915	23.88963580226898
12	2	24.0	5.137989178314364	24.5275382566452
12	2	25.5	5.123408232094894	25.17520871067047
12	2	28.0	4.512590022422188	27.35059846496582
12	2	32.5	3.322077755478467	31.04838694190979
12	2	36.5	4.491265710190381	32.88803679656982
12	2	39.0	5.325439700229275	33.42739072227478
12	2	40.0	5.028645247027065	34.51686347579956
12	2	41.0	5.122360868997746	34.77444563102722
12	2	41.5	5.3301066294504365	35.001444685459134
5	1	2.5	7.253427010805003	12.667909956216812
5	1	3.0	7.305800820465998	15.041502301216125
5	1	4.0	6.788265442354811	16.622421998023988
5	1	5.0	6.822364570302473	16.214291836738585
5	1	7.5	6.128949311162504	15.184202851772309
5	1	11.5	5.851153234003133	17.186551180839537
5	1	16.0	4.787312665036768	19.235080564022063
5	1	18.5	1.4049866369464175	18.816820168495177
5	1	20.0	1.1130976913249986	20.0012219953537
5	1	21.0	2.77530971737182	21.076393690109253
5	1	21.5	3.8127417265345898	21.874355600357056
5	1	22.0	3.4765258540902932	22.257315321445464
5	1	22.5	3.4425191157786452	22.756313937187194
5	1	23.0	3.9463074334060306	23.093843785047532
5	1	24.0	4.440928197920971	23.86360243988037
5	1	25.5	4.091210841562397	25.31592713832855
5	1	28.0	1.578451320019073	27.91458134651184
5	1	32.5	4.969877044225255	28.344690567016603
5	1	36.5	6.294129802708794	26.578129399299623
5	1	39.0	6.6322181431110225	25.525415657043457
5	1	40.0	6.6426011717592575	25.855664414405823
5	1	41.0	6.851972041571333	25.243996481895447
5	1	41.5	6.950319838061682	25.417117679595947
5	2	5.5	4.915549217238216	17.301204924583434
5	2	8.0	4.2118143610521015	18.793951619148256
5	2	10.0	4.171952189169092	15.813530713558198
5	2	11.0	3.239902421540335	14.426576365470886
5	2	11.5	3.5567653448317067	15.02270807170868
5	2	12.0	3.5926633152485192	16.03017163181305
5	2	12.5	3.3553879885282756	16.380574544906615
5	2	13.0	3.432672404975039	16.630090971946718
5	2	14.0	3.3088223883810266	17.403877367973326
5	2	16.0	3.5096118426346843	18.04308765029907
5	2	18.5	3.5980855350451506	19.088587138175964
5	2	22.0	1.7972295325872292	21.40292085170746
5	2	25.5	4.039876094406491	20.366583169937133
5	2	28.0	4.554718555136143	22.293522676467894
5	2	30.0	4.0674334134151096	27.550088509559632
5	2	31.0	0.7553539063530293	31.072245409011842
5	2	31.5	0.2762488920847029	31.50465442085266
5	2	32.0	0.5106904278579849	31.951560575485228
5	2	32.5	0.38328735891921334	32.55685703086853
5	2	33.0	0.463957990485636	33.01704217720032
5	2	34.0	1.5973399094200524	33.44435622406006
5	2	36.0	5.492873478142264	28.910990918159484
5	2	38.5	5.530011014326195	23.173559200286864
24	1	5.5	5.276083131266269	9.304294755458832
24	1	8.0	0.9040761681096992	8.117724843978882
24	1	10.0	4.279911612891303	12.422393701076508
24	1	11.0	5.32047433317775	15.793450314044952
24	1	11.5	5.648128836274722	18.30551771879196
24	1	12.0	5.444101300331068	19.311738242149353
24	1	12.5	5.47715838160897	19.66927053308487
24	1	13.0	5.230297430758375	19.493794359207154
24	1	14.0	4.3503545412315265	18.176776321411133
24	1	16.0	4.051195065292311	19.129914220809937
24	1	18.5	3.4959403690264104	20.022026036262513
24	1	22.0	1.1321032413539946	22.0600652179718
24	1	25.5	3.271433973746986	24.81506132888794
24	1	28.0	4.496582091877093	26.045354984283446
24	1	30.0	4.048880331711664	27.736092683792116
24	1	31.0	4.230729468403747	27.8120408911705
24	1	31.5	4.0972102239214285	27.920768206119536
24	1	32.0	4.317884953285652	27.804056962490083
24	1	32.5	4.655286708184007	27.66604444503784
24	1	33.0	4.798683477652841	27.670677419662475
24	1	34.0	5.242882161883575	27.659121393203737
24	1	36.0	3.91851719161509	33.619489833831786
24	1	38.5	5.755739968529713	31.152313955307008
24	2	2.5	4.703883729646561	4.7515645143985745
24	2	3.0	7.278190944213751	10.258545391082764
24	2	4.0	5.154773690257	7.004781007766724
24	2	5.0	2.8416045218892867	5.6857953219413755
24	2	7.5	4.361549751064399	9.749153430461883
24	2	11.5	5.561053529137226	14.672870315790176
24	2	16.0	3.7982723903012428	16.88153607940674
24	2	18.5	4.168311490462324	20.029750841140746
24	2	20.0	2.54252555307533	20.764444604873656
24	2	21.0	2.4731863889747867	21.392314984321594
24	2	21.5	2.1570374299645665	21.79987826347351
24	2	22.0	1.6108136027449036	22.225440541267396
24	2	22.5	3.5227017029015864	23.604585834026338
24	2	23.0	3.969978920756828	24.637481896400452
24	2	24.0	3.768689251496142	25.64473137664795
24	2	25.5	4.045731360362332	26.92239730119705
24	2	28.0	3.3255649105881373	28.878716591835023
24	2	32.5	3.05741349929071	31.443137637138367
24	2	36.5	5.424396615059419	31.379168301105498
24	2	39.0	6.608588790045801	31.816454828739165
24	2	40.0	7.0364819586228435	32.0450667078495
24	2	41.0	7.170221674983972	32.63369452619553
24	2	41.5	6.646158853549619	36.14876650857926
14	1	5.5	5.36627480085171	12.41340980052948
14	1	8.0	4.651354926948326	12.582011287689209
14	1	10.0	3.8543315103824867	12.588456335067749
14	1	11.0	4.722368974674065	15.330601893424987
14	1	11.5	5.049511057959454	16.986330100536346
14	1	12.0	4.918560226890133	17.243108045101167
14	1	12.5	5.118043009234838	17.94563545656204
14	1	13.0	4.989531598361343	17.874838520050048
14	1	14.0	4.966171838479296	18.35182088851929
14	1	16.0	4.124775480770609	18.287352377414702
14	1	18.5	4.569082141294358	19.70014485025406
14	1	22.0	4.30215507430728	21.868302357673645
14	1	25.5	3.901246021346768	24.148577796936035
14	1	28.0	0.4875128483741602	28.00548581314087
14	1	30.0	0.3204510277518021	29.942752042770387
14	1	31.0	2.7235261110887024	29.961422303199768
14	1	31.5	3.6228549642635586	29.061882014274598
14	1	32.0	4.4969540747953	27.910747986316682
14	1	32.5	4.9370721440859935	27.03548186302185
14	1	33.0	5.457144921397773	26.681403589248657
14	1	34.0	5.714133000811485	26.62978563117981
14	1	36.0	5.7663996314239085	28.33576683521271
14	1	38.5	5.3539427027484745	31.47165702056885
14	2	2.5	7.381367594766218	6.463598107099533
14	2	3.0	7.36329427297106	7.0036945819854735
14	2	4.0	7.748275089904978	10.389151196956634
14	2	5.0	4.852566221231303	8.88691597032547
14	2	7.5	2.440066552935951	8.79758587360382
14	2	11.5	2.8477750602746914	13.032102313995361
14	2	16.0	4.267514055220019	16.12646168088913
14	2	18.5	3.7567207250437664	18.386977003574373
14	2	20.0	1.8489652389086273	19.645711570262907
14	2	21.0	5.1906378880590145	20.18487842297554
14	2	21.5	6.113256940027289	20.60412206482887
14	2	22.0	6.577026889337389	21.36608671593666
14	2	22.5	6.361748044860829	22.70231305742264
14	2	23.0	5.70556570492429	22.959209107398987
14	2	24.0	1.881618982226639	24.137109094619753
14	2	25.5	0.4392205162388311	25.53639311981201
14	2	28.0	0.8407349231661869	27.948851229667664
14	2	32.5	3.7263994344132487	31.860215250492097
14	2	36.5	4.761320550972005	34.281656774520876
14	2	39.0	4.756760195452835	35.97556133556366
14	2	40.0	6.195026820240413	34.363571906328204
14	2	41.0	6.5764428007247	34.175780170440675
14	2	41.5	6.799185025182891	34.12036322569847
16	1	5.5	6.029306305134	10.590747628211975
16	1	8.0	1.9481263216553149	8.623954579353333
16	1	10.0	4.254730183120352	12.658054767608643
16	1	11.0	4.123096277331247	13.915687348365784
16	1	11.5	4.850507066689393	16.062785884857178
16	1	12.0	4.713469356854129	16.78521858406067
16	1	12.5	4.667940029948333	17.564595647335054
16	1	13.0	4.533833924514315	17.54848411035538
16	1	14.0	3.882938928503612	17.34716530942917
16	1	16.0	3.9562363683280433	18.23509580230713
16	1	18.5	4.174550416610564	20.357012672424318
16	1	22.0	3.4743697383672973	22.5818892993927
16	1	25.5	2.9928404992749362	25.068442859649657
16	1	28.0	3.758682978517829	26.05146271944046
16	1	30.0	3.922941002420453	27.247556953430177
16	1	31.0	3.8950002067451144	27.555758544921876
16	1	31.5	4.675940536380412	26.743015242099762
16	1	32.0	4.848867245997294	26.83519935131073
16	1	32.5	4.566936878448662	27.485195355415343
16	1	33.0	4.445619321925171	28.947863639831542
16	1	34.0	4.873107608345943	29.82460698890686
16	1	36.0	4.58267458854437	32.225455170631406
16	1	38.5	4.512221736270019	35.50156212043762
16	2	2.5	6.395021522615123	8.097608122825623
16	2	3.0	5.808797342946207	7.688543103218079
16	2	4.0	6.771201416966884	12.509319654941558
16	2	5.0	6.828588437886385	13.549192698955537
16	2	7.5	6.327139404256223	16.601446325540543
16	2	11.5	4.462491277887353	15.43978521823883
16	2	16.0	2.919838108687746	16.72549304819107
16	2	18.5	4.174726423442925	18.736477263450624
16	2	20.0	5.405979904745624	19.52727531337738
16	2	21.0	5.705116676451516	20.535537195444107
16	2	21.5	5.62333020745684	20.457708176136016
16	2	22.0	4.535080828134318	21.398088332176208
16	2	22.5	4.529368167121524	21.752058995246887
16	2	23.0	5.152053045256285	22.17771996498108
16	2	24.0	4.695572448684449	23.376102135658265
16	2	25.5	3.6749018332111114	24.639419514656066
16	2	28.0	3.334511279168643	26.683976655483246
16	2	32.5	5.102570705310149	27.975881156921385
16	2	36.5	2.9554722472719415	35.50794904613495
16	2	39.0	7.10075558909892	28.838799941062927
16	2	40.0	7.162606673695769	27.557015434741974
16	2	41.0	7.428868093767067	26.872723967313767
16	2	41.5	7.495329626199551	26.05244223809242
