subject	mean_fd	pct_fd_gt_0p5	n_runs	glm_r2_npcr	glm_r2_v1	cvr2_win_npcr	cvr2_delta_npcr	dec_value_npcr_r	dec_gabor_v1_r
03	0.11754378173610196	0.3073770491803279	16	2.294224977493286	2.141225576400757	22.18225419664269	-0.01810741052031517	0.15697691760846288	0.13321250594421308
04	0.07875526063553365	0.0	16	7.834413528442383	10.066115379333496	37.704918032786885	-0.009777531027793884	0.3803389305793009	0.1268292095314515
05	0.13485131918961146	1.1270491803278688	16	5.30408239364624	2.4308855533599854	35.90285110876452	-0.009870104491710663	0.15475030290933822	0.4720318794794602
06	0.10015978162186939	0.7172131147540983	16	14.054198741912842	3.3562445640563965	35.8356940509915	-0.011208584532141685	0.3239426444998005	0.45051249495201245
07	0.10561595234381353	0.05122950819672131	16	3.001264452934265	3.8981857299804688	22.386058981233244	-0.017419351264834404	0.23334333755201755	-0.10712259746434219
08	0.09978404072577472	0.05122950819672131	16	3.100016713142395	2.386298179626465	22.634271099744247	-0.01793178915977478	0.2454570817460831	0.1924680078638198
09	0.11499650404155941	0.3244535519125683	16	4.78188419342041	2.2031545639038086	36.63220088626292	-0.009631376713514328	0.4055030704906636	0.43389564479194065
10	0.11501489395953933	0.7342896174863388	16	2.9697067737579346	4.2560601234436035	23.378212974296204	-0.017285313457250595	0.3149159695378143	-0.3709327918740598
11	0.12585398952934135	0.47814207650273227	16	2.24727201461792	2.1015204191207886	34.326824254881814	-0.011391401290893555	0.2342089289412942	0.6665962927403363
12	0.1006480706671032	0.15368852459016394	16	12.307271957397461	5.553246259689331	41.53005464480874	-0.006600484251976013	0.36702444673665857	-0.1707633784554871
13	0.08511549425138216	0.01707650273224044	16	18.659812927246094	13.505536079406738	46.588693957115005	-0.0030143670737743378	0.22690377815445162	-0.1361259020516618
14	0.1024859157352661	0.8709016393442622	16	7.574716091156006	2.026195764541626	35.483870967741936	-0.009397920221090317	0.24425636250831012	0.17983103942882944
15	0.11981723008798448	0.3073770491803279	16	6.070350646972656	4.237569332122803	32.52720677146312	-0.012095987796783447	0.1978984624094585	-0.10059025022531315
16	0.0756711698239087	0.25614754098360654	16	2.70804500579834	2.21500027179718	20.743639921722114	-0.01789669692516327	0.13807406264352187	0.05796881574940587
17	0.12800243231427522	0.4610655737704918	16	2.4376749992370605	2.3629671335220337	24.514563106796118	-0.01625869609415531	0.22873404447623386	0.12864155519648282
18	0.12711255811962324	0.12857602057216327	17	8.324716567993164	4.394145488739014	42.70711785297549	-0.005662586539983749	0.28202233423787054	0.24646017122045313
19	0.10205708062900569	0.03415300546448088	16	4.852827548980713	4.576276779174805	25.133120340788075	-0.015661820769309998	0.19154182081786614	0.049553310881433305
20	0.17302104488992984	4.456967213114754	16	4.0810935497283936	2.2393819093704224	29.92565055762082	-0.014652594923973083	0.25466103621426306	0.05592226065364584
21	0.15696511994493906	3.790983606557377	16	2.346632957458496	1.998395562171936	23.401950162513543	-0.018371984362602234	0.1118714688163058	-0.08607090751315274
22	0.16447915827570006	2.5956284153005464	16	4.8150928020477295	2.221667766571045	26.165803108808287	-0.016156580299139023	0.1887032086992685	0.008008533167535428
23	0.18789145462278312	3.705601092896175	16	1.748274564743042	1.5084177255630493	22.57250945775536	-0.017491355538368225	0.23197019513034073	0.07893993648644469
24	0.10731141070466921	1.2465846994535519	16	2.5794122219085693	4.26302695274353	28.78787878787879	-0.014169745147228241	0.16910929181095655	0.004722583101282096
25	0.11130434520657059	1.0245901639344261	16	2.767019271850586	3.666898488998413	24.893314366998577	-0.015893973410129547	0.25477271143951685	0.19671909417730502
26	0.20040579424300242	6.284153005464481	16	2.023888349533081	1.5413699746131897	20.23121387283237	-0.019250351935625076	0.17363711905537355	0.1412407923976969
27	0.11267792333517442	0.1366120218579235	16	12.103997230529785	8.12930679321289	42.58639910813824	-0.004261404275894165	0.3589796724071646	0.10956258313896575
28	0.31575731042022853	14.412568306010929	16	1.55185067653656	1.708620011806488	31.818181818181817	-0.012493010610342026	0.13698489593008345	-0.04931524955418377
29	0.09148147256991358	0.1366120218579235	16	12.798504829406738	4.771572113037109	34.994697773064686	-0.009634241461753845	0.209802630107554	0.25734098252513804
pil01	0.10904145792490628	0.01765536723163842	16	12.967272758483887	2.6672937870025635	51.93236714975845	0.0020064115524291992	0.1212133899702085	-0.05573756005144308
pil02	0.08921458898488797	0.07062146892655367	16	5.697147846221924	2.4026951789855957	31.788079470198678	-0.012060735374689102	0.3077908810486733	0.0621274835505117
