subject	session	run	n_vols	mean_fd	median_fd	max_fd	pct_fd_gt_0p5	n_spikes_gt_1mm	mean_dvars
03	1	1	367	0.15844435108219845	0.1357707537481207	1.857557101046136	1.366120218579235	2	30.539722532786882
03	1	2	367	0.1421773462936294	0.1338695139384718	0.7700718685061209	0.546448087431694	0	30.565382759562837
03	1	3	367	0.13670429757471622	0.12690108813285922	0.7528247333319538	0.819672131147541	0	30.753954707650276
03	1	4	367	0.14876023641170316	0.138300251166859	0.5525730886360831	0.546448087431694	0	31.317165387978143
03	1	5	367	0.12628850379731302	0.11954290412515806	0.413964180848649	0.0	0	29.78569275409836
03	1	6	367	0.1285255336747629	0.1219491562466634	0.4331247143686607	0.0	0	29.63475078688525
03	1	7	367	0.13300382763240456	0.12465125065923145	0.3767872220234891	0.0	0	29.000471202185796
03	1	8	367	0.12161881644069547	0.1189934742720095	0.294086000076765	0.0	0	28.971035560109286
03	2	1	367	0.0935335252352697	0.0911395656709883	0.2133760245443182	0.0	0	29.938831647540983
03	2	2	367	0.10784962531857996	0.09924557554308325	2.194937861683515	0.273224043715847	1	29.836765314207646
03	2	3	367	0.09635643369758441	0.09533611150169574	0.371452848035703	0.0	0	29.108795224043718
03	2	4	367	0.09503581843876328	0.0926690327482871	0.2591107206173365	0.0	0	29.490701229508197
03	2	5	367	0.09462104857681683	0.0902888552178659	0.5634342527280135	0.273224043715847	0	29.2654282295082
03	2	6	367	0.10233036117996584	0.09163977505575364	0.6770621590441379	0.273224043715847	0	29.616374841530057
03	2	7	367	0.09972654025398635	0.08806796123648865	0.9956142245343842	0.273224043715847	0	29.700450068306008
03	2	8	367	0.09572424216924177	0.08847943217466125	0.5468757299186874	0.546448087431694	0	29.427786546448086
04	1	1	367	0.07974045337688017	0.07808913985169891	0.1604922228943897	0.0	0	28.378971658469947
04	1	2	367	0.08422404677116024	0.08331533984341535	0.2144463059775857	0.0	0	28.08578754371585
04	1	3	367	0.08591763088306408	0.08194116058051684	0.325347760864789	0.0	0	28.139832718579235
04	1	4	367	0.08891207561540679	0.08708274874524255	0.2102744423018888	0.0	0	28.444371289617486
04	1	5	367	0.0841891635117858	0.08144231666377866	0.2556533283958113	0.0	0	28.574935
04	1	6	367	0.07874973606856157	0.07815149822447505	0.182492255103745	0.0	0	28.538134275956285
04	1	7	367	0.08652378145333454	0.08314611523543985	0.2038616683967616	0.0	0	28.37868558196722
04	1	8	367	0.08364141077499285	0.08078306396801199	0.1809422444482559	0.0	0	28.245116767759562
04	2	1	367	0.07251406612856033	0.07054192189080835	0.1982842582934652	0.0	0	27.612008532786888
