subject	session	orientation	sd_E	mean_abs_error
03	1	0.0	0.1733541190624237	0.10830021649599075
03	1	0.9999999403953552	0.1553146094083786	0.09672024101018906
03	1	1.9999998807907104	0.18040606379508972	0.11154055595397949
03	1	3.0	0.15697243809700012	0.10015511512756348
03	1	3.999999761581421	0.14512942731380463	0.09511761367321014
03	1	4.999999523162842	0.15324190258979797	0.0954241156578064
03	1	6.0	0.13981576263904572	0.09372732788324356
03	1	6.999999523162842	0.14662647247314453	0.09480763971805573
03	1	7.999999523162842	0.13466137647628784	0.09555892646312714
03	1	9.0	0.1277022808790207	0.09031237661838531
03	1	9.999999046325684	0.12945656478405	0.09224250912666321
03	1	10.999999046325684	0.14261995255947113	0.09925317019224167
03	1	12.0	0.13706669211387634	0.09499270468950272
03	1	12.999999046325684	0.1291598677635193	0.0951828882098198
03	1	13.999999046325684	0.13821585476398468	0.0987425372004509
03	1	15.0	0.13782666623592377	0.09784091264009476
03	1	15.999999046325684	0.14315713942050934	0.09858303517103195
03	1	16.999998092651367	0.13119658827781677	0.09270115941762924
03	1	18.0	0.1343311071395874	0.0943906307220459
03	1	18.999998092651367	0.1534045934677124	0.1017448753118515
03	1	19.999998092651367	0.15385717153549194	0.10498055070638657
03	1	21.0	0.15248553454875946	0.09885548800230026
03	1	21.999998092651367	0.12596194446086884	0.08982589840888977
03	1	22.999998092651367	0.1504695564508438	0.10029274225234985
03	1	24.0	0.1592109352350235	0.10494448244571686
03	1	24.999998092651367	0.14085419476032257	0.09652673453092575
03	1	25.999998092651367	0.16594435274600983	0.11136050522327423
03	1	27.0	0.15254990756511688	0.10677768290042877
03	1	27.999998092651367	0.15795950591564178	0.1126617044210434
03	1	28.999998092651367	0.15608283877372742	0.11297190189361572
03	1	30.0	0.16902756690979004	0.11998805403709412
03	1	30.999996185302734	0.16535915434360504	0.12181727588176727
03	1	31.999998092651367	0.15285560488700867	0.11653419584035873
03	1	33.0	0.16811276972293854	0.12638497352600098
03	1	33.999996185302734	0.15127015113830566	0.1138887107372284
03	1	34.999996185302734	0.15647101402282715	0.11821611225605011
03	1	36.0	0.14901947975158691	0.11246470361948013
03	1	36.999996185302734	0.15482176840305328	0.11508484184741974
03	1	37.999996185302734	0.14020681381225586	0.10453608632087708
03	1	39.0	0.13843399286270142	0.10344395041465759
03	1	39.999996185302734	0.1470870077610016	0.10319902002811432
03	1	40.999996185302734	0.14014200866222382	0.10125865042209625
03	1	42.0	0.13545529544353485	0.09561324864625931
03	1	42.999996185302734	0.12117533385753632	0.08794575184583664
03	1	43.999996185302734	0.1374826282262802	0.0923549085855484
03	1	45.0	0.13324101269245148	0.09276657551527023
03	1	45.999996185302734	0.11837542057037354	0.0865538939833641
03	1	46.999996185302734	0.1312236189842224	0.09344462305307388
03	1	48.0	0.12492498755455017	0.09110886603593826
03	1	48.999996185302734	0.14010275900363922	0.09603288769721985
03	1	49.999996185302734	0.1266862004995346	0.09091482311487198
03	1	51.0	0.13531692326068878	0.0989164188504219
03	1	51.999996185302734	0.11980631947517395	0.0908866599202156
03	1	52.999996185302734	0.13913843035697937	0.10062269866466522
03	1	54.0	0.14829228818416595	0.1060526892542839
03	1	54.999996185302734	0.14470627903938293	0.10677136480808258
03	1	55.999996185302734	0.1443910151720047	0.10067887604236603
03	1	57.0	0.15805864334106445	0.10690989345312119
03	1	57.999996185302734	0.1561289280653	0.10899259895086288
03	1	58.999996185302734	0.15784335136413574	0.10956365615129471
03	1	60.0	0.14512278139591217	0.09896425157785416
03	1	61.0	0.16781212389469147	0.11148043721914291
03	1	61.99999237060547	0.18548306822776794	0.11784737557172775
03	1	62.999996185302734	0.1765468418598175	0.11571995913982391
03	1	63.999996185302734	0.17162473499774933	0.11163181811571121
03	1	65.0	0.18325087428092957	0.11922360956668854
03	1	66.0	0.197397843003273	0.1284395456314087
03	1	67.0	0.2010156363248825	0.132966086268425
03	1	67.99999237060547	0.20714916288852692	0.13644258677959442
03	1	68.99999237060547	0.2110154628753662	0.1406659632921219
03	1	69.99999237060547	0.21332155168056488	0.1440443992614746
03	1	71.0	0.23411032557487488	0.1570063978433609
03	1	72.0	0.22977499663829803	0.15676045417785645
03	1	73.0	0.23350124061107635	0.16529975831508636
03	1	73.99999237060547	0.21281762421131134	0.14980942010879517
03	1	74.99999237060547	0.22671732306480408	0.15969520807266235
03	1	75.99999237060547	0.2083834409713745	0.15430493652820587
03	1	77.0	0.2184407263994217	0.15767154097557068
03	1	78.0	0.18580321967601776	0.1392529308795929
03	1	79.0	0.2017783373594284	0.1532140076160431
03	1	79.99999237060547	0.19226327538490295	0.14040973782539368
03	1	80.99999237060547	0.1687772572040558	0.12738969922065735
03	1	81.99999237060547	0.17206509411334991	0.11989833414554596
03	1	83.0	0.15389929711818695	0.11023435741662979
03	1	84.0	0.16142159700393677	0.1054944321513176
03	1	84.99999237060547	0.136474147439003	0.08601207286119461
03	1	85.99999237060547	0.12860682606697083	0.07908729463815689
03	1	86.99999237060547	0.12187071889638901	0.07083278894424438
03	1	87.99999237060547	0.11366226524114609	0.0648876205086708
03	1	89.0	0.13120457530021667	0.06870883703231812
