subject	mode_1	mode_2	amplitude	r2_shift	r2_joint	voxel
04	1.4619855	1.4790548	1.305473	0.04611826	0.046100676	695
04	0.032286625	3.0795367	2.5170958	0.04635513	0.04589379	443
04	1.1669186	1.1968511	0.16581012	0.04627168	0.045749128	606
04	0.16692322	0.031083802	0.24182653	0.057360947	0.04529041	270
04	2.589863	2.4122055	0.34692675	0.048081696	0.045135736	413
04	2.6851268	2.8946774	0.38869965	0.04854852	0.045097947	142
04	0.9374041	1.1809194	0.12001813	0.056354523	0.04424858	93
04	0.7789644	0.12223985	4.8320155	0.059465826	0.04330927	417
04	2.5639215	2.0815256	1.2491211	0.056586087	0.043260098	418
04	2.6811562	2.4672515	4.870947	0.04494959	0.04317051	422
04	1.6773334	1.728046	0.20558174	0.043792844	0.04286158	553
04	0.4964059	0.78863835	4.540434	0.04584527	0.04283297	277
04	0.9225338	3.008955	0.24303502	0.043973446	0.042542815	132
04	1.9861442	1.9336969	0.22011915	0.04388112	0.042486668	9
04	2.805193	2.837907	0.23091365	0.043412924	0.04241413	123
04	1.5663453	1.3337314	0.3543157	0.04640776	0.041837215	297
04	2.7986348	2.8135161	0.15840767	0.04185146	0.041795492	212
04	2.1414316	1.9873093	6.4202514	0.042524397	0.041558266	183
04	0.38711426	0.3806286	0.21799149	0.041485667	0.041477084	165
05	2.534523	2.476448	4.29086	0.36493295	0.36392194	513
05	3.009966	2.789301	4.129693	0.24281222	0.23055428	276
05	2.586578	2.3214736	11.245392	0.23349118	0.21886325	459
05	2.3735154	2.3304358	9.331136	0.21521986	0.21478903	452
05	3.0542994	2.7917035	2.242641	0.20354319	0.18784589	281
05	2.5228212	2.3322573	9.951099	0.185758	0.18009406	455
05	0.68296874	0.52236587	2.558254	0.18303925	0.17893362	282
05	0.22641227	0.1880264	3.0833204	0.17319745	0.17291832	409
05	2.6671448	2.408771	11.1329565	0.17787087	0.16906059	363
05	0.9659354	0.8662529	2.02718	0.16677332	0.16500658	546
05	2.8592286	2.810412	1.051206	0.16261488	0.16215312	207
05	0.12596652	0.09194531	8.836043	0.16183567	0.1616481	456
05	2.4684803	2.7014284	1.9951298	0.17011797	0.16135848	372
05	2.9123733	2.5212288	8.153732	0.17692441	0.15984571	275
05	0.54364043	0.4497979	1.3440869	0.15007001	0.1484927	457
05	1.1644081	1.0189339	0.66339105	0.14782792	0.13881594	627
05	1.0790254	0.99253625	0.71765274	0.13959903	0.1378336	621
05	2.9021297	2.7051332	0.72640795	0.13770777	0.13296974	204
05	0.011916372	2.7359827	6.278811	0.1539501	0.12927395	364
05	2.4076304	2.4191606	0.9014732	0.12811464	0.12809074	445
05	0.2559343	0.395909	9.935883	0.124718964	0.122449875	415
05	0.09089826	3.011224	5.0815606	0.12872559	0.12186694	286
05	0.3382604	0.38410327	7.84802	0.12194508	0.121638894	460
05	0.46409315	0.4038669	10.226375	0.12070525	0.1203323	336
05	0.58090746	0.4694703	1.1957616	0.120452106	0.11901516	515
05	0.5131363	0.595667	8.421901	0.1179598	0.11715424	287
05	0.7604805	0.74696463	2.1144674	0.11562836	0.11560863	289
05	0.19755183	0.081099905	8.769762	0.11469787	0.113183856	413
05	0.70771754	0.6459637	1.8184968	0.11301726	0.11294842	463
05	0.2103654	0.120992325	5.7528315	0.112870455	0.11189973	318
05	2.6493607	2.7037501	1.0897617	0.112069786	0.11173034	268
05	0.55757135	0.49634323	0.81376845	0.10381019	0.1033237	208
05	0.88001394	0.6841265	2.4648445	0.10518628	0.10243052	212
05	0.6252633	0.8118347	7.243737	0.10233158	0.09908521	288
05	0.871449	0.8883193	0.73488265	0.098098814	0.09806198	550
05	0.015573086	0.29658693	11.20213	0.10283041	0.09448111	406
05	0.26791555	0.45337954	9.05596	0.09680891	0.09376174	341
05	0.6194332	0.44153753	1.5820339	0.095678926	0.09337211	408
05	2.4887133	2.6250346	1.2883627	0.092502594	0.09035963	354
05	0.20409708	0.13413675	0.6844005	0.09061003	0.08993107	410
05	0.6146033	0.6422968	3.3206704	0.089336514	0.08928025	385
05	2.3797824	2.7605321	0.8730878	0.097014606	0.08730626	371
05	2.4263487	2.6520827	0.5319314	0.10179138	0.08684206	349
05	0.7329604	0.79156876	1.3963073	0.08599287	0.08573109	213
05	2.8193336	2.4675522	7.672667	0.09243828	0.08301592	267
05	2.9312758	0.18897538	4.1855073	0.09611499	0.08072215	232
05	2.4014382	2.767425	0.59736973	0.097152054	0.08051807	381
05	0.10560666	2.726348	0.91971767	0.1109826	0.07980549	347
05	0.3087024	0.23468441	0.30987316	0.08121884	0.07934368	320
05	0.49534783	0.4696394	0.7400949	0.07875031	0.078692615	430
05	2.6334887	2.643211	0.5241876	0.079285145	0.07842147	642
05	0.5158505	0.42482406	2.8443756	0.07818723	0.0776394	313
05	0.9130907	0.8945656	3.2906346	0.07754856	0.07751644	542
05	0.54147935	0.6826614	4.94069	0.07861072	0.07728875	486
05	2.4339755	2.768093	0.5294895	0.08359605	0.07677531	344
05	2.615464	2.6692677	0.6528349	0.07707417	0.076756716	355
05	0.4897514	0.23964074	0.4626823	0.07917589	0.07472676	325
05	0.41949967	0.24811594	1.0066282	0.074867845	0.07224178	330
05	0.29104707	0.3796606	4.6165814	0.07256538	0.07200664	487
05	0.82666653	0.31378028	3.664295	0.08941901	0.071997404	384
05	3.1213071	0.15767215	3.4152765	0.07369226	0.07126194	326
05	2.6032608	2.6282914	0.57021683	0.070950985	0.070821285	373
05	1.7834204	1.8115236	4.3990035	0.070518374	0.07045418	690
05	2.4642367	2.8323016	0.63188815	0.08278537	0.07004225	362
05	0.12824443	0.27972475	6.2682447	0.07105297	0.06937045	414
05	0.12027201	2.9516585	1.2565871	0.077850044	0.068294704	244
05	2.7462502	2.4715261	5.570982	0.0725289	0.067792	345
05	2.6147573	2.78721	0.5368753	0.0684706	0.06678623	351
05	1.3469142	1.1759824	4.983314	0.06827706	0.06645441	490
05	0.26886454	0.49600077	5.9542165	0.0695833	0.066028595	352
05	0.50798345	3.1523993	4.3181133	0.084034026	0.06588054	357
05	3.1352348	0.1594907	5.688242	0.06729138	0.06540936	420
05	1.8134308	1.90782	6.1963964	0.06559342	0.06495851	620
05	2.740743	2.6450381	0.27740556	0.070088506	0.064786434	417
05	0.060574442	0.34866315	7.646106	0.06954378	0.06407988	297
05	2.8798537	2.9696023	0.69801456	0.06267375	0.062131107	246
05	2.5174544	2.6459804	0.5835775	0.06335455	0.061793923	497
05	2.7235994	2.6499457	0.332833	0.08098745	0.06147033	646
05	0.31374615	0.50561553	6.787634	0.06350595	0.061400175	301
05	0.111669496	3.0588896	3.9407306	0.06356728	0.061008215	233
05	1.8217499	2.1994486	2.1749637	0.069533944	0.059872746	27
05	0.6745298	0.6399626	5.247445	0.058674097	0.05861157	258
05	0.5222749	0.29449221	1.6517317	0.05965513	0.057863772	518
05	1.5373127	1.2226989	5.2778983	0.063105404	0.05728352	496
05	0.40405828	2.999485	1.2038884	0.07723677	0.057192445	243
05	0.67776805	0.5696691	0.4118236	0.061020494	0.057053745	537
05	0.8869889	0.80958295	1.5146308	0.056721807	0.056410372	485
05	0.56174964	0.582713	5.7957177	0.0557943	0.055767	386
05	0.277793	0.20254023	0.39553732	0.056910455	0.055651546	397
05	2.6449792	2.5965502	0.3354956	0.05612898	0.05564642	567
05	0.80250835	0.86956805	4.784587	0.055471182	0.05524206	407
05	1.6082578	1.7159142	0.31767642	0.057340562	0.05508262	177
05	0.2841875	2.5710292	0.25808543	0.053389132	0.05399567	334
05	0.3131015	0.5579603	5.832815	0.057091057	0.053851128	505
05	2.1851683	2.1865036	0.64325494	0.05365163	0.05365169	113
05	2.9141676	2.7558033	0.34555578	0.058978856	0.053511858	444
05	1.2109842	2.700791	0.33377364	0.057390213	0.05344981	555
05	2.2882373	2.6445506	0.21652709	0.06326246	0.052885115	338
05	2.4886262	2.5600965	0.36627	0.053474188	0.05257076	421
05	0.06422536	0.22337992	4.7878394	0.05355221	0.05238211	419
06	0.8520275	1.0346134	11.779828	0.42276102	0.4093966	328
06	1.4018147	1.5003198	9.135371	0.41143733	0.40707594	683
06	2.3425896	2.4791071	13.5805855	0.3965562	0.3893593	430
06	1.1304079	1.1855186	12.567852	0.38065952	0.3795042	771
06	2.1570425	2.2130487	21.269604	0.3767084	0.37558252	525
06	0.8847269	0.9360654	6.795919	0.37191057	0.37093967	327
06	0.9193429	0.8800831	8.428874	0.36994898	0.3694179	286
06	0.5551472	0.7399163	7.2959223	0.35942233	0.348333	538
06	2.1438537	2.1392667	13.493967	0.34309506	0.34306735	316
06	2.4033155	2.562781	2.6739092	0.34074277	0.33015686	319
06	1.1175082	1.1292535	12.844648	0.32977474	0.32941443	767
06	1.414462	1.3676354	11.79263	0.3108793	0.31012595	738
06	1.0137706	1.2224528	9.1557255	0.32010853	0.3065188	330
06	2.3871608	2.3960955	10.207769	0.27676004	0.27671307	273
06	1.2574525	1.2178075	10.74036	0.27545357	0.27508485	775
06	1.4292755	1.4692252	11.684885	0.27511144	0.27482706	682
06	2.927056	3.0315025	17.112503	0.2722339	0.2694857	264
06	1.3301796	1.417082	11.226652	0.26968646	0.26762915	741
06	2.1466577	2.0973098	18.360144	0.26137042	0.26079816	576
06	2.4042645	2.6345131	2.5664482	0.27589953	0.26054782	320
06	2.179899	2.5489855	14.572104	0.28697652	0.25170106	474
06	2.400523	2.5713947	2.3313105	0.25725174	0.24916363	276
06	0.54078025	0.57724047	1.7330464	0.24870193	0.2483111	535
06	2.1934502	2.2656875	12.189697	0.24613255	0.24495363	485
06	1.3024328	1.2805566	9.339857	0.23320562	0.2330625	735
06	2.1685748	2.3636572	3.7574973	0.23324233	0.22502488	317
06	2.2893996	2.5173512	0.9635163	0.24352688	0.22239804	275
06	1.5901741	1.4797543	7.082026	0.22512603	0.22226691	685
06	0.5590711	0.56750894	2.7350223	0.22065145	0.22063476	453
06	1.4078952	1.5632839	12.864967	0.22579855	0.22037119	740
06	1.0978261	1.0509473	10.239996	0.2182864	0.21790665	763
06	2.928508	2.7237413	9.581751	0.2229206	0.21425772	307
06	0.42281672	0.39490202	1.452659	0.2060129	0.20578104	534
06	1.1921312	1.2743443	10.164862	0.20066583	0.19909674	778
06	1.0341207	1.0971634	8.846736	0.1989131	0.19817424	496
06	0.27441105	0.18146327	9.949946	0.19726443	0.19581574	177
06	2.0022078	1.9499184	17.079844	0.19414526	0.19365418	524
06	1.5780854	1.4933939	6.10014	0.19501746	0.19351882	193
06	1.6389614	1.4370689	6.410182	0.20147729	0.19294614	192
06	1.1692029	1.1220659	8.957081	0.1839335	0.18336844	68
06	1.947367	2.1248891	7.01296	0.18886125	0.18324059	352
06	1.1353651	1.1299286	11.570206	0.18272275	0.18268514	289
06	0.90467644	0.83733654	6.341469	0.1828016	0.18204439	243
06	1.2971042	1.4276271	8.597962	0.18433708	0.1811586	733
06	0.49228042	0.618272	5.7543244	0.18120974	0.17863655	499
06	0.48839504	0.4243782	1.2024733	0.1774385	0.17636234	592
06	1.8121411	1.8512487	11.251837	0.17220217	0.1720143	187
06	1.2262864	1.199863	8.243698	0.17129618	0.17122018	779
06	1.5685203	1.5466846	8.757248	0.17112851	0.17119634	148
06	1.4810771	1.5740876	15.139973	0.172333	0.17082316	232
06	3.1459823	2.9810362	9.45201	0.17424768	0.17025888	219
06	2.9525878	2.6959586	8.729069	0.1795364	0.17009729	265
06	1.4836214	1.7304685	2.298166	0.18093872	0.16942215	145
06	0.3268688	0.06343398	9.925229	0.1775412	0.16576147	323
06	3.0379405	3.0722039	8.016846	0.16178489	0.16158426	220
06	3.0264938	2.746679	6.2823668	0.15994513	0.15949595	226
06	2.399099	2.203638	8.416991	0.16450232	0.15860552	230
06	1.1468508	1.238118	11.563579	0.15954936	0.15831643	37
06	1.2653906	1.5111187	9.343442	0.16604745	0.1561017	41
06	0.487911	0.6039806	1.3912742	0.15406674	0.15156513	591
06	0.8085026	1.0787666	7.2531495	0.16224128	0.1513362	396
06	0.6742591	0.79775167	2.8171172	0.15344012	0.15101165	503
06	1.9476718	1.7660686	1.1750051	0.1590597	0.14995372	486
06	2.5862048	2.452979	5.981443	0.15062302	0.14821684	484
06	1.5082278	1.4841202	8.497434	0.14469582	0.14463335	196
06	3.1427014	2.680007	2.2436342	0.1678865	0.14298975	310
06	3.1180015	0.10823904	9.462511	0.14418161	0.14151096	178
06	0.09178947	0.024886686	14.440184	0.14023304	0.13957942	222
06	0.3580135	0.25421184	0.8388611	0.14380115	0.1385994	143
06	2.4657302	2.6187525	1.2855275	0.14377141	0.13816237	433
06	2.2970786	2.4517617	8.979733	0.14039391	0.1372531	439
06	2.2196732	2.542752	10.508058	0.15092027	0.1371811	435
06	1.5207791	1.6699027	8.760888	0.14011031	0.13712102	742
06	1.0425581	0.96109444	10.618233	0.13728285	0.13659543	283
06	1.44305	1.1084958	8.651686	0.15239048	0.136177	279
06	0.96577144	0.805018	1.4545369	0.14043623	0.13529778	730
06	2.5262747	2.7267873	1.0686389	0.14294207	0.13331062	321
06	0.6972392	0.91999006	10.316748	0.13853097	0.13252825	329
06	2.9880285	2.8751726	0.9494878	0.13344008	0.13052088	356
06	2.162177	2.1816278	12.881673	0.12982297	0.1297518	480
06	1.3249898	1.4706341	11.631005	0.13191181	0.12959623	737
06	1.1294712	1.2504969	7.9547067	0.13126493	0.12957913	762
06	1.0641313	0.9850408	0.78720427	0.1298995	0.1281423	729
06	2.1666918	2.1142566	6.3792653	0.12714094	0.1269198	529
06	0.43569046	0.7090719	1.946241	0.13586903	0.12530023	504
06	2.6851795	2.7884731	2.43616	0.12518662	0.1240685	428
06	0.545807	0.6982654	1.2657461	0.12661654	0.12368333	450
06	2.5553546	2.3285239	14.8148365	0.12669688	0.12284237	491
06	0.89176023	0.68753713	5.8757896	0.12663132	0.12274116	136
06	2.692818	2.6026585	0.9107115	0.12353957	0.12259126	228
06	1.2614293	1.1082953	5.8237705	0.12365943	0.12101793	188
06	1.9177501	2.0129173	10.9216175	0.12038565	0.119279504	582
06	1.0217506	1.0465314	8.855768	0.11937511	0.11924356	99
06	0.79841864	0.9155541	1.8357397	0.12040299	0.1176551	595
06	0.519815	0.5599684	1.5139315	0.11562431	0.11550975	451
06	1.0912318	0.9178253	1.2886456	0.11608118	0.11223745	284
06	3.1021912	3.0860407	10.401996	0.11129701	0.11121619	239
06	1.1195402	1.1697159	8.534783	0.11158848	0.11116099	766
06	1.2445751	1.1067193	1.1351275	0.115088284	0.11036116	571
06	0.38201007	0.5088242	4.6606655	0.10901749	0.1072855	498
07	0.3112345	0.33618513	4.445304	0.217305	0.21717429	825
07	0.6623478	0.58267814	2.624398	0.17580014	0.17475605	312
07	0.16591595	0.41358712	8.5086155	0.16096485	0.1514659	6
07	2.7014306	2.5212655	2.0839682	0.1551376	0.1478976	730
07	0.66049474	0.5442951	2.2479005	0.14416987	0.1419878	364
07	0.9622186	1.2182893	2.3429363	0.14722276	0.13650912	830
07	0.6489172	0.63927186	1.7172545	0.13173723	0.13172609	712
07	2.7119212	2.7721438	1.3051828	0.1309017	0.13014913	201
07	0.31118283	0.37610492	4.549059	0.12627959	0.12572825	103
07	0.0998593	0.27241653	7.8089867	0.12934965	0.1256823	66
07	0.8572292	1.1148387	2.609502	0.129345	0.119659066	782
07	0.8800915	0.78500015	1.9461108	0.12047356	0.118926406	716
07	2.7998354	2.916715	0.9856779	0.11580622	0.113567054	149
07	2.413083	2.2863655	8.364731	0.11224264	0.110705614	444
07	0.51942986	0.38813746	1.2485492	0.11111051	0.10900122	823
07	0.5556361	0.52957886	0.91152614	0.10472977	0.104629815	311
07	2.73517	2.5695055	1.7541407	0.10660136	0.10384011	437
