subject	session	mapping	run	trial_nr	orientation	onset_ms	duration_ms	amplitude_deg	direction_deg	peak_vel_deg_s
01	1	inverse_cdf	4	76	97.5	642.0	18.0	0.2694556144475203	142.91710380738863	89.1725220999291
01	1	inverse_cdf	4	79	45.0	64.0	16.0	0.5127467604097968	3.119098011856039	122.78572864217514
01	1	inverse_cdf	4	80	37.5	634.0	18.0	0.3866497835843087	79.98264760275455	90.44019290022415
01	1	inverse_cdf	4	85	67.5	440.0	4.0	0.2214027854013143	-178.72584973991516	54.015496865702495
01	1	inverse_cdf	5	93	52.5	266.0	14.0	2.591960269436223	-8.372603414065127	231.8013398484962
01	1	inverse_cdf	5	101	45.0	38.0	4.0	0.4810256956617582	131.94417048680373	108.03974882732979
01	1	inverse_cdf	5	106	127.5	60.0	4.0	0.3859279474288557	2.6813387938402946	86.10805467555937
01	1	inverse_cdf	5	108	30.0	106.0	4.0	0.32948372114638785	-22.24335140055253	70.29193031344577
01	1	inverse_cdf	5	110	172.5	118.0	26.0	0.4123917364483241	66.82637785594602	127.93309931992106
01	1	inverse_cdf	5	113	37.5	94.0	4.0	0.4441114686892904	20.325630627393387	86.79731225450548
01	1	inverse_cdf	5	114	82.5	614.0	4.0	0.43947258134271694	162.84082575902355	91.9704899930124
01	1	inverse_cdf	6	116	45.0	270.0	18.0	3.4785250456268875	14.783814770075173	260.983375036147
01	1	inverse_cdf	6	119	52.5	20.0	34.0	0.5209220066385204	80.39232902324159	120.19024203945476
01	1	inverse_cdf	6	124	165.0	60.0	16.0	0.19645674499951782	-22.081018717754883	118.23727797768005
01	1	inverse_cdf	6	126	97.5	76.0	4.0	0.390853345238128	151.676183388374	84.04647849836068
01	1	inverse_cdf	6	131	150.0	86.0	4.0	0.3910581381179997	173.73589417414055	86.06456195759858
01	1	inverse_cdf	6	131	150.0	654.0	4.0	0.3703155410211371	-4.830250687884613	73.62541611641193
01	1	inverse_cdf	6	132	75.0	636.0	4.0	0.6421965026798915	157.61819454490734	136.59665832368296
01	1	inverse_cdf	6	134	37.5	550.0	16.0	0.14172573248363365	37.02662727012663	85.67562468604041
01	1	inverse_cdf	6	137	15.0	586.0	4.0	0.32893045922083264	138.4300392865747	77.17573279190788
01	1	inverse_cdf	7	140	172.5	832.0	6.0	0.6322800931627631	9.71175536706087	99.07252009666281
01	1	inverse_cdf	7	142	127.5	88.0	18.0	0.027874989617116434	-151.90126199574806	100.21107336259173
01	1	inverse_cdf	7	148	60.0	604.0	4.0	0.5272268623713876	34.50402877050433	105.36149613002586
01	1	inverse_cdf	7	150	52.5	54.0	24.0	6.0143431308642725	174.14893344192623	389.30287086411965
01	1	inverse_cdf	7	150	52.5	216.0	10.0	1.3494306849422157	150.73984669386695	153.69151478454398
01	1	inverse_cdf	7	151	165.0	404.0	16.0	0.3593994505351821	166.54604948778575	121.68900488776552
01	1	inverse_cdf	7	154	15.0	266.0	24.0	6.570805820238755	106.13065153361424	473.32519749760746
01	1	inverse_cdf	7	154	15.0	484.0	4.0	0.650472996813018	92.89058368200715	136.41702758202285
01	1	inverse_cdf	7	157	7.5	852.0	20.0	1.4136553107332173	-109.32053629246555	91.08887491027556
01	1	inverse_cdf	8	162	157.5	304.0	8.0	1.569359866651606	7.084732574979424	210.52582486769094
01	1	inverse_cdf	8	164	22.5	696.0	4.0	0.48717355533521295	175.17104096046927	111.07080489594308
01	1	inverse_cdf	8	165	142.5	626.0	10.0	1.330205038298123	39.634643058591266	140.02514079360736
01	1	inverse_cdf	8	165	142.5	694.0	4.0	1.2059219339501857	94.99163213813581	220.9405062547885
01	1	inverse_cdf	8	170	75.0	280.0	8.0	1.2200084494130508	163.60019662481668	157.0041127073682
01	1	inverse_cdf	8	174	90.0	142.0	4.0	0.4963250022604245	176.58848775406085	106.20762183320481
01	1	inverse_cdf	8	175	45.0	124.0	50.0	12.34878380551744	-21.66971064155076	493.997800724176
01	1	inverse_cdf	8	175	45.0	280.0	40.0	13.73225655182055	163.4635029907509	574.9094488576317
01	1	inverse_cdf	8	177	120.0	28.0	12.0	1.83608619545163	-17.635008254501855	181.07395988074998
01	1	inverse_cdf	8	177	120.0	114.0	22.0	1.8249517571943534	168.59615025849286	203.02730025631934
01	1	inverse_cdf	8	180	37.5	956.0	38.0	1.7095066125453342	-58.21560651893163	713.4236691221471
01	1	inverse_cdf	8	182	60.0	708.0	30.0	7.233217631526609	-24.297376810809826	773.3462320873921
01	1	inverse_cdf	8	182	60.0	760.0	40.0	7.144439744090658	154.2647434636191	655.9801441198215
01	2	cdf	1	1	90.0	4.0	4.0	0.5786957465659315	-78.7636870413909	156.62961105772064
01	2	cdf	1	1	90.0	70.0	32.0	0.06675430284970245	-31.063015933463795	249.68358965059497
01	2	cdf	1	1	90.0	128.0	4.0	1.0915200774783231	-64.38963315389242	181.6658284181534
01	2	cdf	1	1	90.0	282.0	16.0	3.7742406936701225	7.62149878453737	340.62005552411455
01	2	cdf	1	3	120.0	538.0	18.0	0.41164629806129055	63.22357371499232	120.35939952390338
01	2	cdf	1	3	120.0	984.0	6.0	0.8329479692994092	72.10219167453708	126.91136927872525
01	2	cdf	1	4	82.5	794.0	30.0	0.13015485154942028	156.99494877251695	89.99532047338941
01	2	cdf	1	5	75.0	368.0	18.0	0.19897208397731778	118.04388405498928	92.44811912412929
01	2	cdf	1	5	75.0	618.0	4.0	0.45298947951813867	13.83250121875975	95.83236698932983
01	2	cdf	1	8	60.0	698.0	4.0	0.5527206865079296	32.51092223620013	112.43899696045587
01	2	cdf	1	13	67.5	778.0	8.0	0.5457923221670863	33.59425681983874	67.23747589298493
01	2	cdf	1	15	172.5	462.0	6.0	0.4461040720635139	121.00173693662938	72.64046240285863
01	2	cdf	1	16	112.5	604.0	4.0	0.38762176114817265	2.183890721599808	86.03256357304087
01	2	cdf	1	17	127.5	12.0	86.0	6.701117420137299	-67.89196091402084	761.6523885403875
01	2	cdf	1	17	127.5	668.0	6.0	0.4434186583664694	111.72098889679417	76.0283015145528
01	2	cdf	1	19	15.0	108.0	4.0	0.3059444752409276	-7.087604779668572	64.25010919494554
01	2	cdf	1	21	30.0	656.0	4.0	0.48656551089937417	82.44098782840798	98.37551548284465
01	2	cdf	1	21	30.0	884.0	10.0	0.9847107563939383	74.43430580945517	98.60696289849271
01	2	cdf	2	26	90.0	6.0	4.0	0.655026312093367	-104.21355436895564	133.54800237168283
01	2	cdf	2	26	90.0	696.0	4.0	0.39909980066941303	23.505024077309542	87.36344464531592
01	2	cdf	2	28	105.0	130.0	8.0	0.6912721404654169	95.85830935641987	94.89977351934395
01	2	cdf	2	28	105.0	780.0	6.0	0.3946924435137607	133.65150313802778	73.8942630327176
01	2	cdf	2	31	82.5	768.0	6.0	0.5123115855787561	166.09773042450584	94.88530002907488
01	2	cdf	2	33	150.0	754.0	20.0	0.4446016646626997	133.6551864609168	96.16771640871663
01	2	cdf	2	35	120.0	300.0	24.0	0.4984646874230667	124.26347595050981	119.27364073326497
01	2	cdf	2	35	120.0	352.0	20.0	0.4368735076490059	-79.83121544427729	98.68241319442613
01	2	cdf	2	39	67.5	280.0	4.0	2.1835797387904807	-6.513957710936649	355.47578960864047
01	2	cdf	2	39	67.5	460.0	4.0	4.2212048063817145	-73.63905298401195	852.4250006494134
01	2	cdf	2	39	67.5	490.0	4.0	3.939049159196833	106.60378168689998	800.0809938177973
01	2	cdf	2	39	67.5	536.0	20.0	1.0890228958810166	-96.22910182246926	801.3013847417159
01	2	cdf	2	39	67.5	604.0	4.0	4.42175413881987	-88.21342357788811	906.2402688251952
01	2	cdf	2	39	67.5	640.0	4.0	6.548201508348581	101.93008546168718	1060.1945164873396
01	2	cdf	2	42	112.5	692.0	8.0	0.6920931039866998	170.58289635384097	106.30251876936019
01	2	cdf	2	44	22.5	710.0	4.0	0.306985209496081	178.77460302034362	67.74640851233424
01	2	cdf	2	45	135.0	604.0	16.0	0.09028493656366982	152.96933650336396	67.76133435037329
01	2	cdf	3	47	22.5	16.0	4.0	2.1846635965568004	-85.18882457703317	387.18357274931583
01	2	cdf	3	47	22.5	194.0	44.0	0.05333441783025131	-42.58470580566376	451.6685767977123
01	2	cdf	3	47	22.5	266.0	36.0	2.7272284894308325	2.481231417367021	256.30397827829063
01	2	cdf	3	48	112.5	106.0	8.0	0.5549260736155548	-168.22449124387896	71.87109830435341
01	2	cdf	3	48	112.5	306.0	4.0	0.3328577704950467	-7.6504933374880455	70.6730972755499
01	2	cdf	3	49	7.5	8.0	6.0	3.874412616577521	-84.94495351923216	610.6283528839024
01	2	cdf	3	49	7.5	130.0	20.0	1.001764598404753	113.35890677540176	338.585695199165
01	2	cdf	3	49	7.5	242.0	4.0	0.9299296465172321	-93.13641551228982	197.20110683487172
01	2	cdf	3	49	7.5	312.0	4.0	1.3172468001817244	86.07045522103546	231.52090579322973
01	2	cdf	3	49	7.5	642.0	6.0	0.7055374653499026	168.32345751858958	115.30284355891972
01	2	cdf	3	53	97.5	348.0	4.0	0.3213233421864794	-12.687719245203066	69.59995291932248
01	2	cdf	3	53	97.5	654.0	16.0	0.2100882306092768	97.18059930273562	90.29595424581294
01	2	cdf	3	57	172.5	38.0	4.0	0.318704489696563	87.34358429450943	75.47848224262788
01	2	cdf	3	57	172.5	336.0	18.0	0.5239530562600638	106.56181463130508	94.6687188461772
01	2	cdf	3	59	60.0	656.0	12.0	1.6311428135867514	98.50594748068661	432.4139993329675
01	2	cdf	3	59	60.0	688.0	6.0	1.4026864773950432	113.66202669248709	218.36027079675452
01	2	cdf	3	59	60.0	714.0	4.0	1.3273270678417564	-84.03802405335901	243.83723809310086
01	2	cdf	3	59	60.0	756.0	220.0	0.6010864870254684	-111.12658218879952	529.2419583205392
01	2	cdf	3	61	52.5	572.0	24.0	0.6011550142285924	154.27449209492872	106.63955080086164
01	2	cdf	3	62	150.0	688.0	4.0	0.34835747854846105	100.03890870853112	71.57329258678644
01	2	cdf	3	63	67.5	360.0	14.0	0.2505019851928423	54.3293662550197	82.8301530442837
01	2	cdf	3	66	142.5	6.0	10.0	1.0377204737936885	-178.27822972442235	106.49007491680005
01	2	cdf	3	66	142.5	340.0	18.0	0.2376512792014597	104.80455588923274	77.37562470213147
01	2	cdf	3	68	135.0	582.0	6.0	0.47609683189667096	178.61723727046595	78.34626009029272
01	2	cdf	4	73	90.0	566.0	6.0	0.5280817380554914	171.2424546748867	84.56428660718433
01	2	cdf	4	74	22.5	618.0	4.0	0.2908744134085533	-173.19488600575664	60.1512318138288
01	2	cdf	4	75	67.5	20.0	74.0	2.4752981111519596	80.81099747560091	216.4857832921595
01	2	cdf	4	75	67.5	114.0	90.0	5.818244401319765	-74.56011193206143	601.2835765459228
01	2	cdf	4	77	45.0	96.0	4.0	2.1060843032139718	-79.35716320613113	391.9847775548966
01	2	cdf	4	77	45.0	120.0	36.0	0.9246591778291369	-163.75660482242836	407.4157008206156
01	2	cdf	4	77	45.0	176.0	72.0	1.1124116846072292	-56.3122514230511	513.9748710752914
01	2	cdf	4	77	45.0	280.0	48.0	1.5546134035930477	-60.46071256437164	238.77449549624282
01	2	cdf	4	80	135.0	452.0	4.0	0.3891841214107917	-178.0668500218069	85.10782106605467
01	2	cdf	4	81	157.5	718.0	4.0	0.29399804302825	137.94396705293585	65.79764719970727
01	2	cdf	4	82	105.0	116.0	4.0	1.736771067562988	119.74349984066856	280.98643131185867
01	2	cdf	4	82	105.0	326.0	4.0	1.3473399044713108	-84.75835550438096	305.19165795305275
01	2	cdf	4	82	105.0	516.0	4.0	0.6940913749797778	-133.2930997249747	154.2841829909404
01	2	cdf	4	90	172.5	4.0	6.0	1.078867512153271	-78.23768486983295	166.56842058329306
01	2	cdf	4	91	15.0	580.0	20.0	0.9514475081380478	98.73124122158124	108.39356411264671
01	2	cdf	4	92	52.5	990.0	4.0	0.5710604134279204	89.67073160358997	152.3499019546211
01	2	cdf	5	93	112.5	28.0	132.0	1.482678745910368	-75.07462315964308	678.2263565069479
01	2	cdf	5	93	112.5	270.0	16.0	2.908930356850631	-7.880056205004546	233.72571864892896
01	2	cdf	5	100	157.5	28.0	20.0	0.17675635454478184	-138.76094883174892	72.55194290016695
01	2	cdf	5	102	22.5	586.0	120.0	1.6099795035876516	117.43756068614586	465.9036365753525
01	2	cdf	5	103	105.0	10.0	28.0	4.1101698225553465	-74.6502739367225	364.6419937561414
01	2	cdf	5	104	142.5	22.0	8.0	0.9074094528597912	-168.1006395900004	122.45396068527253
01	2	cdf	5	106	37.5	128.0	22.0	0.10709504305584082	105.10159200736732	79.97821732200994
01	2	cdf	5	106	37.5	700.0	22.0	0.4381748711441328	116.95105122773785	103.34535961162213
01	2	cdf	5	107	90.0	332.0	4.0	0.41286640403549907	156.0787289708483	88.82611111654059
01	2	cdf	5	107	90.0	798.0	4.0	0.31532957164037284	-2.3864529490539543	69.25096786194491
01	2	cdf	5	108	30.0	606.0	4.0	0.3400210433658155	8.326017647617032	72.93667860775321
01	2	cdf	5	110	127.5	16.0	108.0	3.6836399365803576	-64.4029999145386	661.5304520496737
01	2	cdf	5	112	15.0	664.0	6.0	0.41239771955571974	20.74403989162364	67.22873666602068
01	2	cdf	5	115	97.5	132.0	6.0	0.41289253783234914	176.12520800706474	70.41029025302004
01	2	cdf	6	116	135.0	282.0	28.0	3.460068755260727	-5.961901177094905	333.02248937347116
01	2	cdf	6	116	135.0	528.0	18.0	0.3893651766171593	144.4439202206593	98.09234438230722
01	2	cdf	6	117	142.5	610.0	46.0	1.0969982938585774	128.38178666178987	132.4128012544664
01	2	cdf	6	118	97.5	568.0	4.0	0.5614907571524633	91.84256825114149	112.1954099088263
01	2	cdf	6	118	97.5	610.0	34.0	0.5007961702054201	-166.74705281572085	121.19998424026925
01	2	cdf	6	118	97.5	812.0	8.0	0.6595866173780496	6.859714884001643	85.79372329755572
01	2	cdf	6	121	157.5	6.0	6.0	1.2656003167388556	-78.02443722192798	182.22229960030597
01	2	cdf	6	121	157.5	42.0	4.0	0.5341553917397964	-86.65312622405332	96.29975552714231
01	2	cdf	6	121	157.5	84.0	4.0	0.5400722909972712	-117.11801594880656	114.49052136071246
01	2	cdf	6	123	67.5	614.0	4.0	0.47865672710784496	-176.0678908344464	97.2394436773453
01	2	cdf	6	123	67.5	900.0	6.0	0.5619486018393157	18.916830021035768	86.86583834692198
01	2	cdf	6	125	172.5	112.0	40.0	0.6144769309285414	-83.0971550936899	269.87837177862605
01	2	cdf	6	125	172.5	234.0	28.0	0.9933425516987832	97.11817632472444	205.44069677698155
01	2	cdf	6	126	7.5	8.0	6.0	1.3393131664161608	-83.8091195771915	192.0527485852602
01	2	cdf	6	126	7.5	440.0	8.0	0.6322704837518522	160.4393076550568	85.54010721492475
01	2	cdf	6	126	7.5	906.0	16.0	0.4608973650071365	136.58935277326322	69.56393024214904
01	2	cdf	6	129	150.0	878.0	16.0	0.48941139224353575	92.11408432329583	89.29382439387888
01	2	cdf	6	132	37.5	74.0	8.0	0.781605984295977	151.1208181309084	101.69385217595082
01	2	cdf	6	133	45.0	64.0	6.0	0.6563633608777164	176.12874270426275	98.61590570726472
01	2	cdf	6	133	45.0	386.0	20.0	0.24043117325949062	-38.90430091986719	88.48610850291446
01	2	cdf	6	133	45.0	950.0	6.0	0.521564336544598	59.56706090698104	88.40062451205313
01	2	cdf	6	135	15.0	390.0	6.0	0.663549025220519	-165.8260434545857	107.13225971871402
01	2	cdf	6	135	15.0	742.0	20.0	0.38315092479557084	83.60584019090015	97.92049557579473
01	2	cdf	6	136	60.0	12.0	16.0	0.34807021296445356	112.45405505336583	131.1284305531359
01	2	cdf	7	139	120.0	278.0	16.0	3.1366175516601524	6.881133645422776	262.0121058614847
01	2	cdf	7	140	90.0	14.0	70.0	0.6478502632669616	25.26267565568166	277.1698823273874
01	2	cdf	7	140	90.0	122.0	66.0	1.8490270286455501	-87.81256853946316	349.2789004130661
01	2	cdf	7	140	90.0	712.0	6.0	0.6264456951986906	167.749051131345	96.41894475718698
01	2	cdf	7	142	60.0	44.0	22.0	0.5472847780118137	159.8281688252532	105.20897940780212
01	2	cdf	7	142	60.0	210.0	6.0	0.6349642043489943	3.8530013485177457	93.86488593319379
01	2	cdf	7	144	172.5	544.0	6.0	0.3978022499433575	-159.4706388781118	67.52567706772338
01	2	cdf	7	145	82.5	668.0	4.0	0.22335442305745062	-2.1055639963927053	63.87663656310812
01	2	cdf	7	147	112.5	6.0	52.0	2.8961640659559773	-79.15537479606127	222.72750587671138
01	2	cdf	7	147	112.5	860.0	14.0	1.205089908019339	93.43517118420614	116.43855549379637
01	2	cdf	7	150	52.5	394.0	8.0	0.8464644135224768	151.89889546918027	110.02219658738541
01	2	cdf	7	151	142.5	340.0	18.0	0.2145521424067582	39.41281959088863	87.70831902820436
01	2	cdf	7	151	142.5	730.0	4.0	0.368414944128556	62.97400183031653	79.87653084701005
01	2	cdf	7	152	15.0	440.0	18.0	0.887806623606526	118.3623860632357	96.61130260862556
01	2	cdf	7	152	15.0	740.0	8.0	0.810061002649782	166.52735957811444	106.64697849007727
01	2	cdf	7	153	127.5	964.0	18.0	0.5686993722521781	45.70165777178064	97.97549641189363
01	2	cdf	7	154	135.0	692.0	32.0	0.4852365807850009	93.878530156156	93.39783305486758
01	2	cdf	7	160	30.0	784.0	4.0	0.2955933169170564	88.09083908702122	68.00777391129847
01	2	cdf	8	162	52.5	68.0	46.0	0.1305191595721504	-63.18887074721492	171.59569166277328
01	2	cdf	8	162	52.5	276.0	30.0	2.907742542989505	28.493093942854188	303.64742108808827
01	2	cdf	8	162	52.5	538.0	18.0	0.5057280277261426	-10.471184033558108	125.09141129303487
01	2	cdf	8	164	127.5	206.0	6.0	0.7618987334843904	-66.51452128080018	142.89151980977906
01	2	cdf	8	165	37.5	684.0	8.0	0.6906634182146626	154.24217793131422	91.45043193234558
01	2	cdf	8	165	37.5	956.0	20.0	0.11268756104629508	12.619119534488341	92.482667982811
01	2	cdf	8	166	112.5	568.0	22.0	0.0629011417321019	7.495473442682224	102.18995999328554
01	2	cdf	8	169	82.5	130.0	12.0	1.0136226080203905	63.14693513743647	102.45567051175438
01	2	cdf	8	169	82.5	278.0	22.0	1.1771764148206696	-132.00186087660722	167.40035095716027
01	2	cdf	8	169	82.5	626.0	6.0	0.5472407048344453	5.334536304334671	86.66153636758895
01	2	cdf	8	171	30.0	168.0	4.0	0.6555180333945114	86.55501518184774	128.82552812082318
01	2	cdf	8	171	30.0	246.0	14.0	0.08205906491729238	-63.8945656800523	178.34699913614563
01	2	cdf	8	173	67.5	78.0	18.0	0.21336012317543726	180.0	73.03860167707155
01	2	cdf	8	175	75.0	690.0	18.0	0.10358353815629677	139.4919737068499	110.56192167748732
01	2	cdf	8	176	150.0	110.0	14.0	0.23816233266578984	18.060717579405022	93.1670528042099
01	2	cdf	8	176	150.0	716.0	4.0	0.39943960543599505	24.772423464601502	82.51001208882835
01	2	cdf	8	177	142.5	614.0	30.0	0.17694413260461778	-40.485563764398094	83.15418608724374
01	2	cdf	8	179	60.0	364.0	20.0	0.5160590593716038	115.42400657057777	76.76344634063244
01	2	cdf	8	181	165.0	968.0	4.0	0.3446288921604603	89.72717447280614	75.76894491341208
01	2	cdf	8	182	22.5	342.0	20.0	0.5669251042129965	177.1790561149692	101.35552123972346
01	2	cdf	8	182	22.5	788.0	6.0	0.4531558844894021	97.073526935446	77.42459917129253
01	2	cdf	8	183	45.0	636.0	6.0	0.3867400426461	132.76304615751874	62.1221603816411
02	1	cdf	1	23	112.5	614.0	6.0	1.1678494703429152	154.26203178350653	170.84094784301246
02	1	cdf	2	38	142.5	572.0	34.0	1.402788902372058	44.298667852752025	221.8406067882897
02	1	cdf	2	38	142.5	812.0	26.0	1.0433509408766932	-171.04213747621424	179.3197697218918
02	1	cdf	5	108	45.0	586.0	12.0	2.152229786658933	99.3481289451585	208.33809741726733
02	1	cdf	5	108	45.0	856.0	10.0	1.5359680306619763	-105.30291352950924	171.90962073963135
02	1	cdf	6	123	22.5	560.0	8.0	1.4156812891482171	160.08419143978196	183.47142112981157
02	1	cdf	8	167	97.5	348.0	14.0	3.694700656534403	178.49819424921972	327.95708909269626
02	1	cdf	8	171	52.5	82.0	4.0	0.542243561308648	-170.4280454776597	118.5123661780945
02	1	cdf	8	171	52.5	398.0	24.0	1.8297075136879153	-126.35001800333151	146.35360851611497
02	1	cdf	8	171	52.5	728.0	4.0	0.4286258395351963	58.624656284861096	103.71593249979367
02	1	cdf	8	178	120.0	4.0	10.0	1.875218532974858	9.26757286696715	252.33992575537167
02	1	cdf	8	178	120.0	378.0	24.0	2.097089248344764	-171.4484661972137	283.4617690295349
02	2	inverse_cdf	1	1	37.5	336.0	24.0	1.360742498681172	164.25540019688088	238.2565742110554
02	2	inverse_cdf	1	2	7.5	56.0	10.0	0.8540248030742509	164.73835020080614	107.83005913331812
02	2	inverse_cdf	1	2	7.5	814.0	12.0	0.7287250660754978	-128.59968883571142	112.0896751709549
02	2	inverse_cdf	1	5	120.0	292.0	6.0	0.6665993219506223	-104.2524154162866	107.78615905923051
02	2	inverse_cdf	1	6	82.5	678.0	24.0	2.2069453400335575	-174.83723970437373	408.70866316572403
02	2	inverse_cdf	1	7	97.5	340.0	14.0	3.0798472968151627	171.85066852382454	282.1022974161185
02	2	inverse_cdf	1	7	97.5	572.0	14.0	2.362808144586386	0.9552303319856053	180.90204434333512
02	2	inverse_cdf	1	7	97.5	964.0	14.0	3.307322206612657	179.0047788050588	301.5204140822319
02	2	inverse_cdf	1	8	150.0	138.0	28.0	2.9822929492136856	178.9909156900739	300.7297422699703
02	2	inverse_cdf	1	10	67.5	552.0	32.0	0.769016599085612	49.06971894096269	120.08353879933816
02	2	inverse_cdf	1	10	67.5	912.0	18.0	0.9588886616254828	-129.16164488193428	154.78851499308334
02	2	inverse_cdf	1	11	52.5	532.0	22.0	0.2053202961811672	140.83955294869227	106.66722629297958
02	2	inverse_cdf	1	11	52.5	722.0	6.0	0.5528721343061237	175.9143940458125	91.1272416604347
02	2	inverse_cdf	1	14	105.0	14.0	8.0	0.671579091880375	-9.140402047098549	87.73545984016172
02	2	inverse_cdf	1	14	105.0	262.0	4.0	0.4684609946355089	-145.41866100336884	97.83113391261766
02	2	inverse_cdf	1	16	90.0	44.0	16.0	1.8971777162436099	-125.17136092658116	164.60579715064796
02	2	inverse_cdf	1	16	90.0	742.0	4.0	0.42961370415537614	61.48057821839639	90.75239452893359
02	2	inverse_cdf	1	19	45.0	598.0	20.0	0.2544198292805555	0.7392384352881602	123.24778973864227
02	2	inverse_cdf	1	22	165.0	290.0	18.0	2.426571487401674	3.373498368823407	146.69970512385768
02	2	inverse_cdf	1	22	165.0	710.0	28.0	3.0638161754570956	-174.55912158160146	353.5313486182864
02	2	inverse_cdf	1	23	127.5	282.0	6.0	0.6856013221406763	-64.17048269223602	93.85750228700073
02	2	inverse_cdf	2	29	52.5	786.0	4.0	0.4575700049496223	159.41988989866758	92.62547636002745
02	2	inverse_cdf	2	30	75.0	816.0	6.0	0.4799471111603281	176.86390141913992	80.12889712614466
02	2	inverse_cdf	2	31	127.5	304.0	32.0	3.39751044030877	176.67693676123025	402.37132998535475
02	2	inverse_cdf	2	32	97.5	534.0	4.0	0.3931242402309637	83.5303010035436	88.97280407012516
02	2	inverse_cdf	2	32	97.5	834.0	6.0	0.5409431533018775	3.827364935285704	94.1098811978447
02	2	inverse_cdf	2	33	45.0	126.0	12.0	2.1060332282051415	-1.1605364854820197	194.1848950575725
02	2	inverse_cdf	2	33	45.0	402.0	24.0	2.5375789008669787	-170.1338967466649	355.49625906629774
02	2	inverse_cdf	2	37	165.0	242.0	12.0	1.4044009575397605	-77.65095533706668	129.53266551477705
02	2	inverse_cdf	2	37	165.0	794.0	4.0	0.5026189675361578	51.890821690267884	106.414378651237
02	2	inverse_cdf	2	38	135.0	36.0	6.0	0.499921418650468	32.130278613968194	87.84905719372716
02	2	inverse_cdf	2	38	135.0	262.0	4.0	0.42697310841809005	-163.9332870386032	93.76478000285634
02	2	inverse_cdf	2	38	135.0	646.0	10.0	0.9047875901234232	50.60013614578864	95.92308840237045
02	2	inverse_cdf	2	39	15.0	4.0	4.0	0.29968986467735576	-142.56294295442444	71.33864344494486
02	2	inverse_cdf	2	39	15.0	548.0	24.0	0.4993503532538297	109.38736328677892	100.77593349727069
02	2	inverse_cdf	2	40	172.5	572.0	14.0	2.1074463238149157	46.509491116548645	171.62867129800566
02	2	inverse_cdf	2	43	105.0	442.0	28.0	0.49895217601958625	90.94237380535185	158.22718977343052
02	2	inverse_cdf	2	46	157.5	624.0	6.0	0.9627148353501077	18.69383377951255	143.19217512653836
02	2	inverse_cdf	2	46	157.5	654.0	28.0	1.1392517306407395	-170.12852041250719	165.00938264366366
02	2	inverse_cdf	2	46	157.5	914.0	4.0	0.8128332903771203	-2.0829236147037995	168.73079824554878
02	2	inverse_cdf	3	47	22.5	268.0	16.0	3.268266776573232	3.8873482115961067	243.7967574639224
02	2	inverse_cdf	3	48	142.5	216.0	24.0	2.091162086341366	-126.6052138476683	252.83057672774385
