subject	session	condition	value	sd_E	variant
13	1	inverse_cdf	21.0	4.068450339204424	spherical_dense
13	1	inverse_cdf	21.5	3.932943024455895	spherical_dense
13	1	inverse_cdf	22.0	3.4501240569502456	spherical_dense
13	1	inverse_cdf	22.5	4.417402168263307	spherical_dense
13	1	inverse_cdf	23.0	0.3332640551673072	spherical_dense
13	1	inverse_cdf	24.0	0.6364723118111877	spherical_dense
13	1	inverse_cdf	25.5	3.483565013193171	spherical_dense
13	1	inverse_cdf	28.0	4.598745651102265	spherical_dense
13	1	inverse_cdf	32.5	5.028871327710735	spherical_dense
13	1	inverse_cdf	36.5	6.16326089568629	spherical_dense
13	1	inverse_cdf	39.0	5.8691483811279825	spherical_dense
13	1	inverse_cdf	40.0	6.271901533654654	spherical_dense
13	1	inverse_cdf	41.0	6.8744272730766856	spherical_dense
13	1	inverse_cdf	41.5	6.437418558398359	spherical_dense
13	2	cdf	5.5	7.070877508167931	spherical_dense
13	2	cdf	8.0	5.223151307501225	spherical_dense
13	2	cdf	10.0	3.9390966436484125	spherical_dense
13	2	cdf	11.0	2.9157806863834486	spherical_dense
13	2	cdf	11.5	2.399207877116077	spherical_dense
13	2	cdf	12.0	2.473919263759011	spherical_dense
13	2	cdf	12.5	2.8484149622638477	spherical_dense
13	2	cdf	13.0	3.5140943572716545	spherical_dense
13	2	cdf	14.0	3.0656748164219665	spherical_dense
13	2	cdf	16.0	3.84362273668241	spherical_dense
13	2	cdf	18.5	3.640193249886916	spherical_dense
13	2	cdf	22.0	1.9726958859215822	spherical_dense
13	2	cdf	25.5	3.98111093698836	spherical_dense
13	2	cdf	28.0	4.682965718964438	spherical_dense
13	2	cdf	30.0	1.8567272601446991	spherical_dense
13	2	cdf	31.0	3.8512688353708833	spherical_dense
13	2	cdf	31.5	3.5396724754981044	spherical_dense
13	2	cdf	32.0	3.724340908200109	spherical_dense
13	2	cdf	32.5	3.5607825950632566	spherical_dense
13	2	cdf	33.0	3.950344770081768	spherical_dense
13	2	cdf	34.0	4.777882209485041	spherical_dense
13	2	cdf	36.0	4.659149420608399	spherical_dense
13	2	cdf	38.5	3.3912285105402162	spherical_dense
14	1	cdf	5.5	5.274488033057925	spherical_dense
14	1	cdf	8.0	4.558545255994841	spherical_dense
14	1	cdf	10.0	3.712719403868306	spherical_dense
14	1	cdf	11.0	4.8409673556037625	spherical_dense
14	1	cdf	11.5	5.017983367536401	spherical_dense
14	1	cdf	12.0	5.1184940535912276	spherical_dense
14	1	cdf	12.5	5.054432651374439	spherical_dense
14	1	cdf	13.0	5.336950423956786	spherical_dense
14	1	cdf	14.0	5.208322877782405	spherical_dense
14	1	cdf	16.0	4.410499820069586	spherical_dense
14	1	cdf	18.5	4.519168831299444	spherical_dense
14	1	cdf	22.0	4.338112617674539	spherical_dense
14	1	cdf	25.5	3.903919166957385	spherical_dense
14	1	cdf	28.0	0.5223017319322049	spherical_dense
14	1	cdf	30.0	0.7805524384916696	spherical_dense
14	1	cdf	31.0	2.669838724439512	spherical_dense
14	1	cdf	31.5	3.7228159810094876	spherical_dense
14	1	cdf	32.0	4.430996650829443	spherical_dense
14	1	cdf	32.5	5.173907116753612	spherical_dense
14	1	cdf	33.0	5.414012369731289	spherical_dense
14	1	cdf	34.0	5.826868260013345	spherical_dense
14	1	cdf	36.0	5.820681621765658	spherical_dense
14	1	cdf	38.5	5.144823889318877	spherical_dense
14	2	inverse_cdf	2.5	7.470270582529136	spherical_dense
14	2	inverse_cdf	3.0	6.8241328710979055	spherical_dense
14	2	inverse_cdf	4.0	7.536971423942774	spherical_dense
14	2	inverse_cdf	5.0	5.3396259861222015	spherical_dense
14	2	inverse_cdf	7.5	2.716412468203198	spherical_dense
14	2	inverse_cdf	11.5	3.0824719189025114	spherical_dense
14	2	inverse_cdf	16.0	4.30665449093908	spherical_dense
14	2	inverse_cdf	18.5	3.8041923077854047	spherical_dense
14	2	inverse_cdf	20.0	1.926225239707421	spherical_dense
14	2	inverse_cdf	21.0	5.050544168791296	spherical_dense
14	2	inverse_cdf	21.5	6.175790698737006	spherical_dense
14	2	inverse_cdf	22.0	6.3943325576910865	spherical_dense
14	2	inverse_cdf	22.5	6.272326176038929	spherical_dense
14	2	inverse_cdf	23.0	5.468130115980153	spherical_dense
14	2	inverse_cdf	24.0	2.1774272321548906	spherical_dense
14	2	inverse_cdf	25.5	0.7080053395245829	spherical_dense
14	2	inverse_cdf	28.0	0.8212946853217302	spherical_dense
14	2	inverse_cdf	32.5	3.75436701692843	spherical_dense
14	2	inverse_cdf	36.5	4.480694163802424	spherical_dense
14	2	inverse_cdf	39.0	5.139895497843927	spherical_dense
14	2	inverse_cdf	40.0	5.7659531788735965	spherical_dense
14	2	inverse_cdf	41.0	6.7771995592269185	spherical_dense
14	2	inverse_cdf	41.5	6.996610332193134	spherical_dense
15	1	inverse_cdf	2.5	7.247549024972683	spherical_dense
15	1	inverse_cdf	3.0	7.355891128894606	spherical_dense
15	1	inverse_cdf	4.0	6.901455456652747	spherical_dense
15	1	inverse_cdf	5.0	5.8282639013488415	spherical_dense
15	1	inverse_cdf	7.5	3.319441722807286	spherical_dense
15	1	inverse_cdf	11.5	4.603754602693385	spherical_dense
15	1	inverse_cdf	16.0	4.425004806577524	spherical_dense
15	1	inverse_cdf	18.5	3.998573957819809	spherical_dense
15	1	inverse_cdf	20.0	5.64539273615412	spherical_dense
15	1	inverse_cdf	21.0	5.0380923919900695	spherical_dense
15	1	inverse_cdf	21.5	5.253556053550988	spherical_dense
15	1	inverse_cdf	22.0	5.488975141496267	spherical_dense
15	1	inverse_cdf	22.5	4.824238898477379	spherical_dense
15	1	inverse_cdf	23.0	4.427433387747658	spherical_dense
15	1	inverse_cdf	24.0	4.251237792325396	spherical_dense
15	1	inverse_cdf	25.5	3.894300491588083	spherical_dense
15	1	inverse_cdf	28.0	3.4550808414837237	spherical_dense
15	1	inverse_cdf	32.5	4.852478534261314	spherical_dense
15	1	inverse_cdf	36.5	3.0296099342022336	spherical_dense
15	1	inverse_cdf	39.0	5.566154517239802	spherical_dense
15	1	inverse_cdf	40.0	7.058459496891014	spherical_dense
15	1	inverse_cdf	41.0	7.063115813913385	spherical_dense
15	1	inverse_cdf	41.5	6.4999937492780395	spherical_dense
15	2	cdf	5.5	4.928636679656494	spherical_dense
15	2	cdf	8.0	5.0319999244502736	spherical_dense
15	2	cdf	10.0	4.443820331113891	spherical_dense
15	2	cdf	11.0	3.847123743011686	spherical_dense
15	2	cdf	11.5	3.653454137157457	spherical_dense
15	2	cdf	12.0	3.8653344295356473	spherical_dense
15	2	cdf	12.5	3.678494193827104	spherical_dense
15	2	cdf	13.0	3.2469074226784245	spherical_dense
15	2	cdf	14.0	2.977683593028781	spherical_dense
15	2	cdf	16.0	3.6785771385725616	spherical_dense
15	2	cdf	18.5	4.396043482825142	spherical_dense
15	2	cdf	22.0	4.8514534509382266	spherical_dense
15	2	cdf	25.5	3.851174827108496	spherical_dense
15	2	cdf	28.0	1.7012595205503067	spherical_dense
15	2	cdf	30.0	3.5203950644672752	spherical_dense
15	2	cdf	31.0	4.133252073478775	spherical_dense
15	2	cdf	31.5	4.126808352005142	spherical_dense
15	2	cdf	32.0	4.180157253119304	spherical_dense
15	2	cdf	32.5	4.051931116201653	spherical_dense
15	2	cdf	33.0	2.735299766464244	spherical_dense
15	2	cdf	34.0	3.797890556891822	spherical_dense
15	2	cdf	36.0	5.4125038668750625	spherical_dense
15	2	cdf	38.5	5.057809530347582	spherical_dense
16	1	cdf	5.5	6.555449068548516	spherical_dense
16	1	cdf	8.0	2.4739742315677566	spherical_dense
16	1	cdf	10.0	3.996600044220054	spherical_dense
16	1	cdf	11.0	4.190585391910435	spherical_dense
16	1	cdf	11.5	4.8822978414346725	spherical_dense
16	1	cdf	12.0	4.664336531329966	spherical_dense
16	1	cdf	12.5	4.7411607648717595	spherical_dense
16	1	cdf	13.0	4.543555795774294	spherical_dense
16	1	cdf	14.0	4.041905270885129	spherical_dense
16	1	cdf	16.0	4.041215886630766	spherical_dense
16	1	cdf	18.5	4.156703985627631	spherical_dense
16	1	cdf	22.0	3.715336732503232	spherical_dense
16	1	cdf	25.5	2.8245664039888525	spherical_dense
16	1	cdf	28.0	3.6737074742886584	spherical_dense
16	1	cdf	30.0	4.028250820284425	spherical_dense
16	1	cdf	31.0	4.258614453035587	spherical_dense
16	1	cdf	31.5	4.641453775622537	spherical_dense
16	1	cdf	32.0	4.543444877392951	spherical_dense
16	1	cdf	32.5	4.700837057163558	spherical_dense
16	1	cdf	33.0	4.551701541680297	spherical_dense
16	1	cdf	34.0	4.794967809687329	spherical_dense
16	1	cdf	36.0	4.681228629426953	spherical_dense
16	1	cdf	38.5	4.897382755915511	spherical_dense
16	2	inverse_cdf	2.5	6.3182273716245305	spherical_dense
16	2	inverse_cdf	3.0	6.306131159611329	spherical_dense
16	2	inverse_cdf	4.0	6.965394524343955	spherical_dense
16	2	inverse_cdf	5.0	6.868458328526937	spherical_dense
16	2	inverse_cdf	7.5	6.581314659609854	spherical_dense
16	2	inverse_cdf	11.5	4.692796579906163	spherical_dense
16	2	inverse_cdf	16.0	3.3276900196252828	spherical_dense
16	2	inverse_cdf	18.5	4.543156427488423	spherical_dense
16	2	inverse_cdf	20.0	5.5668919835249095	spherical_dense
16	2	inverse_cdf	21.0	5.945634452374543	spherical_dense
16	2	inverse_cdf	21.5	5.852170201440181	spherical_dense
16	2	inverse_cdf	22.0	5.177665014509534	spherical_dense
16	2	inverse_cdf	22.5	4.7757413395892065	spherical_dense
16	2	inverse_cdf	23.0	5.707526176020826	spherical_dense
16	2	inverse_cdf	24.0	5.007329134941667	spherical_dense
16	2	inverse_cdf	25.5	3.7110213551853155	spherical_dense
16	2	inverse_cdf	28.0	4.069539168663592	spherical_dense
16	2	inverse_cdf	32.5	5.5150585112231685	spherical_dense
16	2	inverse_cdf	36.5	3.0879218242659805	spherical_dense
16	2	inverse_cdf	39.0	7.308930873340729	spherical_dense
16	2	inverse_cdf	40.0	7.381294714568845	spherical_dense
16	2	inverse_cdf	41.0	7.449388126222738	spherical_dense
16	2	inverse_cdf	41.5	7.496945967420345	spherical_dense
17	1	inverse_cdf	2.5	7.321881202317586	spherical_dense
17	1	inverse_cdf	3.0	6.970006782828041	spherical_dense
17	1	inverse_cdf	4.0	6.221521816258222	spherical_dense
17	1	inverse_cdf	5.0	6.318165978310543	spherical_dense
17	1	inverse_cdf	7.5	5.552478998389111	spherical_dense
17	1	inverse_cdf	11.5	5.371387447349434	spherical_dense
17	1	inverse_cdf	16.0	4.769290659855023	spherical_dense
17	1	inverse_cdf	18.5	4.495602619521482	spherical_dense
17	1	inverse_cdf	20.0	4.574864400722619	spherical_dense
17	1	inverse_cdf	21.0	4.109345686003911	spherical_dense
17	1	inverse_cdf	21.5	2.0235174504095075	spherical_dense
17	1	inverse_cdf	22.0	0.08371953453010714	spherical_dense
17	1	inverse_cdf	22.5	1.732369713145343	spherical_dense
17	1	inverse_cdf	23.0	3.1610853060705746	spherical_dense
17	1	inverse_cdf	24.0	3.456661977640012	spherical_dense
17	1	inverse_cdf	25.5	4.556379222407929	spherical_dense
17	1	inverse_cdf	28.0	4.711964168743862	spherical_dense
17	1	inverse_cdf	32.5	5.101036977129778	spherical_dense
17	1	inverse_cdf	36.5	5.615176457087439	spherical_dense
17	1	inverse_cdf	39.0	5.676829495173503	spherical_dense
17	1	inverse_cdf	40.0	5.597414508032698	spherical_dense
17	1	inverse_cdf	41.0	6.159687353595118	spherical_dense
17	1	inverse_cdf	41.5	6.187586420237697	spherical_dense
17	2	cdf	5.5	5.857323299172124	spherical_dense
17	2	cdf	8.0	5.19057628994382	spherical_dense
17	2	cdf	10.0	5.588494885524401	spherical_dense
17	2	cdf	11.0	5.41785495446926	spherical_dense
17	2	cdf	11.5	5.411754960828268	spherical_dense
17	2	cdf	12.0	5.402283494547485	spherical_dense
17	2	cdf	12.5	5.304231613298504	spherical_dense
17	2	cdf	13.0	5.0811441618695365	spherical_dense
17	2	cdf	14.0	4.122534107961182	spherical_dense
17	2	cdf	16.0	3.80855962705899	spherical_dense
17	2	cdf	18.5	3.429578749919042	spherical_dense
17	2	cdf	22.0	2.257420401110464	spherical_dense
17	2	cdf	25.5	0.9209829685875017	spherical_dense
17	2	cdf	28.0	3.140687312204653	spherical_dense
17	2	cdf	30.0	4.546244022808277	spherical_dense
17	2	cdf	31.0	4.757307222680848	spherical_dense
17	2	cdf	31.5	5.053288992036261	spherical_dense
17	2	cdf	32.0	4.912713589565996	spherical_dense
17	2	cdf	32.5	4.888447992794491	spherical_dense
17	2	cdf	33.0	4.891112981696935	spherical_dense
17	2	cdf	34.0	4.941495985785382	spherical_dense
17	2	cdf	36.0	4.991320657297157	spherical_dense
17	2	cdf	38.5	5.088490993100854	spherical_dense
18	1	cdf	5.5	4.652932118550727	spherical_dense
18	1	cdf	8.0	3.1698948265767624	spherical_dense
18	1	cdf	10.0	3.521463185307768	spherical_dense
18	1	cdf	11.0	2.274826704323282	spherical_dense
18	1	cdf	11.5	1.1333449728432172	spherical_dense
18	1	cdf	12.0	0.7487872519618831	spherical_dense
18	1	cdf	12.5	0.7633672716319028	spherical_dense
18	1	cdf	13.0	2.1547242973132494	spherical_dense
18	1	cdf	14.0	3.4681985904102075	spherical_dense
18	1	cdf	16.0	4.526942240664335	spherical_dense
18	1	cdf	18.5	4.534403117678641	spherical_dense
18	1	cdf	22.0	3.5829927339724685	spherical_dense
18	1	cdf	25.5	3.9992662220490924	spherical_dense
18	1	cdf	28.0	0.47747743248963137	spherical_dense
18	1	cdf	30.0	0.8630269721725312	spherical_dense
18	1	cdf	31.0	2.464888329612848	spherical_dense
18	1	cdf	31.5	2.6314454351106717	spherical_dense
18	1	cdf	32.0	2.500167085294997	spherical_dense
18	1	cdf	32.5	3.5859999191799288	spherical_dense
18	1	cdf	33.0	3.75005866457427	spherical_dense
18	1	cdf	34.0	4.158370155713132	spherical_dense
18	1	cdf	36.0	4.195174653111291	spherical_dense
18	1	cdf	38.5	4.297475901910844	spherical_dense
18	2	inverse_cdf	2.5	5.395932299062326	spherical_dense
18	2	inverse_cdf	3.0	4.508809366005885	spherical_dense
18	2	inverse_cdf	4.0	6.079982850481505	spherical_dense
18	2	inverse_cdf	5.0	6.216226471624834	spherical_dense
18	2	inverse_cdf	7.5	4.982442210562761	spherical_dense
18	2	inverse_cdf	11.5	7.081086248603019	spherical_dense
18	2	inverse_cdf	16.0	4.637080657432627	spherical_dense
18	2	inverse_cdf	18.5	5.330733293684316	spherical_dense
18	2	inverse_cdf	20.0	5.618264483234742	spherical_dense
18	2	inverse_cdf	21.0	5.648317617364591	spherical_dense
18	2	inverse_cdf	21.5	2.3514026846444405	spherical_dense
18	2	inverse_cdf	22.0	0.09084609752802099	spherical_dense
18	2	inverse_cdf	22.5	4.680533548666554	spherical_dense
18	2	inverse_cdf	23.0	4.690102048098352	spherical_dense
18	2	inverse_cdf	24.0	1.6086540293385738	spherical_dense
18	2	inverse_cdf	25.5	0.4966462175751788	spherical_dense
18	2	inverse_cdf	28.0	5.060612523411456	spherical_dense
18	2	inverse_cdf	32.5	5.23187777616889	spherical_dense
18	2	inverse_cdf	36.5	5.488638778333837	spherical_dense
18	2	inverse_cdf	39.0	5.44961035697878	spherical_dense
18	2	inverse_cdf	40.0	5.555480756938023	spherical_dense
18	2	inverse_cdf	41.0	5.727256807251508	spherical_dense
18	2	inverse_cdf	41.5	4.332881004362926	spherical_dense
19	1	inverse_cdf	2.5	6.65569140381707	spherical_dense
19	1	inverse_cdf	3.0	6.673431023609884	spherical_dense
19	1	inverse_cdf	4.0	5.758925515733763	spherical_dense
19	1	inverse_cdf	5.0	5.088234171329114	spherical_dense
19	1	inverse_cdf	7.5	1.9263208067509443	spherical_dense
19	1	inverse_cdf	11.5	2.2090812241495	spherical_dense
19	1	inverse_cdf	16.0	2.898143442304949	spherical_dense
19	1	inverse_cdf	18.5	4.197937289423733	spherical_dense
19	1	inverse_cdf	20.0	4.917112404427089	spherical_dense
19	1	inverse_cdf	21.0	4.956834706496569	spherical_dense
19	1	inverse_cdf	21.5	4.560520656070112	spherical_dense
19	1	inverse_cdf	22.0	3.099431187347214	spherical_dense
19	1	inverse_cdf	22.5	4.150769553229178	spherical_dense
19	1	inverse_cdf	23.0	4.300899357611532	spherical_dense
19	1	inverse_cdf	24.0	4.182739564374991	spherical_dense
19	1	inverse_cdf	25.5	4.7742194853952435	spherical_dense
19	1	inverse_cdf	28.0	3.007297742711889	spherical_dense
19	1	inverse_cdf	32.5	1.2297718637791912	spherical_dense
19	1	inverse_cdf	36.5	2.8162428560878023	spherical_dense
19	1	inverse_cdf	39.0	5.760603117769838	spherical_dense
19	1	inverse_cdf	40.0	6.491261083452366	spherical_dense
19	1	inverse_cdf	41.0	7.073414503655635	spherical_dense
19	1	inverse_cdf	41.5	6.865130091227752	spherical_dense
19	2	cdf	5.5	2.9782306666780576	spherical_dense
19	2	cdf	8.0	2.5096846922006546	spherical_dense
19	2	cdf	10.0	3.536686788009213	spherical_dense
19	2	cdf	11.0	4.044137735167268	spherical_dense
19	2	cdf	11.5	4.170106590716361	spherical_dense
19	2	cdf	12.0	4.490604065147975	spherical_dense
19	2	cdf	12.5	4.198539263545853	spherical_dense
19	2	cdf	13.0	4.402665459412826	spherical_dense
19	2	cdf	14.0	4.573517423432678	spherical_dense
19	2	cdf	16.0	4.90326138826482	spherical_dense
19	2	cdf	18.5	4.424312255898531	spherical_dense
19	2	cdf	22.0	2.991862306666299	spherical_dense
19	2	cdf	25.5	2.2644933898963346	spherical_dense
19	2	cdf	28.0	3.559336399567624	spherical_dense
19	2	cdf	30.0	2.748776111618601	spherical_dense
19	2	cdf	31.0	4.773827733162198	spherical_dense
19	2	cdf	31.5	5.288218768167087	spherical_dense
19	2	cdf	32.0	5.15412395009943	spherical_dense
19	2	cdf	32.5	4.948500341295633	spherical_dense
19	2	cdf	33.0	4.680874178093221	spherical_dense
19	2	cdf	34.0	4.50159210097123	spherical_dense
19	2	cdf	36.0	4.3403367869637	spherical_dense
19	2	cdf	38.5	4.829674731009062	spherical_dense
20	1	cdf	5.5	7.195820642246043	spherical_dense
20	1	cdf	8.0	5.53150485540906	spherical_dense
20	1	cdf	10.0	5.587241358410195	spherical_dense
20	1	cdf	11.0	5.306145229947234	spherical_dense
20	1	cdf	11.5	5.642032627059248	spherical_dense
20	1	cdf	12.0	4.766247813242106	spherical_dense
20	1	cdf	12.5	4.2251777529764585	spherical_dense
20	1	cdf	13.0	3.6243113116431975	spherical_dense
20	1	cdf	14.0	2.5438387706140593	spherical_dense
20	1	cdf	16.0	3.7658343032906814	spherical_dense
20	1	cdf	18.5	3.4122346125837106	spherical_dense
20	1	cdf	22.0	4.0334732559019475	spherical_dense
20	1	cdf	25.5	1.9766491767718362	spherical_dense
20	1	cdf	28.0	2.4737516793779655	spherical_dense
20	1	cdf	30.0	3.523427110883161	spherical_dense
20	1	cdf	31.0	4.458161264953652	spherical_dense
20	1	cdf	31.5	4.819414957932027	spherical_dense
20	1	cdf	32.0	5.160207824814813	spherical_dense
20	1	cdf	32.5	5.100709234156618	spherical_dense
20	1	cdf	33.0	5.405758245367627	spherical_dense
20	1	cdf	34.0	5.281924941911716	spherical_dense
20	1	cdf	36.0	4.8312945360615105	spherical_dense
20	1	cdf	38.5	5.277601075407528	spherical_dense
20	2	inverse_cdf	2.5	7.6711462748705355	spherical_dense
20	2	inverse_cdf	3.0	7.411122432495672	spherical_dense
20	2	inverse_cdf	4.0	7.091264462010986	spherical_dense
20	2	inverse_cdf	5.0	6.670225664334749	spherical_dense
20	2	inverse_cdf	7.5	5.929925096413295	spherical_dense
20	2	inverse_cdf	11.5	3.8345540628078245	spherical_dense
20	2	inverse_cdf	16.0	3.4314787692301216	spherical_dense
20	2	inverse_cdf	18.5	3.971599214929108	spherical_dense
20	2	inverse_cdf	20.0	4.783670904890728	spherical_dense
20	2	inverse_cdf	21.0	5.517014472341065	spherical_dense
20	2	inverse_cdf	21.5	4.686202213675596	spherical_dense
20	2	inverse_cdf	22.0	2.2939963240650227	spherical_dense
20	2	inverse_cdf	22.5	4.881384141457077	spherical_dense
20	2	inverse_cdf	23.0	5.043857073268166	spherical_dense
20	2	inverse_cdf	24.0	5.207500800513899	spherical_dense
20	2	inverse_cdf	25.5	5.360460254124897	spherical_dense
20	2	inverse_cdf	28.0	4.513073854274549	spherical_dense
20	2	inverse_cdf	32.5	4.3389211023576815	spherical_dense
20	2	inverse_cdf	36.5	3.0069573770704037	spherical_dense
20	2	inverse_cdf	39.0	6.258722793043877	spherical_dense
20	2	inverse_cdf	40.0	6.258384781291171	spherical_dense
20	2	inverse_cdf	41.0	6.492504864670395	spherical_dense
20	2	inverse_cdf	41.5	6.51362511325088	spherical_dense
21	1	inverse_cdf	2.5	7.118260965189152	spherical_dense
21	1	inverse_cdf	3.0	7.160134210749788	spherical_dense
21	1	inverse_cdf	4.0	7.387801619009917	spherical_dense
21	1	inverse_cdf	5.0	6.288651568373421	spherical_dense
21	1	inverse_cdf	7.5	5.316212291970132	spherical_dense
21	1	inverse_cdf	11.5	3.4668148715898397	spherical_dense
21	1	inverse_cdf	16.0	3.74271194217535	spherical_dense
21	1	inverse_cdf	18.5	3.4868467004053723	spherical_dense
21	1	inverse_cdf	20.0	3.2614097782123155	spherical_dense
21	1	inverse_cdf	21.0	4.683099974721802	spherical_dense
21	1	inverse_cdf	21.5	4.841211455445558	spherical_dense
21	1	inverse_cdf	22.0	4.730718099172681	spherical_dense
21	1	inverse_cdf	22.5	5.454730591661925	spherical_dense
21	1	inverse_cdf	23.0	5.5395254197006745	spherical_dense
21	1	inverse_cdf	24.0	5.605334315482386	spherical_dense
21	1	inverse_cdf	25.5	5.749886407569084	spherical_dense
21	1	inverse_cdf	28.0	4.02473250585052	spherical_dense
21	1	inverse_cdf	32.5	4.891623035233619	spherical_dense
21	1	inverse_cdf	36.5	6.757557847642924	spherical_dense
21	1	inverse_cdf	39.0	4.257446675588143	spherical_dense
21	1	inverse_cdf	40.0	5.867680330677441	spherical_dense
21	1	inverse_cdf	41.0	6.493530690867409	spherical_dense
21	1	inverse_cdf	41.5	6.56800442219984	spherical_dense
21	2	cdf	5.5	2.8180773438082167	spherical_dense
21	2	cdf	8.0	0.4257789163442758	spherical_dense
21	2	cdf	10.0	4.889533718068865	spherical_dense
21	2	cdf	11.0	3.7854857173231946	spherical_dense
21	2	cdf	11.5	4.265451580814724	spherical_dense
21	2	cdf	12.0	4.674795558410414	spherical_dense
21	2	cdf	12.5	4.32405452694749	spherical_dense
21	2	cdf	13.0	4.084512875821573	spherical_dense
21	2	cdf	14.0	4.231994107226924	spherical_dense
21	2	cdf	16.0	4.113239621578775	spherical_dense
21	2	cdf	18.5	3.9123866355988035	spherical_dense
21	2	cdf	22.0	3.6902154035655284	spherical_dense
21	2	cdf	25.5	3.6938268445596467	spherical_dense
21	2	cdf	28.0	3.731038500148287	spherical_dense
21	2	cdf	30.0	3.5663827111068764	spherical_dense
21	2	cdf	31.0	3.3895729977569187	spherical_dense
21	2	cdf	31.5	3.924814738451199	spherical_dense
21	2	cdf	32.0	3.797193725523779	spherical_dense
21	2	cdf	32.5	3.8478230193260683	spherical_dense
21	2	cdf	33.0	3.7869976364451534	spherical_dense
21	2	cdf	34.0	4.107298866016973	spherical_dense
21	2	cdf	36.0	4.644866910359927	spherical_dense
21	2	cdf	38.5	2.460294286233719	spherical_dense
22	1	cdf	5.5	5.101906319805372	spherical_dense
22	1	cdf	8.0	2.2395452585939473	spherical_dense
22	1	cdf	10.0	3.8904903481414843	spherical_dense
22	1	cdf	11.0	4.964581373426677	spherical_dense
22	1	cdf	11.5	5.106120596401689	spherical_dense
22	1	cdf	12.0	4.988555700587138	spherical_dense
22	1	cdf	12.5	5.0795212424707055	spherical_dense
22	1	cdf	13.0	5.1587569460369	spherical_dense
22	1	cdf	14.0	5.185920218145439	spherical_dense
22	1	cdf	16.0	5.446143699189872	spherical_dense
22	1	cdf	18.5	4.066472543881123	spherical_dense
22	1	cdf	22.0	1.2942661022989548	spherical_dense
22	1	cdf	25.5	3.041999161287652	spherical_dense
22	1	cdf	28.0	3.2952805954561564	spherical_dense
22	1	cdf	30.0	4.326852782708069	spherical_dense
22	1	cdf	31.0	4.330495710760201	spherical_dense
22	1	cdf	31.5	4.3708078847742735	spherical_dense
22	1	cdf	32.0	4.435442081308868	spherical_dense
22	1	cdf	32.5	4.939457760266585	spherical_dense
22	1	cdf	33.0	4.373155309520188	spherical_dense
22	1	cdf	34.0	4.810655613079199	spherical_dense
22	1	cdf	36.0	4.991888261238396	spherical_dense
22	1	cdf	38.5	4.935013576874736	spherical_dense
22	2	inverse_cdf	2.5	1.099245656489281	spherical_dense
22	2	inverse_cdf	3.0	4.778018775155804	spherical_dense
22	2	inverse_cdf	4.0	4.893681327907673	spherical_dense
22	2	inverse_cdf	5.0	4.958073355487512	spherical_dense
22	2	inverse_cdf	7.5	4.589439121013573	spherical_dense
22	2	inverse_cdf	11.5	3.7752446439327585	spherical_dense
22	2	inverse_cdf	16.0	4.830876492118511	spherical_dense
22	2	inverse_cdf	18.5	6.164355271108586	spherical_dense
22	2	inverse_cdf	20.0	5.775483267622695	spherical_dense
22	2	inverse_cdf	21.0	5.554334271638123	spherical_dense
22	2	inverse_cdf	21.5	5.572715832621327	spherical_dense
22	2	inverse_cdf	22.0	3.8785253036352114	spherical_dense
22	2	inverse_cdf	22.5	4.136265875186534	spherical_dense
22	2	inverse_cdf	23.0	4.242118775569131	spherical_dense
22	2	inverse_cdf	24.0	2.779187598655147	spherical_dense
22	2	inverse_cdf	25.5	1.8096834008038936	spherical_dense
22	2	inverse_cdf	28.0	2.417574397649136	spherical_dense
22	2	inverse_cdf	32.5	3.958680918504822	spherical_dense
22	2	inverse_cdf	36.5	4.994046001707286	spherical_dense
22	2	inverse_cdf	39.0	5.2391023964503205	spherical_dense
22	2	inverse_cdf	40.0	6.011737745321707	spherical_dense
22	2	inverse_cdf	41.0	6.440152153449571	spherical_dense
22	2	inverse_cdf	41.5	6.443524374671331	spherical_dense
23	1	inverse_cdf	2.5	10.167567640362966	spherical_dense
23	1	inverse_cdf	3.0	6.3771018164401125	spherical_dense
23	1	inverse_cdf	4.0	7.037766891373809	spherical_dense
23	1	inverse_cdf	5.0	5.605849606395327	spherical_dense
23	1	inverse_cdf	7.5	5.238770582356394	spherical_dense
23	1	inverse_cdf	11.5	4.287516216657092	spherical_dense
23	1	inverse_cdf	16.0	4.915253258573524	spherical_dense
23	1	inverse_cdf	18.5	5.073473035374488	spherical_dense
23	1	inverse_cdf	20.0	5.040776144590811	spherical_dense
23	1	inverse_cdf	21.0	5.155486520428306	spherical_dense
23	1	inverse_cdf	21.5	3.888073335811997	spherical_dense
23	1	inverse_cdf	22.0	4.406324882790538	spherical_dense
23	1	inverse_cdf	22.5	5.146381797680717	spherical_dense
23	1	inverse_cdf	23.0	5.655030794558437	spherical_dense
23	1	inverse_cdf	24.0	4.361736407030592	spherical_dense
23	1	inverse_cdf	25.5	0.9221292730979243	spherical_dense
23	1	inverse_cdf	28.0	3.9194879484985847	spherical_dense
23	1	inverse_cdf	32.5	5.51733504599042	spherical_dense
23	1	inverse_cdf	36.5	5.69892607424316	spherical_dense
23	1	inverse_cdf	39.0	6.343108208678677	spherical_dense
23	1	inverse_cdf	40.0	6.326940003990749	spherical_dense
23	1	inverse_cdf	41.0	6.357294478770785	spherical_dense
23	1	inverse_cdf	41.5	5.680478622120552	spherical_dense
23	2	cdf	5.5	4.431559302160408	spherical_dense
23	2	cdf	8.0	4.476010814313932	spherical_dense
23	2	cdf	10.0	4.280126116333052	spherical_dense
