session	run	trial_nr	true	decoded	subject	quantity	roi
1	3	56	0.7853982	0.6733204631435815	03	gabor	BensonV1
1	3	57	3.010693	2.7201172240214317	03	gabor	BensonV1
1	3	58	0.5235988	3.004289392681753	03	gabor	BensonV1
1	3	59	1.5707964	1.5306250104006094	03	gabor	BensonV1
1	3	60	0.91629785	0.906566164943417	03	gabor	BensonV1
1	3	61	1.1780972	2.063633927330656	03	gabor	BensonV1
1	3	62	2.6179938	1.8776731462598901	03	gabor	BensonV1
1	3	63	2.7488935	2.550772007925421	03	gabor	BensonV1
1	3	64	1.701696	0.8210293423843151	03	gabor	BensonV1
1	3	65	2.4870942	2.2555004077245258	03	gabor	BensonV1
1	3	66	1.0471976	1.0475973882415182	03	gabor	BensonV1
1	3	67	0.65449846	0.2372424181127835	03	gabor	BensonV1
1	3	68	1.8325957	1.321844316478064	03	gabor	BensonV1
1	3	69	0.1308997	0.18798841954183626	03	gabor	BensonV1
1	4	70	1.1780972	1.095955754333259	03	gabor	BensonV1
1	4	71	1.0471976	1.2207951479213361	03	gabor	BensonV1
1	4	72	2.0943952	2.724790368383025	03	gabor	BensonV1
1	4	73	1.701696	1.7409860813327418	03	gabor	BensonV1
1	4	74	2.8797932	1.8818266130874979	03	gabor	BensonV1
1	4	75	0.65449846	0.2861190929569292	03	gabor	BensonV1
1	4	76	1.5707964	1.617912046699507	03	gabor	BensonV1
1	4	77	3.010693	2.7049056780356886	03	gabor	BensonV1
1	4	78	2.6179938	2.7797713333559377	03	gabor	BensonV1
1	4	79	1.9634954	3.084099143034774	03	gabor	BensonV1
1	4	80	0.3926991	1.518133217329917	03	gabor	BensonV1
1	4	81	0.5235988	0.7195425813305241	03	gabor	BensonV1
1	4	82	2.3561945	1.5897831119648123	03	gabor	BensonV1
1	4	83	2.2252948	1.9387497885493827	03	gabor	BensonV1
1	4	84	0.91629785	0.7486281340152539	03	gabor	BensonV1
1	4	85	0.2617994	0.755110870291022	03	gabor	BensonV1
1	4	86	2.7488935	2.5670875655139938	03	gabor	BensonV1
1	4	87	0.7853982	0.41774456279631744	03	gabor	BensonV1
1	4	88	2.4870942	2.753312786929783	03	gabor	BensonV1
1	4	89	1.3089969	0.26736728522162234	03	gabor	BensonV1
1	4	90	0.1308997	2.469418814781741	03	gabor	BensonV1
1	4	91	1.4398966	0.9441173404667194	03	gabor	BensonV1
1	4	92	1.8325957	0.20226260634333115	03	gabor	BensonV1
1	5	93	1.3089969	0.8342700944844678	03	gabor	BensonV1
1	5	94	1.4398966	1.1266336662490697	03	gabor	BensonV1
1	5	95	2.2252948	2.4354598562401737	03	gabor	BensonV1
1	5	96	0.7853982	0.782833174122477	03	gabor	BensonV1
1	5	97	3.010693	0.7948425197064332	03	gabor	BensonV1
1	5	98	2.0943952	1.3435573544680512	03	gabor	BensonV1
1	5	99	2.7488935	2.819354681444944	03	gabor	BensonV1
1	5	100	2.6179938	2.827939247822409	03	gabor	BensonV1
1	5	101	1.1780972	1.0005315274072795	03	gabor	BensonV1
1	5	102	1.701696	1.6777094141643427	03	gabor	BensonV1
1	5	103	0.65449846	0.8004849799834995	03	gabor	BensonV1
1	5	104	1.5707964	1.4750639703751112	03	gabor	BensonV1
1	5	105	1.9634954	1.838212058590608	03	gabor	BensonV1
1	5	106	0.5235988	0.737488180612475	03	gabor	BensonV1
1	5	107	1.8325957	1.6218059665166777	03	gabor	BensonV1
1	5	108	0.91629785	0.912148546254818	03	gabor	BensonV1
1	5	109	1.0471976	1.0147279048205862	03	gabor	BensonV1
1	5	110	2.3561945	2.846842157152905	03	gabor	BensonV1
1	5	111	2.8797932	2.815300152739409	03	gabor	BensonV1
1	5	112	2.4870942	2.436933178712265	03	gabor	BensonV1
1	5	113	0.1308997	0.31214605796825284	03	gabor	BensonV1
1	5	114	0.3926991	0.6469151809992696	03	gabor	BensonV1
1	5	115	0.2617994	1.4629134657568232	03	gabor	BensonV1
1	6	116	2.7488935	2.643212982485212	03	gabor	BensonV1
1	6	117	1.9634954	1.257675960335468	03	gabor	BensonV1
1	6	118	1.5707964	1.6657271021810238	03	gabor	BensonV1
1	6	119	0.3926991	0.6840412783825114	03	gabor	BensonV1
1	6	120	2.3561945	2.364594927824208	03	gabor	BensonV1
1	6	121	2.6179938	0.8656637814611385	03	gabor	BensonV1
1	6	122	0.91629785	0.9217317718815514	03	gabor	BensonV1
1	6	123	1.0471976	0.9896054264822876	03	gabor	BensonV1
1	6	124	0.1308997	0.41335067755300087	03	gabor	BensonV1
1	6	125	3.010693	0.22997198983708023	03	gabor	BensonV1
1	6	126	0.2617994	0.375010381713365	03	gabor	BensonV1
1	6	127	1.8325957	2.1494989644237723	03	gabor	BensonV1
1	6	128	0.7853982	0.6764653386945342	03	gabor	BensonV1
1	6	129	2.0943952	0.8402955354612723	03	gabor	BensonV1
1	6	130	0.65449846	1.442620349281054	03	gabor	BensonV1
1	6	131	1.1780972	2.029683817730352	03	gabor	BensonV1
1	6	132	2.8797932	2.8546025723608244	03	gabor	BensonV1
1	6	133	1.4398966	1.1039784940172894	03	gabor	BensonV1
1	6	134	2.4870942	1.690110141643987	03	gabor	BensonV1
1	6	135	1.701696	2.936190399103165	03	gabor	BensonV1
1	6	136	0.5235988	0.7870461827713698	03	gabor	BensonV1
1	6	137	2.2252948	1.5595396115978388	03	gabor	BensonV1
1	6	138	1.3089969	0.6223262336654862	03	gabor	BensonV1
1	7	139	1.0471976	0.9385794126356937	03	gabor	BensonV1
1	7	140	0.2617994	1.2456266790037076	03	gabor	BensonV1
1	7	141	2.4870942	2.2443618796688463	03	gabor	BensonV1
1	7	142	2.2252948	2.06167492205008	03	gabor	BensonV1
1	7	143	1.701696	1.1824330945076793	03	gabor	BensonV1
1	7	144	1.3089969	1.8421810815319373	03	gabor	BensonV1
1	7	145	0.7853982	0.9125753772967511	03	gabor	BensonV1
1	7	146	0.3926991	0.2715385780966945	03	gabor	BensonV1
1	7	147	2.8797932	3.0017581368540664	03	gabor	BensonV1
1	7	148	1.8325957	2.076899350602136	03	gabor	BensonV1
1	7	149	1.1780972	0.18404765775360374	03	gabor	BensonV1
1	7	150	1.9634954	1.8055256879223656	03	gabor	BensonV1
1	7	151	2.7488935	2.4046010030736227	03	gabor	BensonV1
1	7	152	1.5707964	1.5244069744241346	03	gabor	BensonV1
1	7	153	2.0943952	1.939629730790342	03	gabor	BensonV1
1	7	154	0.65449846	1.6878509724284232	03	gabor	BensonV1
1	7	155	0.91629785	1.619359660509815	03	gabor	BensonV1
1	7	156	3.010693	0.18707250327175182	03	gabor	BensonV1
1	7	157	0.1308997	0.25068287243299314	03	gabor	BensonV1
1	7	158	1.4398966	2.093246753524746	03	gabor	BensonV1
1	7	159	0.5235988	0.17123958979983536	03	gabor	BensonV1
1	7	160	2.3561945	2.20118824251388	03	gabor	BensonV1
1	7	161	2.6179938	2.5697769274094204	03	gabor	BensonV1
1	8	162	2.2252948	2.76930780605697	03	gabor	BensonV1
1	8	163	2.0943952	1.1000529674655795	03	gabor	BensonV1
1	8	164	3.010693	0.4286707701720957	03	gabor	BensonV1
1	8	165	1.701696	1.2472524701227206	03	gabor	BensonV1
1	8	166	0.1308997	0.8687330562173171	03	gabor	BensonV1
1	8	167	1.0471976	1.5555705753716038	03	gabor	BensonV1
1	8	168	2.8797932	2.75704663832758	03	gabor	BensonV1
1	8	169	0.65449846	2.366788318184068	03	gabor	BensonV1
1	8	170	0.2617994	0.24737300870524886	03	gabor	BensonV1
1	8	171	2.7488935	2.613444735072828	03	gabor	BensonV1
1	8	172	0.91629785	0.8801337601584437	03	gabor	BensonV1
1	8	173	2.4870942	2.856821393854647	03	gabor	BensonV1
1	8	174	1.3089969	1.565263498016299	03	gabor	BensonV1
1	8	175	0.3926991	0.1852407393991085	03	gabor	BensonV1
1	8	176	1.9634954	1.3280842337891914	03	gabor	BensonV1
1	8	177	1.1780972	2.0249751901745103	03	gabor	BensonV1
1	8	178	2.3561945	2.7691810586328054	03	gabor	BensonV1
1	8	179	1.8325957	1.7937114237067098	03	gabor	BensonV1
1	8	180	2.6179938	2.7751232233034324	03	gabor	BensonV1
1	8	181	0.5235988	0.7613000471591206	03	gabor	BensonV1
1	8	182	0.7853982	1.4518149313356266	03	gabor	BensonV1
1	8	183	1.4398966	1.6509056006023477	03	gabor	BensonV1
1	8	184	1.5707964	2.050541201429452	03	gabor	BensonV1
2	1	1	1.1780972	0.9839654311507533	03	gabor	BensonV1
2	1	2	1.701696	2.0052422210344334	03	gabor	BensonV1
2	1	3	1.0471976	0.4543555881964091	03	gabor	BensonV1
2	1	4	1.9634954	1.0700353267356366	03	gabor	BensonV1
2	1	5	2.3561945	1.70537068372469	03	gabor	BensonV1
2	1	6	0.3926991	0.25234973806232947	03	gabor	BensonV1
2	1	7	2.6179938	2.5164379939544634	03	gabor	BensonV1
2	1	8	2.7488935	1.581352705528196	03	gabor	BensonV1
2	1	9	2.2252948	2.233505604445606	03	gabor	BensonV1
2	1	10	0.2617994	0.2843602854711691	03	gabor	BensonV1
2	1	11	0.91629785	2.077593617432181	03	gabor	BensonV1
2	1	12	1.5707964	0.8337459974271191	03	gabor	BensonV1
2	1	13	1.8325957	1.6162228120518736	03	gabor	BensonV1
2	1	14	0.65449846	0.5308300351145352	03	gabor	BensonV1
2	1	15	1.4398966	2.1665468019391207	03	gabor	BensonV1
2	1	16	2.8797932	2.787124467294956	03	gabor	BensonV1
2	1	17	0.7853982	0.2519686629926849	03	gabor	BensonV1
2	1	18	0.1308997	3.0339252865286563	03	gabor	BensonV1
2	1	19	0.5235988	1.52191813751129	03	gabor	BensonV1
2	1	20	1.3089969	2.3728261075793755	03	gabor	BensonV1
2	1	21	2.4870942	2.678475034700959	03	gabor	BensonV1
2	1	22	2.0943952	0.24617677832630502	03	gabor	BensonV1
2	1	23	3.010693	2.3579719585678345	03	gabor	BensonV1
2	2	24	0.1308997	0.8424889980446145	03	gabor	BensonV1
2	2	25	2.6179938	2.339627770639798	03	gabor	BensonV1
2	2	26	1.0471976	0.5961565535396904	03	gabor	BensonV1
2	2	27	0.5235988	0.24088103818245046	03	gabor	BensonV1
2	2	28	1.3089969	1.0606358362009887	03	gabor	BensonV1
2	2	29	2.4870942	1.530037244702321	03	gabor	BensonV1
2	2	30	2.2252948	1.4460856010408676	03	gabor	BensonV1
2	2	31	0.65449846	0.01975737329820694	03	gabor	BensonV1
2	2	32	2.8797932	1.4969918096597687	03	gabor	BensonV1
2	2	33	0.3926991	0.3635056377127846	03	gabor	BensonV1
2	2	34	0.91629785	1.0092655263236556	03	gabor	BensonV1
2	2	35	2.0943952	2.7338854350445283	03	gabor	BensonV1
2	2	36	1.4398966	0.1685022694909478	03	gabor	BensonV1
2	2	37	1.5707964	2.3720815828185033	03	gabor	BensonV1
2	2	38	2.7488935	1.8998780733168177	03	gabor	BensonV1
2	2	39	1.8325957	1.852941335399498	03	gabor	BensonV1
2	2	40	1.1780972	0.769250802177604	03	gabor	BensonV1
2	2	41	1.701696	1.554290835002556	03	gabor	BensonV1
2	2	42	0.2617994	0.5567652651662033	03	gabor	BensonV1
2	2	43	0.7853982	1.3556946748650733	03	gabor	BensonV1
2	2	44	2.3561945	2.6479777086503176	03	gabor	BensonV1
2	2	45	3.010693	0.010857331167023985	03	gabor	BensonV1
2	2	46	1.9634954	2.060826620678887	03	gabor	BensonV1
2	3	47	1.1780972	0.8636169157588053	03	gabor	BensonV1
2	3	48	0.7853982	1.1323334811854875	03	gabor	BensonV1
2	3	49	2.8797932	2.867347976357854	03	gabor	BensonV1
2	3	50	2.3561945	2.630240640011352	03	gabor	BensonV1
2	3	51	0.1308997	0.32909597451206896	03	gabor	BensonV1
2	3	52	1.0471976	0.9260889282603123	03	gabor	BensonV1
2	3	53	1.5707964	1.9107845895874649	03	gabor	BensonV1
2	3	54	1.9634954	1.004222661591714	03	gabor	BensonV1
2	3	55	2.7488935	2.6800465527557957	03	gabor	BensonV1
2	3	56	1.4398966	1.4111394535026796	03	gabor	BensonV1
2	3	57	1.701696	1.2165121996035788	03	gabor	BensonV1
2	3	58	0.91629785	0.7906926245177262	03	gabor	BensonV1
2	3	59	0.5235988	0.7332211129898543	03	gabor	BensonV1
2	3	60	2.6179938	2.238279345491441	03	gabor	BensonV1
2	3	61	0.2617994	0.3308257601537141	03	gabor	BensonV1
2	3	62	2.2252948	2.4532424685048118	03	gabor	BensonV1
2	3	63	2.4870942	1.6548452504521602	03	gabor	BensonV1
2	3	64	1.8325957	1.8194590825686066	03	gabor	BensonV1
2	3	65	3.010693	0.15611830597606255	03	gabor	BensonV1
2	3	66	0.3926991	0.07125316767393076	03	gabor	BensonV1
2	3	67	0.65449846	0.8833164092018996	03	gabor	BensonV1
2	3	68	2.0943952	2.647500592881421	03	gabor	BensonV1
2	3	69	1.3089969	0.014041500093757615	03	gabor	BensonV1
2	4	70	0.1308997	2.880143906894027	03	gabor	BensonV1
2	4	71	2.8797932	2.8128273157245753	03	gabor	BensonV1
2	4	72	0.91629785	0.8557599647491455	03	gabor	BensonV1
2	4	73	2.6179938	2.3351515561564122	03	gabor	BensonV1
2	4	74	2.0943952	1.1266251992636205	03	gabor	BensonV1
2	4	75	2.3561945	0.18623008381827996	03	gabor	BensonV1
2	4	76	2.2252948	2.2196550071226033	03	gabor	BensonV1
2	4	77	1.0471976	0.12596248332661544	03	gabor	BensonV1
2	4	78	1.701696	2.5531026680020115	03	gabor	BensonV1
2	4	79	0.5235988	0.8048792101817622	03	gabor	BensonV1
2	4	80	0.7853982	0.132826540355767	03	gabor	BensonV1
2	4	81	1.5707964	1.5580134587286705	03	gabor	BensonV1
2	4	82	1.3089969	1.192312791351813	03	gabor	BensonV1
2	4	83	3.010693	2.863231232096447	03	gabor	BensonV1
2	4	84	1.1780972	1.5648436751101829	03	gabor	BensonV1
2	4	85	0.65449846	0.9149956913536402	03	gabor	BensonV1
2	4	86	1.8325957	1.7968983043814761	03	gabor	BensonV1
2	4	87	2.4870942	1.3379624638625556	03	gabor	BensonV1
2	4	88	0.2617994	0.31666935991440637	03	gabor	BensonV1
2	4	89	2.7488935	2.210861791012813	03	gabor	BensonV1
2	4	90	1.4398966	0.17943123062944547	03	gabor	BensonV1
2	4	91	1.9634954	1.4273577866807485	03	gabor	BensonV1
2	4	92	0.3926991	0.6145336090994044	03	gabor	BensonV1
2	5	93	1.0471976	2.134443336820229	03	gabor	BensonV1
2	5	94	2.2252948	2.499756972179631	03	gabor	BensonV1
2	5	95	0.2617994	0.2554116285966774	03	gabor	BensonV1
2	5	96	0.91629785	0.30672625577751544	03	gabor	BensonV1
2	5	97	1.9634954	1.9422882421163137	03	gabor	BensonV1
2	5	98	0.65449846	0.8227022702823283	03	gabor	BensonV1
2	5	99	2.8797932	2.415208811458176	03	gabor	BensonV1
2	5	100	1.3089969	1.5206510893318383	03	gabor	BensonV1
2	5	101	1.4398966	1.0423722230195787	03	gabor	BensonV1
2	5	102	2.3561945	2.7725088048062876	03	gabor	BensonV1
2	5	103	0.1308997	0.23986408910165846	03	gabor	BensonV1
2	5	104	2.7488935	2.415983598038589	03	gabor	BensonV1
2	5	105	1.8325957	0.22465677946626605	03	gabor	BensonV1
2	5	106	0.5235988	3.0078492457903065	03	gabor	BensonV1
2	5	107	1.1780972	1.5625362193148549	03	gabor	BensonV1
2	5	108	0.3926991	1.0077128104817918	03	gabor	BensonV1
2	5	109	2.0943952	2.1454799406299245	03	gabor	BensonV1
2	5	110	3.010693	2.772430239895311	03	gabor	BensonV1
2	5	111	2.6179938	2.749790688548246	03	gabor	BensonV1
2	5	112	0.7853982	0.38998400083358004	03	gabor	BensonV1
2	5	113	1.5707964	1.5434862540172931	03	gabor	BensonV1
2	5	114	1.701696	1.6138414252803128	03	gabor	BensonV1
2	5	115	2.4870942	2.7251389362243543	03	gabor	BensonV1
2	6	116	0.65449846	0.043116421348101786	03	gabor	BensonV1
2	6	117	0.3926991	2.2277915901064085	03	gabor	BensonV1
2	6	118	2.3561945	2.470922322111415	03	gabor	BensonV1
2	6	119	2.7488935	1.426608642503906	03	gabor	BensonV1
2	6	120	0.7853982	0.8329142113557343	03	gabor	BensonV1
2	6	121	1.1780972	1.514856105011381	03	gabor	BensonV1
2	6	122	0.1308997	0.7836775712754663	03	gabor	BensonV1
2	6	123	0.91629785	1.0054847379669951	03	gabor	BensonV1
2	6	124	0.2617994	0.1792966300769228	03	gabor	BensonV1
2	6	125	2.8797932	2.122703229556595	03	gabor	BensonV1
2	6	126	2.4870942	0.18812759943153975	03	gabor	BensonV1
2	6	127	1.8325957	1.6604880154467359	03	gabor	BensonV1
2	6	128	2.6179938	3.0110884940787552	03	gabor	BensonV1
2	6	129	3.010693	2.7544018841204103	03	gabor	BensonV1
2	6	130	1.701696	1.5183132000970845	03	gabor	BensonV1
2	6	131	2.0943952	2.6637491082739833	03	gabor	BensonV1
2	6	132	1.9634954	0.15634407121215005	03	gabor	BensonV1
2	6	133	1.3089969	0.9628456269101923	03	gabor	BensonV1
2	6	134	1.4398966	1.5138535355909897	03	gabor	BensonV1
2	6	135	1.5707964	1.5655540463530506	03	gabor	BensonV1
2	6	136	0.5235988	0.6528322706460868	03	gabor	BensonV1
2	6	137	1.0471976	0.9110493896161975	03	gabor	BensonV1
2	6	138	2.2252948	2.503329045258564	03	gabor	BensonV1
2	7	139	0.91629785	0.5861583290188968	03	gabor	BensonV1
2	7	140	1.1780972	1.1907387009776773	03	gabor	BensonV1
2	7	141	2.3561945	2.480669409441343	03	gabor	BensonV1
2	7	142	1.4398966	1.5727738476655968	03	gabor	BensonV1
2	7	143	1.9634954	2.9354059707834965	03	gabor	BensonV1
2	7	144	0.65449846	0.25106368430308146	03	gabor	BensonV1
2	7	145	2.6179938	2.783098041441989	03	gabor	BensonV1
2	7	146	1.0471976	1.5565669345469653	03	gabor	BensonV1
2	7	147	1.5707964	0.16733043043547466	03	gabor	BensonV1
2	7	148	2.8797932	2.766401404883053	03	gabor	BensonV1
2	7	149	2.7488935	2.504213973367114	03	gabor	BensonV1
2	7	150	1.8325957	1.784133882677179	03	gabor	BensonV1
2	7	151	1.3089969	0.14144650127420333	03	gabor	BensonV1
2	7	152	2.4870942	2.5184910761354757	03	gabor	BensonV1
2	7	153	0.2617994	0.15771600308813144	03	gabor	BensonV1
2	7	154	1.701696	1.5421913461406367	03	gabor	BensonV1
2	7	155	0.7853982	1.0255587595999143	03	gabor	BensonV1
2	7	156	3.010693	2.857107785835698	03	gabor	BensonV1
2	7	157	0.3926991	0.3741413434500109	03	gabor	BensonV1
2	7	158	0.5235988	1.289202317358788	03	gabor	BensonV1
2	7	159	0.1308997	0.19280095685371157	03	gabor	BensonV1
2	7	160	2.2252948	2.4710629706564378	03	gabor	BensonV1
2	7	161	2.0943952	0.17111084513275943	03	gabor	BensonV1
2	8	162	1.3089969	0.10649012238473586	03	gabor	BensonV1
2	8	163	2.0943952	0.2906795284924193	03	gabor	BensonV1
2	8	164	0.7853982	0.5583380318411418	03	gabor	BensonV1
2	8	165	1.1780972	0.36894141799746194	03	gabor	BensonV1
2	8	166	0.91629785	1.7512071396956557	03	gabor	BensonV1
2	8	167	0.65449846	1.4492727410003574	03	gabor	BensonV1
2	8	168	2.6179938	1.0030030948430455	03	gabor	BensonV1
2	8	169	1.4398966	1.5499205028890317	03	gabor	BensonV1
2	8	170	2.4870942	2.715323042694566	03	gabor	BensonV1
2	8	171	2.3561945	2.115397400360882	03	gabor	BensonV1
2	8	172	1.5707964	0.18271407475701382	03	gabor	BensonV1
2	8	173	1.0471976	0.8858925776573012	03	gabor	BensonV1
2	8	174	0.3926991	0.23757518506770872	03	gabor	BensonV1
2	8	175	2.7488935	2.658711484132975	03	gabor	BensonV1
2	8	176	2.8797932	0.8266139927380618	03	gabor	BensonV1
2	8	177	0.2617994	0.5693579466518757	03	gabor	BensonV1
2	8	178	2.2252948	2.0954528599308393	03	gabor	BensonV1
2	8	179	3.010693	0.14016199859913264	03	gabor	BensonV1
2	8	180	0.5235988	1.015134859572186	03	gabor	BensonV1
2	8	181	1.8325957	1.558049762350735	03	gabor	BensonV1
2	8	182	0.1308997	0.33890761595381935	03	gabor	BensonV1
2	8	183	1.701696	1.3462837672862624	03	gabor	BensonV1
2	8	184	1.9634954	2.97794594271619	03	gabor	BensonV1
1	1	1	1.701696	2.477144550212387	03	gabor	NPCr
1	1	2	1.1780972	0.6937426089478729	03	gabor	NPCr
1	1	3	1.0471976	2.4441009502209363	03	gabor	NPCr
1	1	4	0.7853982	2.1691706260429378	03	gabor	NPCr
1	1	5	2.7488935	0.40282622092112386	03	gabor	NPCr
1	1	6	0.65449846	0.438469165569295	03	gabor	NPCr
1	1	7	2.2252948	2.71348938480174	03	gabor	NPCr
1	1	8	2.6179938	1.854879026121107	03	gabor	NPCr
1	1	9	1.4398966	2.7173018726626847	03	gabor	NPCr
1	1	10	0.1308997	1.1228277513966969	03	gabor	NPCr
1	1	11	0.91629785	1.2289872208926615	03	gabor	NPCr
1	1	12	2.4870942	0.12874967603163093	03	gabor	NPCr
1	1	13	0.3926991	0.6254031313702124	03	gabor	NPCr
1	1	14	0.2617994	2.643135800398663	03	gabor	NPCr
1	1	15	1.8325957	0.9722643559746725	03	gabor	NPCr
1	1	16	2.3561945	2.624372152161705	03	gabor	NPCr
1	1	17	2.0943952	1.6788745239298004	03	gabor	NPCr
1	1	18	1.9634954	2.719216209490693	03	gabor	NPCr
1	1	19	1.5707964	0.08812517192338713	03	gabor	NPCr
1	1	20	1.3089969	2.0888197379995073	03	gabor	NPCr
1	1	21	3.010693	2.941181566577694	03	gabor	NPCr
1	1	22	0.5235988	0.6609546422471831	03	gabor	NPCr
1	1	23	2.8797932	2.6358744332229462	03	gabor	NPCr
1	2	24	0.3926991	3.0661120157732213	03	gabor	NPCr
1	2	25	1.5707964	0.4886222936139533	03	gabor	NPCr
1	2	26	2.0943952	2.6384443186314215	03	gabor	NPCr
1	2	27	2.6179938	2.286640948759855	03	gabor	NPCr
1	2	28	1.0471976	0.329492632629635	03	gabor	NPCr
1	2	29	0.1308997	1.8607432718194303	03	gabor	NPCr
1	2	30	2.8797932	3.0106396659726578	03	gabor	NPCr
1	2	31	1.3089969	2.4958820038118312	03	gabor	NPCr
1	2	32	2.7488935	2.449368497547292	03	gabor	NPCr
1	2	33	2.3561945	1.9658797925292522	03	gabor	NPCr
1	2	34	1.9634954	0.4077432914440827	03	gabor	NPCr
1	2	35	1.8325957	2.971338540038551	03	gabor	NPCr
1	2	36	0.65449846	0.7364830876333933	03	gabor	NPCr
1	2	37	0.5235988	2.5448316534366304	03	gabor	NPCr
1	2	38	1.701696	1.93022650110103	03	gabor	NPCr
1	2	39	1.1780972	0.5096176461937808	03	gabor	NPCr
1	2	40	2.2252948	0.46028946200228016	03	gabor	NPCr
1	2	41	1.4398966	3.0128994025190523	03	gabor	NPCr
1	2	42	0.7853982	0.5248641283889206	03	gabor	NPCr
1	2	43	2.4870942	0.46936647729827935	03	gabor	NPCr
1	2	44	3.010693	2.5312121204174356	03	gabor	NPCr
1	2	45	0.2617994	2.8551759427141663	03	gabor	NPCr
1	2	46	0.91629785	2.9064549338592447	03	gabor	NPCr
1	3	47	2.3561945	3.127539370164155	03	gabor	NPCr
1	3	48	2.8797932	3.046323059763558	03	gabor	NPCr
1	3	49	2.0943952	1.1006115827215557	03	gabor	NPCr
1	3	50	1.3089969	1.5310877026217826	03	gabor	NPCr
1	3	51	2.2252948	1.0733677609347452	03	gabor	NPCr
1	3	52	0.2617994	1.4823356863150001	03	gabor	NPCr
1	3	53	0.3926991	2.7251153124000633	03	gabor	NPCr
1	3	54	1.4398966	2.7293731516539745	03	gabor	NPCr
1	3	55	1.9634954	2.2440673582457236	03	gabor	NPCr
1	3	56	0.7853982	2.2958294401254395	03	gabor	NPCr
1	3	57	3.010693	2.4935134958177594	03	gabor	NPCr
1	3	58	0.5235988	0.5380644730129022	03	gabor	NPCr
1	3	59	1.5707964	1.2805997976057149	03	gabor	NPCr
1	3	60	0.91629785	3.0409834814757906	03	gabor	NPCr
1	3	61	1.1780972	2.7929540628517353	03	gabor	NPCr
