direction	quantity	n	mean	sem	t	p
npc_from_v1	observed	30	0.011490410506842873	0.006001869734226621	1.914471825557454	0.06547270814627289
npc_from_v1	label-shuffle	30	0.003263961963982456	0.004201586360257194	0.7768403845881336	0.4435436955409885
npc_from_v1	observed - shuffle	30	0.008226448542860417	0.0029977544964661486	2.7442035538794203	0.010297908724649049
v1_from_npc	observed	30	-0.0037573656428280438	0.006391187763090106	-0.5878978653275204	0.5611514328051204
v1_from_npc	label-shuffle	30	0.0005780165064363029	0.003762509815890298	0.15362524876218314	0.8789692835886165
v1_from_npc	observed - shuffle	30	-0.004335382149264346	0.004051438265003605	-1.0700847120671817	0.2934071217551267
npc_from_v1	r(score, dissimilarity) across bins	30	0.09110710427656966	0.06789153489480741	1.3419508693938493	0.19002514137387555
v1_from_npc	r(score, dissimilarity) across bins	30	-0.11585791413470832	0.07699648401661098	-1.5047169440842711	0.14321141916998115
