subject	orientation	response	mapping	value
7	37.5	8.5	inverse_cdf	7.5
7	112.5	22.0	inverse_cdf	24.0
7	172.5	36.5	inverse_cdf	41.5
7	97.5	18.5	inverse_cdf	22.5
7	135.0	25.5	inverse_cdf	32.5
7	157.5	32.0	inverse_cdf	40.0
7	7.5	1.5	inverse_cdf	2.5
7	30.0	3.5	inverse_cdf	5.0
7	150.0	32.5	inverse_cdf	39.0
7	67.5	14.0	inverse_cdf	20.0
7	127.5	24.0	inverse_cdf	28.0
7	120.0	23.0	inverse_cdf	25.5
7	22.5	4.0	inverse_cdf	4.0
7	105.0	23.0	inverse_cdf	23.0
7	60.0	18.5	inverse_cdf	18.5
7	165.0	36.0	inverse_cdf	41.0
7	90.0	20.0	inverse_cdf	22.0
7	67.5	11.5	inverse_cdf	20.0
7	82.5	15.0	inverse_cdf	21.5
7	165.0	36.0	inverse_cdf	41.0
7	172.5	35.5	inverse_cdf	41.5
7	127.5	22.0	inverse_cdf	28.0
7	120.0	22.0	inverse_cdf	25.5
7	45.0	6.0	inverse_cdf	11.5
7	30.0	4.5	inverse_cdf	5.0
7	90.0	19.0	inverse_cdf	22.0
7	37.5	11.0	inverse_cdf	7.5
7	52.5	12.5	inverse_cdf	16.0
7	15.0	4.5	inverse_cdf	3.0
7	157.5	30.5	inverse_cdf	40.0
7	75.0	17.0	inverse_cdf	21.0
7	7.5	0.5	inverse_cdf	2.5
7	97.5	21.0	inverse_cdf	22.5
7	60.0	11.5	inverse_cdf	18.5
7	142.5	24.0	inverse_cdf	36.5
7	112.5	21.5	inverse_cdf	24.0
7	105.0	21.5	inverse_cdf	23.0
7	150.0	33.0	inverse_cdf	39.0
7	135.0	30.5	inverse_cdf	32.5
7	97.5	21.5	inverse_cdf	22.5
7	67.5	10.5	inverse_cdf	20.0
7	15.0	4.0	inverse_cdf	3.0
7	37.5	6.0	inverse_cdf	7.5
7	82.5	17.0	inverse_cdf	21.5
7	165.0	36.0	inverse_cdf	41.0
7	105.0	22.0	inverse_cdf	23.0
7	45.0	7.0	inverse_cdf	11.5
7	22.5	5.5	inverse_cdf	4.0
7	75.0	16.0	inverse_cdf	21.0
7	142.5	27.0	inverse_cdf	36.5
7	90.0	19.0	inverse_cdf	22.0
7	135.0	26.0	inverse_cdf	32.5
7	7.5	2.5	inverse_cdf	2.5
7	30.0	4.0	inverse_cdf	5.0
7	112.5	22.0	inverse_cdf	24.0
7	172.5	38.0	inverse_cdf	41.5
7	60.0	10.0	inverse_cdf	18.5
7	120.0	22.5	inverse_cdf	25.5
7	127.5	25.0	inverse_cdf	28.0
7	52.5	12.0	inverse_cdf	16.0
7	150.0	27.5	inverse_cdf	39.0
7	75.0	12.0	inverse_cdf	21.0
7	112.5	22.5	inverse_cdf	24.0
7	165.0	37.5	inverse_cdf	41.0
7	45.0	10.0	inverse_cdf	11.5
7	30.0	6.0	inverse_cdf	5.0
7	15.0	2.0	inverse_cdf	3.0
7	105.0	22.0	inverse_cdf	23.0
7	52.5	12.0	inverse_cdf	16.0
7	90.0	19.5	inverse_cdf	22.0
7	157.5	35.0	inverse_cdf	40.0
7	37.5	5.5	inverse_cdf	7.5
7	142.5	28.5	inverse_cdf	36.5
7	127.5	24.0	inverse_cdf	28.0
7	120.0	22.5	inverse_cdf	25.5
7	82.5	17.5	inverse_cdf	21.5
7	172.5	35.0	inverse_cdf	41.5
7	67.5	14.5	inverse_cdf	20.0
7	60.0	13.0	inverse_cdf	18.5
7	150.0	29.0	inverse_cdf	39.0
7	97.5	21.0	inverse_cdf	22.5
7	7.5	2.5	inverse_cdf	2.5
7	22.5	4.0	inverse_cdf	4.0
7	105.0	21.0	inverse_cdf	23.0
7	67.5	17.0	inverse_cdf	20.0
7	135.0	27.5	inverse_cdf	32.5
7	157.5	36.0	inverse_cdf	40.0
7	30.0	6.0	inverse_cdf	5.0
7	60.0	11.0	inverse_cdf	18.5
7	97.5	22.5	inverse_cdf	22.5
7	165.0	39.0	inverse_cdf	41.0
7	37.5	7.5	inverse_cdf	7.5
7	120.0	22.5	inverse_cdf	25.5
7	7.5	0.5	inverse_cdf	2.5
7	75.0	13.0	inverse_cdf	21.0
7	15.0	4.0	inverse_cdf	3.0
7	142.5	29.0	inverse_cdf	36.5
7	22.5	2.0	inverse_cdf	4.0
7	150.0	31.5	inverse_cdf	39.0
7	52.5	11.5	inverse_cdf	16.0
7	127.5	28.0	inverse_cdf	28.0
7	112.5	23.0	inverse_cdf	24.0
7	45.0	9.5	inverse_cdf	11.5
7	90.0	19.0	inverse_cdf	22.0
7	82.5	14.0	inverse_cdf	21.5
7	172.5	37.5	inverse_cdf	41.5
7	165.0	30.0	inverse_cdf	41.0
7	90.0	18.5	inverse_cdf	22.0
7	15.0	2.5	inverse_cdf	3.0
7	157.5	32.0	inverse_cdf	40.0
7	60.0	11.0	inverse_cdf	18.5
7	142.5	28.5	inverse_cdf	36.5
7	97.5	20.0	inverse_cdf	22.5
7	37.5	8.5	inverse_cdf	7.5
7	105.0	21.0	inverse_cdf	23.0
7	7.5	2.0	inverse_cdf	2.5
7	172.5	37.5	inverse_cdf	41.5
7	75.0	13.5	inverse_cdf	21.0
7	112.5	23.0	inverse_cdf	24.0
7	127.5	27.0	inverse_cdf	28.0
7	150.0	33.5	inverse_cdf	39.0
7	135.0	25.5	inverse_cdf	32.5
7	45.0	9.0	inverse_cdf	11.5
7	67.5	11.0	inverse_cdf	20.0
7	22.5	3.5	inverse_cdf	4.0
7	52.5	12.5	inverse_cdf	16.0
7	127.5	24.0	inverse_cdf	28.0
7	30.0	5.5	inverse_cdf	5.0
7	135.0	24.5	inverse_cdf	32.5
7	37.5	5.0	inverse_cdf	7.5
7	165.0	34.0	inverse_cdf	41.0
7	82.5	12.5	inverse_cdf	21.5
7	7.5	1.5	inverse_cdf	2.5
7	142.5	26.0	inverse_cdf	36.5
7	60.0	12.5	inverse_cdf	18.5
7	45.0	8.0	inverse_cdf	11.5
7	105.0	21.0	inverse_cdf	23.0
7	90.0	19.5	inverse_cdf	22.0
7	22.5	3.5	inverse_cdf	4.0
7	67.5	11.5	inverse_cdf	20.0
7	112.5	23.0	inverse_cdf	24.0
7	150.0	32.5	inverse_cdf	39.0
7	97.5	20.0	inverse_cdf	22.5
7	52.5	9.0	inverse_cdf	16.0
7	172.5	38.5	inverse_cdf	41.5
7	75.0	14.0	inverse_cdf	21.0
7	120.0	21.5	inverse_cdf	25.5
7	157.5	32.0	inverse_cdf	40.0
7	15.0	1.0	inverse_cdf	3.0
7	15.0	11.0	cdf	8.0
7	112.5	26.0	cdf	30.0
7	52.5	12.5	cdf	12.5
7	7.5	5.5	cdf	5.5
7	150.0	32.0	cdf	33.0
7	90.0	21.5	cdf	22.0
7	30.0	11.0	cdf	11.0
7	105.0	27.5	cdf	28.0
7	142.5	33.5	cdf	32.5
7	97.5	24.5	cdf	25.5
7	75.0	16.0	cdf	16.0
7	172.5	38.5	cdf	38.5
7	120.0	31.5	cdf	31.0
7	135.0	32.0	cdf	32.0
7	37.5	11.5	cdf	11.5
7	82.5	18.0	cdf	18.5
7	157.5	33.0	cdf	34.0
7	127.5	31.0	cdf	31.5
7	67.5	14.0	cdf	14.0
7	45.0	7.5	cdf	12.0
7	30.0	11.0	cdf	11.0
7	150.0	32.0	cdf	33.0
7	105.0	26.5	cdf	28.0
7	157.5	34.0	cdf	34.0
7	15.0	6.0	cdf	8.0
7	7.5	6.0	cdf	5.5
7	67.5	16.5	cdf	14.0
7	60.0	14.5	cdf	13.0
7	172.5	38.5	cdf	38.5
7	127.5	32.5	cdf	31.5
7	135.0	31.5	cdf	32.0
7	37.5	10.5	cdf	11.5
7	90.0	21.5	cdf	22.0
7	112.5	29.0	cdf	30.0
7	22.5	9.5	cdf	10.0
7	82.5	18.0	cdf	18.5
7	52.5	11.0	cdf	12.5
7	120.0	29.5	cdf	31.0
7	165.0	34.0	cdf	36.0
7	45.0	12.0	cdf	12.0
7	142.5	32.0	cdf	32.5
7	135.0	31.5	cdf	32.0
7	67.5	14.0	cdf	14.0
7	142.5	31.0	cdf	32.5
7	97.5	24.5	cdf	25.5
7	165.0	34.0	cdf	36.0
7	90.0	22.0	cdf	22.0
7	112.5	29.0	cdf	30.0
7	127.5	31.0	cdf	31.5
7	22.5	9.5	cdf	10.0
7	172.5	37.5	cdf	38.5
7	60.0	14.0	cdf	13.0
7	120.0	30.5	cdf	31.0
7	75.0	17.0	cdf	16.0
7	7.5	4.0	cdf	5.5
7	105.0	28.0	cdf	28.0
7	37.5	11.5	cdf	11.5
7	150.0	32.0	cdf	33.0
7	45.0	11.5	cdf	12.0
7	15.0	7.5	cdf	8.0
7	157.5	34.0	cdf	34.0
7	82.5	18.5	cdf	18.5
7	165.0	36.0	cdf	36.0
7	37.5	11.5	cdf	11.5
7	30.0	10.0	cdf	11.0
7	127.5	31.5	cdf	31.5
7	120.0	30.0	cdf	31.0
7	45.0	9.5	cdf	12.0
7	97.5	25.0	cdf	25.5
7	15.0	8.5	cdf	8.0
7	135.0	32.0	cdf	32.0
7	157.5	33.0	cdf	34.0
7	150.0	32.5	cdf	33.0
7	112.5	29.0	cdf	30.0
7	52.5	12.5	cdf	12.5
7	22.5	11.5	cdf	10.0
7	105.0	28.0	cdf	28.0
7	172.5	39.5	cdf	38.5
7	60.0	12.0	cdf	13.0
7	67.5	13.0	cdf	14.0
7	7.5	5.5	cdf	5.5
7	142.5	32.5	cdf	32.5
7	82.5	16.5	cdf	18.5
7	90.0	22.0	cdf	22.0
7	75.0	15.5	cdf	16.0
7	52.5	12.5	cdf	12.5
7	105.0	28.5	cdf	28.0
7	112.5	28.5	cdf	30.0
7	120.0	30.0	cdf	31.0
7	165.0	35.5	cdf	36.0
7	75.0	16.5	cdf	16.0
7	127.5	31.5	cdf	31.5
7	45.0	10.5	cdf	12.0
7	67.5	14.5	cdf	14.0
7	30.0	11.0	cdf	11.0
7	90.0	21.5	cdf	22.0
7	97.5	25.5	cdf	25.5
7	60.0	13.5	cdf	13.0
7	7.5	5.5	cdf	5.5
7	22.5	12.0	cdf	10.0
7	157.5	34.5	cdf	34.0
7	135.0	31.0	cdf	32.0
7	150.0	32.5	cdf	33.0
7	142.5	32.5	cdf	32.5
7	172.5	39.0	cdf	38.5
7	52.5	12.0	cdf	12.5
7	30.0	11.5	cdf	11.0
7	90.0	21.5	cdf	22.0
7	112.5	27.0	cdf	30.0
7	150.0	32.0	cdf	33.0
7	82.5	18.0	cdf	18.5
7	127.5	31.0	cdf	31.5
7	120.0	29.5	cdf	31.0
7	105.0	27.5	cdf	28.0
7	67.5	14.5	cdf	14.0
7	75.0	16.0	cdf	16.0
7	142.5	32.0	cdf	32.5
7	97.5	25.0	cdf	25.5
7	135.0	32.5	cdf	32.0
7	60.0	13.5	cdf	13.0
7	165.0	34.0	cdf	36.0
7	15.0	8.0	cdf	8.0
7	172.5	35.5	cdf	38.5
7	37.5	10.0	cdf	11.5
7	22.5	10.5	cdf	10.0
7	7.5	5.5	cdf	5.5
7	157.5	34.0	cdf	34.0
7	45.0	11.5	cdf	12.0
7	157.5	33.5	cdf	34.0
7	7.5	4.5	cdf	5.5
7	52.5	11.5	cdf	12.5
7	67.5	11.0	cdf	14.0
7	15.0	9.5	cdf	8.0
7	97.5	25.0	cdf	25.5
7	135.0	31.0	cdf	32.0
7	142.5	30.5	cdf	32.5
7	75.0	16.0	cdf	16.0
7	127.5	30.0	cdf	31.5
7	30.0	10.5	cdf	11.0
7	45.0	11.5	cdf	12.0
7	37.5	10.5	cdf	11.5
7	165.0	34.5	cdf	36.0
7	60.0	13.5	cdf	13.0
7	22.5	10.5	cdf	10.0
7	90.0	21.0	cdf	22.0
7	172.5	38.5	cdf	38.5
7	105.0	26.5	cdf	28.0
7	112.5	28.0	cdf	30.0
7	82.5	19.0	cdf	18.5
7	120.0	31.5	cdf	31.0
7	15.0	6.5	cdf	8.0
7	30.0	11.0	cdf	11.0
7	165.0	33.5	cdf	36.0
7	105.0	28.0	cdf	28.0
7	120.0	30.0	cdf	31.0
7	172.5	38.0	cdf	38.5
7	37.5	11.5	cdf	11.5
7	60.0	14.0	cdf	13.0
7	142.5	31.5	cdf	32.5
7	97.5	25.5	cdf	25.5
7	82.5	17.0	cdf	18.5
7	112.5	30.5	cdf	30.0
7	75.0	16.0	cdf	16.0
7	150.0	33.5	cdf	33.0
7	90.0	22.0	cdf	22.0
7	157.5	34.0	cdf	34.0
7	127.5	31.5	cdf	31.5
7	22.5	10.0	cdf	10.0
7	135.0	32.0	cdf	32.0
7	52.5	12.5	cdf	12.5
7	7.5	4.0	cdf	5.5
8	67.5	13.0	cdf	14.0
8	165.0	38.0	cdf	36.0
8	120.0	33.5	cdf	31.0
8	105.0	34.5	cdf	28.0
8	30.0	6.0	cdf	11.0
8	60.0	17.0	cdf	13.0
8	22.5	7.5	cdf	10.0
8	82.5	18.5	cdf	18.5
8	37.5	12.0	cdf	11.5
8	7.5	4.0	cdf	5.5
8	112.5	31.5	cdf	30.0
8	52.5	13.0	cdf	12.5
8	150.0	35.0	cdf	33.0
8	75.0	19.5	cdf	16.0
8	172.5	38.0	cdf	38.5
8	157.5	38.0	cdf	34.0
8	45.0	12.0	cdf	12.0
8	15.0	6.0	cdf	8.0
8	127.5	31.5	cdf	31.5
8	82.5	18.5	cdf	18.5
8	22.5	11.5	cdf	10.0
8	97.5	26.5	cdf	25.5
8	7.5	4.5	cdf	5.5
8	120.0	32.0	cdf	31.0
8	165.0	37.0	cdf	36.0
8	127.5	34.0	cdf	31.5
8	67.5	16.5	cdf	14.0
8	60.0	12.5	cdf	13.0
8	135.0	32.0	cdf	32.0
8	150.0	36.0	cdf	33.0
8	105.0	26.0	cdf	28.0
8	157.5	36.5	cdf	34.0
8	15.0	7.5	cdf	8.0
8	112.5	31.0	cdf	30.0
8	37.5	13.0	cdf	11.5
8	45.0	11.0	cdf	12.0
8	52.5	12.0	cdf	12.5
8	142.5	33.0	cdf	32.5
8	30.0	6.5	cdf	11.0
8	90.0	22.0	cdf	22.0
8	75.0	16.5	cdf	16.0
8	172.5	38.5	cdf	38.5
8	90.0	23.0	cdf	22.0
8	30.0	12.0	cdf	11.0
8	15.0	6.0	cdf	8.0
8	97.5	23.0	cdf	25.5
8	60.0	12.5	cdf	13.0
8	157.5	35.0	cdf	34.0
8	150.0	33.5	cdf	33.0
8	22.5	6.5	cdf	10.0
8	67.5	17.5	cdf	14.0
8	105.0	26.0	cdf	28.0
8	165.0	36.0	cdf	36.0
8	82.5	19.5	cdf	18.5
8	142.5	31.5	cdf	32.5
8	120.0	31.0	cdf	31.0
8	135.0	35.5	cdf	32.0
8	112.5	31.5	cdf	30.0
8	7.5	4.0	cdf	5.5
8	75.0	17.5	cdf	16.0
8	37.5	12.5	cdf	11.5
8	127.5	33.5	cdf	31.5
8	37.5	11.5	cdf	11.5
8	105.0	24.0	cdf	28.0
8	60.0	12.0	cdf	13.0
8	30.0	10.0	cdf	11.0
8	52.5	15.5	cdf	12.5
8	67.5	15.0	cdf	14.0
8	15.0	4.5	cdf	8.0
8	45.0	12.5	cdf	12.0
8	90.0	21.5	cdf	22.0
8	172.5	38.0	cdf	38.5
8	135.0	33.0	cdf	32.0
8	150.0	34.5	cdf	33.0
8	22.5	8.0	cdf	10.0
8	157.5	35.5	cdf	34.0
8	97.5	25.5	cdf	25.5
8	165.0	37.5	cdf	36.0
8	112.5	31.5	cdf	30.0
8	82.5	19.0	cdf	18.5
8	75.0	18.0	cdf	16.0
8	7.5	3.5	cdf	5.5
8	142.5	37.0	cdf	32.5
8	127.5	29.0	cdf	31.5
8	112.5	32.5	cdf	30.0
8	127.5	34.0	cdf	31.5
8	15.0	6.5	cdf	8.0
8	45.0	12.0	cdf	12.0
8	7.5	4.5	cdf	5.5
8	120.0	31.5	cdf	31.0
8	105.0	24.0	cdf	28.0
8	67.5	12.5	cdf	14.0
8	150.0	36.5	cdf	33.0
8	82.5	19.0	cdf	18.5
8	135.0	33.0	cdf	32.0
8	97.5	25.0	cdf	25.5
8	157.5	37.0	cdf	34.0
8	90.0	22.5	cdf	22.0
8	172.5	38.5	cdf	38.5
8	165.0	37.0	cdf	36.0
8	142.5	35.5	cdf	32.5
8	75.0	18.0	cdf	16.0
8	52.5	16.5	cdf	12.5
8	37.5	12.5	cdf	11.5
8	30.0	10.0	cdf	11.0
8	60.0	12.5	cdf	13.0
8	82.5	19.0	cdf	18.5
8	142.5	36.5	cdf	32.5
8	30.0	10.0	cdf	11.0
8	112.5	32.5	cdf	30.0
8	60.0	13.0	cdf	13.0
8	97.5	25.0	cdf	25.5
8	120.0	36.5	cdf	31.0
8	135.0	33.0	cdf	32.0
8	52.5	12.5	cdf	12.5
8	165.0	38.0	cdf	36.0
8	45.0	11.5	cdf	12.0
8	127.5	33.0	cdf	31.5
8	22.5	7.0	cdf	10.0
8	90.0	22.0	cdf	22.0
8	150.0	36.5	cdf	33.0
8	7.5	6.0	cdf	5.5
8	75.0	17.5	cdf	16.0
8	157.5	37.5	cdf	34.0
8	67.5	21.0	cdf	14.0
8	15.0	10.0	cdf	8.0
8	105.0	27.5	cdf	28.0
8	112.5	34.5	cdf	30.0
8	135.0	35.0	cdf	32.0
8	52.5	13.5	cdf	12.5
8	150.0	36.0	cdf	33.0
8	82.5	22.0	cdf	18.5
8	127.5	34.0	cdf	31.5
8	172.5	38.0	cdf	38.5
8	157.5	36.0	cdf	34.0
8	22.5	10.0	cdf	10.0
8	75.0	19.0	cdf	16.0
8	67.5	17.0	cdf	14.0
8	37.5	13.0	cdf	11.5
8	7.5	22.0	cdf	5.5
8	97.5	24.5	cdf	25.5
8	45.0	15.0	cdf	12.0
8	30.0	14.5	cdf	11.0
8	105.0	32.5	cdf	28.0
8	120.0	33.0	cdf	31.0
8	15.0	10.0	cdf	8.0
8	90.0	22.0	cdf	22.0
8	60.0	12.5	cdf	13.0
8	52.5	12.0	cdf	12.5
8	120.0	32.0	cdf	31.0
8	67.5	14.5	cdf	14.0
8	97.5	25.0	cdf	25.5
8	127.5	33.0	cdf	31.5
8	142.5	36.5	cdf	32.5
8	15.0	6.5	cdf	8.0
8	7.5	4.0	cdf	5.5
8	37.5	16.0	cdf	11.5
8	157.5	35.5	cdf	34.0
8	75.0	13.5	cdf	16.0
8	165.0	37.5	cdf	36.0
8	82.5	19.5	cdf	18.5
8	90.0	22.0	cdf	22.0
8	150.0	37.5	cdf	33.0
8	22.5	12.0	cdf	10.0
8	30.0	14.0	cdf	11.0
8	135.0	34.0	cdf	32.0
8	172.5	37.0	cdf	38.5
8	45.0	15.5	cdf	12.0
8	60.0	16.0	cdf	13.0
8	7.5	3.0	inverse_cdf	2.5
8	120.0	24.0	inverse_cdf	25.5
8	112.5	28.5	inverse_cdf	24.0
8	37.5	11.5	inverse_cdf	7.5
8	172.5	41.0	inverse_cdf	41.5
8	150.0	39.0	inverse_cdf	39.0
8	60.0	15.5	inverse_cdf	18.5
8	157.5	40.0	inverse_cdf	40.0
8	135.0	38.0	inverse_cdf	32.5
8	142.5	38.5	inverse_cdf	36.5
8	97.5	23.0	inverse_cdf	22.5
8	82.5	21.0	inverse_cdf	21.5
8	15.0	3.0	inverse_cdf	3.0
8	127.5	37.0	inverse_cdf	28.0
8	67.5	15.5	inverse_cdf	20.0
8	45.0	11.5	inverse_cdf	11.5
8	22.5	6.0	inverse_cdf	4.0
8	30.0	4.5	inverse_cdf	5.0
8	165.0	40.5	inverse_cdf	41.0
8	105.0	24.0	inverse_cdf	23.0
8	90.0	22.0	inverse_cdf	22.0
8	52.5	11.5	inverse_cdf	16.0
8	15.0	3.0	inverse_cdf	3.0
8	30.0	6.0	inverse_cdf	5.0
8	142.5	36.0	inverse_cdf	36.5
8	97.5	23.5	inverse_cdf	22.5
8	75.0	21.0	inverse_cdf	21.0
8	37.5	7.0	inverse_cdf	7.5
8	150.0	38.5	inverse_cdf	39.0
8	67.5	15.0	inverse_cdf	20.0
8	157.5	42.0	inverse_cdf	40.0
8	22.5	9.5	inverse_cdf	4.0
8	172.5	41.0	inverse_cdf	41.5
8	90.0	22.0	inverse_cdf	22.0
8	105.0	23.0	inverse_cdf	23.0
8	135.0	38.5	inverse_cdf	32.5
8	112.5	32.5	inverse_cdf	24.0
8	7.5	3.0	inverse_cdf	2.5
8	165.0	40.0	inverse_cdf	41.0
8	82.5	21.0	inverse_cdf	21.5
8	37.5	11.5	inverse_cdf	7.5
8	172.5	41.0	inverse_cdf	41.5
8	7.5	3.0	inverse_cdf	2.5
8	112.5	30.5	inverse_cdf	24.0
8	30.0	13.0	inverse_cdf	5.0
8	105.0	24.0	inverse_cdf	23.0
8	22.5	5.5	inverse_cdf	4.0
8	67.5	21.0	inverse_cdf	20.0
8	165.0	39.0	inverse_cdf	41.0
8	127.5	36.0	inverse_cdf	28.0
8	45.0	11.5	inverse_cdf	11.5
8	75.0	21.5	inverse_cdf	21.0
8	15.0	3.5	inverse_cdf	3.0
8	82.5	21.5	inverse_cdf	21.5
8	142.5	34.0	inverse_cdf	36.5
8	157.5	40.0	inverse_cdf	40.0
8	97.5	23.0	inverse_cdf	22.5
8	90.0	22.0	inverse_cdf	22.0
8	135.0	27.5	inverse_cdf	32.5
8	120.0	31.0	inverse_cdf	25.5
8	150.0	39.0	inverse_cdf	39.0
8	60.0	12.0	inverse_cdf	18.5
8	30.0	5.5	inverse_cdf	5.0
8	150.0	29.0	inverse_cdf	39.0
8	22.5	7.5	inverse_cdf	4.0
8	67.5	16.0	inverse_cdf	20.0
8	120.0	27.5	inverse_cdf	25.5
8	172.5	41.0	inverse_cdf	41.5
8	7.5	2.5	inverse_cdf	2.5
8	75.0	17.0	inverse_cdf	21.0
8	52.5	11.5	inverse_cdf	16.0
8	82.5	21.5	inverse_cdf	21.5
8	142.5	32.0	inverse_cdf	36.5
8	135.0	35.5	inverse_cdf	32.5
8	15.0	4.5	inverse_cdf	3.0
8	60.0	6.5	inverse_cdf	18.5
8	165.0	40.0	inverse_cdf	41.0
8	37.5	7.5	inverse_cdf	7.5
8	90.0	22.0	inverse_cdf	22.0
8	112.5	24.5	inverse_cdf	24.0
8	105.0	28.0	inverse_cdf	23.0
8	157.5	39.5	inverse_cdf	40.0
8	45.0	11.5	inverse_cdf	11.5
8	127.5	36.5	inverse_cdf	28.0
8	97.5	22.0	inverse_cdf	22.5
8	52.5	11.5	inverse_cdf	16.0
8	165.0	39.5	inverse_cdf	41.0
8	60.0	10.5	inverse_cdf	18.5
8	7.5	3.5	inverse_cdf	2.5
8	90.0	22.0	inverse_cdf	22.0
8	135.0	32.0	inverse_cdf	32.5
8	105.0	24.0	inverse_cdf	23.0
8	120.0	36.0	inverse_cdf	25.5
8	75.0	16.0	inverse_cdf	21.0
8	45.0	7.0	inverse_cdf	11.5
8	67.5	5.0	inverse_cdf	20.0
8	22.5	3.0	inverse_cdf	4.0
8	30.0	8.5	inverse_cdf	5.0
8	112.5	28.5	inverse_cdf	24.0
8	150.0	38.0	inverse_cdf	39.0
8	157.5	39.5	inverse_cdf	40.0
8	37.5	11.5	inverse_cdf	7.5
8	82.5	21.0	inverse_cdf	21.5
8	127.5	25.0	inverse_cdf	28.0
8	97.5	22.5	inverse_cdf	22.5
8	142.5	38.5	inverse_cdf	36.5
8	105.0	23.5	inverse_cdf	23.0
8	135.0	37.0	inverse_cdf	32.5
8	75.0	18.0	inverse_cdf	21.0
8	30.0	9.0	inverse_cdf	5.0
8	90.0	22.0	inverse_cdf	22.0
8	37.5	6.0	inverse_cdf	7.5
8	67.5	15.0	inverse_cdf	20.0
8	15.0	4.0	inverse_cdf	3.0
8	172.5	39.0	inverse_cdf	41.5
8	45.0	11.5	inverse_cdf	11.5
8	157.5	39.5	inverse_cdf	40.0
8	97.5	23.0	inverse_cdf	22.5
8	60.0	15.5	inverse_cdf	18.5
8	112.5	29.0	inverse_cdf	24.0
8	127.5	35.5	inverse_cdf	28.0
8	52.5	10.5	inverse_cdf	16.0
8	142.5	34.5	inverse_cdf	36.5
8	82.5	21.0	inverse_cdf	21.5
8	7.5	3.0	inverse_cdf	2.5
8	150.0	38.0	inverse_cdf	39.0
8	22.5	5.0	inverse_cdf	4.0
8	22.5	6.0	inverse_cdf	4.0
8	37.5	8.0	inverse_cdf	7.5
8	82.5	21.5	inverse_cdf	21.5
8	142.5	37.0	inverse_cdf	36.5
8	15.0	3.0	inverse_cdf	3.0
8	105.0	24.5	inverse_cdf	23.0
8	90.0	22.0	inverse_cdf	22.0
8	60.0	11.5	inverse_cdf	18.5
8	45.0	9.0	inverse_cdf	11.5
8	97.5	22.5	inverse_cdf	22.5
8	7.5	2.0	inverse_cdf	2.5
8	150.0	38.5	inverse_cdf	39.0
8	120.0	37.0	inverse_cdf	25.5
8	75.0	16.5	inverse_cdf	21.0
8	135.0	28.5	inverse_cdf	32.5
8	67.5	16.5	inverse_cdf	20.0
8	52.5	11.5	inverse_cdf	16.0
8	172.5	39.0	inverse_cdf	41.5
8	30.0	10.5	inverse_cdf	5.0
8	127.5	30.5	inverse_cdf	28.0
8	157.5	36.0	inverse_cdf	40.0
8	165.0	40.5	inverse_cdf	41.0
8	127.5	36.0	inverse_cdf	28.0
8	82.5	21.0	inverse_cdf	21.5
8	157.5	39.0	inverse_cdf	40.0
8	135.0	32.5	inverse_cdf	32.5
8	30.0	7.0	inverse_cdf	5.0
8	7.5	3.0	inverse_cdf	2.5
8	142.5	36.0	inverse_cdf	36.5
8	75.0	17.0	inverse_cdf	21.0
8	112.5	27.0	inverse_cdf	24.0
8	60.0	25.0	inverse_cdf	18.5
8	22.5	6.0	inverse_cdf	4.0
8	120.0	34.5	inverse_cdf	25.5
8	15.0	3.5	inverse_cdf	3.0
8	90.0	22.0	inverse_cdf	22.0
8	172.5	41.0	inverse_cdf	41.5
8	52.5	11.5	inverse_cdf	16.0
8	45.0	11.5	inverse_cdf	11.5
8	105.0	28.5	inverse_cdf	23.0
8	150.0	38.0	inverse_cdf	39.0
8	37.5	9.5	inverse_cdf	7.5
8	67.5	18.0	inverse_cdf	20.0
9	90.0	22.0	inverse_cdf	22.0
9	150.0	40.5	inverse_cdf	39.0
9	60.0	19.0	inverse_cdf	18.5
9	120.0	22.0	inverse_cdf	25.5
9	52.5	12.5	inverse_cdf	16.0
9	82.5	21.5	inverse_cdf	21.5
9	165.0	41.0	inverse_cdf	41.0
9	45.0	11.5	inverse_cdf	11.5
9	135.0	31.0	inverse_cdf	32.5
9	157.5	39.5	inverse_cdf	40.0
9	105.0	23.5	inverse_cdf	23.0
9	67.5	20.5	inverse_cdf	20.0
9	142.5	36.0	inverse_cdf	36.5
9	37.5	7.0	inverse_cdf	7.5
9	75.0	17.5	inverse_cdf	21.0
9	22.5	3.5	inverse_cdf	4.0
9	112.5	24.0	inverse_cdf	24.0
9	7.5	2.5	inverse_cdf	2.5
9	97.5	21.0	inverse_cdf	22.5
9	30.0	3.0	inverse_cdf	5.0
9	172.5	41.5	inverse_cdf	41.5
9	52.5	10.5	inverse_cdf	16.0
9	67.5	20.0	inverse_cdf	20.0
9	157.5	40.0	inverse_cdf	40.0
9	60.0	20.0	inverse_cdf	18.5
9	15.0	3.0	inverse_cdf	3.0
9	30.0	3.5	inverse_cdf	5.0
9	37.5	5.0	inverse_cdf	7.5
9	172.5	41.0	inverse_cdf	41.5
9	97.5	22.0	inverse_cdf	22.5
9	165.0	41.0	inverse_cdf	41.0
9	112.5	23.5	inverse_cdf	24.0
9	105.0	22.0	inverse_cdf	23.0
9	45.0	13.0	inverse_cdf	11.5
9	90.0	22.0	inverse_cdf	22.0
9	135.0	31.5	inverse_cdf	32.5
9	120.0	33.0	inverse_cdf	25.5
9	7.5	2.5	inverse_cdf	2.5
