subject	orientation	response	mapping	value
15	30.0	5.5	inverse_cdf	5.0
15	67.5	18.5	inverse_cdf	20.0
15	127.5	31.5	inverse_cdf	28.0
15	45.0	11.0	inverse_cdf	11.5
15	60.0	11.0	inverse_cdf	18.5
15	105.0	23.5	inverse_cdf	23.0
15	97.5	22.5	inverse_cdf	22.5
15	142.5	36.5	inverse_cdf	36.5
15	135.0	36.0	inverse_cdf	32.5
15	15.0	3.0	inverse_cdf	3.0
15	30.0	5.0	inverse_cdf	5.0
15	82.5	21.5	inverse_cdf	21.5
15	52.5	18.5	inverse_cdf	16.0
15	67.5	19.0	inverse_cdf	20.0
15	150.0	38.5	inverse_cdf	39.0
15	172.5	41.5	inverse_cdf	41.5
15	90.0	22.0	inverse_cdf	22.0
15	120.0	35.0	inverse_cdf	25.5
15	75.0	21.0	inverse_cdf	21.0
15	165.0	41.5	inverse_cdf	41.0
15	157.5	40.0	inverse_cdf	40.0
15	112.5	23.0	inverse_cdf	24.0
15	22.5	4.5	inverse_cdf	4.0
15	45.0	7.0	inverse_cdf	11.5
15	7.5	2.5	inverse_cdf	2.5
15	127.5	31.5	inverse_cdf	28.0
15	37.5	7.5	inverse_cdf	7.5
15	52.5	11.5	inverse_cdf	16.0
15	172.5	40.0	inverse_cdf	41.5
15	112.5	24.0	inverse_cdf	24.0
15	150.0	39.5	inverse_cdf	39.0
15	135.0	34.5	inverse_cdf	32.5
15	82.5	20.5	inverse_cdf	21.5
15	127.5	31.5	inverse_cdf	28.0
15	37.5	5.5	inverse_cdf	7.5
15	60.0	11.5	inverse_cdf	18.5
15	15.0	3.5	inverse_cdf	3.0
15	90.0	22.0	inverse_cdf	22.0
15	142.5	35.0	inverse_cdf	36.5
15	75.0	21.0	inverse_cdf	21.0
15	157.5	41.0	inverse_cdf	40.0
15	105.0	23.5	inverse_cdf	23.0
15	67.5	18.0	inverse_cdf	20.0
15	165.0	40.5	inverse_cdf	41.0
15	120.0	31.0	inverse_cdf	25.5
15	30.0	7.5	inverse_cdf	5.0
15	7.5	2.5	inverse_cdf	2.5
15	45.0	11.5	inverse_cdf	11.5
15	22.5	4.0	inverse_cdf	4.0
15	97.5	22.0	inverse_cdf	22.5
15	97.5	25.0	cdf	25.5
15	37.5	11.5	cdf	11.5
15	52.5	12.5	cdf	12.5
15	82.5	18.5	cdf	18.5
15	90.0	22.0	cdf	22.0
15	165.0	36.0	cdf	36.0
15	112.5	32.5	cdf	30.0
15	120.0	32.0	cdf	31.0
15	60.0	12.5	cdf	13.0
15	30.0	10.0	cdf	11.0
15	142.5	31.5	cdf	32.5
15	157.5	36.5	cdf	34.0
15	45.0	12.0	cdf	12.0
15	67.5	18.5	cdf	14.0
15	150.0	34.0	cdf	33.0
15	172.5	38.5	cdf	38.5
15	7.5	5.5	cdf	5.5
15	105.0	25.5	cdf	28.0
15	75.0	16.0	cdf	16.0
15	22.5	10.0	cdf	10.0
15	135.0	32.0	cdf	32.0
15	60.0	12.0	cdf	13.0
15	105.0	30.5	cdf	28.0
15	90.0	22.0	cdf	22.0
15	97.5	25.5	cdf	25.5
15	172.5	37.5	cdf	38.5
15	15.0	8.0	cdf	8.0
15	142.5	34.0	cdf	32.5
15	120.0	31.0	cdf	31.0
15	127.5	31.0	cdf	31.5
15	157.5	38.5	cdf	34.0
15	37.5	11.5	cdf	11.5
15	52.5	12.0	cdf	12.5
15	67.5	16.0	cdf	14.0
15	165.0	36.0	cdf	36.0
15	7.5	5.5	cdf	5.5
15	112.5	28.0	cdf	30.0
15	82.5	18.5	cdf	18.5
15	135.0	32.5	cdf	32.0
15	30.0	10.0	cdf	11.0
15	45.0	12.0	cdf	12.0
15	22.5	8.0	cdf	10.0
15	150.0	34.0	cdf	33.0
15	67.5	13.5	cdf	14.0
15	135.0	33.0	cdf	32.0
15	127.5	32.0	cdf	31.5
15	172.5	38.5	cdf	38.5
15	97.5	26.0	cdf	25.5
15	112.5	29.5	cdf	30.0
15	37.5	11.0	cdf	11.5
15	150.0	34.0	cdf	33.0
15	82.5	18.5	cdf	18.5
15	90.0	22.0	cdf	22.0
15	157.5	36.0	cdf	34.0
15	30.0	11.0	cdf	11.0
15	22.5	10.5	cdf	10.0
15	7.5	5.5	cdf	5.5
15	45.0	12.5	cdf	12.0
15	142.5	33.0	cdf	32.5
15	165.0	36.0	cdf	36.0
15	52.5	12.0	cdf	12.5
15	75.0	14.0	cdf	16.0
15	15.0	8.0	cdf	8.0
15	60.0	12.0	cdf	13.0
15	105.0	28.0	cdf	28.0
15	52.5	12.0	cdf	12.5
15	157.5	36.0	cdf	34.0
15	45.0	11.5	cdf	12.0
15	127.5	31.0	cdf	31.5
15	172.5	38.5	cdf	38.5
15	165.0	36.0	cdf	36.0
15	75.0	14.0	cdf	16.0
15	82.5	18.5	cdf	18.5
15	120.0	31.0	cdf	31.0
15	22.5	10.5	cdf	10.0
15	37.5	11.0	cdf	11.5
15	67.5	16.0	cdf	14.0
15	7.5	5.5	cdf	5.5
15	112.5	30.5	cdf	30.0
15	15.0	8.0	cdf	8.0
15	135.0	33.0	cdf	32.0
15	150.0	34.5	cdf	33.0
15	90.0	22.0	cdf	22.0
15	97.5	25.5	cdf	25.5
15	60.0	12.0	cdf	13.0
15	30.0	10.5	cdf	11.0
15	105.0	28.0	cdf	28.0
15	142.5	34.0	cdf	32.5
15	97.5	25.5	cdf	25.5
15	37.5	11.0	cdf	11.5
15	15.0	7.5	cdf	8.0
15	142.5	33.0	cdf	32.5
15	67.5	16.0	cdf	14.0
15	90.0	22.0	cdf	22.0
15	112.5	31.5	cdf	30.0
15	82.5	18.5	cdf	18.5
15	127.5	31.5	cdf	31.5
15	22.5	10.0	cdf	10.0
15	150.0	34.0	cdf	33.0
15	157.5	34.0	cdf	34.0
15	135.0	32.5	cdf	32.0
15	172.5	38.5	cdf	38.5
15	165.0	38.5	cdf	36.0
15	52.5	12.0	cdf	12.5
15	30.0	11.0	cdf	11.0
15	7.5	5.5	cdf	5.5
15	45.0	12.5	cdf	12.0
15	105.0	25.5	cdf	28.0
15	120.0	31.5	cdf	31.0
15	60.0	13.0	cdf	13.0
15	75.0	14.0	cdf	16.0
15	150.0	33.5	cdf	33.0
15	37.5	12.0	cdf	11.5
15	127.5	31.5	cdf	31.5
15	142.5	33.0	cdf	32.5
15	97.5	25.5	cdf	25.5
15	112.5	30.0	cdf	30.0
15	105.0	28.5	cdf	28.0
15	45.0	12.0	cdf	12.0
15	90.0	22.5	cdf	22.0
15	52.5	12.0	cdf	12.5
15	67.5	13.0	cdf	14.0
15	135.0	32.5	cdf	32.0
15	15.0	5.5	cdf	8.0
15	30.0	9.5	cdf	11.0
15	82.5	18.5	cdf	18.5
15	75.0	16.0	cdf	16.0
15	7.5	5.5	cdf	5.5
15	120.0	31.5	cdf	31.0
15	60.0	13.5	cdf	13.0
15	22.5	10.5	cdf	10.0
15	172.5	38.0	cdf	38.5
15	157.5	36.0	cdf	34.0
15	172.5	38.0	cdf	38.5
15	90.0	22.5	cdf	22.0
15	82.5	16.5	cdf	18.5
15	127.5	32.0	cdf	31.5
15	157.5	34.0	cdf	34.0
15	52.5	12.0	cdf	12.5
15	135.0	32.0	cdf	32.0
15	112.5	28.0	cdf	30.0
15	67.5	13.5	cdf	14.0
15	22.5	10.0	cdf	10.0
15	120.0	31.0	cdf	31.0
15	30.0	11.5	cdf	11.0
15	142.5	32.0	cdf	32.5
15	150.0	33.0	cdf	33.0
15	37.5	11.0	cdf	11.5
15	15.0	7.0	cdf	8.0
15	105.0	25.0	cdf	28.0
15	45.0	12.5	cdf	12.0
15	75.0	18.0	cdf	16.0
15	60.0	15.5	cdf	13.0
15	7.5	5.5	cdf	5.5
15	97.5	25.0	cdf	25.5
15	165.0	36.0	cdf	36.0
15	172.5	38.0	cdf	38.5
15	127.5	29.5	cdf	31.5
15	97.5	25.5	cdf	25.5
15	82.5	16.0	cdf	18.5
15	120.0	32.5	cdf	31.0
15	142.5	34.0	cdf	32.5
15	7.5	5.5	cdf	5.5
15	30.0	11.0	cdf	11.0
15	45.0	12.0	cdf	12.0
15	165.0	36.0	cdf	36.0
15	90.0	22.0	cdf	22.0
15	37.5	11.0	cdf	11.5
15	22.5	10.0	cdf	10.0
15	157.5	34.5	cdf	34.0
15	105.0	29.0	cdf	28.0
15	112.5	30.0	cdf	30.0
15	75.0	15.5	cdf	16.0
15	135.0	32.0	cdf	32.0
15	15.0	8.0	cdf	8.0
15	60.0	13.0	cdf	13.0
15	52.5	12.0	cdf	12.5
15	67.5	14.5	cdf	14.0
15	150.0	33.5	cdf	33.0
16	165.0	32.0	cdf	36.0
16	75.0	14.5	cdf	16.0
16	172.5	38.5	cdf	38.5
16	45.0	11.0	cdf	12.0
16	52.5	11.0	cdf	12.5
16	150.0	34.0	cdf	33.0
16	82.5	18.5	cdf	18.5
16	97.5	28.5	cdf	25.5
16	15.0	8.0	cdf	8.0
16	120.0	34.0	cdf	31.0
16	135.0	36.0	cdf	32.0
16	112.5	32.5	cdf	30.0
16	30.0	10.5	cdf	11.0
16	127.5	31.0	cdf	31.5
16	157.5	36.5	cdf	34.0
16	67.5	16.5	cdf	14.0
16	22.5	11.5	cdf	10.0
16	105.0	28.0	cdf	28.0
16	60.0	14.5	cdf	13.0
16	37.5	9.0	cdf	11.5
16	82.5	15.0	cdf	18.5
16	112.5	28.0	cdf	30.0
16	127.5	35.0	cdf	31.5
16	142.5	36.0	cdf	32.5
16	37.5	15.5	cdf	11.5
16	157.5	35.5	cdf	34.0
16	172.5	38.0	cdf	38.5
16	150.0	36.5	cdf	33.0
16	97.5	26.0	cdf	25.5
16	15.0	6.0	cdf	8.0
16	22.5	8.5	cdf	10.0
16	30.0	10.0	cdf	11.0
16	45.0	14.0	cdf	12.0
16	120.0	31.5	cdf	31.0
16	52.5	15.0	cdf	12.5
16	90.0	22.0	cdf	22.0
16	75.0	18.0	cdf	16.0
16	7.5	5.5	cdf	5.5
16	135.0	35.0	cdf	32.0
16	60.0	16.5	cdf	13.0
16	67.5	14.0	cdf	14.0
16	150.0	33.0	cdf	33.0
16	120.0	32.0	cdf	31.0
16	37.5	9.5	cdf	11.5
16	45.0	13.5	cdf	12.0
16	30.0	11.0	cdf	11.0
16	22.5	8.5	cdf	10.0
16	112.5	27.0	cdf	30.0
16	157.5	33.0	cdf	34.0
16	60.0	13.5	cdf	13.0
16	90.0	21.5	cdf	22.0
16	67.5	15.5	cdf	14.0
16	105.0	29.5	cdf	28.0
16	135.0	33.5	cdf	32.0
16	142.5	35.5	cdf	32.5
16	165.0	36.5	cdf	36.0
16	172.5	38.5	cdf	38.5
16	15.0	8.5	cdf	8.0
16	127.5	36.0	cdf	31.5
16	97.5	32.0	cdf	25.5
16	52.5	12.5	cdf	12.5
16	82.5	18.5	cdf	18.5
16	75.0	15.0	cdf	16.0
16	22.5	8.0	cdf	10.0
16	52.5	13.5	cdf	12.5
16	142.5	14.0	cdf	32.5
16	127.5	35.0	cdf	31.5
16	67.5	13.0	cdf	14.0
16	90.0	23.0	cdf	22.0
16	157.5	36.0	cdf	34.0
16	165.0	36.5	cdf	36.0
16	172.5	38.5	cdf	38.5
16	97.5	25.5	cdf	25.5
16	150.0	34.5	cdf	33.0
16	75.0	16.5	cdf	16.0
16	105.0	24.5	cdf	28.0
16	15.0	5.5	cdf	8.0
16	45.0	11.0	cdf	12.0
16	60.0	13.5	cdf	13.0
16	37.5	8.0	cdf	11.5
16	120.0	34.0	cdf	31.0
16	30.0	8.5	cdf	11.0
16	7.5	6.0	cdf	5.5
16	135.0	34.0	cdf	32.0
16	112.5	28.0	cdf	30.0
16	82.5	17.5	cdf	18.5
16	172.5	35.0	cdf	38.5
16	75.0	13.5	cdf	16.0
16	120.0	34.0	cdf	31.0
16	135.0	37.5	cdf	32.0
16	105.0	34.5	cdf	28.0
16	7.5	5.5	cdf	5.5
16	142.5	34.0	cdf	32.5
16	52.5	17.0	cdf	12.5
16	60.0	18.5	cdf	13.0
16	82.5	31.0	cdf	18.5
16	67.5	15.0	cdf	14.0
16	22.5	8.5	cdf	10.0
16	97.5	25.5	cdf	25.5
16	45.0	16.0	cdf	12.0
16	37.5	11.5	cdf	11.5
16	15.0	8.5	cdf	8.0
16	90.0	22.0	cdf	22.0
16	157.5	35.0	cdf	34.0
16	30.0	13.0	cdf	11.0
16	150.0	34.5	cdf	33.0
16	112.5	31.5	cdf	30.0
16	127.5	34.5	cdf	31.5
16	135.0	34.0	cdf	32.0
16	67.5	16.0	cdf	14.0
16	172.5	39.0	cdf	38.5
16	82.5	19.5	cdf	18.5
16	15.0	9.0	cdf	8.0
16	75.0	15.0	cdf	16.0
16	120.0	29.5	cdf	31.0
16	37.5	11.5	cdf	11.5
16	127.5	33.0	cdf	31.5
16	52.5	16.0	cdf	12.5
16	90.0	22.5	cdf	22.0
16	97.5	25.0	cdf	25.5
16	45.0	12.5	cdf	12.0
16	142.5	33.5	cdf	32.5
16	22.5	14.5	cdf	10.0
16	30.0	12.0	cdf	11.0
16	112.5	25.0	cdf	30.0
16	157.5	35.5	cdf	34.0
16	60.0	13.0	cdf	13.0
16	165.0	36.5	cdf	36.0
16	150.0	33.5	cdf	33.0
16	60.0	14.0	cdf	13.0
16	127.5	34.0	cdf	31.5
16	45.0	12.0	cdf	12.0
16	15.0	5.5	cdf	8.0
16	22.5	8.0	cdf	10.0
16	120.0	30.0	cdf	31.0
16	135.0	34.0	cdf	32.0
16	52.5	14.0	cdf	12.5
16	97.5	26.5	cdf	25.5
16	90.0	22.5	cdf	22.0
16	105.0	30.0	cdf	28.0
16	172.5	39.0	cdf	38.5
16	7.5	5.5	cdf	5.5
16	75.0	12.0	cdf	16.0
16	142.5	31.0	cdf	32.5
16	150.0	35.0	cdf	33.0
16	82.5	15.5	cdf	18.5
16	157.5	36.5	cdf	34.0
16	112.5	32.0	cdf	30.0
16	165.0	36.5	cdf	36.0
16	67.5	13.5	cdf	14.0
16	37.5	11.0	cdf	11.5
16	30.0	12.0	cdf	11.0
16	45.0	14.0	cdf	12.0
16	172.5	38.5	cdf	38.5
16	120.0	32.0	cdf	31.0
16	30.0	11.5	cdf	11.0
16	22.5	9.0	cdf	10.0
16	90.0	22.0	cdf	22.0
16	15.0	5.5	cdf	8.0
16	150.0	34.0	cdf	33.0
16	127.5	32.5	cdf	31.5
16	67.5	12.5	cdf	14.0
16	157.5	35.5	cdf	34.0
16	165.0	36.5	cdf	36.0
16	37.5	11.5	cdf	11.5
16	60.0	15.5	cdf	13.0
16	142.5	32.5	cdf	32.5
16	112.5	28.0	cdf	30.0
16	97.5	25.5	cdf	25.5
16	82.5	17.0	cdf	18.5
16	7.5	5.5	cdf	5.5
16	105.0	31.0	cdf	28.0
16	52.5	14.0	cdf	12.5
16	75.0	16.0	cdf	16.0
16	135.0	35.0	cdf	32.0
16	165.0	36.5	inverse_cdf	41.0
16	105.0	22.5	inverse_cdf	23.0
16	172.5	41.5	inverse_cdf	41.5
16	75.0	20.0	inverse_cdf	21.0
16	7.5	2.5	inverse_cdf	2.5
16	157.5	39.0	inverse_cdf	40.0
16	45.0	11.5	inverse_cdf	11.5
16	82.5	21.0	inverse_cdf	21.5
16	90.0	22.0	inverse_cdf	22.0
16	135.0	38.0	inverse_cdf	32.5
16	112.5	32.5	inverse_cdf	24.0
16	37.5	7.5	inverse_cdf	7.5
16	22.5	5.5	inverse_cdf	4.0
16	120.0	28.5	inverse_cdf	25.5
16	97.5	23.5	inverse_cdf	22.5
16	150.0	38.5	inverse_cdf	39.0
16	127.5	27.0	inverse_cdf	28.0
16	52.5	18.0	inverse_cdf	16.0
16	67.5	20.5	inverse_cdf	20.0
16	90.0	22.0	inverse_cdf	22.0
16	112.5	24.5	inverse_cdf	24.0
16	105.0	23.0	inverse_cdf	23.0
16	142.5	39.5	inverse_cdf	36.5
16	15.0	3.0	inverse_cdf	3.0
16	172.5	41.5	inverse_cdf	41.5
16	82.5	19.0	inverse_cdf	21.5
16	22.5	5.5	inverse_cdf	4.0
16	7.5	3.5	inverse_cdf	2.5
16	60.0	14.0	inverse_cdf	18.5
16	30.0	8.5	inverse_cdf	5.0
16	75.0	22.5	inverse_cdf	21.0
16	37.5	11.5	inverse_cdf	7.5
16	157.5	38.5	inverse_cdf	40.0
16	165.0	40.0	inverse_cdf	41.0
16	97.5	24.0	inverse_cdf	22.5
16	67.5	20.5	inverse_cdf	20.0
16	127.5	36.0	inverse_cdf	28.0
16	45.0	11.5	inverse_cdf	11.5
16	120.0	23.0	inverse_cdf	25.5
16	52.5	10.5	inverse_cdf	16.0
16	120.0	32.5	inverse_cdf	25.5
16	97.5	22.5	inverse_cdf	22.5
16	142.5	38.5	inverse_cdf	36.5
16	127.5	36.0	inverse_cdf	28.0
16	135.0	36.0	inverse_cdf	32.5
16	15.0	4.0	inverse_cdf	3.0
16	22.5	3.0	inverse_cdf	4.0
16	60.0	18.5	inverse_cdf	18.5
16	172.5	42.0	inverse_cdf	41.5
16	7.5	3.0	inverse_cdf	2.5
16	112.5	23.5	inverse_cdf	24.0
16	52.5	15.0	inverse_cdf	16.0
16	82.5	21.5	inverse_cdf	21.5
16	67.5	19.0	inverse_cdf	20.0
16	105.0	24.5	inverse_cdf	23.0
16	157.5	38.0	inverse_cdf	40.0
16	75.0	19.5	inverse_cdf	21.0
16	150.0	35.5	inverse_cdf	39.0
16	37.5	12.0	inverse_cdf	7.5
16	30.0	7.0	inverse_cdf	5.0
16	45.0	9.5	inverse_cdf	11.5
16	165.0	38.0	inverse_cdf	41.0
16	97.5	23.0	inverse_cdf	22.5
16	67.5	21.0	inverse_cdf	20.0
16	150.0	39.5	inverse_cdf	39.0
16	172.5	41.0	inverse_cdf	41.5
16	157.5	37.0	inverse_cdf	40.0
16	82.5	22.5	inverse_cdf	21.5
16	90.0	21.0	inverse_cdf	22.0
16	75.0	11.5	inverse_cdf	21.0
16	7.5	2.0	inverse_cdf	2.5
16	105.0	23.0	inverse_cdf	23.0
16	142.5	35.0	inverse_cdf	36.5
16	52.5	13.0	inverse_cdf	16.0
16	15.0	4.0	inverse_cdf	3.0
16	45.0	5.0	inverse_cdf	11.5
16	112.5	24.0	inverse_cdf	24.0
16	60.0	12.5	inverse_cdf	18.5
16	120.0	36.5	inverse_cdf	25.5
16	37.5	5.5	inverse_cdf	7.5
16	135.0	36.0	inverse_cdf	32.5
16	127.5	30.0	inverse_cdf	28.0
16	30.0	6.5	inverse_cdf	5.0
16	22.5	4.5	inverse_cdf	4.0
16	97.5	23.5	inverse_cdf	22.5
16	30.0	9.0	inverse_cdf	5.0
16	82.5	21.0	inverse_cdf	21.5
16	75.0	18.5	inverse_cdf	21.0
16	112.5	26.5	inverse_cdf	24.0
16	60.0	12.5	inverse_cdf	18.5
16	52.5	10.5	inverse_cdf	16.0
16	37.5	10.5	inverse_cdf	7.5
16	90.0	22.0	inverse_cdf	22.0
16	15.0	2.5	inverse_cdf	3.0
16	157.5	39.5	inverse_cdf	40.0
16	7.5	3.5	inverse_cdf	2.5
16	67.5	21.0	inverse_cdf	20.0
16	135.0	36.5	inverse_cdf	32.5
16	150.0	39.0	inverse_cdf	39.0
16	142.5	36.5	inverse_cdf	36.5
16	22.5	7.5	inverse_cdf	4.0
16	105.0	22.0	inverse_cdf	23.0
16	120.0	23.5	inverse_cdf	25.5
16	165.0	41.5	inverse_cdf	41.0
16	172.5	40.0	inverse_cdf	41.5
16	45.0	8.0	inverse_cdf	11.5
16	127.5	29.5	inverse_cdf	28.0
16	45.0	10.5	inverse_cdf	11.5
16	105.0	23.0	inverse_cdf	23.0
16	112.5	24.5	inverse_cdf	24.0
16	157.5	32.5	inverse_cdf	40.0
16	150.0	38.0	inverse_cdf	39.0
16	90.0	22.0	inverse_cdf	22.0
16	120.0	36.5	inverse_cdf	25.5
16	97.5	22.5	inverse_cdf	22.5
16	142.5	39.0	inverse_cdf	36.5
16	52.5	18.0	inverse_cdf	16.0
16	82.5	20.5	inverse_cdf	21.5
16	75.0	20.0	inverse_cdf	21.0
16	172.5	42.0	inverse_cdf	41.5
16	15.0	2.0	inverse_cdf	3.0
16	22.5	4.5	inverse_cdf	4.0
16	67.5	21.0	inverse_cdf	20.0
16	60.0	16.5	inverse_cdf	18.5
16	127.5	35.5	inverse_cdf	28.0
16	165.0	41.5	inverse_cdf	41.0
16	30.0	5.0	inverse_cdf	5.0
16	7.5	3.5	inverse_cdf	2.5
16	37.5	6.0	inverse_cdf	7.5
16	120.0	27.0	inverse_cdf	25.5
16	105.0	24.5	inverse_cdf	23.0
16	157.5	39.0	inverse_cdf	40.0
16	67.5	12.5	inverse_cdf	20.0
16	22.5	8.0	inverse_cdf	4.0
16	75.0	16.0	inverse_cdf	21.0
16	15.0	2.5	inverse_cdf	3.0
16	30.0	4.0	inverse_cdf	5.0
16	82.5	20.5	inverse_cdf	21.5
16	90.0	22.0	inverse_cdf	22.0
16	97.5	21.5	inverse_cdf	22.5
16	150.0	38.0	inverse_cdf	39.0
16	172.5	40.5	inverse_cdf	41.5
16	60.0	13.0	inverse_cdf	18.5
16	135.0	35.5	inverse_cdf	32.5
16	165.0	39.5	inverse_cdf	41.0
16	7.5	2.5	inverse_cdf	2.5
16	142.5	36.5	inverse_cdf	36.5
16	112.5	23.0	inverse_cdf	24.0
16	37.5	11.5	inverse_cdf	7.5
16	127.5	33.0	inverse_cdf	28.0
16	45.0	13.0	inverse_cdf	11.5
16	15.0	8.0	inverse_cdf	3.0
16	60.0	15.5	inverse_cdf	18.5
16	112.5	23.0	inverse_cdf	24.0
16	135.0	36.0	inverse_cdf	32.5
16	75.0	21.0	inverse_cdf	21.0
16	97.5	22.5	inverse_cdf	22.5
16	22.5	5.5	inverse_cdf	4.0
16	37.5	6.5	inverse_cdf	7.5
16	30.0	8.0	inverse_cdf	5.0
16	150.0	38.0	inverse_cdf	39.0
16	90.0	22.0	inverse_cdf	22.0
16	7.5	2.5	inverse_cdf	2.5
16	157.5	39.5	inverse_cdf	40.0
16	120.0	26.5	inverse_cdf	25.5
16	82.5	13.5	inverse_cdf	21.5
16	172.5	40.5	inverse_cdf	41.5
16	165.0	40.5	inverse_cdf	41.0
16	142.5	37.5	inverse_cdf	36.5
16	52.5	5.0	inverse_cdf	16.0
16	45.0	13.0	inverse_cdf	11.5
16	105.0	23.5	inverse_cdf	23.0
16	67.5	18.5	inverse_cdf	20.0
16	127.5	37.0	inverse_cdf	28.0
17	15.0	6.0	inverse_cdf	3.0
17	165.0	38.0	inverse_cdf	41.0
17	37.5	14.5	inverse_cdf	7.5
17	22.5	11.0	inverse_cdf	4.0
17	60.0	18.5	inverse_cdf	18.5
17	142.5	25.0	inverse_cdf	36.5
17	30.0	7.0	inverse_cdf	5.0
17	105.0	24.5	inverse_cdf	23.0
17	150.0	37.5	inverse_cdf	39.0
17	157.5	39.0	inverse_cdf	40.0
17	75.0	20.5	inverse_cdf	21.0
17	7.5	4.0	inverse_cdf	2.5
17	82.5	19.0	inverse_cdf	21.5
17	90.0	21.5	inverse_cdf	22.0
17	67.5	19.5	inverse_cdf	20.0
17	52.5	17.0	inverse_cdf	16.0
17	172.5	37.0	inverse_cdf	41.5
17	135.0	40.5	inverse_cdf	32.5
17	112.5	39.0	inverse_cdf	24.0
17	97.5	25.0	inverse_cdf	22.5
17	127.5	39.0	inverse_cdf	28.0
17	142.5	35.5	inverse_cdf	36.5
17	120.0	30.5	inverse_cdf	25.5
17	165.0	38.5	inverse_cdf	41.0
17	127.5	37.5	inverse_cdf	28.0
17	22.5	6.5	inverse_cdf	4.0
17	7.5	3.0	inverse_cdf	2.5
17	157.5	36.0	inverse_cdf	40.0
17	75.0	16.0	inverse_cdf	21.0
17	52.5	14.0	inverse_cdf	16.0
17	45.0	14.5	inverse_cdf	11.5
17	150.0	37.5	inverse_cdf	39.0
17	135.0	38.5	inverse_cdf	32.5
17	15.0	8.0	inverse_cdf	3.0
17	90.0	22.5	inverse_cdf	22.0
17	82.5	19.5	inverse_cdf	21.5
17	30.0	8.5	inverse_cdf	5.0
17	172.5	40.5	inverse_cdf	41.5
17	112.5	25.5	inverse_cdf	24.0
17	105.0	24.5	inverse_cdf	23.0
17	67.5	18.5	inverse_cdf	20.0
17	60.0	17.5	inverse_cdf	18.5
17	37.5	8.5	inverse_cdf	7.5
17	142.5	36.0	inverse_cdf	36.5
17	135.0	25.0	inverse_cdf	32.5
17	52.5	17.0	inverse_cdf	16.0
17	60.0	19.0	inverse_cdf	18.5
17	172.5	42.0	inverse_cdf	41.5
17	45.0	16.5	inverse_cdf	11.5
17	22.5	7.0	inverse_cdf	4.0
17	7.5	6.5	inverse_cdf	2.5
17	37.5	18.0	inverse_cdf	7.5
17	75.0	20.5	inverse_cdf	21.0
17	165.0	40.5	inverse_cdf	41.0
17	127.5	29.5	inverse_cdf	28.0
17	157.5	40.0	inverse_cdf	40.0
17	30.0	8.5	inverse_cdf	5.0
17	90.0	22.0	inverse_cdf	22.0
17	112.5	23.5	inverse_cdf	24.0
17	105.0	23.0	inverse_cdf	23.0
17	97.5	22.5	inverse_cdf	22.5
17	150.0	39.0	inverse_cdf	39.0
17	120.0	39.0	inverse_cdf	25.5
17	82.5	8.5	inverse_cdf	21.5
17	15.0	6.0	inverse_cdf	3.0
17	135.0	40.0	inverse_cdf	32.5
17	67.5	19.5	inverse_cdf	20.0
17	97.5	23.5	inverse_cdf	22.5
17	60.0	6.5	inverse_cdf	18.5
17	105.0	24.5	inverse_cdf	23.0
17	30.0	12.0	inverse_cdf	5.0
17	15.0	2.5	inverse_cdf	3.0
17	165.0	38.5	inverse_cdf	41.0
17	172.5	41.5	inverse_cdf	41.5
17	90.0	22.5	inverse_cdf	22.0
17	112.5	26.0	inverse_cdf	24.0
17	127.5	25.5	inverse_cdf	28.0
17	52.5	9.5	inverse_cdf	16.0
17	7.5	3.5	inverse_cdf	2.5
17	45.0	7.0	inverse_cdf	11.5
17	157.5	34.0	inverse_cdf	40.0
17	37.5	15.5	inverse_cdf	7.5
17	120.0	24.5	inverse_cdf	25.5
17	75.0	19.5	inverse_cdf	21.0
17	22.5	8.5	inverse_cdf	4.0
17	82.5	21.0	inverse_cdf	21.5
17	157.5	40.0	inverse_cdf	40.0
17	142.5	39.0	inverse_cdf	36.5
17	60.0	18.5	inverse_cdf	18.5
17	75.0	18.5	inverse_cdf	21.0
17	90.0	22.5	inverse_cdf	22.0
17	37.5	6.0	inverse_cdf	7.5
17	97.5	25.0	inverse_cdf	22.5
17	52.5	16.5	inverse_cdf	16.0
17	82.5	20.0	inverse_cdf	21.5
17	165.0	41.5	inverse_cdf	41.0
17	30.0	6.5	inverse_cdf	5.0
17	150.0	39.0	inverse_cdf	39.0
17	15.0	2.5	inverse_cdf	3.0
17	22.5	7.0	inverse_cdf	4.0
17	120.0	25.0	inverse_cdf	25.5
17	7.5	3.5	inverse_cdf	2.5
17	45.0	10.0	inverse_cdf	11.5
17	135.0	40.0	inverse_cdf	32.5
17	172.5	42.0	inverse_cdf	41.5
17	112.5	33.5	inverse_cdf	24.0
17	127.5	30.5	inverse_cdf	28.0
17	105.0	24.0	inverse_cdf	23.0
17	67.5	13.0	inverse_cdf	20.0
17	90.0	22.5	inverse_cdf	22.0
17	127.5	27.0	inverse_cdf	28.0
17	172.5	41.0	inverse_cdf	41.5
17	37.5	19.5	inverse_cdf	7.5
17	135.0	40.5	inverse_cdf	32.5
17	165.0	40.5	inverse_cdf	41.0
17	112.5	24.5	inverse_cdf	24.0
17	157.5	36.5	inverse_cdf	40.0
17	67.5	11.5	inverse_cdf	20.0
17	97.5	23.0	inverse_cdf	22.5
17	82.5	21.5	inverse_cdf	21.5
17	7.5	3.0	inverse_cdf	2.5
17	60.0	8.0	inverse_cdf	18.5
