subject	session	condition	space	value	value_deg	sd_E	mean_error	mean_abs_error
20	1	cdf	value	31.5		5.325256824493408	-2.97348690032959	4.081492900848389
20	1	cdf	value	32.0		4.905052661895752	-2.975282669067383	3.852571487426758
20	1	cdf	value	32.5		5.063404560089111	-3.317317485809326	4.090981960296631
20	1	cdf	value	33.0		5.326452255249023	-4.095248222351074	4.737957954406738
20	1	cdf	value	34.0		5.289209842681885	-4.224911212921143	4.798210144042969
20	1	cdf	value	36.0		6.0824875831604	-5.907450199127197	6.174346446990967
20	1	cdf	value	36.5		6.229671001434326	-5.945445537567139	6.306464195251465
20	1	cdf	value	38.5		6.932763576507568	-7.065371513366699	7.189103603363037
20	1	cdf	value	39.0		6.790341377258301	-6.711772441864014	6.817752838134766
20	1	cdf	value	40.0		7.563537120819092	-7.54656457901001	7.570124626159668
20	1	cdf	value	41.0		7.720293998718262	-8.487410545349121	8.487410545349121
20	1	cdf	value	41.5		7.210130214691162	-8.229557037353516	8.229557037353516
20	2	inverse_cdf	value	2.5		8.94635009765625	8.655433654785156	8.655433654785156
20	2	inverse_cdf	value	3.0		8.359820365905762	7.837555885314941	7.840853691101074
20	2	inverse_cdf	value	4.0		7.560149192810059	6.535654067993164	6.613686561584473
20	2	inverse_cdf	value	5.0		7.161060810089111	5.908982276916504	6.114630699157715
20	2	inverse_cdf	value	5.5		7.081612586975098	5.594581127166748	5.839556694030762
20	2	inverse_cdf	value	7.5		5.500133514404297	4.355234146118164	4.777632713317871
20	2	inverse_cdf	value	8.0		5.656489372253418	4.177587985992432	4.730440616607666
20	2	inverse_cdf	value	10.0		4.3609538078308105	2.9237167835235596	3.4625253677368164
20	2	inverse_cdf	value	11.0		4.1045122146606445	2.3571372032165527	2.9512107372283936
20	2	inverse_cdf	value	11.5		3.836261510848999	1.6802645921707153	2.4079790115356445
20	2	inverse_cdf	value	12.0		3.832057237625122	1.6290786266326904	2.441525459289551
20	2	inverse_cdf	value	12.5		3.927342414855957	1.4208608865737915	2.4422950744628906
20	2	inverse_cdf	value	13.0		3.6834089756011963	1.0870712995529175	2.375019073486328
20	2	inverse_cdf	value	14.0		3.8590645790100098	0.6625800728797913	2.5983197689056396
20	2	inverse_cdf	value	16.0		4.20500373840332	0.7451189160346985	3.2893784046173096
20	2	inverse_cdf	value	18.5		4.087300777435303	1.0316499471664429	3.241781234741211
20	2	inverse_cdf	value	20.0		4.147103309631348	1.2197648286819458	3.158207416534424
20	2	inverse_cdf	value	21.0		4.009617328643799	0.8347427248954773	2.9176113605499268
20	2	inverse_cdf	value	21.5		3.9575886726379395	0.7179765105247498	2.7656290531158447
20	2	inverse_cdf	value	22.0		3.9311635494232178	0.5691272616386414	2.627920389175415
20	2	inverse_cdf	value	22.5		4.058051109313965	0.23461459577083588	2.6512341499328613
20	2	inverse_cdf	value	23.0		4.062839508056641	0.24089625477790833	2.7067606449127197
20	2	inverse_cdf	value	24.0		4.145401954650879	-0.01682288385927677	2.938321352005005
20	2	inverse_cdf	value	25.5		4.656681537628174	-0.4638967514038086	3.4501097202301025
20	2	inverse_cdf	value	28.0		5.09281063079834	-1.1705210208892822	3.8329670429229736
20	2	inverse_cdf	value	30.0		4.945538520812988	-1.6472578048706055	3.5453884601593018
20	2	inverse_cdf	value	31.0		4.946127414703369	-2.221245527267456	3.674083709716797
20	2	inverse_cdf	value	31.5		4.9067487716674805	-2.190627336502075	3.4813039302825928
20	2	inverse_cdf	value	32.0		5.188443183898926	-2.7331860065460205	3.8079800605773926
20	2	inverse_cdf	value	32.5		5.37998628616333	-3.0883238315582275	3.9618077278137207
20	2	inverse_cdf	value	33.0		5.089264392852783	-2.952958106994629	3.863163709640503
20	2	inverse_cdf	value	34.0		5.674536228179932	-3.8395497798919678	4.581358909606934
20	2	inverse_cdf	value	36.0		6.106542587280273	-4.76261568069458	5.291313648223877
20	2	inverse_cdf	value	36.5		5.9816179275512695	-4.654416084289551	5.209010601043701
20	2	inverse_cdf	value	38.5		6.815053939819336	-5.610851764678955	5.8639912605285645
20	2	inverse_cdf	value	39.0		6.730024814605713	-5.92003059387207	6.1011152267456055
20	2	inverse_cdf	value	40.0		6.925551414489746	-6.191914081573486	6.227191925048828
20	2	inverse_cdf	value	41.0		7.241454124450684	-7.025251865386963	7.025251865386963
20	2	inverse_cdf	value	41.5		7.541029453277588	-7.484443664550781	7.484443664550781
03	1	inverse_cdf	value	2.5		7.5922136306762695	8.77590274810791	8.77590274810791
03	1	inverse_cdf	value	3.0		7.569036483764648	8.314215660095215	8.314237594604492
03	1	inverse_cdf	value	4.0		6.344936370849609	6.344085216522217	6.377184867858887
03	1	inverse_cdf	value	5.0		6.302605152130127	5.580049514770508	5.649775505065918
03	1	inverse_cdf	value	5.5		5.4776787757873535	4.676643371582031	4.837571144104004
03	1	inverse_cdf	value	7.5		5.588829040527344	3.5783472061157227	4.1444902420043945
03	1	inverse_cdf	value	8.0		4.8256516456604	2.921968460083008	3.694209575653076
03	1	inverse_cdf	value	10.0		5.002447128295898	2.7526800632476807	3.7631678581237793
03	1	inverse_cdf	value	11.0		5.1316914558410645	2.591917037963867	3.683255434036255
03	1	inverse_cdf	value	11.5		4.8027191162109375	2.1153147220611572	3.3673644065856934
03	1	inverse_cdf	value	12.0		5.029031276702881	2.2454633712768555	3.5197486877441406
03	1	inverse_cdf	value	12.5		5.4754719734191895	2.337831497192383	3.7996654510498047
03	1	inverse_cdf	value	13.0		5.2537689208984375	2.403249502182007	3.919801712036133
03	1	inverse_cdf	value	14.0		5.49627161026001	2.203233003616333	4.105712413787842
03	1	inverse_cdf	value	16.0		5.283280849456787	2.022423028945923	4.179108142852783
03	1	inverse_cdf	value	18.5		4.683450222015381	1.2189868688583374	3.6474902629852295
03	1	inverse_cdf	value	20.0		4.661438941955566	1.2214560508728027	3.4543607234954834
03	1	inverse_cdf	value	21.0		4.548283100128174	0.3401363492012024	3.221513509750366
03	1	inverse_cdf	value	21.5		4.746959686279297	-0.07367569953203201	3.2976646423339844
03	1	inverse_cdf	value	22.0		4.730130672454834	0.18989761173725128	3.2856476306915283
03	1	inverse_cdf	value	22.5		4.672982215881348	-0.3132629692554474	3.3106484413146973
03	1	inverse_cdf	value	23.0		4.84043025970459	-0.4048440456390381	3.4222216606140137
03	1	inverse_cdf	value	24.0		5.026996612548828	-1.0294147729873657	3.7643210887908936
03	1	inverse_cdf	value	25.5		5.189328670501709	-0.8853427767753601	4.094690322875977
03	1	inverse_cdf	value	28.0		5.471255302429199	-1.5367414951324463	4.2711710929870605
03	1	inverse_cdf	value	30.0		5.204934120178223	-1.309579610824585	3.6735680103302
03	1	inverse_cdf	value	31.0		5.135106563568115	-1.7386232614517212	3.519989013671875
03	1	inverse_cdf	value	31.5		5.190033912658691	-1.8350422382354736	3.4900503158569336
03	1	inverse_cdf	value	32.0		5.154838562011719	-2.0549721717834473	3.4895777702331543
03	1	inverse_cdf	value	32.5		5.034032344818115	-2.131201982498169	3.27054500579834
03	1	inverse_cdf	value	33.0		5.317643165588379	-2.665703535079956	3.7370362281799316
03	1	inverse_cdf	value	34.0		5.273586273193359	-2.834094285964966	3.8027079105377197
03	1	inverse_cdf	value	36.0		5.087189197540283	-3.655346632003784	4.224810600280762
03	1	inverse_cdf	value	36.5		5.882543563842773	-4.275482654571533	4.792756080627441
03	1	inverse_cdf	value	38.5		6.28765869140625	-5.8372697830200195	5.9590373039245605
03	1	inverse_cdf	value	39.0		6.3575897216796875	-6.067692756652832	6.156153678894043
03	1	inverse_cdf	value	40.0		6.405880451202393	-6.983211517333984	6.989722728729248
03	1	inverse_cdf	value	41.0		6.429807186126709	-8.021495819091797	8.021495819091797
03	1	inverse_cdf	value	41.5		6.860647201538086	-8.562990188598633	8.562990188598633
03	2	cdf	value	2.5		7.222966194152832	7.763280391693115	7.763280391693115
03	2	cdf	value	3.0		6.902125835418701	7.104592800140381	7.104739189147949
03	2	cdf	value	4.0		6.409724235534668	6.050721168518066	6.096931457519531
03	2	cdf	value	5.0		5.968993186950684	5.314611434936523	5.431478977203369
03	2	cdf	value	5.5		5.829937934875488	4.520298480987549	4.726853370666504
03	2	cdf	value	7.5		5.104336738586426	3.0786094665527344	3.753842830657959
03	2	cdf	value	8.0		4.681384563446045	2.606332540512085	3.4669291973114014
03	2	cdf	value	10.0		5.559309482574463	2.8981359004974365	4.084024906158447
03	2	cdf	value	11.0		5.08396053314209	2.333430767059326	3.643143653869629
03	2	cdf	value	11.5		5.427567958831787	2.4982919692993164	3.8828845024108887
03	2	cdf	value	12.0		5.610914707183838	2.6327149868011475	3.9787721633911133
03	2	cdf	value	12.5		5.426694393157959	2.5191216468811035	3.975189208984375
03	2	cdf	value	13.0		5.534030437469482	2.7182538509368896	4.159834861755371
03	2	cdf	value	14.0		5.592312812805176	2.226712703704834	4.171014785766602
03	2	cdf	value	16.0		5.096835136413574	2.3272461891174316	4.100478172302246
03	2	cdf	value	18.5		4.692742347717285	1.6322462558746338	3.7104992866516113
03	2	cdf	value	20.0		4.506105899810791	0.7638928890228271	3.3034088611602783
03	2	cdf	value	21.0		4.61155366897583	0.6545509099960327	3.1417431831359863
03	2	cdf	value	21.5		4.292057514190674	0.4715527594089508	2.980245590209961
03	2	cdf	value	22.0		4.612913131713867	0.23710395395755768	3.2242884635925293
03	2	cdf	value	22.5		4.569174289703369	0.007753852754831314	3.1483206748962402
03	2	cdf	value	23.0		4.577702522277832	-0.43487095832824707	3.21201753616333
03	2	cdf	value	24.0		4.649463653564453	-0.6528781652450562	3.440725088119507
03	2	cdf	value	25.5		5.3753485679626465	-1.2617595195770264	4.2095770835876465
03	2	cdf	value	28.0		5.363255500793457	-1.5823843479156494	4.178004741668701
03	2	cdf	value	30.0		4.9959259033203125	-1.3486013412475586	3.6243646144866943
03	2	cdf	value	31.0		5.43925142288208	-2.0933432579040527	3.795149326324463
03	2	cdf	value	31.5		5.060605049133301	-1.7542402744293213	3.3408877849578857
03	2	cdf	value	32.0		5.027293682098389	-2.0497772693634033	3.419718027114868
03	2	cdf	value	32.5		4.840098857879639	-1.9376440048217773	3.2580313682556152
03	2	cdf	value	33.0		5.02709436416626	-2.448287010192871	3.4802610874176025
03	2	cdf	value	34.0		5.112948417663574	-2.9924135208129883	3.8377015590667725
03	2	cdf	value	36.0		5.507914066314697	-3.6916303634643555	4.332999229431152
03	2	cdf	value	36.5		5.39822244644165	-3.8611133098602295	4.384438514709473
03	2	cdf	value	38.5		5.833349227905273	-5.114956855773926	5.296558380126953
03	2	cdf	value	39.0		5.772293567657471	-5.249000549316406	5.358194351196289
03	2	cdf	value	40.0		6.113719463348389	-6.789306640625	6.797229290008545
03	2	cdf	value	41.0		6.984355449676514	-8.039433479309082	8.039433479309082
03	2	cdf	value	41.5		6.996496200561523	-8.437577247619629	8.437577247619629
27	1	inverse_cdf	value	2.5		4.56640100479126	3.3138935565948486	3.3138935565948486
27	1	inverse_cdf	value	3.0		4.2860107421875	3.047344207763672	3.0495455265045166
27	1	inverse_cdf	value	4.0		4.202466011047363	2.4482674598693848	2.625458002090454
27	1	inverse_cdf	value	5.0		4.191380977630615	1.9012689590454102	2.4314234256744385
27	1	inverse_cdf	value	5.5		4.361194610595703	1.8056617975234985	2.5140585899353027
27	1	inverse_cdf	value	7.5		4.213081359863281	1.0639755725860596	2.7693798542022705
27	1	inverse_cdf	value	8.0		4.321011543273926	1.1555424928665161	2.8627729415893555
27	1	inverse_cdf	value	10.0		3.788731098175049	1.8185495138168335	2.905027389526367
27	1	inverse_cdf	value	11.0		4.436941146850586	2.337307929992676	3.081164598464966
27	1	inverse_cdf	value	11.5		3.9612371921539307	2.053464889526367	2.718031167984009
27	1	inverse_cdf	value	12.0		3.9411375522613525	1.686224341392517	2.4391372203826904
27	1	inverse_cdf	value	12.5		4.358953952789307	1.8430982828140259	2.597993850708008
27	1	inverse_cdf	value	13.0		4.180692672729492	1.5539206266403198	2.446216344833374
27	1	inverse_cdf	value	14.0		4.399980545043945	1.0592613220214844	2.7211737632751465
27	1	inverse_cdf	value	16.0		4.918944835662842	0.5537815093994141	3.6102592945098877
27	1	inverse_cdf	value	18.5		4.67406702041626	0.6600725054740906	3.55307674407959
27	1	inverse_cdf	value	20.0		4.339634418487549	0.865937352180481	3.1294476985931396
27	1	inverse_cdf	value	21.0		4.056364059448242	0.39669525623321533	2.646587371826172
27	1	inverse_cdf	value	21.5		3.9670422077178955	0.6496293544769287	2.4058377742767334
27	1	inverse_cdf	value	22.0		3.9235150814056396	0.39330151677131653	2.2278647422790527
27	1	inverse_cdf	value	22.5		3.6886303424835205	-0.01521767396479845	2.08817458152771
27	1	inverse_cdf	value	23.0		3.7434802055358887	-0.32271844148635864	2.0972275733947754
27	1	inverse_cdf	value	24.0		3.97697114944458	-0.5600748062133789	2.663975477218628
27	1	inverse_cdf	value	25.5		4.103131294250488	-1.1916927099227905	3.1838221549987793
27	1	inverse_cdf	value	28.0		4.617600440979004	-0.5779051780700684	3.5299832820892334
27	1	inverse_cdf	value	30.0		3.8672995567321777	-0.11022835224866867	2.4771788120269775
27	1	inverse_cdf	value	31.0		3.465069532394409	-0.31151410937309265	2.0045759677886963
27	1	inverse_cdf	value	31.5		3.3690311908721924	-0.4150474965572357	1.9000619649887085
27	1	inverse_cdf	value	32.0		3.112344741821289	-0.6703599095344543	1.6050292253494263
27	1	inverse_cdf	value	32.5		2.6792521476745605	-0.8243712186813354	1.5301181077957153
27	1	inverse_cdf	value	33.0		2.8107810020446777	-1.1703158617019653	1.7395297288894653
27	1	inverse_cdf	value	34.0		3.3243274688720703	-1.652498483657837	2.170355796813965
27	1	inverse_cdf	value	36.0		3.6190359592437744	-2.2790350914001465	2.803326368331909
27	1	inverse_cdf	value	36.5		3.884180784225464	-2.433215379714966	2.9569740295410156
27	1	inverse_cdf	value	38.5		4.343456268310547	-2.1521036624908447	2.7080607414245605
27	1	inverse_cdf	value	39.0		4.4445271492004395	-2.4468207359313965	2.8733086585998535
27	1	inverse_cdf	value	40.0		5.0907793045043945	-2.859004497528076	3.089114189147949
27	1	inverse_cdf	value	41.0		5.902617931365967	-3.7733614444732666	3.7876946926116943
27	1	inverse_cdf	value	41.5		7.66102933883667	-5.46658992767334	5.46658992767334
27	2	cdf	value	2.5		4.8035478591918945	3.624657154083252	3.624657154083252
27	2	cdf	value	3.0		4.752368450164795	3.3787448406219482	3.3795347213745117
27	2	cdf	value	4.0		4.751522064208984	2.824047803878784	2.953504800796509
27	2	cdf	value	5.0		4.133209228515625	2.1955723762512207	2.6272261142730713
27	2	cdf	value	5.5		4.232035160064697	2.0406079292297363	2.659855842590332
27	2	cdf	value	7.5		4.1776123046875	1.1756776571273804	2.788142204284668
27	2	cdf	value	8.0		4.588289260864258	1.51791512966156	3.1358067989349365
27	2	cdf	value	10.0		4.135616779327393	1.8907458782196045	3.0993587970733643
27	2	cdf	value	11.0		4.285786151885986	1.844894289970398	2.9162423610687256
27	2	cdf	value	11.5		4.17999792098999	1.808726191520691	2.7331018447875977
27	2	cdf	value	12.0		4.620354652404785	1.8156423568725586	2.807140827178955
27	2	cdf	value	12.5		4.474108695983887	1.4988203048706055	2.6620044708251953
27	2	cdf	value	13.0		4.835996627807617	1.7875185012817383	3.027272939682007
27	2	cdf	value	14.0		4.589669227600098	1.2969250679016113	3.0472724437713623
27	2	cdf	value	16.0		5.11178731918335	0.7353677749633789	3.837951183319092
27	2	cdf	value	18.5		4.732395648956299	0.8906723856925964	3.6326963901519775
27	2	cdf	value	20.0		4.5280537605285645	1.0270240306854248	3.281019926071167
27	2	cdf	value	21.0		3.771050214767456	0.8702536225318909	2.4895262718200684
27	2	cdf	value	21.5		3.7614665031433105	0.6868194341659546	2.30686616897583
27	2	cdf	value	22.0		3.9455952644348145	0.344868928194046	2.2485034465789795
27	2	cdf	value	22.5		3.428093910217285	0.17208626866340637	1.9337787628173828
27	2	cdf	value	23.0		3.539433479309082	-0.18970254063606262	2.0204806327819824
27	2	cdf	value	24.0		3.6888954639434814	-0.6892883777618408	2.4327609539031982
27	2	cdf	value	25.5		4.0165019035339355	-1.2074345350265503	3.207979917526245
27	2	cdf	value	28.0		4.515774726867676	-0.4522589147090912	3.484790325164795
27	2	cdf	value	30.0		4.229238986968994	-0.30811044573783875	2.8520874977111816
27	2	cdf	value	31.0		3.44551157951355	-0.47249114513397217	2.077963352203369
27	2	cdf	value	31.5		3.7302377223968506	-0.8531997203826904	2.0849061012268066
27	2	cdf	value	32.0		3.699672222137451	-1.1707756519317627	2.0726096630096436
27	2	cdf	value	32.5		3.4625332355499268	-1.3550312519073486	2.002112627029419
27	2	cdf	value	33.0		3.6553947925567627	-1.563581943511963	2.1848092079162598
27	2	cdf	value	34.0		3.367140293121338	-1.8622798919677734	2.4355807304382324
27	2	cdf	value	36.0		4.170943737030029	-2.475698471069336	3.0878567695617676
27	2	cdf	value	36.5		3.678649663925171	-2.164177179336548	2.881000518798828
27	2	cdf	value	38.5		4.81667423248291	-2.637514591217041	3.1560263633728027
27	2	cdf	value	39.0		4.525323390960693	-2.524279832839966	2.909686803817749
27	2	cdf	value	40.0		5.026946544647217	-3.006563901901245	3.17621111869812
27	2	cdf	value	41.0		6.229183673858643	-4.577084541320801	4.581382751464844
27	2	cdf	value	41.5		7.298315048217773	-5.722786903381348	5.722786903381348
23	1	inverse_cdf	value	2.5		7.005982398986816	5.7964911460876465	5.7964911460876465
23	1	inverse_cdf	value	3.0		6.569364547729492	5.451017379760742	5.453688621520996
23	1	inverse_cdf	value	4.0		7.081593036651611	5.70086145401001	5.814344882965088
23	1	inverse_cdf	value	5.0		6.994988918304443	5.757857322692871	6.01650857925415
23	1	inverse_cdf	value	5.5		6.985812187194824	5.910064220428467	6.204615116119385
23	1	inverse_cdf	value	7.5		6.687801837921143	5.742329120635986	6.255290985107422
23	1	inverse_cdf	value	8.0		6.511887073516846	5.896307468414307	6.380859375
23	1	inverse_cdf	value	10.0		6.319280624389648	6.002399444580078	6.429172992706299
23	1	inverse_cdf	value	11.0		5.973414421081543	5.495859146118164	6.051477909088135
23	1	inverse_cdf	value	11.5		6.321385383605957	5.618871212005615	6.113407135009766
23	1	inverse_cdf	value	12.0		5.919055938720703	5.404671669006348	5.8393049240112305
23	1	inverse_cdf	value	12.5		5.904365539550781	5.2600202560424805	5.802791118621826
23	1	inverse_cdf	value	13.0		5.850281715393066	4.838291168212891	5.543946266174316
23	1	inverse_cdf	value	14.0		5.642724514007568	4.466720104217529	5.382716655731201
23	1	inverse_cdf	value	16.0		5.214788436889648	3.903312921524048	5.015326976776123
23	1	inverse_cdf	value	18.5		4.556445598602295	2.4624009132385254	3.9787328243255615
23	1	inverse_cdf	value	20.0		3.927746295928955	1.6511772871017456	3.1820273399353027
23	1	inverse_cdf	value	21.0		3.8829426765441895	1.0380359888076782	2.8647801876068115
23	1	inverse_cdf	value	21.5		3.9248769283294678	0.9485154747962952	2.847755193710327
23	1	inverse_cdf	value	22.0		3.716754913330078	0.7663260698318481	2.5825483798980713
23	1	inverse_cdf	value	22.5		3.8486337661743164	0.22160546481609344	2.6304759979248047
23	1	inverse_cdf	value	23.0		4.142791271209717	0.5058469772338867	2.8941948413848877
23	1	inverse_cdf	value	24.0		3.828455924987793	-0.18884694576263428	2.6987709999084473
23	1	inverse_cdf	value	25.5		3.8748645782470703	-0.9503523111343384	3.002054452896118
23	1	inverse_cdf	value	28.0		4.36896276473999	-1.6233561038970947	3.4447171688079834
23	1	inverse_cdf	value	30.0		4.555240631103516	-2.631711006164551	3.760354518890381
23	1	inverse_cdf	value	31.0		4.887723922729492	-3.431692361831665	4.307297706604004
23	1	inverse_cdf	value	31.5		5.127910614013672	-3.898392915725708	4.551766395568848
23	1	inverse_cdf	value	32.0		5.181575298309326	-4.002524375915527	4.741527557373047
23	1	inverse_cdf	value	32.5		5.397099494934082	-4.651165008544922	5.23625373840332
23	1	inverse_cdf	value	33.0		5.400314807891846	-4.9057159423828125	5.292067527770996
23	1	inverse_cdf	value	34.0		5.759701728820801	-6.055915832519531	6.434008598327637
23	1	inverse_cdf	value	36.0		6.548583030700684	-6.657632827758789	7.0488481521606445
23	1	inverse_cdf	value	36.5		6.411459922790527	-6.343239784240723	6.693700313568115
23	1	inverse_cdf	value	38.5		7.017110347747803	-7.583096027374268	7.726315498352051
23	1	inverse_cdf	value	39.0		7.352834701538086	-8.119236946105957	8.191307067871094
23	1	inverse_cdf	value	40.0		7.1860032081604	-8.32902717590332	8.33680534362793
23	1	inverse_cdf	value	41.0		7.746536731719971	-9.563396453857422	9.563396453857422
23	1	inverse_cdf	value	41.5		7.760166168212891	-10.015609741210938	10.015609741210938
23	2	cdf	value	2.5		6.176266193389893	4.887811660766602	4.887811660766602
23	2	cdf	value	3.0		6.902936935424805	5.3252997398376465	5.3284807205200195
23	2	cdf	value	4.0		6.529414176940918	4.627746105194092	4.813170909881592
23	2	cdf	value	5.0		7.144002437591553	5.554574012756348	5.853128433227539
23	2	cdf	value	5.5		6.307798862457275	4.835428237915039	5.244030475616455
23	2	cdf	value	7.5		6.871791839599609	5.672911167144775	6.252627372741699
23	2	cdf	value	8.0		6.588109016418457	5.321788311004639	5.875856876373291
23	2	cdf	value	10.0		6.081657886505127	5.630776882171631	6.076805114746094
23	2	cdf	value	11.0		6.014984607696533	5.160892486572266	5.642724514007568
23	2	cdf	value	11.5		5.921903610229492	4.777827739715576	5.299515247344971
23	2	cdf	value	12.0		5.875846862792969	4.896548271179199	5.4531707763671875
23	2	cdf	value	12.5		5.811676025390625	4.533501148223877	5.147240161895752
23	2	cdf	value	13.0		5.792009353637695	4.50845193862915	5.25686502456665
23	2	cdf	value	14.0		5.44514274597168	3.939781665802002	4.917256832122803
23	2	cdf	value	16.0		5.439918518066406	3.2874674797058105	4.797850608825684
23	2	cdf	value	18.5		4.7186055183410645	2.576331615447998	4.167514324188232
23	2	cdf	value	20.0		4.311168670654297	2.06219482421875	3.5631587505340576
23	2	cdf	value	21.0		3.8359158039093018	1.3726980686187744	2.9079511165618896
23	2	cdf	value	21.5		3.9352948665618896	1.1798256635665894	2.872748374938965
23	2	cdf	value	22.0		3.810732841491699	0.7752727270126343	2.653179883956909
23	2	cdf	value	22.5		3.710685968399048	0.30341002345085144	2.4944183826446533
23	2	cdf	value	23.0		3.7819831371307373	0.30462920665740967	2.561964750289917
23	2	cdf	value	24.0		3.913740396499634	-0.24340179562568665	2.826437473297119
23	2	cdf	value	25.5		3.754641056060791	-0.7381548881530762	2.875998020172119
23	2	cdf	value	28.0		4.231714725494385	-1.6551463603973389	3.440558671951294
23	2	cdf	value	30.0		4.761190414428711	-2.6554322242736816	3.927248954772949
23	2	cdf	value	31.0		4.691884994506836	-2.9313340187072754	3.954550266265869
23	2	cdf	value	31.5		4.912446022033691	-3.1981241703033447	4.085994720458984
23	2	cdf	value	32.0		5.121957302093506	-3.6206586360931396	4.37639045715332
23	2	cdf	value	32.5		5.1591081619262695	-4.023923873901367	4.647714138031006
23	2	cdf	value	33.0		5.214270114898682	-4.507972240447998	5.053110122680664
23	2	cdf	value	34.0		5.412712574005127	-5.111655235290527	5.638065338134766
23	2	cdf	value	36.0		6.306154727935791	-6.039316177368164	6.480145454406738
23	2	cdf	value	36.5		6.474855899810791	-6.389237403869629	6.774478435516357
23	2	cdf	value	38.5		6.863397598266602	-6.496232509613037	6.681424140930176
23	2	cdf	value	39.0		7.351801872253418	-7.449132442474365	7.550871849060059
23	2	cdf	value	40.0		7.351329803466797	-7.961669921875	7.96821928024292
23	2	cdf	value	41.0		7.679577827453613	-8.804950714111328	8.804950714111328
23	2	cdf	value	41.5		7.873440742492676	-9.507989883422852	9.507989883422852
21	1	inverse_cdf	value	2.5		8.25448226928711	8.923523902893066	8.923523902893066
21	1	inverse_cdf	value	3.0		8.266397476196289	8.60804271697998	8.608081817626953
21	1	inverse_cdf	value	4.0		7.468347072601318	7.093300819396973	7.119600296020508
21	1	inverse_cdf	value	5.0		6.925220012664795	5.757094860076904	5.837343215942383
21	1	inverse_cdf	value	5.5		6.980963706970215	5.386018753051758	5.534121036529541
21	1	inverse_cdf	value	7.5		6.5202178955078125	3.9574995040893555	4.701203346252441
21	1	inverse_cdf	value	8.0		6.226916790008545	3.6507973670959473	4.542891979217529
21	1	inverse_cdf	value	10.0		5.2430009841918945	3.3117082118988037	4.213287830352783
21	1	inverse_cdf	value	11.0		4.45604944229126	2.8685288429260254	3.6505801677703857
21	1	inverse_cdf	value	11.5		4.542859077453613	2.5500733852386475	3.4166603088378906
21	1	inverse_cdf	value	12.0		4.261170387268066	2.3255176544189453	3.253704071044922
21	1	inverse_cdf	value	12.5		4.0146803855896	2.092273473739624	2.9621152877807617
21	1	inverse_cdf	value	13.0		3.9960625171661377	1.6974725723266602	2.9056763648986816
21	1	inverse_cdf	value	14.0		4.259868621826172	1.6807795763015747	3.052940845489502
21	1	inverse_cdf	value	16.0		4.063023090362549	1.124598741531372	3.222532272338867
21	1	inverse_cdf	value	18.5		4.154482841491699	0.7636114358901978	3.2672924995422363
21	1	inverse_cdf	value	20.0		4.522411823272705	0.4335237145423889	3.4433751106262207
21	1	inverse_cdf	value	21.0		4.512756824493408	0.6120622158050537	3.3250350952148438
21	1	inverse_cdf	value	21.5		4.623989582061768	0.16997140645980835	3.4065277576446533
21	1	inverse_cdf	value	22.0		4.663840293884277	0.13445094227790833	3.4551212787628174
21	1	inverse_cdf	value	22.5		4.725828170776367	0.025395553559064865	3.4518089294433594
21	1	inverse_cdf	value	23.0		4.693732261657715	-0.02756313607096672	3.5536434650421143
