direction	quantity	n	mean	sem	t	p
npc_from_v1	observed	30	0.009595269763764557	0.005709621892548408	1.6805438160952972	0.103593546385785
npc_from_v1	label-shuffle	30	0.0013043547634094394	0.003930198150906831	0.3318801529405025	0.7423665015143268
npc_from_v1	observed - shuffle	30	0.008290915000355115	0.0025264547056765194	3.2816400712535323	0.002691365970410517
v1_from_npc	observed	30	-0.005509265332976144	0.00604885789522069	-0.9107943066953371	0.36991258021037543
v1_from_npc	label-shuffle	30	0.0008068628487821108	0.003451787567762105	0.23375217418296212	0.816819660557845
v1_from_npc	observed - shuffle	30	-0.006316128181758253	0.004075895052999525	-1.5496297376719992	0.13207591928886628
npc_from_v1	r(score, dissimilarity) across bins	30	0.020178956088314638	0.0648275947634853	0.31127109006488396	0.7578211707639279
v1_from_npc	r(score, dissimilarity) across bins	30	0.013463700661394636	0.06806333010617625	0.19781137126837264	0.8445727117289468
