subject	roi	n	median	frac_high	frac_low
03	V1	277	17.160083770751953	0.1263537906137184	0.1588447653429603
03	NPC	2157	21.795785903930664	0.10477515067222995	0.06073249884098285
03	M1	488	35.11175537109375	0.5368852459016393	0.02663934426229508
04	V1	616	13.848296165466309	0.016233766233766232	0.27435064935064934
04	NPC	6825	15.988446235656738	0.0007326007326007326	0.15677655677655677
04	M1	670	30.07046890258789	0.32985074626865674	0.005970149253731343
05	V1	393	22.781291961669922	0.13486005089058525	0.09669211195928754
05	NPC	4687	24.947172164916992	0.01834862385321101	0.06742052485598464
05	M1	167	19.233835220336914	0.029940119760479042	0.05389221556886228
06	V1	910	14.50979995727539	0.03076923076923077	0.2868131868131868
06	NPC	5476	21.261554718017578	0.1449963476990504	0.20836376917458
06	M1	175	29.253849029541016	0.3142857142857143	0.09142857142857143
07	V1	552	17.70635986328125	0.1358695652173913	0.1286231884057971
07	NPC	1728	27.527631759643555	0.1701388888888889	0.01678240740740741
07	M1	223	21.5535945892334	0.008968609865470852	0.08520179372197309
08	V1	416	11.202498435974121	0.036057692307692304	0.4182692307692308
08	NPC	2826	12.491838455200195	0.029016277423920735	0.37933474876150036
08	M1	604	22.82579803466797	0.2152317880794702	0.028145695364238412
09	V1	481	11.821420669555664	0.031185031185031187	0.3284823284823285
09	NPC	5736	16.359355926513672	0.04288702928870293	0.0700836820083682
09	M1	647	14.804187774658203	0.027820710973724884	0.30602782071097373
10	V1	448	23.12307357788086	0.19419642857142858	0.16964285714285715
10	NPC	3477	24.35992431640625	0.2182916307161346	0.08398044291055508
10	M1	682	27.330307006835938	0.4281524926686217	0.002932551319648094
11	V1	514	25.353355407714844	0.14396887159533073	0.24319066147859922
11	NPC	4603	19.420032501220703	0.010862480990658266	0.044970671301325225
11	M1	510	21.41474723815918	0.28823529411764703	0.0058823529411764705
12	V1	565	13.889209747314453	0.019469026548672566	0.26371681415929205
12	NPC	6353	19.187114715576172	0.049425468282701085	0.10404533291358413
12	M1	326	21.10620880126953	0.0	0.046012269938650305
13	V1	238	17.12201690673828	0.12605042016806722	0.31932773109243695
13	NPC	8396	18.614530563354492	0.01584087660790853	0.0477608384945212
13	M1	957	6.484421730041504	0.0020898641588296763	0.6792058516196448
14	V1	305	16.691015243530273	0.03934426229508197	0.20655737704918034
14	NPC	4336	23.105234146118164	0.031826568265682656	0.1584409594095941
14	M1	1060	15.950708389282227	0.062264150943396226	0.3169811320754717
15	V1	196	16.131683349609375	0.00510204081632653	0.2602040816326531
15	NPC	4033	25.878726959228516	0.022315893875526904	0.03719315645921151
15	M1	112	25.014585494995117	0.026785714285714284	0.0
16	V1	315	16.537424087524414	0.08571428571428572	0.047619047619047616
16	NPC	1675	22.344858169555664	0.04835820895522388	0.12955223880597014
16	M1	452	17.490036010742188	0.024336283185840708	0.1415929203539823
17	V1	149	11.152312278747559	0.0	0.37583892617449666
17	NPC	1321	22.57868194580078	0.10068130204390613	0.07418622255866768
17	M1	204	17.527883529663086	0.0	0.08333333333333333
18	V1	546	10.882702827453613	0.06227106227106227	0.43772893772893773
18	NPC	6770	18.510189056396484	0.07459379615952733	0.13131462333825702
18	M1	282	23.90361976623535	0.031914893617021274	0.01773049645390071
19	V1	788	14.934101104736328	0.11548223350253807	0.35786802030456855
19	NPC	3367	20.422603607177734	0.01098901098901099	0.05732105732105732
19	M1	139	25.137964248657227	0.05755395683453238	0.0
20	V1	136	16.277896881103516	0.0	0.08088235294117647
20	NPC	3025	18.2147274017334	0.016198347107438015	0.08760330578512397
20	M1	644	32.40791320800781	0.4518633540372671	0.010869565217391304
21	V1	306	28.30065155029297	0.2581699346405229	0.09803921568627451
21	NPC	2088	16.958106994628906	0.04693486590038314	0.2705938697318008
21	M1	519	29.232460021972656	0.29865125240847784	0.036608863198458574
22	V1	333	10.065312385559082	0.006006006006006006	0.4984984984984985
22	NPC	2707	24.27106475830078	0.15145917990395272	0.11304026597709642
22	M1	629	9.744440078735352	0.034976152623211444	0.5119236883942766
23	NPC	1374	21.309803009033203	0.027656477438136828	0.15211062590975255
23	M1	68	24.171541213989258	0.19117647058823528	0.0
24	V1	707	12.30363941192627	0.05091937765205092	0.37765205091937765
24	NPC	3597	19.561092376708984	0.030859049207673062	0.11203780928551571
24	M1	290	27.184906005859375	0.23793103448275862	0.010344827586206896
25	V1	311	20.39786148071289	0.05466237942122187	0.31511254019292606
25	NPC	2191	23.38077735900879	0.029666818804198997	0.12733911455956184
25	M1	510	24.016353607177734	0.09411764705882353	0.0
26	V1	26	21.88248062133789	0.0	0.0
26	NPC	1853	17.742042541503906	0.012951969778737183	0.1802482460874258
26	M1	260	17.32959747314453	0.026923076923076925	0.27307692307692305
27	V1	514	22.466537475585938	0.04669260700389105	0.10894941634241245
27	NPC	8594	28.150001525878906	0.1619734698626949	0.026879218059111008
27	M1	597	20.13788414001465	0.13400335008375208	0.1323283082077052
28	V1	179	13.490142822265625	0.0	0.27932960893854747
28	NPC	3376	21.125972747802734	0.00533175355450237	0.016291469194312798
28	M1	118	22.001911163330078	0.07627118644067797	0.07627118644067797
29	V1	511	24.836313247680664	0.043052837573385516	0.0410958904109589
29	NPC	5673	20.766921997070312	0.041600564075445094	0.08231976026793583
29	M1	604	30.662527084350586	0.3294701986754967	0.028145695364238412
pil01	V1	774	14.687877655029297	0.03875968992248062	0.13824289405684753
pil01	NPC	11321	19.875791549682617	0.0033565939404646234	0.0007066513558872891
pil01	M1	324	22.17101287841797	0.0	0.06481481481481481
pil02	V1	794	27.476215362548828	0.08312342569269521	0.010075566750629723
pil02	NPC	5152	24.214420318603516	0.12771739130434784	0.09607919254658386
pil02	M1	305	28.841678619384766	0.13442622950819672	0.04590163934426229
