direction	quantity	n	mean	sem	t	p
npc_from_v1	observed	30	0.00866594644060201	0.006998068291062834	1.2383340773723523	0.2255232731397417
npc_from_v1	label-shuffle	30	0.0016251041423325245	0.0030864647440088	0.526526066914274	0.6025270495219579
npc_from_v1	observed - shuffle	30	0.007040842298269485	0.005378550013099967	1.3090595571521784	0.20079256703750298
npc_from_v1	r(score, dissimilarity) across bins	30	0.04992080532131904	0.07687379901887782	0.6493864744353279	0.5211991822093334
