direction	quantity	n	mean	sem	t	p
npc_from_v1	observed	30	0.014488489405083448	0.005044953636219898	2.8718776127226087	0.007550608492078734
npc_from_v1	label-shuffle	30	0.003050451651392507	0.0033449776004113667	0.9119497993102735	0.3693141625406007
npc_from_v1	observed - shuffle	30	0.011438037753690943	0.0029906626610861913	3.8245830606440627	0.000642769217924667
v1_from_npc	observed	30	-0.005509265332976144	0.00604885789522069	-0.9107943066953371	0.36991258021037543
v1_from_npc	label-shuffle	30	0.0008068628487821108	0.003451787567762105	0.23375217418296212	0.816819660557845
v1_from_npc	observed - shuffle	30	-0.006316128181758253	0.004075895052999525	-1.5496297376719992	0.13207591928886628
npc_from_v1	r(score, dissimilarity) across bins	30	0.09455558749489948	0.06813011741459367	1.3878676726696115	0.1757491674694385
v1_from_npc	r(score, dissimilarity) across bins	30	0.013463700661394636	0.06806333010617625	0.19781137126837264	0.8445727117289468
