subject	session	mapping	run	trial_nr	orientation	sample_idx	x_deg	y_deg	n_samples	frac_valid
01	1	inverse_cdf	1	3	82.5	12	0.19133860556272367	-1.494267210968408	1193	1.0
01	1	inverse_cdf	1	3	82.5	13	0.22969232857980335	-1.35087241775154	1193	1.0
01	1	inverse_cdf	1	3	82.5	14	0.20628274789824202	-1.6826966566908845	1193	1.0
01	1	inverse_cdf	1	3	82.5	15	0.39131089480172077	-1.5281061418765642	1193	1.0
01	1	inverse_cdf	1	3	82.5	16	0.37049337718987185	-1.6429944200247844	1193	1.0
01	1	inverse_cdf	1	3	82.5	17	0.5234689063609085	-1.6067425539873352	1193	1.0
01	1	inverse_cdf	1	3	82.5	18	0.08612420503679333	-1.4389318614868962	1193	1.0
01	1	inverse_cdf	1	3	82.5	19	-0.013130282575224693	-1.1290581540536109	1193	1.0
01	1	inverse_cdf	1	4	15.0	0	-0.8205865650523851	-0.3774901685673437	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	1	0.41541066238528607	-0.012871131837987505	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	2	0.4027129624065984	-0.048461083082769446	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	3	-1.899739118290924	-0.8147999517704094	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	4	0.2488691209150729	-1.2854289025242285	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	5	-0.015030706503778968	-1.4804551824183274	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	6	0.20844231994228887	-1.6095905325441489	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	7	0.12180046318030048	-1.6851139080567468	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	8	0.3994305392430811	-1.6171866032338078	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	9	0.29015946996883757	-1.4643980377283619	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	10	0.321083774876604	-1.705396335328042	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	11	0.3830184516381039	-1.70341102598176	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	12	0.46024105038800056	-1.5962983149782473	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	13	0.3909653705846284	-1.4996194922544814	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	14	0.30303028022590023	-1.5671222662035467	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	15	0.4833902571747442	-1.7773734751687607	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	16	0.17915865398004127	-1.7356894574783406	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	17	0.10417831287933495	-1.9075913627148426	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	18	-0.0570130413046971	-1.905519101241943	1502	0.9820239680426098
01	1	inverse_cdf	1	4	15.0	19	-0.09355318184627971	-2.0884308616780647	1502	0.9820239680426098
01	1	inverse_cdf	1	5	7.5	0	0.2215724177913723	-0.15428045008112956	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	1	0.11307577032416453	0.4921133202975478	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	2	-3.7265010152947493	-0.20490064493039467	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	3	-3.8730512692594643	-0.2762520863601702	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	4	-4.059521030690656	-0.21008357730888133	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	5	-0.45029763874276096	-0.8376846120789939	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	6	0.24783253225245466	-1.3958528480376973	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	7	-0.1794177756667461	-1.5512402007375898	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	8	-0.04440107886165903	-1.674152578624865	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	9	-0.17466676881035925	-2.1080130292189114	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	10	-0.11393960335942728	-2.154938877548715	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	11	-0.00215958589351933	-2.0176873568384996	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	12	0.03550358906783315	-2.0289030938011337	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	13	-0.03472613842593515	-1.9578952954432425	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	14	-0.06392371727216152	-2.041326233099047	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	15	-0.22407748921185322	-2.1087900125874732	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	16	-0.2167349054133712	-1.8722127130224162	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	17	-0.45134412874930946	-2.0387383597553006	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	18	-0.34449296813333424	-2.1027512956336176	1493	0.9698593436034829
01	1	inverse_cdf	1	5	7.5	19	-0.48909115451325097	-2.1687428830694184	1493	0.9698593436034829
01	1	inverse_cdf	1	6	157.5	0	0.2855812860329217	-0.5038616134949312	1385	1.0
01	1	inverse_cdf	1	6	157.5	1	0.0969221248009696	-0.31400065884858736	1385	1.0
01	1	inverse_cdf	1	6	157.5	2	0.3761080866065108	-0.17682632311656452	1385	1.0
01	1	inverse_cdf	1	6	157.5	3	0.43303193382118754	-0.6673682444661136	1385	1.0
01	1	inverse_cdf	1	6	157.5	4	0.25888940611051764	-0.9011641058385498	1385	1.0
01	1	inverse_cdf	1	6	157.5	5	0.7013120318891384	-1.2985517983249972	1385	1.0
01	1	inverse_cdf	1	6	157.5	6	0.7794760555382679	-1.4381549244730945	1385	1.0
01	1	inverse_cdf	1	6	157.5	7	0.47103828322674124	-1.8329493188729655	1385	1.0
01	1	inverse_cdf	1	6	157.5	8	0.07100710476461913	-2.076697912526181	1385	1.0
01	1	inverse_cdf	1	6	157.5	9	-0.10607874116095115	-2.147867736824675	1385	1.0
01	1	inverse_cdf	1	6	157.5	10	0.07515354778467016	-2.289755296223287	1385	1.0
01	1	inverse_cdf	1	6	157.5	11	-0.2556932831319609	-2.3771167573341363	1385	1.0
01	1	inverse_cdf	1	6	157.5	12	-0.3672973532110733	-2.05814966370423	1385	1.0
01	1	inverse_cdf	1	6	157.5	13	-0.2738334181817519	-2.229725984463667	1385	1.0
01	1	inverse_cdf	1	6	157.5	14	-0.37498503439306674	-2.530338656027027	1385	1.0
01	1	inverse_cdf	1	6	157.5	15	-0.056926667042936724	-2.509819174824106	1385	1.0
01	1	inverse_cdf	1	6	157.5	16	-0.22399105509677253	-2.079889902304293	1385	1.0
01	1	inverse_cdf	1	6	157.5	17	-0.07912716786606992	-1.854177613254001	1385	1.0
01	1	inverse_cdf	1	6	157.5	18	0.07860888022231355	-2.25999970739795	1385	1.0
01	1	inverse_cdf	1	6	157.5	19	-0.10011830448867881	-2.378496531753261	1385	1.0
01	1	inverse_cdf	1	7	67.5	0	1.0174899432929134	-0.32825347869878657	1468	1.0
01	1	inverse_cdf	1	7	67.5	1	1.210397381131393	-0.4176565294459335	1468	1.0
01	1	inverse_cdf	1	7	67.5	2	1.2078931922514162	-0.7706660523975641	1468	1.0
01	1	inverse_cdf	1	7	67.5	3	0.8059907037208848	-0.7949357219612058	1468	1.0
01	1	inverse_cdf	1	7	67.5	4	0.7783532833473752	-1.020512407345854	1468	1.0
01	1	inverse_cdf	1	7	67.5	5	0.6584719675898244	-1.859527807984841	1468	1.0
01	1	inverse_cdf	1	7	67.5	6	0.6747098495765794	-2.1100838495336673	1468	1.0
01	1	inverse_cdf	1	7	67.5	7	0.4997153705998856	-2.1622732479224682	1468	1.0
01	1	inverse_cdf	1	7	67.5	8	0.552750466303765	-2.1047341322773865	1468	1.0
01	1	inverse_cdf	1	7	67.5	9	0.6908612215660673	-2.2822519077462378	1468	1.0
01	1	inverse_cdf	1	7	67.5	10	0.2961197890171416	-2.308901580683072	1468	1.0
01	1	inverse_cdf	1	7	67.5	11	0.568557133686887	-2.250426344494186	1468	1.0
01	1	inverse_cdf	1	7	67.5	12	0.41964324108227496	-2.296568117857633	1468	1.0
01	1	inverse_cdf	1	7	67.5	13	0.4450385266016697	-2.064792672286492	1468	1.0
01	1	inverse_cdf	1	7	67.5	14	0.3526127445088104	-2.2743170883056743	1468	1.0
01	1	inverse_cdf	1	7	67.5	15	0.31970179075615496	-2.307780520450873	1468	1.0
01	1	inverse_cdf	1	7	67.5	16	0.26908242957917045	-2.3509868482679774	1468	1.0
01	1	inverse_cdf	1	7	67.5	17	0.4116963868105688	-2.03830698565003	1468	1.0
01	1	inverse_cdf	1	7	67.5	18	0.5579329567122003	-2.280958312932016	1468	1.0
01	1	inverse_cdf	1	7	67.5	19	0.538325753946549	-2.0720396341193634	1468	1.0
01	1	inverse_cdf	1	8	90.0	0	0.29542874495334176	-0.1362264274070359	1501	1.0
01	1	inverse_cdf	1	8	90.0	1	0.3884603746391234	-0.45410813485912527	1501	1.0
01	1	inverse_cdf	1	8	90.0	2	0.08301442428945827	-0.6164948134415185	1501	1.0
01	1	inverse_cdf	1	8	90.0	3	0.09156636766804614	-0.6603721508222817	1501	1.0
01	1	inverse_cdf	1	8	90.0	4	-0.1950530470492342	-1.3069274413552572	1501	1.0
01	1	inverse_cdf	1	8	90.0	5	-0.22226345348156223	-1.4980656739676164	1501	1.0
01	1	inverse_cdf	1	8	90.0	6	-0.22001752883838585	-1.8485686054118404	1501	1.0
01	1	inverse_cdf	1	8	90.0	7	-0.6211586477650012	-2.0378757679174933	1501	1.0
01	1	inverse_cdf	1	8	90.0	8	-0.5960242318466333	-1.8227664084287798	1501	1.0
01	1	inverse_cdf	1	8	90.0	9	-0.679719127392934	-1.8712633943985022	1501	1.0
01	1	inverse_cdf	1	8	90.0	10	-0.2911096846482691	-1.5897382638616007	1501	1.0
01	1	inverse_cdf	1	8	90.0	11	-0.37800844546698564	-1.6066561180809116	1501	1.0
01	1	inverse_cdf	1	8	90.0	12	-0.3134823738898066	-1.5676408995318714	1501	1.0
01	1	inverse_cdf	1	8	90.0	13	-0.41886583230707375	-1.5328538320489802	1501	1.0
01	1	inverse_cdf	1	8	90.0	14	-0.282989845034911	-1.4957348112983775	1501	1.0
01	1	inverse_cdf	1	8	90.0	15	-0.2794482095677796	-1.5283643864809464	1501	1.0
01	1	inverse_cdf	1	8	90.0	16	-0.4432244966891583	-1.717479228956432	1501	1.0
01	1	inverse_cdf	1	8	90.0	17	-0.5431627915242632	-1.7803939284888664	1501	1.0
01	1	inverse_cdf	1	8	90.0	18	-0.4009853788192885	-1.8658271463488283	1501	1.0
01	1	inverse_cdf	1	8	90.0	19	-0.4119555240702773	-1.7261097969763899	1501	1.0
01	1	inverse_cdf	1	9	105.0	0	-0.004923856039783456	7.308142115659008	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	1	-0.6277233371874802	-0.867396101616694	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	2	-0.6547578062944396	-0.6674546319998581	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	3	-0.5422990198595293	-0.7026076551012109	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	4	-0.20973805086795916	-1.8374356734824282	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	5	-0.957557381236086	-1.8138778046500694	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	6	-0.8592780047915732	-1.8389893197122125	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	7	-0.8243866276137674	-1.8805820549226955	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	8	-0.6729823813880499	-1.7462182564621633	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	9	-0.7423377379530673	-1.9666101167072327	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	10	-0.6880110186077268	-1.8307056446942267	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	11	-0.6258231106087611	-1.9773951176801468	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	12	-0.7338735611199732	-2.0174276601592886	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	13	-0.663567899970349	-1.9890429563594583	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	14	-0.4082412197055593	-1.7809119117952048	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	15	-0.37135718734100664	-1.8863639086193382	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	16	-0.2847174698212382	-1.591723561059168	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	17	-0.19358452100498438	-1.764687336477875	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	18	-0.3982212386809188	-1.7504474951921787	1402	0.9607703281027105
01	1	inverse_cdf	1	9	105.0	19	-0.2576800627312127	-1.7736626859202091	1402	0.9607703281027105
01	1	inverse_cdf	1	10	75.0	0	-0.7401785145061968	0.01805413825945164	1059	1.0
01	1	inverse_cdf	1	10	75.0	1	-0.5401396292418736	-0.05951812103439606	1059	1.0
01	1	inverse_cdf	1	10	75.0	2	-0.32989470990891206	0.02582864664308191	1059	1.0
01	1	inverse_cdf	1	10	75.0	3	-0.31495084437298804	0.024446511893183996	1059	1.0
01	1	inverse_cdf	1	10	75.0	4	-0.2157848115206536	0.029197599983073745	1059	1.0
01	1	inverse_cdf	1	10	75.0	5	-0.4541082313044898	-0.00578767311549009	1059	1.0
01	1	inverse_cdf	1	10	75.0	6	-0.41661996179400274	-1.2245577639186795	1059	1.0
01	1	inverse_cdf	1	10	75.0	7	-0.30242558663501695	-1.3151296227025124	1059	1.0
01	1	inverse_cdf	1	10	75.0	8	-0.18390971094982325	-1.5870624257566244	1059	1.0
01	1	inverse_cdf	1	10	75.0	9	-0.16879274544622036	-1.6656942832346175	1059	1.0
01	1	inverse_cdf	1	10	75.0	10	-0.20515978420478548	-1.757092796995212	1059	1.0
01	1	inverse_cdf	1	10	75.0	11	-0.1301796155045306	-1.348455595576616	1059	1.0
01	1	inverse_cdf	1	10	75.0	12	-0.20420955221861303	-1.5049716046378596	1059	1.0
01	1	inverse_cdf	1	10	75.0	13	-0.21431629341514377	-1.3383542565111681	1059	1.0
01	1	inverse_cdf	1	10	75.0	14	-0.12603323290861884	-1.4783835242134933	1059	1.0
01	1	inverse_cdf	1	10	75.0	15	-0.21129292208137532	-1.149263853585095	1059	1.0
01	1	inverse_cdf	1	10	75.0	16	-0.11549450195328789	-1.524480603530249	1059	1.0
01	1	inverse_cdf	1	10	75.0	17	-0.12093663337268602	-1.594225309021249	1059	1.0
01	1	inverse_cdf	1	10	75.0	18	-0.5010108405962848	-0.6999296058287194	1059	1.0
01	1	inverse_cdf	1	10	75.0	19	-0.8993505029763234	-0.8583280239946476	1059	1.0
01	1	inverse_cdf	1	11	52.5	0	0.6023295337928574	0.3988258986310179	1343	1.0
01	1	inverse_cdf	1	11	52.5	1	0.582117959696495	0.4536757616855434	1343	1.0
01	1	inverse_cdf	1	11	52.5	2	0.5663977562668369	0.1960893861532793	1343	1.0
01	1	inverse_cdf	1	11	52.5	3	0.494100992252628	0.2330612065257304	1343	1.0
01	1	inverse_cdf	1	11	52.5	4	0.5689024212240464	0.1347578850473792	1343	1.0
01	1	inverse_cdf	1	11	52.5	5	0.13087068147680753	-1.2456256786936182	1343	1.0
01	1	inverse_cdf	1	11	52.5	6	0.02850653126343973	-1.5345796371320652	1343	1.0
01	1	inverse_cdf	1	11	52.5	7	0.29404662071746124	-1.7611481595929908	1343	1.0
01	1	inverse_cdf	1	11	52.5	8	0.19557134743060778	-1.5877529805264257	1343	1.0
01	1	inverse_cdf	1	11	52.5	9	0.31132277473281067	-1.8369188364804565	1343	1.0
01	1	inverse_cdf	1	11	52.5	10	0.35857293038415294	-1.5905150368092167	1343	1.0
01	1	inverse_cdf	1	11	52.5	11	0.25137419354651713	-1.574201046005958	1343	1.0
01	1	inverse_cdf	1	11	52.5	12	0.180972686231961	-1.7438018770324974	1343	1.0
01	1	inverse_cdf	1	11	52.5	13	0.20395042120744153	-1.5893066898286687	1343	1.0
01	1	inverse_cdf	1	11	52.5	14	0.0011229847132854182	-1.4078530350191816	1343	1.0
01	1	inverse_cdf	1	11	52.5	15	-0.2498193206630484	-1.5843866076187976	1343	1.0
01	1	inverse_cdf	1	11	52.5	16	-0.29015948317279894	-1.6807118868443922	1343	1.0
01	1	inverse_cdf	1	11	52.5	17	-0.04180957474856037	-1.2927677988939166	1343	1.0
01	1	inverse_cdf	1	11	52.5	18	-0.153330237668765	-1.5115320353719182	1343	1.0
01	1	inverse_cdf	1	11	52.5	19	-0.24783254229388846	-1.389895993563719	1343	1.0
01	1	inverse_cdf	1	12	135.0	0	0.7237683396995404	6.575510994660595	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	1	-0.09605829463950025	-0.10227788071467635	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	2	-0.10979321651698706	0.039390842209135246	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	3	1.0581631799870308	-0.6355832654855307	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	4	0.4332908088364171	-1.3727156194934387	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	5	0.20334576009935268	-1.5677264664248116	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	6	0.3695432261004426	-1.6895156799526918	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	7	0.1026234161898554	-1.6030309906431894	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	8	0.07411694798612253	-1.5967299088808227	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	9	-0.07791779787570233	-1.544161912041376	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	10	-0.3468251925912463	-1.757438006416108	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	11	-0.28100307526510643	-2.1132758105443896	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	12	-0.4675831655687519	-2.188927388858555	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	13	-0.41834756291832326	-1.8704005767988487	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	14	-0.489177357349255	-2.136049734251112	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	15	-0.34069213581186647	-1.9847291266102411	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	16	-0.3669517415453922	-1.8485685872425062	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	17	-0.2754746619360553	-1.7986032005083183	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	18	-0.19228881438780496	-1.7337045697026892	1501	0.9960026648900733
01	1	inverse_cdf	1	12	135.0	19	-0.16412808612835528	-1.5030724814782752	1501	0.9960026648900733
01	1	inverse_cdf	1	13	172.5	0	0.04923854839775144	-0.21993115680465516	1384	1.0
01	1	inverse_cdf	1	13	172.5	1	-0.06150496438162883	-0.2570753905397151	1384	1.0
01	1	inverse_cdf	1	13	172.5	2	0.2745244432121243	-0.4332910411143705	1384	1.0
01	1	inverse_cdf	1	13	172.5	3	2.8142662365983897	-0.13449874899761652	1384	1.0
01	1	inverse_cdf	1	13	172.5	4	2.9062937201886037	-0.48485855438504233	1384	1.0
01	1	inverse_cdf	1	13	172.5	5	0.23219737758780132	-1.7531228884786831	1384	1.0
01	1	inverse_cdf	1	13	172.5	6	-0.19142498726257962	-1.574805253462615	1384	1.0
01	1	inverse_cdf	1	13	172.5	7	-0.08292804400193127	-1.8088725714976497	1384	1.0
01	1	inverse_cdf	1	13	172.5	8	-0.06651521715995708	-2.0148400141745317	1384	1.0
01	1	inverse_cdf	1	13	172.5	9	0.0280746143134126	-1.964625655129622	1384	1.0
01	1	inverse_cdf	1	13	172.5	10	-0.2213132693187618	-2.237143561255895	1384	1.0
01	1	inverse_cdf	1	13	172.5	11	-0.28687695534618374	-2.3098492915807567	1384	1.0
01	1	inverse_cdf	1	13	172.5	12	-0.32289787303946366	-2.3418434216774795	1384	1.0
01	1	inverse_cdf	1	13	172.5	13	-0.27072367485772225	-2.5311143621167154	1384	1.0
01	1	inverse_cdf	1	13	172.5	14	-0.4831311252545677	-2.5582714917743687	1384	1.0
01	1	inverse_cdf	1	13	172.5	15	-0.5584512474640596	-2.386516271071051	1384	1.0
01	1	inverse_cdf	1	13	172.5	16	-0.6091530598726183	-2.479038713719586	1384	1.0
01	1	inverse_cdf	1	13	172.5	17	-0.5330567355083271	-2.478173480748734	1384	1.0
01	1	inverse_cdf	1	13	172.5	18	-0.4543673529936758	-2.526630234512817	1384	1.0
01	1	inverse_cdf	1	13	172.5	19	-0.6433568171738905	-2.5750827662872458	1384	1.0
01	1	inverse_cdf	1	14	127.5	0	2.4604145385916953	9.618459299820536	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	1	-0.8496052344817635	-0.6323868645792488	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	2	2.4160047266510283	-0.9921004864255221	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	3	2.184355725960579	-0.4674103992010278	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	4	2.1162940630901956	-0.5263194757978452	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	5	-0.24990570527715994	-1.6004415018020166	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	6	-0.024014594536417893	-1.4992742176569218	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	7	-0.13087067277846254	-1.5826602505241545	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	8	-0.2680458200887	-1.7017707868467438	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	9	-0.33352262872953786	-1.7066046444611733	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	10	-0.38379586752477407	-1.8910239889172291	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	11	-0.2744380849261336	-1.9236406199008702	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	12	-0.26960072360964565	-1.838644789780176	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	13	-0.33386821438695846	-1.8592687570506692	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	14	-0.36591526436756344	-1.6563727274550302	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	15	-0.19306625411415732	-1.5634108501364314	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	16	-0.19531220020000647	-1.8237156536385766	1477	0.987136086662153
01	1	inverse_cdf	1	14	127.5	17	-0.3714435803308599	-1.9421902640952518	1477	0.987136086662153
