subject	session	mapping	run	trial_nr	orientation	sample_idx	x_deg	y_deg	n_samples	frac_valid
01	1	inverse_cdf	1	1	112.5	0	0.2215724177913723	-0.33317717070232045	750	1.0
01	1	inverse_cdf	1	1	112.5	1	-0.1414093591973839	-0.7478653418667536	750	1.0
01	1	inverse_cdf	1	1	112.5	2	0.12171407911434103	-0.6779055957717157	750	1.0
01	1	inverse_cdf	1	1	112.5	3	-0.04448746160434511	-0.6650359186991405	750	1.0
01	1	inverse_cdf	1	1	112.5	4	-0.05053429765605286	-0.8554780056366018	750	1.0
01	1	inverse_cdf	1	1	112.5	5	0.08249612674568153	-0.7641889696095828	750	1.0
01	1	inverse_cdf	1	1	112.5	6	0.0354172056218279	-0.6759189701259319	750	1.0
01	1	inverse_cdf	1	1	112.5	7	-0.06953863428429745	-0.5167317149566459	750	1.0
01	1	inverse_cdf	1	1	112.5	8	-0.19159775450189756	-0.5577602467708244	750	1.0
01	1	inverse_cdf	1	1	112.5	9	-0.011575380691601347	-0.6315237506788244	750	1.0
01	1	inverse_cdf	1	1	112.5	10	0.013130282575224693	-0.7950217635033798	750	1.0
01	1	inverse_cdf	1	1	112.5	11	-0.03999552368149724	-0.6665909224521486	750	1.0
01	1	inverse_cdf	1	1	112.5	12	-0.28972758541032945	-0.6715141100628749	750	1.0
01	1	inverse_cdf	1	1	112.5	13	-0.27625204471795745	-0.801326183173325	750	1.0
01	1	inverse_cdf	1	1	112.5	14	-0.037058490337169445	-0.7135766972830382	750	1.0
01	1	inverse_cdf	1	1	112.5	15	-0.002591503191452086	-0.7723939224485632	750	1.0
01	1	inverse_cdf	1	1	112.5	16	-0.06228243298383006	-0.6809285867811707	750	1.0
01	1	inverse_cdf	1	1	112.5	17	-0.23833050521773505	-0.7840535255862245	750	1.0
01	1	inverse_cdf	1	1	112.5	18	-0.4657691676606554	-0.6272050994152647	750	1.0
01	1	inverse_cdf	1	1	112.5	19	-0.5645838865273994	-0.9042731393166524	750	1.0
01	1	inverse_cdf	1	2	120.0	0	0.2855812860329217	0.10996598346910476	751	1.0
01	1	inverse_cdf	1	2	120.0	1	0.640851959563602	0.08603783659733794	751	1.0
01	1	inverse_cdf	1	2	120.0	2	0.6100167951330683	0.23539352748625353	751	1.0
01	1	inverse_cdf	1	2	120.0	3	0.47371578902874617	-0.03204824671652987	751	1.0
01	1	inverse_cdf	1	2	120.0	4	0.30328941331977943	0.08603784097063072	751	1.0
01	1	inverse_cdf	1	2	120.0	5	0.2767703873640918	0.0775722319016334	751	1.0
01	1	inverse_cdf	1	2	120.0	6	0.3381008577849376	-0.09338041494179394	751	1.0
