subject	roi	train_condition	voxel	train_r2	r_value	r_orientation	r_advantage	predicted_gap
03	BensonV1	cdf	721	0.08747119	0.28094685	0.33658427	-0.05563742	0.07576575
03	BensonV1	cdf	453	0.0869326	0.62579906	0.7270611	-0.10126203	0.15715396
03	BensonV1	cdf	583	0.08630234	-0.03201794	0.15978453	-0.19180247	0.12650658
03	BensonV1	cdf	283	0.08614695	0.016941853	0.2558093	-0.23886746	0.09098754
03	BensonV1	cdf	716	0.08600223	0.30864206	0.42330277	-0.11466071	0.060367726
03	BensonV1	cdf	490	0.08547729	0.43770036	0.6522212	-0.21452084	0.13434857
03	BensonV1	cdf	119	0.084227026	-0.05922478	0.11931986	-0.17854464	0.13448487
03	BensonV1	cdf	295	0.08376157	0.08203677	0.4027408	-0.32070404	0.14971809
03	BensonV1	cdf	474	0.08343601	0.13325018	0.29060116	-0.15735099	0.3963604
03	BensonV1	cdf	561	0.083290696	0.2158435	0.27118164	-0.055338144	0.30765897
03	BensonV1	cdf	500	0.08314699	0.6826609	0.7657629	-0.08310205	0.08636859
03	BensonV1	cdf	443	0.08278787	0.44885436	0.4518971	-0.0030427575	0.11077994
03	BensonV1	cdf	588	0.08111966	0.20445405	0.26626283	-0.06180878	0.08820385
03	BensonV1	cdf	318	0.08092713	0.43529466	0.48141488	-0.046120226	0.19647467
03	BensonV1	cdf	570	0.080305934	0.3349465	0.43408576	-0.09913924	0.32424766
03	BensonV1	cdf	730	0.07982725	-0.0024130547	0.14775158	-0.15016463	0.14938661
03	BensonV1	cdf	311	0.079337	0.07547242	0.20918082	-0.13370839	0.15143089
03	BensonV1	cdf	785	0.07892889	0.34847513	0.5717298	-0.22325465	0.12641576
03	BensonV1	cdf	506	0.078734756	0.22574633	0.41703424	-0.1912879	0.32371476
03	BensonV1	cdf	22	0.078170955	0.31515396	0.3938097	-0.07865575	0.23001438
03	BensonV1	cdf	324	0.078003585	0.5501097	0.369112	0.18099767	0.07749538
03	BensonV1	cdf	256	0.07795948	0.46031758	0.49375126	-0.033433676	0.06685941
03	BensonV1	cdf	423	0.07789302	-0.379424	-0.3050595	-0.07436451	0.11207801
03	BensonV1	cdf	498	0.07787973	0.27024022	0.49565324	-0.22541302	0.16213527
03	BensonV1	cdf	254	0.07767886	0.40270177	0.54673135	-0.14402959	0.13803019
03	BensonV1	cdf	527	0.077539206	0.31738335	0.3439618	-0.026578456	0.082120895
03	BensonV1	cdf	783	0.07729173	0.31176737	0.4419369	-0.13016954	0.075808056
03	BensonV1	cdf	212	0.07709736	0.29953647	0.50944203	-0.20990556	0.1385839
03	BensonV1	cdf	720	0.07697147	0.039530106	0.3455159	-0.3059858	0.19060014
03	BensonV1	cdf	563	0.07681227	0.51248354	0.5141904	-0.0017068386	0.12275396
03	BensonV1	cdf	710	0.07586813	0.70769054	0.62970394	0.0779866	0.10242659
03	BensonV1	cdf	326	0.07441056	0.32372117	0.32342777	0.00029340386	0.05490993
03	BensonV1	cdf	165	0.074017346	0.15104857	0.17132649	-0.020277917	0.06707184
03	BensonV1	cdf	408	0.07375711	0.3539446	0.40194687	-0.048002273	0.07164774
03	BensonV1	cdf	713	0.07370144	0.82698244	0.83975726	-0.012774825	0.07409244
03	BensonV1	cdf	708	0.07322234	0.58826697	0.600685	-0.012418032	0.2549695
03	BensonV1	cdf	381	0.07310116	-0.024050718	0.08490877	-0.10895949	0.1788248
03	BensonV1	cdf	778	0.072805226	0.31820557	0.47205883	-0.15385327	0.11955945
03	BensonV1	cdf	400	0.07270658	0.4283107	0.37860438	0.04970631	0.13780513
03	BensonV1	cdf	574	0.072618365	0.30471244	0.43567654	-0.1309641	0.24672417
03	BensonV1	cdf	1	0.07253021	0.19250007	0.17427541	0.018224657	0.21409984
03	BensonV1	cdf	121	0.07246053	-0.09963319	-0.23057659	0.1309434	0.1611849
03	BensonV1	cdf	414	0.07191169	0.23447551	0.3721468	-0.13767128	0.13205871
03	BensonV1	cdf	814	0.07165778	0.1858965	0.19633661	-0.010440111	0.04344975
03	BensonV1	cdf	149	0.07044017	0.17402117	0.52025527	-0.34623408	0.13678952
03	BensonV1	cdf	724	0.07005513	0.5383603	0.44195154	0.096408755	0.07577233
03	BensonV1	cdf	385	0.06990659	0.11447335	0.1759403	-0.061466955	0.14040385
03	BensonV1	cdf	841	0.06978822	0.24271801	0.052552592	0.19016542	0.14743602
03	BensonV1	inverse_cdf	712	0.23337209	0.51659787	0.6130572	-0.09645933	0.18869732
03	BensonV1	inverse_cdf	650	0.22203755	0.4104868	0.39190295	0.018583834	0.14097054
03	BensonV1	inverse_cdf	490	0.21641439	0.6854226	0.6693825	0.016040087	0.184254
03	BensonV1	inverse_cdf	713	0.2146573	0.5257874	0.658929	-0.13314158	0.15518759
03	BensonV1	inverse_cdf	603	0.20612639	0.6963644	0.72345555	-0.027091146	0.17329095
03	BensonV1	inverse_cdf	495	0.20136869	0.8308436	0.7970153	0.033828318	0.17225932
03	BensonV1	inverse_cdf	405	0.1810031	0.41623995	0.42465603	-0.008416086	0.11309812
03	BensonV1	inverse_cdf	709	0.1776784	0.30471823	0.39547056	-0.09075233	0.15484716
03	BensonV1	inverse_cdf	665	0.16328478	0.6857314	0.7416123	-0.055880904	0.12091499
03	BensonV1	inverse_cdf	606	0.15715617	0.6132178	0.5641787	0.049039066	0.10358182
03	BensonV1	inverse_cdf	704	0.15561384	0.39419088	0.48496005	-0.09076917	0.13221684
03	BensonV1	inverse_cdf	710	0.14701885	0.4521155	0.576407	-0.12429151	0.15334618
03	BensonV1	inverse_cdf	403	0.14447802	0.32881898	0.24491069	0.08390829	0.08328565
03	BensonV1	inverse_cdf	646	0.13963646	0.4871947	0.59174806	-0.10455337	0.15797384
03	BensonV1	inverse_cdf	272	0.13508111	0.5824729	0.55493444	0.027538478	0.11636989
03	BensonV1	inverse_cdf	640	0.13034564	0.38997373	0.48046404	-0.09049031	0.38678837
03	BensonV1	inverse_cdf	200	0.1296739	0.7080459	0.72391224	-0.01586634	0.17404518
03	BensonV1	inverse_cdf	647	0.12681329	0.2984793	0.38097647	-0.08249718	0.32011914
03	BensonV1	inverse_cdf	594	0.12629098	0.36417675	0.34758064	0.016596109	0.10295163
03	BensonV1	inverse_cdf	664	0.12568557	0.770114	0.786189	-0.016075015	0.120136976
03	BensonV1	inverse_cdf	349	0.12470776	0.54647595	0.5456654	0.00081056356	0.10316867
03	BensonV1	inverse_cdf	578	0.12449938	0.43205336	0.44851956	-0.0164662	0.21477386
03	BensonV1	inverse_cdf	491	0.12334621	0.38531727	0.47049332	-0.08517605	0.088991374
03	BensonV1	inverse_cdf	659	0.11723721	0.4564813	0.5888272	-0.13234589	0.15327443
03	BensonV1	inverse_cdf	644	0.11712515	0.45828652	0.5387376	-0.08045107	0.38034484
03	BensonV1	inverse_cdf	582	0.11402011	0.36361092	0.44179124	-0.07818031	0.23828751
03	BensonV1	inverse_cdf	500	0.112393975	0.58685756	0.51801884	0.068838716	0.08622632
03	BensonV1	inverse_cdf	409	0.11075324	0.6602061	0.6272356	0.032970488	0.08627819
03	BensonV1	inverse_cdf	726	0.11054134	0.5592658	0.55160594	0.0076598525	0.07126445
03	BensonV1	inverse_cdf	711	0.109075546	0.12666447	0.25461575	-0.12795128	0.118156806
03	BensonV1	inverse_cdf	733	0.1069482	0.41993383	0.3947141	0.025219738	0.110002615
03	BensonV1	inverse_cdf	412	0.1068781	0.43601316	0.3420728	0.09394035	0.10991796
03	BensonV1	inverse_cdf	493	0.104833424	0.6186091	0.60745543	0.011153638	0.07395161
03	BensonV1	inverse_cdf	212	0.10460675	0.4918138	0.4687374	0.023076415	0.13354978
03	BensonV1	inverse_cdf	778	0.10373396	0.53406894	0.41180634	0.1222626	0.08751491
03	BensonV1	inverse_cdf	661	0.10276151	0.6495043	0.6411572	0.008347094	0.072032005
03	BensonV1	inverse_cdf	487	0.10239184	0.31815434	0.41532567	-0.09717134	0.39656383
03	BensonV1	inverse_cdf	581	0.10059291	0.44415706	0.38254243	0.061614633	0.13671656
03	BensonV1	inverse_cdf	328	0.09929025	0.52169245	0.54248846	-0.020796001	0.06556295
03	BensonV1	inverse_cdf	521	0.099172235	0.29357833	0.18325627	0.11032206	0.09809549
03	BensonV1	inverse_cdf	501	0.09856397	0.660129	0.6222734	0.037855625	0.06096926
03	BensonV1	inverse_cdf	329	0.09841448	0.4096585	0.37232265	0.037335843	0.06373308
03	BensonV1	inverse_cdf	431	0.097961664	0.5860387	0.51336384	0.07267487	0.08842354
03	BensonV1	inverse_cdf	193	0.09751344	0.19748993	0.12978189	0.067708045	0.18314838
03	BensonV1	inverse_cdf	605	0.09485626	0.54202765	0.55280167	-0.010774016	0.091350175
03	BensonV1	inverse_cdf	598	0.09477103	0.43845356	0.54694104	-0.10848749	0.110315755
03	BensonV1	inverse_cdf	149	0.09441984	0.22228299	0.31555715	-0.09327416	0.06969397
03	BensonV1	inverse_cdf	415	0.09187055	0.56389326	0.5536362	0.010257065	0.08847147
03	BensonV1	inverse_cdf	492	0.0910759	0.6383593	0.5943412	0.04401809	0.123317614
03	BensonV1	inverse_cdf	509	0.09036887	-0.33158788	-0.34590724	0.01431936	0.07914156
03	BensonV1	inverse_cdf	98	0.08999103	0.43271	0.36114478	0.07156521	0.08236842
03	BensonV1	inverse_cdf	667	0.08997136	0.5989331	0.59937376	-0.00044065714	0.07515926
03	BensonV1	inverse_cdf	406	0.08943874	0.35790345	0.22449985	0.1334036	0.09729158
03	BensonV1	inverse_cdf	707	0.08920032	0.5199184	0.56181145	-0.041893065	0.19149615
03	BensonV1	inverse_cdf	575	0.088406384	0.15378329	0.40162644	-0.24784315	0.1331535
03	BensonV1	inverse_cdf	350	0.08764243	0.40096363	0.3810288	0.019934833	0.07728205
03	BensonV1	inverse_cdf	566	0.08741993	0.023145871	0.062961735	-0.039815865	0.07651073
03	BensonV1	inverse_cdf	202	0.08679092	0.48476037	0.38499698	0.09976339	0.15535402
03	BensonV1	inverse_cdf	345	0.086295485	0.2551212	0.09786117	0.15726003	0.087327726
03	BensonV1	inverse_cdf	485	0.08606857	0.30596507	0.3523373	-0.046372235	0.06660715
03	BensonV1	inverse_cdf	449	0.08605409	0.61365473	0.6664052	-0.05275047	0.14074132
03	BensonV1	inverse_cdf	548	0.08560306	0.4499786	0.3464039	0.10357469	0.09682255
03	BensonV1	inverse_cdf	635	0.08525294	0.44410807	0.46084622	-0.016738147	0.15654549
03	BensonV1	inverse_cdf	357	0.08453262	0.2988556	0.28475386	0.014101744	0.10217058
03	BensonV1	inverse_cdf	77	0.08419794	0.12180635	0.12093357	0.00087278336	0.117195055
03	BensonV1	inverse_cdf	602	0.083821476	0.4296976	0.4577975	-0.028099895	0.1071171
03	BensonV1	inverse_cdf	154	0.08359772	0.58146536	0.60315716	-0.0216918	0.06740561
03	BensonV1	inverse_cdf	369	0.08259106	0.2630337	0.15296406	0.11006963	0.15698932
03	BensonV1	inverse_cdf	608	0.082101405	0.1767194	0.15597323	0.020746171	0.08332287
03	BensonV1	inverse_cdf	268	0.081917465	0.50600374	0.5097329	-0.0037291646	0.056570638
03	BensonV1	inverse_cdf	410	0.08089054	0.3094346	0.26136002	0.048074573	0.07244448
03	BensonV1	inverse_cdf	191	0.08016622	0.65856093	0.663125	-0.004564047	0.11822562
03	BensonV1	inverse_cdf	148	0.079660594	0.277703	0.21684861	0.060854375	0.118772715
03	BensonV1	inverse_cdf	536	0.07921821	-0.10738282	-0.14479096	0.037408143	0.075937144
03	BensonV1	inverse_cdf	276	0.07888669	0.31993595	0.3946734	-0.07473746	0.09060881
03	BensonV1	inverse_cdf	254	0.07888061	0.46371827	0.54258364	-0.07886538	0.20648195
03	BensonV1	inverse_cdf	708	0.078840256	0.5230666	0.5878467	-0.064780116	0.19817977
03	BensonV1	inverse_cdf	645	0.07794702	0.4445405	0.5254924	-0.08095193	0.16859911
03	BensonV1	inverse_cdf	736	0.077554524	-0.03856642	-0.18959263	0.1510262	0.1356367
03	BensonV1	inverse_cdf	648	0.07634789	0.24031885	0.30393645	-0.0636176	0.1546631
03	BensonV1	inverse_cdf	632	0.07630527	0.20524818	0.3367625	-0.13151431	0.12330984
03	BensonV1	inverse_cdf	370	0.075610936	0.38416317	0.42978385	-0.04562068	0.07279655
03	BensonV1	inverse_cdf	577	0.0756017	0.636185	0.6974174	-0.061232388	0.091850474
03	BensonV1	inverse_cdf	223	0.07532966	0.1462722	0.14918335	-0.0029111505	0.07752249
03	BensonV1	inverse_cdf	679	0.07532561	-0.41402906	-0.4092246	-0.004804462	0.10143466
03	BensonV1	inverse_cdf	601	0.07495439	0.067910306	0.05014822	0.017762087	0.10759908
03	BensonV1	inverse_cdf	346	0.07389009	0.36548784	0.3002723	0.06521556	0.10285425
03	BensonV1	inverse_cdf	584	0.07339662	0.19927087	0.2313692	-0.032098323	0.10563272
03	BensonV1	inverse_cdf	93	0.073381186	0.038598243	0.03543232	0.003165923	0.04808286
03	BensonV1	inverse_cdf	715	0.073307216	0.6287033	0.6195674	0.009135902	0.06405465
03	BensonV1	inverse_cdf	510	0.07210058	0.095431775	0.120348275	-0.0249165	0.05441438
03	BensonV1	inverse_cdf	142	0.07202232	0.0671798	-0.023896346	0.09107614	0.06424224
03	BensonV1	inverse_cdf	317	0.071837544	0.60193413	0.6787551	-0.07682097	0.13493471
03	BensonV1	inverse_cdf	597	0.07162762	0.37265956	0.2840942	0.08856535	0.10732038
03	BensonV1	inverse_cdf	781	0.07150602	0.64973783	0.50444984	0.14528799	0.04993498
03	BensonV1	inverse_cdf	526	0.07147932	0.12578599	0.1641117	-0.038325712	0.09669477
03	BensonV1	inverse_cdf	494	0.07135868	0.4932323	0.42086604	0.07236627	0.0629611
03	BensonV1	inverse_cdf	269	0.07081485	0.43272623	0.49178585	-0.05905962	0.112035796
03	BensonV1	inverse_cdf	145	0.07079309	0.0035893668	-0.06791202	0.07150139	0.08953174
03	BensonV1	inverse_cdf	324	0.07041246	0.56457573	0.6272036	-0.06262785	0.06342449
03	NPCr	cdf	327	0.120103	0.08838381	0.118370794	-0.029986985	0.12003016
03	NPCr	cdf	586	0.11229861	0.10215158	0.27150953	-0.16935796	0.1262573
03	NPCr	cdf	166	0.102513075	0.03531496	0.27681443	-0.24149947	0.09254031
03	NPCr	cdf	238	0.092822134	0.30312124	0.38262108	-0.07949984	0.07788186
03	NPCr	cdf	84	0.08837813	-0.19036798	-0.01366951	-0.17669848	0.12489057
03	NPCr	cdf	550	0.08507931	-0.0017638261	0.20441474	-0.20617856	0.09656281
03	NPCr	cdf	35	0.08310032	0.1325406	0.15113889	-0.018598288	0.063253365
03	NPCr	cdf	456	0.082550466	-0.10586742	-0.23378614	0.12791872	0.083425924
03	NPCr	cdf	313	0.079467595	0.36094174	0.62537473	-0.264433	0.08185001
03	NPCr	cdf	145	0.0785746	-0.03980852	0.09215711	-0.13196564	0.074141055
03	NPCr	cdf	430	0.075107336	0.062014945	0.16483825	-0.10282331	0.13241799
03	NPCr	cdf	435	0.07479268	0.23888452	0.46689853	-0.228014	0.10277073
03	NPCr	cdf	597	0.07477981	0.33736658	0.30545354	0.031913042	0.105968006
03	NPCr	cdf	330	0.07385731	-0.03163154	0.15125488	-0.18288642	0.058550287
03	NPCr	cdf	552	0.07040185	-0.090638496	0.05647448	-0.14711298	0.083935395
03	NPCr	cdf	583	0.070352614	0.042268254	0.091060236	-0.048791982	0.06557402
03	NPCr	cdf	431	0.07025707	0.013463983	0.03978932	-0.026325336	0.10124149
03	NPCr	cdf	533	0.06998092	0.17732784	0.17910646	-0.0017786175	0.14035834
03	NPCr	cdf	310	0.06987196	0.041951887	0.024673233	0.017278655	0.08032442
03	NPCr	cdf	427	0.06978607	-0.06562479	0.051300347	-0.116925135	0.100987576
03	NPCr	cdf	319	0.06933284	0.124323	0.12771344	-0.0033904389	0.09168864
03	NPCr	cdf	83	0.068985105	0.0031108244	0.14525345	-0.14214262	0.07260122
03	NPCr	cdf	285	0.06643516	0.34854612	0.29092398	0.057622135	0.05714317
03	NPCr	cdf	135	0.0659948	0.2879638	0.10246036	0.18550345	0.060984734
03	NPCr	cdf	261	0.06568122	0.11183636	0.27296773	-0.16113137	0.074063964
03	NPCr	cdf	123	0.0640983	-0.03449526	0.055386294	-0.089881554	0.09314477
03	NPCr	cdf	269	0.063338995	0.08684405	-0.057303976	0.14414802	0.09726236
03	NPCr	cdf	635	0.06317067	-0.058265008	0.14418744	-0.20245245	0.14371035
03	NPCr	cdf	320	0.06147647	0.22761793	0.3024925	-0.074874565	0.09007673
03	NPCr	cdf	701	0.06115687	0.11445915	-0.07863866	0.1930978	0.104935296
03	NPCr	cdf	144	0.06007147	-0.03710134	0.114885196	-0.15198654	0.066767834
03	NPCr	cdf	371	0.05951208	0.121849135	0.10864723	0.013201907	0.076984674
03	NPCr	cdf	364	0.059447706	0.14912085	0.14505424	0.0040666163	0.093643285
03	NPCr	cdf	734	0.059268773	0.2277411	0.24523008	-0.017488971	0.06634648
03	NPCr	cdf	808	0.059012353	0.050391555	0.24489617	-0.19450462	0.11182873
03	NPCr	cdf	93	0.05880755	-0.1853685	0.08170594	-0.26707444	0.091674164
03	NPCr	cdf	324	0.058012784	0.32433182	0.28823754	0.036094278	0.12204708
03	NPCr	cdf	484	0.057745993	0.16307893	0.06226196	0.10081697	0.13538085
03	NPCr	cdf	582	0.057413757	0.29608035	0.1607625	0.13531785	0.09848179
03	NPCr	cdf	425	0.05608338	0.056512583	0.08841756	-0.031904977	0.07329504
03	NPCr	cdf	344	0.056013525	0.38766867	0.46452135	-0.07685268	0.0684829
03	NPCr	cdf	678	0.054616988	0.27232245	0.31156594	-0.03924349	0.07220381
03	NPCr	cdf	498	0.053805113	-0.26969364	-0.23177004	-0.037923604	0.1493028
03	NPCr	cdf	47	0.05370468	0.06220197	-0.007790226	0.06999219	0.11942903
03	NPCr	cdf	660	0.053685248	0.30704877	0.45616755	-0.14911878	0.16899897
03	NPCr	cdf	380	0.053133726	0.18067014	0.068121165	0.11254898	0.08074022
03	NPCr	cdf	265	0.0529567	0.12215609	0.079290755	0.042865336	0.073982626
03	NPCr	cdf	284	0.05243528	0.3204819	0.27159762	0.048884273	0.07543395
03	NPCr	cdf	398	0.05147952	0.3430942	0.35762155	-0.014527351	0.1916523
03	NPCr	cdf	664	0.05145818	0.20551033	0.15262458	0.052885756	0.1341707
03	NPCr	cdf	146	0.05110711	0.10825964	0.061205067	0.047054574	0.082510404
03	NPCr	cdf	680	0.050337493	0.35918713	0.13636228	0.22282484	0.099674985
03	NPCr	cdf	534	0.049948215	-0.07177909	-0.10357369	0.0317946	0.09738458
03	NPCr	cdf	509	0.0497545	0.12680593	0.029476348	0.09732959	0.065591045
03	NPCr	cdf	171	0.049457014	0.23890357	0.2618359	-0.022932336	0.061433606
03	NPCr	cdf	587	0.049445987	0.21099183	0.23882693	-0.0278351	0.11103033
03	NPCr	cdf	382	0.049345136	0.14777906	0.21642657	-0.068647504	0.14047515
03	NPCr	cdf	331	0.049283147	0.29123703	0.40000305	-0.10876602	0.06747947
03	NPCr	cdf	396	0.047270656	0.1660371	0.008291016	0.15774608	0.08729047
03	NPCr	cdf	287	0.04709375	0.45601624	0.36628544	0.0897308	0.053426955
03	NPCr	cdf	792	0.047065675	0.34148124	0.2502476	0.09123364	0.061281566
03	NPCr	cdf	665	0.046842277	0.14427175	0.17462035	-0.030348599	0.07169299
03	NPCr	cdf	686	0.046597004	-0.018899936	-0.041224577	0.02232464	0.13360019
03	NPCr	cdf	315	0.046361864	0.22338626	0.28754702	-0.064160764	0.085976906
03	NPCr	cdf	633	0.04635799	0.23807473	0.26424965	-0.026174918	0.13073638
03	NPCr	cdf	639	0.045735717	0.2780665	-0.054857634	0.33292413	0.09845951
03	NPCr	cdf	38	0.045621455	-0.17711726	-0.17970857	0.002591312	0.062140785
03	NPCr	cdf	207	0.0453583	0.34389058	0.30250767	0.04138291	0.06850509
03	NPCr	cdf	263	0.045113146	0.100871846	0.17946342	-0.07859157	0.09271439
03	NPCr	cdf	578	0.044853687	-0.03399015	-0.24427244	0.2102823	0.06319951
03	NPCr	cdf	630	0.044292092	0.24549352	0.050810654	0.19468287	0.07253391
03	NPCr	cdf	636	0.044210553	0.053616453	0.15835762	-0.10474117	0.07048785
03	NPCr	cdf	241	0.043888092	0.087166905	-0.056071524	0.14323843	0.06767962
03	NPCr	cdf	8	0.04379964	0.24529463	-0.16391385	0.40920848	0.099128515
03	NPCr	cdf	471	0.043498218	-0.12385034	-0.13177155	0.007921211	0.09677434
03	NPCr	cdf	206	0.04333836	0.051608045	0.17467757	-0.123069525	0.05364356
03	NPCr	cdf	363	0.043015778	-0.22799629	-0.25217697	0.02418068	0.10413542
03	NPCr	cdf	176	0.042927742	-0.25899273	-0.1921181	-0.06687464	0.07834443
03	NPCr	cdf	759	0.042756557	-0.35505608	-0.080566	-0.2744901	0.08202853
03	NPCr	cdf	648	0.04270649	0.33973277	0.25730845	0.08242431	0.08579393
03	NPCr	cdf	576	0.04235941	0.35469422	0.23649463	0.11819959	0.12234685
03	NPCr	cdf	650	0.04230547	-0.119194984	-0.20585088	0.0866559	0.082058534
03	NPCr	cdf	278	0.0420835	0.43055	0.2631888	0.1673612	0.09747364
03	NPCr	cdf	794	0.042065203	0.26184928	0.13618918	0.1256601	0.07112236
03	NPCr	cdf	508	0.041921318	0.21582659	0.25875038	-0.042923793	0.05830353
03	NPCr	cdf	399	0.04176843	0.22694825	0.2323661	-0.0054178536	0.080502346
03	NPCr	cdf	418	0.04150802	0.032903317	0.013504527	0.01939879	0.056470722
03	NPCr	cdf	323	0.041469812	0.29770187	0.37254417	-0.074842304	0.09834752
03	NPCr	cdf	377	0.041280746	0.21187581	0.22660506	-0.0147292465	0.06808884
03	NPCr	cdf	309	0.041140676	0.3003682	0.4529221	-0.15255392	0.091368675
03	NPCr	cdf	50	0.040972948	-0.14650202	0.0009585217	-0.14746054	0.16733375
03	NPCr	cdf	139	0.040963173	0.10673875	0.29064998	-0.18391123	0.052169345
03	NPCr	cdf	458	0.040495574	0.13833348	0.041006844	0.09732664	0.042558618
03	NPCr	cdf	564	0.04048425	0.09195485	0.10399201	-0.012037158	0.06584514
03	NPCr	cdf	175	0.040391326	-0.16407086	-0.08104008	-0.08303078	0.09435029
03	NPCr	cdf	590	0.040332675	0.111407004	0.38948193	-0.27807492	0.0897091
03	NPCr	cdf	231	0.040286243	0.2872573	0.19644819	0.09080912	0.1108565
03	NPCr	cdf	408	0.04021716	-0.042435642	0.067421794	-0.10985744	0.09787662
03	NPCr	cdf	468	0.0402171	0.06490556	0.12357899	-0.058673427	0.04691961
03	NPCr	cdf	502	0.039833486	-0.35526738	-0.21370283	-0.14156455	0.080424845
03	NPCr	inverse_cdf	551	0.122665286	0.091309145	-0.0066020777	0.097911224	0.11908413
03	NPCr	inverse_cdf	2	0.107910514	-0.22255984	-0.20901868	-0.013541162	0.066354655
03	NPCr	inverse_cdf	796	0.09593624	0.00025272806	0.13480793	-0.1345552	0.087722875
