subject	mode_1	mode_2	fwhm	amplitude	r2_shift	r2_joint	voxel	ses1_cond	mode_cdf	mode_inv	dshift	bin
03	40.99082	10.4755335	2.0549738	0.5950125	0.033543706	0.03912449	24	inverse_cdf	10.4755335	40.99082	30.515286500000002	14.0
03	16.371792	16.482815	1.0198352	1.2172296	0.019878328	0.038769007	706	inverse_cdf	16.482815	16.371792	-0.11102299999999943	14.0
03	22.16555	21.458197	1.1749139	1.3668458	0.040477633	0.038632274	510	inverse_cdf	21.458197	22.16555	0.7073530000000012	22.0
03	42.560413	25.545698	5.056455	0.5567021	0.019717693	0.038315	577	inverse_cdf	25.545698	42.560413	17.014714999999995	22.0
03	39.80133	23.821363	4.45316	0.47848094	0.05180061	0.038125753	301	inverse_cdf	23.821363	39.80133	15.979966999999998	22.0
03	7.047354	2.5005825	44.79283	1.119941	0.040322125	0.03803873	287	inverse_cdf	2.5005825	7.047354	4.5467715	5.0
03	10.073488	8.237006	6.8451304	0.53362316	0.03912723	0.037755847	533	inverse_cdf	8.237006	10.073488	1.8364820000000002	5.0
03	39.869686	35.048397	2.0461004	0.89433235	0.044881284	0.037222564	416	inverse_cdf	35.048397	39.869686	4.821289	39.5
03	7.162329	13.96062	26.201292	0.5029562	0.025231004	0.036709547	494	inverse_cdf	13.96062	7.162329	-6.798291000000001	14.0
03	0.18253185	1.5334724	22.664507	0.96022695	0.037482798	0.036275566	135	inverse_cdf	1.5334724	0.18253185	-1.35094055	5.0
03	20.914885	18.921274	27.957901	0.64037824	0.036566794	0.03602177	763	inverse_cdf	18.921274	20.914885	1.9936110000000014	22.0
03	2.151342	6.7871366	8.98612	0.40683645	0.03732723	0.035794318	239	inverse_cdf	6.7871366	2.151342	-4.6357946000000005	5.0
03	24.312899	27.605959	42.710297	1.0372959	0.036489844	0.03574133	791	inverse_cdf	27.605959	24.312899	-3.293059999999997	30.0
03	19.096262	14.777594	12.323458	0.36910996	0.039710224	0.035018623	597	inverse_cdf	14.777594	19.096262	4.318667999999999	14.0
03	39.588024	21.710493	3.2380438	0.7868416	0.053835154	0.034379125	590	inverse_cdf	21.710493	39.588024	17.877530999999998	22.0
03	14.48463	15.403073	5.368231	0.6807147	0.035325706	0.034364283	300	inverse_cdf	15.403073	14.48463	-0.9184429999999999	14.0
03	2.8587186	25.134245	1.0301558	0.54272205	0.047339022	0.03404522	520	inverse_cdf	25.134245	2.8587186	-22.2755264	22.0
03	18.905981	18.177858	11.174966	0.40208858	0.03406906	0.03392452	109	inverse_cdf	18.177858	18.905981	0.7281230000000001	22.0
03	28.441673	27.565588	3.9410357	0.67524457	0.03441131	0.03377217	72	inverse_cdf	27.565588	28.441673	0.8760849999999998	30.0
03	4.5246377	0.9131639	46.683372	0.8082199	0.038124442	0.033630848	421	inverse_cdf	0.9131639	4.5246377	3.6114738000000006	5.0
03	5.002648	35.257587	4.6931705	0.63527554	0.05413443	0.033260822	456	inverse_cdf	35.257587	5.002648	-30.254939	39.5
03	15.200536	5.569586	5.970772	0.80290616	0.049907267	0.033238888	430	inverse_cdf	5.569586	15.200536	9.630949999999999	5.0
03	15.187037	11.702474	25.670446	0.5981959	0.034519494	0.033011734	438	inverse_cdf	11.702474	15.187037	3.4845629999999996	14.0
03	41.265144	22.213207	0.6985873	1.0671774	0.054337084	0.03296435	122	inverse_cdf	22.213207	41.265144	19.051937	22.0
03	21.810032	2.3220305	37.58272	0.62463224	0.04692167	0.03286028	1	inverse_cdf	2.3220305	21.810032	19.4880015	5.0
03	2.4129212	25.283089	0.28885144	2.2110276	0.035286963	0.03285134	160	inverse_cdf	25.283089	2.4129212	-22.8701678	22.0
03	25.848671	13.930386	4.5618753	0.59402287	0.058838606	0.03285104	84	inverse_cdf	13.930386	25.848671	11.918285	14.0
03	21.797228	30.43831	0.5592777	0.9203617	0.03692013	0.03235358	412	inverse_cdf	30.43831	21.797228	-8.641082	30.0
03	14.301474	16.352283	3.885654	0.95506656	0.033708155	0.03233266	676	inverse_cdf	16.352283	14.301474	-2.050808999999999	14.0
03	41.047134	10.641862	1.9424261	0.7988553	0.06623757	0.032107532	582	inverse_cdf	10.641862	41.047134	30.405272	14.0
03	4.5239143	7.615476	3.6412914	0.51667625	0.040652215	0.03210044	236	inverse_cdf	7.615476	4.5239143	-3.0915616999999997	5.0
03	4.418843	5.182797	1.0199505	0.92610294	0.034426212	0.032010376	319	inverse_cdf	5.182797	4.418843	-0.763954	5.0
03	0.62929463	5.6054077	6.694247	0.8166291	0.038876474	0.03196335	323	inverse_cdf	5.6054077	0.62929463	-4.97611307	5.0
03	21.415047	3.4646666	4.5147767	1.2377851	0.0452224	0.031850576	522	inverse_cdf	3.4646666	21.415047	17.9503804	5.0
03	22.708378	5.75054	0.45920703	2.1410024	0.045419157	0.031516433	574	inverse_cdf	5.75054	22.708378	16.957838	5.0
03	40.716633	26.293161	1.1545535	0.690824	0.033832133	0.03132367	172	inverse_cdf	26.293161	40.716633	14.423472	30.0
03	22.25832	15.749984	1.5691429	0.36114118	0.04076004	0.031269908	600	inverse_cdf	15.749984	22.25832	6.508336000000002	14.0
03	30.675533	27.763746	4.2690377	0.69315463	0.041524887	0.031259775	749	inverse_cdf	27.763746	30.675533	2.9117870000000003	30.0
03	16.364227	5.5792017	6.3968744	0.6335036	0.038023353	0.031164706	327	inverse_cdf	5.5792017	16.364227	10.785025300000001	5.0
03	17.2499	17.504593	1.750817	1.7139013	0.03285706	0.031116962	278	inverse_cdf	17.504593	17.2499	-0.2546929999999996	14.0
03	21.682714	22.226074	0.87078905	0.5025707	0.03118378	0.031028807	52	inverse_cdf	22.226074	21.682714	-0.5433599999999998	22.0
03	18.85569	18.881344	0.5721437	3.3508825	0.03112936	0.03091073	469	inverse_cdf	18.881344	18.85569	-0.0256539999999994	22.0
03	22.863708	0.2808751	3.2671778	0.5680938	0.043014467	0.030849636	519	inverse_cdf	0.2808751	22.863708	22.5828329	5.0
03	15.072539	25.754568	5.8137693	0.6460765	0.041106462	0.030820489	794	inverse_cdf	25.754568	15.072539	-10.682028999999998	22.0
03	27.556267	8.018042	0.9904089	0.8731223	0.032276094	0.030738115	171	inverse_cdf	8.018042	27.556267	19.538224999999997	5.0
03	30.31569	27.750212	5.8443785	0.5766334	0.028454602	0.030722141	669	inverse_cdf	27.750212	30.31569	2.565477999999999	30.0
03	16.383825	41.499435	0.89549834	1.652836	0.03145075	0.030649662	473	inverse_cdf	41.499435	16.383825	-25.115609999999997	39.5
03	38.777306	38.671932	0.5965284	0.72009975	0.027703643	0.03049618	304	inverse_cdf	38.671932	38.777306	0.10537400000000474	39.5
03	2.317172	5.1747837	0.6995636	0.8005402	0.044671416	0.030415058	17	inverse_cdf	5.1747837	2.317172	-2.8576117	5.0
03	16.351292	16.476904	0.9677992	1.2835785	0.03064239	0.030313075	731	inverse_cdf	16.476904	16.351292	-0.12561200000000028	14.0
03	28.000164	30.111135	0.46560803	0.5712487	0.03393787	0.030121744	334	inverse_cdf	30.111135	28.000164	-2.1109709999999993	30.0
03	33.13215	41.800343	22.786755	0.37625894	0.03546852	0.030115187	284	inverse_cdf	41.800343	33.13215	-8.668192999999995	39.5
03	23.720781	28.342876	2.0706189	0.5834364	0.04529828	0.030020952	604	inverse_cdf	28.342876	23.720781	-4.622095000000002	30.0
03	15.875412	25.032986	9.647028	0.5504402	0.037157357	0.029990375	720	inverse_cdf	25.032986	15.875412	-9.157574	22.0
03	38.44911	13.436953	0.6541783	2.5794816	0.03651637	0.02993238	578	inverse_cdf	13.436953	38.44911	25.012156999999995	14.0
03	2.7525697	14.003924	0.4724118	0.8122585	0.042577565	0.029788554	363	inverse_cdf	14.003924	2.7525697	-11.2513543	14.0
03	6.250979	4.7283244	6.7767563	0.5088602	0.030044317	0.029776812	315	inverse_cdf	4.7283244	6.250979	1.5226546	5.0
03	0.14462711	7.389764	6.524524	0.6097738	0.037106514	0.029721558	320	inverse_cdf	7.389764	0.14462711	-7.24513689	5.0
03	19.48242	19.296337	9.222176	0.29174575	0.029661655	0.029654622	507	inverse_cdf	19.296337	19.48242	0.186083	22.0
03	22.350914	21.999992	1.2062689	0.58246076	0.029863834	0.029591143	585	inverse_cdf	21.999992	22.350914	0.3509220000000006	22.0
03	16.270155	29.899641	0.5597079	1.1357117	0.03921157	0.029501975	806	inverse_cdf	29.899641	16.270155	-13.629486	30.0
03	28.34655	24.58737	9.19622	0.6027185	0.030761778	0.029465318	799	inverse_cdf	24.58737	28.34655	3.7591800000000006	22.0
03	38.748215	19.03924	0.6975234	1.4049531	0.03146887	0.029450297	357	inverse_cdf	19.03924	38.748215	19.708975000000002	22.0
03	40.901035	39.037506	1.1334012	0.7846389	0.035311043	0.029112458	710	inverse_cdf	39.037506	40.901035	1.8635289999999998	39.5
03	42.457283	14.802659	1.4402065	2.0544243	0.0413121	0.028879583	85	inverse_cdf	14.802659	42.457283	27.654624	14.0
03	16.397163	6.914037	6.7973156	0.5082937	0.04807645	0.02860117	425	inverse_cdf	6.914037	16.397163	9.483125999999999	5.0
03	22.143501	15.685334	6.555527	0.45807436	0.03309846	0.028542936	680	inverse_cdf	15.685334	22.143501	6.458167000000001	14.0
03	9.581671	0.07593471	15.072921	1.1893687	0.05012232	0.028537929	355	inverse_cdf	0.07593471	9.581671	9.50573629	5.0
03	16.8852	35.302876	1.2885718	1.7175479	0.037575185	0.028215826	431	inverse_cdf	35.302876	16.8852	-18.417675999999997	39.5
03	3.4651017	10.3589525	24.0936	0.43956083	0.030179799	0.028155267	344	inverse_cdf	10.3589525	3.4651017	-6.893850799999999	14.0
03	18.04819	14.823283	21.483843	0.43614984	0.029015958	0.027949154	602	inverse_cdf	14.823283	18.04819	3.2249070000000017	14.0
03	2.2405484	35.48808	2.0171793	0.48053423	0.035324156	0.027907431	45	inverse_cdf	35.48808	2.2405484	-33.247531599999995	39.5
03	23.400791	19.049694	1.4613076	0.764111	0.03983283	0.027830482	729	inverse_cdf	19.049694	23.400791	4.351097000000003	22.0
03	18.210396	25.469717	12.484785	0.33760476	0.021927059	0.027820766	689	inverse_cdf	25.469717	18.210396	-7.259321	22.0
03	6.1150694	19.630081	2.6780427	1.8705356	0.025453568	0.027773857	379	inverse_cdf	19.630081	6.1150694	-13.515011600000001	22.0
03	2.3877254	2.7417543	0.3151091	1.6116658	0.027749777	0.027749598	63	inverse_cdf	2.7417543	2.3877254	-0.3540289000000003	5.0
03	41.437977	22.266346	0.7673422	0.63283044	0.02176845	0.027641118	126	inverse_cdf	22.266346	41.437977	19.171630999999998	22.0
03	16.808498	22.768211	22.678646	0.716456	0.03141433	0.027572036	779	inverse_cdf	22.768211	16.808498	-5.959713000000001	22.0
04	1.0296764	0.039057896	23.720432	3.1453938	0.25942117	0.23999858	159	cdf	1.0296764	0.039057896	-0.9906185040000001	5.0
04	0.59196246	0.04828597	30.00754	2.194497	0.18014634	0.17277116	134	cdf	0.59196246	0.04828597	-0.54367649	5.0
04	6.1080704	0.45851222	48.254265	2.7040424	0.21367085	0.15506059	93	cdf	6.1080704	0.45851222	-5.64955818	5.0
04	2.7022057	6.3632336	28.509592	1.3500379	0.14279884	0.14142197	92	cdf	2.7022057	6.3632336	3.6610279	5.0
04	11.227242	30.519562	5.898302	0.9009161	0.14876187	0.13868153	289	cdf	11.227242	30.519562	19.29232	14.0
04	13.827337	0.0074226456	48.08759	5.08107	0.34909636	0.13841963	367	cdf	13.827337	0.0074226456	-13.8199143544	14.0
04	0.18052182	4.1121907	33.473934	2.496849	0.15776402	0.1339621	96	cdf	0.18052182	4.1121907	3.93166888	5.0
04	11.503235	0.017220065	48.2975	2.6133785	0.29558957	0.120731056	122	cdf	11.503235	0.017220065	-11.486014935	14.0
04	10.428656	13.956058	4.339989	1.1288198	0.13143706	0.11618334	288	cdf	10.428656	13.956058	3.5274020000000004	14.0
04	2.8028207	0.599721	5.4087973	1.1034243	0.11709297	0.107547104	91	cdf	2.8028207	0.599721	-2.2030997	5.0
04	11.786892	52.90303	24.657501	1.8927628	0.3300928	0.10581291	343	cdf	11.786892	52.90303	41.116138	14.0
04	12.68853	0.013644748	48.099552	2.0697007	0.18764967	0.100426674	222	cdf	12.68853	0.013644748	-12.674885252	14.0
04	14.318786	0.011780811	47.77316	3.517989	0.18698323	0.09458369	372	cdf	14.318786	0.011780811	-14.307005189	14.0
04	0.1308578	4.7451344	27.374834	1.2792618	0.11005527	0.09308499	65	cdf	0.1308578	4.7451344	4.6142766	5.0
04	6.912916	0.06285014	48.222206	2.1640394	0.18393004	0.09258878	66	cdf	6.912916	0.06285014	-6.85006586	5.0
04	19.152235	52.557632	28.301073	2.2093675	0.29801887	0.09222609	385	cdf	19.152235	52.557632	33.405396999999994	22.0
04	11.533002	0.061521735	48.020374	1.7214184	0.15592003	0.089193285	95	cdf	11.533002	0.061521735	-11.471480265	14.0
04	9.203066	0.00967812	48.096577	2.8855028	0.17860186	0.08616066	199	cdf	9.203066	0.00967812	-9.19338788	5.0
04	11.536468	29.745998	6.221446	0.6328086	0.116548955	0.0860703	223	cdf	11.536468	29.745998	18.20953	14.0
04	11.575975	13.896146	4.893195	0.7925724	0.090842426	0.085181296	227	cdf	11.575975	13.896146	2.320171	14.0
04	12.0542555	0.006517056	48.56764	3.6229649	0.24548149	0.084735155	269	cdf	12.0542555	0.006517056	-12.047738444	14.0
04	10.084071	14.176904	5.093409	0.6367269	0.0873065	0.08360714	295	cdf	10.084071	14.176904	4.092833000000001	14.0
04	11.196806	15.258604	6.3521137	0.72853696	0.09940237	0.08302736	282	cdf	11.196806	15.258604	4.061798	14.0
04	11.113075	0.012917015	47.795322	2.476737	0.16684246	0.07994127	262	cdf	11.113075	0.012917015	-11.100157985000001	14.0
04	12.122372	52.816883	24.7895	1.2830919	0.30356067	0.07971859	169	cdf	12.122372	52.816883	40.694511	14.0
04	31.010828	13.76618	5.512034	0.9785212	0.098691285	0.07859719	535	cdf	31.010828	13.76618	-17.244647999999998	30.0
04	30.010275	13.635797	4.0162907	1.4636647	0.08422065	0.075384796	443	cdf	30.010275	13.635797	-16.374478	30.0
04	3.454079	1.5961229	48.074867	1.2686	0.077620566	0.07508141	147	cdf	3.454079	1.5961229	-1.8579561000000002	5.0
04	3.529817	0.046312626	4.5131226	1.1537445	0.13889319	0.07484096	124	cdf	3.529817	0.046312626	-3.483504374	5.0
04	19.301254	11.72705	48.5982	2.11178	0.08513892	0.07375693	314	cdf	19.301254	11.72705	-7.574204	22.0
04	0.17541441	6.2807984	47.628254	2.103248	0.11613321	0.073634386	123	cdf	0.17541441	6.2807984	6.10538399	5.0
04	15.118316	7.2291884	48.15071	1.545133	0.102705896	0.0725531	220	cdf	15.118316	7.2291884	-7.8891276	14.0
04	11.087011	9.47599	4.0127845	0.6263121	0.07749981	0.072078764	330	cdf	11.087011	9.47599	-1.611021000000001	14.0
04	31.176342	32.100792	8.125977	0.4340821	0.07232994	0.07185012	246	cdf	31.176342	32.100792	0.9244499999999967	30.0
04	2.4448946	5.0195622	46.94196	0.95112747	0.0722729	0.06974435	161	cdf	2.4448946	5.0195622	2.5746676	5.0
04	31.059238	28.478556	4.9370093	0.61532956	0.075330734	0.069161594	247	cdf	31.059238	28.478556	-2.5806819999999995	30.0
04	30.626009	10.813724	7.023899	1.0834049	0.07938212	0.06846517	317	cdf	30.626009	10.813724	-19.812285	30.0
04	22.546385	22.541458	10.073249	0.30370656	0.06835073	0.06835061	287	cdf	22.546385	22.541458	-0.004927000000002124	22.0
04	11.565852	53.221832	23.7905	1.4237149	0.25608552	0.0681957	408	cdf	11.565852	53.221832	41.65598	14.0
04	1.0080603	4.9528747	12.323702	0.91907156	0.07120985	0.067922235	85	cdf	1.0080603	4.9528747	3.9448144	5.0
04	7.639875	3.684336	5.1430616	0.45329475	0.07350469	0.06787747	10	cdf	7.639875	3.684336	-3.955539	5.0
04	14.159845	0.006661275	48.47169	3.0798275	0.22490793	0.066943526	236	cdf	14.159845	0.006661275	-14.153183725	14.0
04	11.038068	14.406105	3.9088917	0.6883796	0.08600789	0.06499988	225	cdf	11.038068	14.406105	3.3680369999999993	14.0
04	16.205296	0.0069322353	48.92309	2.2430587	0.19256431	0.06495726	41	cdf	16.205296	0.0069322353	-16.1983637647	14.0
04	2.928288	0.15736632	48.310215	1.2102151	0.084912	0.06341928	200	cdf	2.928288	0.15736632	-2.77092168	5.0
04	0.91060776	0.0601879	48.005737	1.2607951	0.073108375	0.06321585	139	cdf	0.91060776	0.0601879	-0.85041986	5.0
04	30.60227	10.223077	4.640775	0.594905	0.0753929	0.060902655	322	cdf	30.60227	10.223077	-20.379193	30.0
04	15.448437	0.0071376627	48.394352	2.6987083	0.17021978	0.06061268	301	cdf	15.448437	0.0071376627	-15.4412993373	14.0
04	19.18735	14.281844	47.297775	0.9792678	0.066675305	0.060462475	536	cdf	19.18735	14.281844	-4.905505999999999	22.0
04	16.38499	0.006699194	47.910797	5.2989235	0.22610837	0.060193777	375	cdf	16.38499	0.006699194	-16.378290806	14.0
04	21.815197	22.023552	0.3132151	1.1046093	0.07147843	0.059495926	656	cdf	21.815197	22.023552	0.2083549999999974	22.0
04	16.72637	0.0069294227	48.627464	2.8167036	0.19593066	0.059111834	42	cdf	16.72637	0.0069294227	-16.7194405773	14.0
04	16.40316	53.026924	25.405727	2.0573075	0.17268312	0.058683097	224	cdf	16.40316	53.026924	36.623764	14.0
04	19.03345	52.06156	35.173416	1.0476054	0.11216557	0.058510482	474	cdf	19.03345	52.06156	33.02811	22.0
04	13.097413	8.832813	48.177727	2.0029047	0.06801468	0.058470547	202	cdf	13.097413	8.832813	-4.2646	14.0
04	32.923573	33.889046	4.5444736	0.37303865	0.05884391	0.05764723	280	cdf	32.923573	33.889046	0.9654730000000029	30.0
04	30.620432	9.160811	5.241008	0.5337986	0.06948364	0.057303727	119	cdf	30.620432	9.160811	-21.459621	30.0
04	14.712952	0.023537686	48.12714	1.54066	0.116586804	0.057023466	113	cdf	14.712952	0.023537686	-14.689414314	14.0
04	21.939	19.415232	21.48284	0.5000093	0.058060765	0.05682814	377	cdf	21.939	19.415232	-2.5237680000000005	22.0
04	14.432751	2.334213	47.835342	1.1158711	0.07358688	0.054793954	78	cdf	14.432751	2.334213	-12.098538	14.0
04	11.100553	14.418072	5.018117	0.5192491	0.060786366	0.05406624	226	cdf	11.100553	14.418072	3.3175190000000008	14.0
04	30.937687	14.711453	5.7944226	0.8023912	0.0628317	0.0535143	494	cdf	30.937687	14.711453	-16.226233999999998	30.0
04	1.4361686	4.8602996	47.16735	1.53632	0.056774557	0.052321136	263	cdf	1.4361686	4.8602996	3.424131	5.0
04	24.964972	2.6778183	0.5838674	0.8573551	0.051903665	0.051211774	31	cdf	24.964972	2.6778183	-22.287153699999998	22.0
04	27.083069	16.330063	48.893852	0.37128955	0.056040347	0.051031053	371	cdf	27.083069	16.330063	-10.753006	30.0
04	42.55633	3.215222	7.791467	0.5257305	0.052437365	0.049986243	57	cdf	42.55633	3.215222	-39.341108000000006	39.5
04	27.476543	40.5213	0.70406854	2.7083297	0.07037592	0.04961139	477	cdf	27.476543	40.5213	13.044756999999997	30.0
04	16.493427	9.386143	48.51447	1.2386447	0.06203288	0.049441397	373	cdf	16.493427	9.386143	-7.107284	14.0
04	32.03415	9.681428	3.9592543	0.8266968	0.071220875	0.04840666	244	cdf	32.03415	9.681428	-22.352721999999996	30.0
04	8.557267	11.111776	8.99166	0.70829576	0.050717354	0.048180997	204	cdf	8.557267	11.111776	2.5545090000000013	5.0
04	16.967915	17.397182	39.90198	0.54292804	0.047923207	0.0479095	27	cdf	16.967915	17.397182	0.4292669999999994	14.0
04	10.802447	11.231894	3.328294	0.3678057	0.04799515	0.047799885	264	cdf	10.802447	11.231894	0.4294469999999997	14.0
04	21.035408	24.655008	11.992839	0.47077882	0.050506055	0.047359645	215	cdf	21.035408	24.655008	3.6195999999999984	22.0
04	41.709713	1.8658397	7.573776	1.2920251	0.055934012	0.047097027	13	cdf	41.709713	1.8658397	-39.8438733	39.5
04	24.235502	24.348253	6.2522736	0.44722807	0.04675013	0.046740174	363	cdf	24.235502	24.348253	0.11275099999999938	22.0
04	13.431309	0.01134481	48.694473	1.6100094	0.11609882	0.04670012	125	cdf	13.431309	0.01134481	-13.41996419	14.0
04	16.860588	0.0052285255	48.575897	2.2510319	0.15619165	0.046566486	448	cdf	16.860588	0.0052285255	-16.8553594745	14.0
04	27.884026	19.05997	8.062288	0.44082204	0.042641997	0.046360373	333	cdf	27.884026	19.05997	-8.824055999999999	30.0
04	17.785648	18.894827	2.7521696	0.76841885	0.048178792	0.046241343	366	cdf	17.785648	18.894827	1.109179000000001	14.0
04	31.143099	9.670788	7.7273626	1.0580314	0.07036275	0.046195447	522	cdf	31.143099	9.670788	-21.472310999999998	30.0
04	13.600765	7.0787525	47.959198	0.81941897	0.060173154	0.045838654	255	cdf	13.600765	7.0787525	-6.522012500000001	14.0
04	20.934326	18.204763	15.727305	0.41298458	0.047174454	0.04575193	312	cdf	20.934326	18.204763	-2.729562999999999	22.0
04	14.242719	9.204852	48.101425	1.3341026	0.055725336	0.04573375	294	cdf	14.242719	9.204852	-5.0378669999999985	14.0
04	17.251049	8.740603	25.992039	0.86267155	0.06721932	0.04539627	277	cdf	17.251049	8.740603	-8.510445999999998	14.0
04	30.941793	33.257835	12.016977	0.42894632	0.046729803	0.045157433	190	cdf	30.941793	33.257835	2.3160419999999995	30.0
04	19.288406	24.363976	2.2072382	1.1801503	0.061165035	0.04507792	357	cdf	19.288406	24.363976	5.075570000000003	22.0
04	11.334533	10.174047	47.568333	1.6240963	0.04517424	0.044970393	210	cdf	11.334533	10.174047	-1.1604860000000006	14.0
04	24.404741	48.285713	43.870884	0.30927518	0.04649353	0.04485339	397	cdf	24.404741	48.285713	23.880972	22.0
04	29.102747	17.757944	2.7817652	1.0247706	0.06958252	0.04483813	547	cdf	29.102747	17.757944	-11.344803000000002	30.0
04	28.945726	18.976103	3.038827	0.7596328	0.053541064	0.0442307	430	cdf	28.945726	18.976103	-9.969623000000002	30.0
04	15.443263	9.398716	49.173195	1.4387662	0.05891639	0.044074416	176	cdf	15.443263	9.398716	-6.044547	14.0
04	15.8909025	10.460966	46.66679	1.6603099	0.049783587	0.044070482	518	cdf	15.8909025	10.460966	-5.429936499999998	14.0
04	18.953905	19.031178	0.7744255	1.8952161	0.04537022	0.04386598	630	cdf	18.953905	19.031178	0.0772730000000017	22.0
04	1.0877624	0.089168094	48.60065	1.178209	0.049302936	0.043637812	69	cdf	1.0877624	0.089168094	-0.9985943059999999	5.0
04	0.026585586	0.14252177	4.0946355	0.99474615	0.047990978	0.04346013	30	cdf	0.026585586	0.14252177	0.115936184	5.0
04	36.610603	31.037508	12.737234	0.4082921	0.05163783	0.04330033	20	cdf	36.610603	31.037508	-5.573094999999999	39.5
04	17.8834	39.580826	0.8886671	1.6210657	0.04918486	0.043164432	586	cdf	17.8834	39.580826	21.697426	14.0
04	15.147771	0.004350819	49.09942	1.6834817	0.19931138	0.043122172	49	cdf	15.147771	0.004350819	-15.143420181	14.0
04	30.3611	9.342665	6.133362	0.45341307	0.049601138	0.042595804	572	cdf	30.3611	9.342665	-21.018435	30.0
04	32.51823	9.173216	3.6164854	0.3947324	0.06404281	0.04256749	116	cdf	32.51823	9.173216	-23.345014000000003	30.0
05	29.247734	31.766855	3.4007359	1.3945049	0.11546695	0.08902651	580	inverse_cdf	31.766855	29.247734	-2.5191209999999984	30.0
05	29.776754	31.696602	2.7486994	1.2808146	0.096816	0.07922572	499	inverse_cdf	31.696602	29.776754	-1.9198479999999982	30.0
05	20.020342	32.021996	3.930572	0.873224	0.09438515	0.07800013	643	inverse_cdf	32.021996	20.020342	-12.001654000000002	30.0
05	30.880667	31.794191	2.500405	1.1542625	0.08023447	0.075775266	493	inverse_cdf	31.794191	30.880667	-0.9135240000000024	30.0
05	29.91174	32.33341	3.7154038	2.2291062	0.08751613	0.072223485	547	inverse_cdf	32.33341	29.91174	-2.421669999999999	30.0
05	9.231083	32.3155	3.0750844	1.3208774	0.094634354	0.07037389	737	inverse_cdf	32.3155	9.231083	-23.084417000000002	30.0
05	29.541283	30.304295	8.472075	0.43784356	0.069334805	0.068974495	174	inverse_cdf	30.304295	29.541283	-0.7630119999999998	30.0
05	29.984571	33.537846	6.7183394	0.75147873	0.07742536	0.067453206	9	inverse_cdf	33.537846	29.984571	-3.553275000000003	30.0
05	22.379646	22.0	0.9986285	2.015226	0.0695768	0.06729567	920	inverse_cdf	22.0	22.379646	0.37964600000000104	22.0
