value	fi	subject	session	condition	variant
17.414574	3.9070683	08	2	inverse_cdf	unsmoothed
17.663317	4.680287	08	2	inverse_cdf	unsmoothed
17.91206	1.0438758	08	2	inverse_cdf	unsmoothed
18.160805	3.8202407	08	2	inverse_cdf	unsmoothed
18.409548	18.219725	08	2	inverse_cdf	unsmoothed
18.65829	57.096058	08	2	inverse_cdf	unsmoothed
18.907036	118.07031	08	2	inverse_cdf	unsmoothed
19.155779	64.335915	08	2	inverse_cdf	unsmoothed
19.404522	29.595963	08	2	inverse_cdf	unsmoothed
19.653267	119.80381	08	2	inverse_cdf	unsmoothed
19.90201	69.30354	08	2	inverse_cdf	unsmoothed
20.150753	12.142631	08	2	inverse_cdf	unsmoothed
20.399498	1.2184248	08	2	inverse_cdf	unsmoothed
20.648241	0.4608554	08	2	inverse_cdf	unsmoothed
20.896984	1.6388832	08	2	inverse_cdf	unsmoothed
21.14573	7.536365	08	2	inverse_cdf	unsmoothed
21.394472	18.247799	08	2	inverse_cdf	unsmoothed
21.643215	175.94714	08	2	inverse_cdf	unsmoothed
21.89196	109.007515	08	2	inverse_cdf	unsmoothed
22.140703	46.374866	08	2	inverse_cdf	unsmoothed
22.389448	9.1348715	08	2	inverse_cdf	unsmoothed
22.638191	3.0884078	08	2	inverse_cdf	unsmoothed
22.886934	0.83268917	08	2	inverse_cdf	unsmoothed
23.13568	0.47569463	08	2	inverse_cdf	unsmoothed
23.384422	0.55408746	08	2	inverse_cdf	unsmoothed
23.633165	1.1528373	08	2	inverse_cdf	unsmoothed
23.88191	3.2589734	08	2	inverse_cdf	unsmoothed
24.130653	16.600615	08	2	inverse_cdf	unsmoothed
24.379396	46.77284	08	2	inverse_cdf	unsmoothed
24.628141	29.614014	08	2	inverse_cdf	unsmoothed
24.876884	1.4170058	08	2	inverse_cdf	unsmoothed
25.125628	40.828136	08	2	inverse_cdf	unsmoothed
25.374372	37.177998	08	2	inverse_cdf	unsmoothed
25.623116	10.42746	08	2	inverse_cdf	unsmoothed
25.871859	1.7869662	08	2	inverse_cdf	unsmoothed
26.120604	0.47232416	08	2	inverse_cdf	unsmoothed
26.369347	0.18056992	08	2	inverse_cdf	unsmoothed
26.61809	0.09675499	08	2	inverse_cdf	unsmoothed
26.866835	0.08605198	08	2	inverse_cdf	unsmoothed
27.115578	0.09792751	08	2	inverse_cdf	unsmoothed
27.36432	0.117082655	08	2	inverse_cdf	unsmoothed
27.613066	0.13933419	08	2	inverse_cdf	unsmoothed
27.861809	0.1624422	08	2	inverse_cdf	unsmoothed
28.110552	0.183973	08	2	inverse_cdf	unsmoothed
28.359297	0.2023868	08	2	inverse_cdf	unsmoothed
28.60804	0.23208904	08	2	inverse_cdf	unsmoothed
28.856785	0.40190002	08	2	inverse_cdf	unsmoothed
29.105528	1.3385197	08	2	inverse_cdf	unsmoothed
29.35427	4.8686056	08	2	inverse_cdf	unsmoothed
29.603016	13.5666895	08	2	inverse_cdf	unsmoothed
29.851759	26.345438	08	2	inverse_cdf	unsmoothed
30.100502	33.54432	08	2	inverse_cdf	unsmoothed
30.349247	24.709324	08	2	inverse_cdf	unsmoothed
30.59799	6.711259	08	2	inverse_cdf	unsmoothed
30.846733	0.79475915	08	2	inverse_cdf	unsmoothed
31.095478	13.75654	08	2	inverse_cdf	unsmoothed
31.344221	28.854805	08	2	inverse_cdf	unsmoothed
31.592964	30.62256	08	2	inverse_cdf	unsmoothed
31.84171	21.565176	08	2	inverse_cdf	unsmoothed
32.090454	12.31676	08	2	inverse_cdf	unsmoothed
32.339195	9.04449	08	2	inverse_cdf	unsmoothed
32.58794	12.470003	08	2	inverse_cdf	unsmoothed
32.836685	21.003435	08	2	inverse_cdf	unsmoothed
33.085426	31.14324	08	2	inverse_cdf	unsmoothed
33.33417	37.091934	08	2	inverse_cdf	unsmoothed
33.582916	33.500233	08	2	inverse_cdf	unsmoothed
33.831657	20.6235	08	2	inverse_cdf	unsmoothed
34.080402	6.219545	08	2	inverse_cdf	unsmoothed
34.329147	0.2471981	08	2	inverse_cdf	unsmoothed
34.57789	6.4855976	08	2	inverse_cdf	unsmoothed
34.826633	19.819935	08	2	inverse_cdf	unsmoothed
35.07538	32.818714	08	2	inverse_cdf	unsmoothed
35.32412	43.271038	08	2	inverse_cdf	unsmoothed
35.572865	43.02697	08	2	inverse_cdf	unsmoothed
35.82161	22.97867	08	2	inverse_cdf	unsmoothed
36.07035	13.553602	08	2	inverse_cdf	unsmoothed
36.319096	19.549152	08	2	inverse_cdf	unsmoothed
36.56784	14.919179	08	2	inverse_cdf	unsmoothed
36.81658	8.755066	08	2	inverse_cdf	unsmoothed
37.065327	9.627725	08	2	inverse_cdf	unsmoothed
37.31407	12.724304	08	2	inverse_cdf	unsmoothed
37.562813	10.933802	08	2	inverse_cdf	unsmoothed
37.811558	3.6948318	08	2	inverse_cdf	unsmoothed
38.060303	0.60071075	08	2	inverse_cdf	unsmoothed
38.309044	6.179324	08	2	inverse_cdf	unsmoothed
38.55779	11.940512	08	2	inverse_cdf	unsmoothed
38.806534	11.668264	08	2	inverse_cdf	unsmoothed
39.055275	8.193905	08	2	inverse_cdf	unsmoothed
39.30402	4.4256735	08	2	inverse_cdf	unsmoothed
39.552765	1.6216083	08	2	inverse_cdf	unsmoothed
39.801506	1.302335	08	2	inverse_cdf	unsmoothed
40.05025	1.8173178	08	2	inverse_cdf	unsmoothed
40.298996	1.2802975	08	2	inverse_cdf	unsmoothed
40.547737	0.49726164	08	2	inverse_cdf	unsmoothed
40.796482	0.15369073	08	2	inverse_cdf	unsmoothed
41.045227	0.06998909	08	2	inverse_cdf	unsmoothed
41.29397	0.051019605	08	2	inverse_cdf	unsmoothed
41.542713	0.043941993	08	2	inverse_cdf	unsmoothed
41.79146	0.0398976	08	2	inverse_cdf	unsmoothed
42.0402	0.03698539	08	2	inverse_cdf	unsmoothed
42.288944	0.034597747	08	2	inverse_cdf	unsmoothed
42.53769	0.032546084	08	2	inverse_cdf	unsmoothed
42.78643	0.030775128	08	2	inverse_cdf	unsmoothed
43.035175	0.029258607	08	2	inverse_cdf	unsmoothed
43.28392	0.027970258	08	2	inverse_cdf	unsmoothed
43.53266	0.026879532	08	2	inverse_cdf	unsmoothed
43.781406	0.02595327	08	2	inverse_cdf	unsmoothed
44.03015	0.025158187	08	2	inverse_cdf	unsmoothed
44.278896	0.024462532	08	2	inverse_cdf	unsmoothed
44.527637	0.02383702	08	2	inverse_cdf	unsmoothed
44.776382	0.023255529	08	2	inverse_cdf	unsmoothed
45.025127	0.022695463	08	2	inverse_cdf	unsmoothed
45.27387	0.022137692	08	2	inverse_cdf	unsmoothed
45.522614	0.021566667	08	2	inverse_cdf	unsmoothed
45.77136	0.020970246	08	2	inverse_cdf	unsmoothed
46.0201	0.020339463	08	2	inverse_cdf	unsmoothed
46.268845	0.01966824	08	2	inverse_cdf	unsmoothed
46.51759	0.01895322	08	2	inverse_cdf	unsmoothed
46.76633	0.018193394	08	2	inverse_cdf	unsmoothed
47.015076	0.017389825	08	2	inverse_cdf	unsmoothed
47.26382	0.016545383	08	2	inverse_cdf	unsmoothed
47.51256	0.015664436	08	2	inverse_cdf	unsmoothed
47.761307	0.01475261	08	2	inverse_cdf	unsmoothed
48.01005	0.013816499	08	2	inverse_cdf	unsmoothed
48.258793	0.012863521	08	2	inverse_cdf	unsmoothed
48.507538	0.0119015565	08	2	inverse_cdf	unsmoothed
48.756283	0.0109388195	08	2	inverse_cdf	unsmoothed
49.005024	0.009983737	08	2	inverse_cdf	unsmoothed
49.25377	0.009044606	08	2	inverse_cdf	unsmoothed
49.502514	0.008129605	08	2	inverse_cdf	unsmoothed
49.751255	0.00724656	08	2	inverse_cdf	unsmoothed
50.0	0.0064027845	08	2	inverse_cdf	unsmoothed
0.5	8.775981	09	1	inverse_cdf	unsmoothed
0.7487437	5.3956375	09	1	inverse_cdf	unsmoothed
0.9974874	3.545413	09	1	inverse_cdf	unsmoothed
1.2462312	2.4355948	09	1	inverse_cdf	unsmoothed
1.4949749	1.7340231	09	1	inverse_cdf	unsmoothed
1.7437186	1.2736224	09	1	inverse_cdf	unsmoothed
1.9924623	0.96222556	09	1	inverse_cdf	unsmoothed
2.241206	0.74593174	09	1	inverse_cdf	unsmoothed
2.4899497	0.5919686	09	1	inverse_cdf	unsmoothed
2.7386935	0.48001975	09	1	inverse_cdf	unsmoothed
2.9874372	0.39760992	09	1	inverse_cdf	unsmoothed
3.236181	0.33747864	09	1	inverse_cdf	unsmoothed
3.4849246	0.29574427	09	1	inverse_cdf	unsmoothed
3.7336683	0.270269	09	1	inverse_cdf	unsmoothed
3.982412	0.25914004	09	1	inverse_cdf	unsmoothed
4.231156	0.25956726	09	1	inverse_cdf	unsmoothed
4.4798994	0.26751074	09	1	inverse_cdf	unsmoothed
4.7286434	0.27809447	09	1	inverse_cdf	unsmoothed
4.977387	0.2865257	09	1	inverse_cdf	unsmoothed
5.2261305	0.28908718	09	1	inverse_cdf	unsmoothed
5.4748745	0.28384137	09	1	inverse_cdf	unsmoothed
5.723618	0.27093625	09	1	inverse_cdf	unsmoothed
5.972362	0.25262487	09	1	inverse_cdf	unsmoothed
6.2211056	0.23314448	09	1	inverse_cdf	unsmoothed
6.469849	0.21834521	09	1	inverse_cdf	unsmoothed
6.718593	0.21464534	09	1	inverse_cdf	unsmoothed
6.9673367	0.22698331	09	1	inverse_cdf	unsmoothed
7.21608	0.25620183	09	1	inverse_cdf	unsmoothed
7.464824	0.29727018	09	1	inverse_cdf	unsmoothed
7.7135677	0.33995152	09	1	inverse_cdf	unsmoothed
7.9623117	0.37238592	09	1	inverse_cdf	unsmoothed
8.211055	0.38620257	09	1	inverse_cdf	unsmoothed
8.459799	0.3805959	09	1	inverse_cdf	unsmoothed
8.708543	0.36323225	09	1	inverse_cdf	unsmoothed
8.957287	0.3476085	09	1	inverse_cdf	unsmoothed
9.20603	0.34831914	09	1	inverse_cdf	unsmoothed
9.454774	0.3765146	09	1	inverse_cdf	unsmoothed
9.703518	0.4375299	09	1	inverse_cdf	unsmoothed
9.952261	0.53222406	09	1	inverse_cdf	unsmoothed
10.201005	0.66475534	09	1	inverse_cdf	unsmoothed
10.449749	0.8635429	09	1	inverse_cdf	unsmoothed
10.698492	1.226171	09	1	inverse_cdf	unsmoothed
10.947236	1.9886072	09	1	inverse_cdf	unsmoothed
11.19598	3.5718863	09	1	inverse_cdf	unsmoothed
11.444724	6.4857883	09	1	inverse_cdf	unsmoothed
11.693467	10.968878	09	1	inverse_cdf	unsmoothed
11.942211	16.452244	09	1	inverse_cdf	unsmoothed
12.190955	21.28404	09	1	inverse_cdf	unsmoothed
12.439698	23.24365	09	1	inverse_cdf	unsmoothed
12.688442	20.847618	09	1	inverse_cdf	unsmoothed
12.937186	14.606895	09	1	inverse_cdf	unsmoothed
13.185929	7.129717	09	1	inverse_cdf	unsmoothed
13.434673	1.7622931	09	1	inverse_cdf	unsmoothed
13.683417	0.675996	09	1	inverse_cdf	unsmoothed
13.93216	3.7649598	09	1	inverse_cdf	unsmoothed
14.180904	9.013311	09	1	inverse_cdf	unsmoothed
14.429648	13.858238	09	1	inverse_cdf	unsmoothed
14.678392	16.521051	09	1	inverse_cdf	unsmoothed
14.927135	16.589233	09	1	inverse_cdf	unsmoothed
15.1758795	14.854946	09	1	inverse_cdf	unsmoothed
15.4246235	13.089475	09	1	inverse_cdf	unsmoothed
15.673367	16.632475	09	1	inverse_cdf	unsmoothed
15.922111	30.53487	09	1	inverse_cdf	unsmoothed
16.170855	23.86638	09	1	inverse_cdf	unsmoothed
16.419598	35.324764	09	1	inverse_cdf	unsmoothed
16.668343	14.699853	09	1	inverse_cdf	unsmoothed
16.917086	1.4972887	09	1	inverse_cdf	unsmoothed
17.165829	4.265946	09	1	inverse_cdf	unsmoothed
17.414574	12.705922	09	1	inverse_cdf	unsmoothed
17.663317	15.255628	09	1	inverse_cdf	unsmoothed
17.91206	11.057106	09	1	inverse_cdf	unsmoothed
18.160805	5.681347	09	1	inverse_cdf	unsmoothed
18.409548	2.3655548	09	1	inverse_cdf	unsmoothed
18.65829	1.0083239	09	1	inverse_cdf	unsmoothed
18.907036	0.6851979	09	1	inverse_cdf	unsmoothed
19.155779	0.8567421	09	1	inverse_cdf	unsmoothed
19.404522	1.2121363	09	1	inverse_cdf	unsmoothed
19.653267	1.3554689	09	1	inverse_cdf	unsmoothed
19.90201	1.0136675	09	1	inverse_cdf	unsmoothed
20.150753	0.47188073	09	1	inverse_cdf	unsmoothed
20.399498	0.33208045	09	1	inverse_cdf	unsmoothed
20.648241	0.7155522	09	1	inverse_cdf	unsmoothed
20.896984	1.1244688	09	1	inverse_cdf	unsmoothed
21.14573	1.1588529	09	1	inverse_cdf	unsmoothed
21.394472	1.0716153	09	1	inverse_cdf	unsmoothed
21.643215	1.5929384	09	1	inverse_cdf	unsmoothed
21.89196	2.760944	09	1	inverse_cdf	unsmoothed
22.140703	2.9771476	09	1	inverse_cdf	unsmoothed
22.389448	1.8163412	09	1	inverse_cdf	unsmoothed
22.638191	1.9435681	09	1	inverse_cdf	unsmoothed
22.886934	4.07045	09	1	inverse_cdf	unsmoothed
23.13568	5.5088654	09	1	inverse_cdf	unsmoothed
23.384422	4.972233	09	1	inverse_cdf	unsmoothed
23.633165	4.972499	09	1	inverse_cdf	unsmoothed
23.88191	17.294617	09	1	inverse_cdf	unsmoothed
24.130653	73.00975	09	1	inverse_cdf	unsmoothed
24.379396	156.26773	09	1	inverse_cdf	unsmoothed
24.628141	107.313675	09	1	inverse_cdf	unsmoothed
24.876884	26.912102	09	1	inverse_cdf	unsmoothed
25.125628	198.25215	09	1	inverse_cdf	unsmoothed
25.374372	162.62589	09	1	inverse_cdf	unsmoothed
25.623116	77.86156	09	1	inverse_cdf	unsmoothed
25.871859	12.7556305	09	1	inverse_cdf	unsmoothed
26.120604	3.3176181	09	1	inverse_cdf	unsmoothed
26.369347	2.3281207	09	1	inverse_cdf	unsmoothed
26.61809	2.8918183	09	1	inverse_cdf	unsmoothed
26.866835	7.2444925	09	1	inverse_cdf	unsmoothed
27.115578	15.745738	09	1	inverse_cdf	unsmoothed
27.36432	11.364629	09	1	inverse_cdf	unsmoothed
27.613066	1.710815	09	1	inverse_cdf	unsmoothed
27.861809	10.549573	09	1	inverse_cdf	unsmoothed
28.110552	12.41503	09	1	inverse_cdf	unsmoothed
28.359297	4.8147616	09	1	inverse_cdf	unsmoothed
28.60804	1.2501627	09	1	inverse_cdf	unsmoothed
28.856785	0.6463518	09	1	inverse_cdf	unsmoothed
29.105528	0.5267709	09	1	inverse_cdf	unsmoothed
29.35427	0.44092828	09	1	inverse_cdf	unsmoothed
29.603016	0.36575425	09	1	inverse_cdf	unsmoothed
29.851759	0.2995783	09	1	inverse_cdf	unsmoothed
30.100502	0.24063735	09	1	inverse_cdf	unsmoothed
30.349247	0.18885475	09	1	inverse_cdf	unsmoothed
30.59799	0.1455499	09	1	inverse_cdf	unsmoothed
30.846733	0.112497225	09	1	inverse_cdf	unsmoothed
31.095478	0.09098492	09	1	inverse_cdf	unsmoothed
31.344221	0.08113874	09	1	inverse_cdf	unsmoothed
31.592964	0.08165501	09	1	inverse_cdf	unsmoothed
31.84171	0.08996199	09	1	inverse_cdf	unsmoothed
32.090454	0.102705255	09	1	inverse_cdf	unsmoothed
32.339195	0.116388164	09	1	inverse_cdf	unsmoothed
32.58794	0.12797838	09	1	inverse_cdf	unsmoothed
32.836685	0.13533995	09	1	inverse_cdf	unsmoothed
33.085426	0.13741834	09	1	inverse_cdf	unsmoothed
33.33417	0.13418871	09	1	inverse_cdf	unsmoothed
33.582916	0.12642439	09	1	inverse_cdf	unsmoothed
33.831657	0.11538156	09	1	inverse_cdf	unsmoothed
34.080402	0.10248384	09	1	inverse_cdf	unsmoothed
34.329147	0.08907538	09	1	inverse_cdf	unsmoothed
34.57789	0.07628179	09	1	inverse_cdf	unsmoothed
34.826633	0.06499175	09	1	inverse_cdf	unsmoothed
35.07538	0.055964302	09	1	inverse_cdf	unsmoothed
35.32412	0.050037608	09	1	inverse_cdf	unsmoothed
35.572865	0.048389114	09	1	inverse_cdf	unsmoothed
35.82161	0.05273857	09	1	inverse_cdf	unsmoothed
36.07035	0.065305315	09	1	inverse_cdf	unsmoothed
36.319096	0.08832726	09	1	inverse_cdf	unsmoothed
36.56784	0.12309414	09	1	inverse_cdf	unsmoothed
36.81658	0.16884522	09	1	inverse_cdf	unsmoothed
37.065327	0.22234502	09	1	inverse_cdf	unsmoothed
37.31407	0.2789103	09	1	inverse_cdf	unsmoothed
37.562813	0.33461854	09	1	inverse_cdf	unsmoothed
37.811558	0.38759732	09	1	inverse_cdf	unsmoothed
38.060303	0.4356932	09	1	inverse_cdf	unsmoothed
38.309044	0.47080564	09	1	inverse_cdf	unsmoothed
38.55779	0.47565395	09	1	inverse_cdf	unsmoothed
38.806534	0.43080166	09	1	inverse_cdf	unsmoothed
39.055275	0.33235347	09	1	inverse_cdf	unsmoothed
39.30402	0.20751925	09	1	inverse_cdf	unsmoothed
39.552765	0.11042193	09	1	inverse_cdf	unsmoothed
39.801506	0.0939201	09	1	inverse_cdf	unsmoothed
40.05025	0.17546876	09	1	inverse_cdf	unsmoothed
40.298996	0.32362944	09	1	inverse_cdf	unsmoothed
40.547737	0.47621635	09	1	inverse_cdf	unsmoothed
40.796482	0.57574475	09	1	inverse_cdf	unsmoothed
41.045227	0.59649336	09	1	inverse_cdf	unsmoothed
41.29397	0.5483453	09	1	inverse_cdf	unsmoothed
41.542713	0.46162114	09	1	inverse_cdf	unsmoothed
41.79146	0.36770537	09	1	inverse_cdf	unsmoothed
42.0402	0.28711858	09	1	inverse_cdf	unsmoothed
42.288944	0.22752467	09	1	inverse_cdf	unsmoothed
42.53769	0.18771139	09	1	inverse_cdf	unsmoothed
42.78643	0.16261846	09	1	inverse_cdf	unsmoothed
43.035175	0.14676255	09	1	inverse_cdf	unsmoothed
43.28392	0.13573751	09	1	inverse_cdf	unsmoothed
43.53266	0.1264931	09	1	inverse_cdf	unsmoothed
43.781406	0.11713683	09	1	inverse_cdf	unsmoothed
44.03015	0.10666325	09	1	inverse_cdf	unsmoothed
44.278896	0.09472911	09	1	inverse_cdf	unsmoothed
44.527637	0.081484094	09	1	inverse_cdf	unsmoothed
44.776382	0.06742895	09	1	inverse_cdf	unsmoothed
45.025127	0.053289186	09	1	inverse_cdf	unsmoothed
45.27387	0.03989674	09	1	inverse_cdf	unsmoothed
45.522614	0.028080987	09	1	inverse_cdf	unsmoothed
45.77136	0.018575236	09	1	inverse_cdf	unsmoothed
46.0201	0.011940982	09	1	inverse_cdf	unsmoothed
46.268845	0.0085155275	09	1	inverse_cdf	unsmoothed
46.51759	0.008386857	09	1	inverse_cdf	unsmoothed
46.76633	0.011393478	09	1	inverse_cdf	unsmoothed
47.015076	0.017149324	09	1	inverse_cdf	unsmoothed
47.26382	0.025088195	09	1	inverse_cdf	unsmoothed
47.51256	0.034521624	09	1	inverse_cdf	unsmoothed
47.761307	0.044704095	09	1	inverse_cdf	unsmoothed
48.01005	0.054895412	09	1	inverse_cdf	unsmoothed
48.258793	0.064418204	09	1	inverse_cdf	unsmoothed
48.507538	0.07270363	09	1	inverse_cdf	unsmoothed
48.756283	0.07932057	09	1	inverse_cdf	unsmoothed
49.005024	0.08399142	09	1	inverse_cdf	unsmoothed
49.25377	0.08659283	09	1	inverse_cdf	unsmoothed
49.502514	0.0871425	09	1	inverse_cdf	unsmoothed
49.751255	0.085778385	09	1	inverse_cdf	unsmoothed
50.0	0.08273057	09	1	inverse_cdf	unsmoothed
0.5	15.5214205	09	2	cdf	unsmoothed
0.7487437	42.535778	09	2	cdf	unsmoothed
0.9974874	55.386955	09	2	cdf	unsmoothed
1.2462312	39.155823	09	2	cdf	unsmoothed
1.4949749	17.81276	09	2	cdf	unsmoothed
1.7437186	5.6366177	09	2	cdf	unsmoothed
1.9924623	2.3591967	09	2	cdf	unsmoothed
2.241206	3.4186196	09	2	cdf	unsmoothed
2.4899497	5.39938	09	2	cdf	unsmoothed
2.7386935	6.8000655	09	2	cdf	unsmoothed
2.9874372	7.307662	09	2	cdf	unsmoothed
3.236181	7.0924435	09	2	cdf	unsmoothed
3.4849246	6.4308386	09	2	cdf	unsmoothed
3.7336683	5.5630803	09	2	cdf	unsmoothed
3.982412	4.658825	09	2	cdf	unsmoothed
4.231156	3.8200932	09	2	cdf	unsmoothed
4.4798994	3.0951884	09	2	cdf	unsmoothed
4.7286434	2.4955077	09	2	cdf	unsmoothed
4.977387	2.0114987	09	2	cdf	unsmoothed
5.2261305	1.6251488	09	2	cdf	unsmoothed
5.4748745	1.3178115	09	2	cdf	unsmoothed
5.723618	1.0737885	09	2	cdf	unsmoothed
5.972362	0.8810113	09	2	cdf	unsmoothed
6.2211056	0.73031336	09	2	cdf	unsmoothed
6.469849	0.6144477	09	2	cdf	unsmoothed
6.718593	0.52776027	09	2	cdf	unsmoothed
6.9673367	0.46768427	09	2	cdf	unsmoothed
7.21608	0.43963283	09	2	cdf	unsmoothed
7.464824	0.46466753	09	2	cdf	unsmoothed
7.7135677	0.580832	09	2	cdf	unsmoothed
7.9623117	0.8208556	09	2	cdf	unsmoothed
8.211055	1.1654758	09	2	cdf	unsmoothed
8.459799	1.5228615	09	2	cdf	unsmoothed
8.708543	1.7947996	09	2	cdf	unsmoothed
8.957287	1.9499611	09	2	cdf	unsmoothed
9.20603	1.9372764	09	2	cdf	unsmoothed
9.454774	1.6316409	09	2	cdf	unsmoothed
9.703518	1.1871564	09	2	cdf	unsmoothed
9.952261	1.2312677	09	2	cdf	unsmoothed
10.201005	1.9540217	09	2	cdf	unsmoothed
10.449749	2.4687855	09	2	cdf	unsmoothed
10.698492	2.3269882	09	2	cdf	unsmoothed
10.947236	2.282969	09	2	cdf	unsmoothed
11.19598	2.5400407	09	2	cdf	unsmoothed
11.444724	2.4824798	09	2	cdf	unsmoothed
11.693467	2.0314543	09	2	cdf	unsmoothed
11.942211	1.6198219	09	2	cdf	unsmoothed
12.190955	1.4863842	09	2	cdf	unsmoothed
12.439698	1.6140828	09	2	cdf	unsmoothed
12.688442	1.9140021	09	2	cdf	unsmoothed
12.937186	2.240337	09	2	cdf	unsmoothed
13.185929	2.4464347	09	2	cdf	unsmoothed
13.434673	3.953182	09	2	cdf	unsmoothed
13.683417	40.20449	09	2	cdf	unsmoothed
13.93216	46.890686	09	2	cdf	unsmoothed
14.180904	107.0444	09	2	cdf	unsmoothed
14.429648	26.150055	09	2	cdf	unsmoothed
14.678392	24.162842	09	2	cdf	unsmoothed
14.927135	38.324516	09	2	cdf	unsmoothed
15.1758795	30.235088	09	2	cdf	unsmoothed
15.4246235	18.685625	09	2	cdf	unsmoothed
15.673367	14.63299	09	2	cdf	unsmoothed
15.922111	22.186487	09	2	cdf	unsmoothed
16.170855	25.078981	09	2	cdf	unsmoothed
16.419598	16.510967	09	2	cdf	unsmoothed
16.668343	13.519278	09	2	cdf	unsmoothed
16.917086	9.5042925	09	2	cdf	unsmoothed
17.165829	8.828876	09	2	cdf	unsmoothed
17.414574	13.82934	09	2	cdf	unsmoothed
17.663317	13.989473	09	2	cdf	unsmoothed
17.91206	8.825547	09	2	cdf	unsmoothed
18.160805	3.8391323	09	2	cdf	unsmoothed
18.409548	1.2657074	09	2	cdf	unsmoothed
18.65829	0.3839121	09	2	cdf	unsmoothed
18.907036	0.16548483	09	2	cdf	unsmoothed
19.155779	0.120862424	09	2	cdf	unsmoothed
19.404522	0.10742128	09	2	cdf	unsmoothed
19.653267	0.09683496	09	2	cdf	unsmoothed
19.90201	0.08534939	09	2	cdf	unsmoothed
20.150753	0.07274718	09	2	cdf	unsmoothed
20.399498	0.061565008	09	2	cdf	unsmoothed
20.648241	0.09369732	09	2	cdf	unsmoothed
20.896984	0.45503524	09	2	cdf	unsmoothed
21.14573	1.8780718	09	2	cdf	unsmoothed
21.394472	4.00055	09	2	cdf	unsmoothed
21.643215	3.5212512	09	2	cdf	unsmoothed
21.89196	0.49562785	09	2	cdf	unsmoothed
22.140703	0.7968293	09	2	cdf	unsmoothed
22.389448	3.5153513	09	2	cdf	unsmoothed
22.638191	3.4741607	09	2	cdf	unsmoothed
22.886934	1.5993661	09	2	cdf	unsmoothed
23.13568	0.41909692	09	2	cdf	unsmoothed
23.384422	0.080396086	09	2	cdf	unsmoothed
23.633165	0.02993492	09	2	cdf	unsmoothed
23.88191	0.029504925	09	2	cdf	unsmoothed
24.130653	0.03276948	09	2	cdf	unsmoothed
24.379396	0.034953058	09	2	cdf	unsmoothed
24.628141	0.035975102	09	2	cdf	unsmoothed
24.876884	0.035979282	09	2	cdf	unsmoothed
25.125628	0.03511741	09	2	cdf	unsmoothed
25.374372	0.033569157	09	2	cdf	unsmoothed
25.623116	0.031534415	09	2	cdf	unsmoothed
25.871859	0.02921876	09	2	cdf	unsmoothed
26.120604	0.026830109	09	2	cdf	unsmoothed
26.369347	0.024613818	09	2	cdf	unsmoothed
26.61809	0.02300102	09	2	cdf	unsmoothed
26.866835	0.023068234	09	2	cdf	unsmoothed
27.115578	0.027760522	09	2	cdf	unsmoothed
27.36432	0.04465499	09	2	cdf	unsmoothed
27.613066	0.09083163	09	2	cdf	unsmoothed
27.861809	0.1981881	09	2	cdf	unsmoothed
28.110552	0.41209972	09	2	cdf	unsmoothed
28.359297	0.77027345	09	2	cdf	unsmoothed
28.60804	1.2532022	09	2	cdf	unsmoothed
28.856785	1.7311698	09	2	cdf	unsmoothed
29.105528	1.9854598	09	2	cdf	unsmoothed
29.35427	1.8644464	09	2	cdf	unsmoothed
29.603016	1.47065	09	2	cdf	unsmoothed
29.851759	1.1376864	09	2	cdf	unsmoothed
30.100502	1.1440089	09	2	cdf	unsmoothed
30.349247	1.4641223	09	2	cdf	unsmoothed
30.59799	1.8377404	09	2	cdf	unsmoothed
30.846733	2.0342894	09	2	cdf	unsmoothed
31.095478	2.0002909	09	2	cdf	unsmoothed
31.344221	1.8056105	09	2	cdf	unsmoothed
31.592964	1.5358241	09	2	cdf	unsmoothed
31.84171	1.2462366	09	2	cdf	unsmoothed
32.090454	0.96798885	09	2	cdf	unsmoothed
32.339195	0.7237662	09	2	cdf	unsmoothed
32.58794	0.54717153	09	2	cdf	unsmoothed
32.836685	0.5190142	09	2	cdf	unsmoothed
33.085426	0.78243315	09	2	cdf	unsmoothed
33.33417	1.4024149	09	2	cdf	unsmoothed
33.582916	2.0580099	09	2	cdf	unsmoothed
33.831657	2.0638177	09	2	cdf	unsmoothed
34.080402	1.1737285	09	2	cdf	unsmoothed
34.329147	0.22693427	09	2	cdf	unsmoothed
34.57789	0.2704241	09	2	cdf	unsmoothed
34.826633	1.1702989	09	2	cdf	unsmoothed
35.07538	1.8657758	09	2	cdf	unsmoothed
35.32412	1.7604011	09	2	cdf	unsmoothed
35.572865	1.1597118	09	2	cdf	unsmoothed
35.82161	0.5913229	09	2	cdf	unsmoothed
36.07035	0.26829594	09	2	cdf	unsmoothed
36.319096	0.13620709	09	2	cdf	unsmoothed
36.56784	0.090700984	09	2	cdf	unsmoothed
36.81658	0.0722283	09	2	cdf	unsmoothed
37.065327	0.06038008	09	2	cdf	unsmoothed
37.31407	0.05071899	09	2	cdf	unsmoothed
37.562813	0.042752456	09	2	cdf	unsmoothed
37.811558	0.036421344	09	2	cdf	unsmoothed
38.060303	0.031539354	09	2	cdf	unsmoothed
38.309044	0.027837465	09	2	cdf	unsmoothed
38.55779	0.02505196	09	2	cdf	unsmoothed
38.806534	0.022983547	09	2	cdf	unsmoothed
39.055275	0.021538677	09	2	cdf	unsmoothed
39.30402	0.02076872	09	2	cdf	unsmoothed
39.552765	0.020914134	09	2	cdf	unsmoothed
