subject	nvoxels	metric	decoder	mask
21	100	-0.04173587078651191	gabor	BensonV1
21	250	-0.08607091394649052	gabor	BensonV1
21	500	-0.11112553227671777	gabor	BensonV1
22	50	-0.09281308642212874	gabor	BensonV1
22	100	-0.12106457857792945	gabor	BensonV1
22	250	-0.043805751033384396	gabor	BensonV1
22	500	-0.054944538855431324	gabor	BensonV1
23	0	-0.08198266795133083	gabor	BensonV1
23	50	0.002133980879492494	gabor	BensonV1
23	100	0.05174900734861358	gabor	BensonV1
23	250	0.07893994175683522	gabor	BensonV1
23	500	0.055024043585901766	gabor	BensonV1
24	0	-0.01931784089352699	gabor	BensonV1
24	50	-0.0751563232534416	gabor	BensonV1
24	100	1.2219399579113666e-05	gabor	BensonV1
24	250	0.0047226017400471	gabor	BensonV1
24	500	-0.0770873973084526	gabor	BensonV1
pil01	0	-0.14887800896851866	gabor	BensonV1
pil01	50	0.22284888207896025	gabor	BensonV1
pil01	100	0.14538029130457608	gabor	BensonV1
pil01	250	-0.05573755783765327	gabor	BensonV1
pil01	500	-0.1565301386320166	gabor	BensonV1
pil02	0	0.154941059645704	gabor	BensonV1
pil02	50	0.19526958569775904	gabor	BensonV1
pil02	100	0.055245574336769604	gabor	BensonV1
pil02	250	0.06212748125041375	gabor	BensonV1
pil02	500	0.08233607094611806	gabor	BensonV1
03	0	-0.030581563430651947	gabor	NPCr
03	50	-0.11688153936078075	gabor	NPCr
03	100	-0.23593254984480605	gabor	NPCr
03	250	-0.06694045837776906	gabor	NPCr
03	500	-0.07009905339784485	gabor	NPCr
04	0	0.07690340026452017	gabor	NPCr
04	50	0.05695442656548256	gabor	NPCr
04	100	0.1833832816953977	gabor	NPCr
04	250	0.01052611983243485	gabor	NPCr
04	500	0.04080093188639003	gabor	NPCr
05	0	0.13885364147752943	gabor	NPCr
05	50	0.12693292639768608	gabor	NPCr
05	100	0.05209532598922744	gabor	NPCr
05	250	0.11449411962517281	gabor	NPCr
05	500	0.08018520971724577	gabor	NPCr
06	0	0.19622228716338339	gabor	NPCr
06	50	0.232258638909555	gabor	NPCr
06	100	0.2066985114208731	gabor	NPCr
06	250	0.2689717952368277	gabor	NPCr
06	500	0.3036243739342578	gabor	NPCr
07	0	0.12373762916277807	gabor	NPCr
07	50	0.12743743525346554	gabor	NPCr
07	100	0.035649166827962445	gabor	NPCr
07	250	0.014732304433012919	gabor	NPCr
07	500	0.10062414366402486	gabor	NPCr
08	0	0.03037093970633803	gabor	NPCr
08	50	0.04451335845276686	gabor	NPCr
08	100	0.12379281199997583	gabor	NPCr
08	250	0.061658938446891465	gabor	NPCr
08	500	0.0414142915531303	gabor	NPCr
09	0	0.1683790047168891	gabor	NPCr
09	50	0.1045485039923958	gabor	NPCr
09	100	0.17188799735007487	gabor	NPCr
09	250	0.24209033103476846	gabor	NPCr
09	500	0.23506087042743748	gabor	NPCr
10	0	0.1639790736555096	gabor	NPCr
10	50	0.08875043586252934	gabor	NPCr
10	100	0.05881558796206877	gabor	NPCr
10	250	-0.014996177640058839	gabor	NPCr
10	500	0.10143079233194635	gabor	NPCr
11	0	0.08572161860458084	gabor	NPCr
11	50	0.0376942891399558	gabor	NPCr
11	100	0.09721630049781596	gabor	NPCr
11	250	0.1517295241675796	gabor	NPCr
11	500	0.13177775361847846	gabor	NPCr
12	0	-0.02408094282787007	gabor	NPCr
12	50	-0.10967327510425219	gabor	NPCr
12	100	-0.05526741446260973	gabor	NPCr
12	250	0.02082679595728039	gabor	NPCr
12	500	0.10528581946814289	gabor	NPCr
13	0	0.14190422932407665	gabor	NPCr
13	50	0.025202158857509482	gabor	NPCr
13	100	0.09930783957495223	gabor	NPCr
13	250	0.05851712890241169	gabor	NPCr
13	500	0.06784973791486446	gabor	NPCr
14	0	0.02428389638919705	gabor	NPCr
14	50	-0.019695631830175732	gabor	NPCr
14	100	0.03872986344849366	gabor	NPCr
14	250	-0.0046934161128953066	gabor	NPCr
14	500	0.019991456806125962	gabor	NPCr
15	0	0.036706971550049206	gabor	NPCr
15	50	-0.1417438612080166	gabor	NPCr
15	100	-0.11491726125710297	gabor	NPCr
15	250	-0.08974986465021242	gabor	NPCr
15	500	-0.0921384292367172	gabor	NPCr
16	0	0.17611058501721466	gabor	NPCr
16	50	0.06616002346153901	gabor	NPCr
16	100	0.06256764338938932	gabor	NPCr
16	250	0.10381133530671391	gabor	NPCr
16	500	0.11829481533576572	gabor	NPCr
17	0	-0.05280026722745336	gabor	NPCr
17	50	0.03195686549480385	gabor	NPCr
17	100	0.12185606024472065	gabor	NPCr
17	250	0.044578621329697254	gabor	NPCr
17	500	0.11460067105574205	gabor	NPCr
18	0	0.09855017566775544	gabor	NPCr
18	50	-0.006836054362911507	gabor	NPCr
18	100	0.010576454891120262	gabor	NPCr
18	250	0.04702616916278357	gabor	NPCr
18	500	0.10428226149944497	gabor	NPCr
19	0	0.1611100854372852	gabor	NPCr
19	50	0.13777957125528065	gabor	NPCr
19	100	0.1500009137460023	gabor	NPCr
19	250	0.1664533693884242	gabor	NPCr
19	500	0.1773629027176551	gabor	NPCr
20	0	0.029633346824660654	gabor	NPCr
20	50	0.009744927237063664	gabor	NPCr
20	100	-0.024295734775958894	gabor	NPCr
20	250	0.0014678790896227728	gabor	NPCr
20	500	0.0374175376906211	gabor	NPCr
21	0	0.04173414985655432	gabor	NPCr
21	50	0.015625739928948973	gabor	NPCr
21	100	0.03907217681435709	gabor	NPCr
21	250	-0.021149242656748696	gabor	NPCr
21	500	0.09129471860166691	gabor	NPCr
22	50	0.07063782871776599	gabor	NPCr
22	100	0.027096791908644065	gabor	NPCr
22	250	0.08775260141484714	gabor	NPCr
22	500	0.08246720814821912	gabor	NPCr
23	0	-0.009912735341835933	gabor	NPCr
23	50	-0.025999164548484797	gabor	NPCr
23	100	0.0036765789370797703	gabor	NPCr
23	250	0.04413449627296936	gabor	NPCr
23	500	0.04719791365615677	gabor	NPCr
24	0	-0.004442675846186555	gabor	NPCr
24	50	0.027719381861364186	gabor	NPCr
24	100	-0.06899386609476243	gabor	NPCr
24	250	-0.012667605883526032	gabor	NPCr
24	500	0.044848856488964126	gabor	NPCr
pil01	0	0.034267545738178196	gabor	NPCr
pil01	50	0.1079551019867712	gabor	NPCr
pil01	100	0.17476747672934162	gabor	NPCr
pil01	250	0.08553597232217071	gabor	NPCr
pil01	500	0.036150139208666464	gabor	NPCr
pil02	0	-0.07909474087914688	gabor	NPCr
pil02	50	-0.13953382020401345	gabor	NPCr
pil02	100	-0.07476679909584111	gabor	NPCr
pil02	250	0.0059498503615322725	gabor	NPCr
pil02	500	-0.08570834831797944	gabor	NPCr
03	0	0.5135240834860759	value	BensonV1
03	50	0.5290499032928075	value	BensonV1
03	100	0.5237669899289012	value	BensonV1
03	250	0.552511146252141	value	BensonV1
03	500	0.5223787470562302	value	BensonV1
04	0	0.6377102421098566	value	BensonV1
04	50	0.6946203584237787	value	BensonV1
04	100	0.7247136440368114	value	BensonV1
04	250	0.6587931765385688	value	BensonV1
04	500	0.5509143149739406	value	BensonV1
05	0	0.6958561428098909	value	BensonV1
05	50	0.7105187317170933	value	BensonV1
05	100	0.6699664723145675	value	BensonV1
05	250	0.6515616251264948	value	BensonV1
05	500	0.6329321237920558	value	BensonV1
06	0	0.8546140940509899	value	BensonV1
06	50	0.8587926684793284	value	BensonV1
06	100	0.8417110376272867	value	BensonV1
06	250	0.8379490804247487	value	BensonV1
06	500	0.7854226605112928	value	BensonV1
07	0	0.5942191222243367	value	BensonV1
07	50	0.621906401506381	value	BensonV1
07	100	0.6092002174423025	value	BensonV1
07	250	0.5738254031688951	value	BensonV1
07	500	0.541619812324911	value	BensonV1
08	0	0.762359579682544	value	BensonV1
08	50	0.7827449946450287	value	BensonV1
08	100	0.7481287892109612	value	BensonV1
08	250	0.7119470264272362	value	BensonV1
08	500	0.6833425663951178	value	BensonV1
09	0	0.7436685050580254	value	BensonV1
09	50	0.7372877629379193	value	BensonV1
09	100	0.7544927139693225	value	BensonV1
09	250	0.7282287458346317	value	BensonV1
09	500	0.7029637471642678	value	BensonV1
10	0	0.5335063687228548	value	BensonV1
10	50	0.5502157027971755	value	BensonV1
10	100	0.5097038318088617	value	BensonV1
10	250	0.44426817482516145	value	BensonV1
10	500	0.3940791983373834	value	BensonV1
11	0	0.7927542270272844	value	BensonV1
11	50	0.7895786768571074	value	BensonV1
11	100	0.7904896426939054	value	BensonV1
11	250	0.8071642358715687	value	BensonV1
11	500	0.7991875527232754	value	BensonV1
12	0	0.6920204959525774	value	BensonV1
12	50	0.7026259268352433	value	BensonV1
12	100	0.7027313213359891	value	BensonV1
12	250	0.6492002215338923	value	BensonV1
12	500	0.6619740143579187	value	BensonV1
13	0	0.14100257444423767	value	BensonV1
13	50	0.22016096065979815	value	BensonV1
13	100	0.22679772225842412	value	BensonV1
13	250	0.24879606148203567	value	BensonV1
13	500	0.2672570920844545	value	BensonV1
14	0	0.2637516789213702	value	BensonV1
14	50	0.3720898895020467	value	BensonV1
14	100	0.3705872195648511	value	BensonV1
14	250	0.34435789723269494	value	BensonV1
14	500	0.3111394336199795	value	BensonV1
15	0	0.316632751511321	value	BensonV1
15	50	0.37767929928077243	value	BensonV1
15	100	0.3619750241194452	value	BensonV1
15	250	0.3807930354236554	value	BensonV1
15	500	0.27477902260221415	value	BensonV1
16	0	0.2875188035200048	value	BensonV1
16	50	0.2765844772601367	value	BensonV1
16	100	0.32914692918483424	value	BensonV1
16	250	0.24726349085392724	value	BensonV1
16	500	0.21908521627921618	value	BensonV1
17	0	0.5161891067383286	value	BensonV1
17	50	0.5375396534280028	value	BensonV1
17	100	0.5166451312898374	value	BensonV1
17	250	0.48324345129672874	value	BensonV1
17	500	0.4848318670321876	value	BensonV1
18	0	0.3425947674284456	value	BensonV1
18	50	0.4859005896942695	value	BensonV1
18	100	0.4584646772554844	value	BensonV1
18	250	0.4049634926618446	value	BensonV1
18	500	0.43593408844499365	value	BensonV1
19	0	0.4540008640225121	value	BensonV1
19	50	0.5090743261777222	value	BensonV1
19	100	0.48114013265302347	value	BensonV1
19	250	0.4637421292087744	value	BensonV1
19	500	0.46801509807794595	value	BensonV1
20	0	0.27294153100303853	value	BensonV1
20	50	0.28528149204149145	value	BensonV1
20	100	0.22220172711228267	value	BensonV1
20	250	0.16002980162423447	value	BensonV1
20	500	0.12293835222245021	value	BensonV1
21	0	0.3408816971282034	value	BensonV1
21	50	0.32611013639451836	value	BensonV1
21	100	0.27731646435815027	value	BensonV1
21	250	0.2756079112166038	value	BensonV1
21	500	0.27723591083402666	value	BensonV1
22	0	0.06054899416044818	value	BensonV1
22	50	0.2853617837692572	value	BensonV1
22	100	0.2716947397418103	value	BensonV1
22	250	0.2876765521019577	value	BensonV1
22	500	0.2736094346810597	value	BensonV1
23	0	0.15512791812685436	value	BensonV1
23	50	0.11746896901037332	value	BensonV1
23	100	0.07686704672017221	value	BensonV1
23	250	0.1400022871412419	value	BensonV1
23	500	0.11106043838406557	value	BensonV1
24	0	0.6082275322206193	value	BensonV1
24	50	0.6860512625141157	value	BensonV1
24	100	0.7439273081270825	value	BensonV1
24	250	0.6841250284262848	value	BensonV1
24	500	0.660385496509337	value	BensonV1
pil01	0	0.3483263111964542	value	BensonV1
pil01	50	0.4239698001853881	value	BensonV1
pil01	100	0.4337006279170958	value	BensonV1
pil01	250	0.3876797804662008	value	BensonV1
pil01	500	0.3554536736817308	value	BensonV1
pil02	0	0.6186497898335948	value	BensonV1
pil02	50	0.656154197124064	value	BensonV1
pil02	100	0.6780633824847735	value	BensonV1
pil02	250	0.6328232798576578	value	BensonV1
pil02	500	0.5751377762023315	value	BensonV1
03	0	0.2028322810240859	value	NPCr
03	50	0.2108025096988393	value	NPCr
03	100	0.3299861836547188	value	NPCr
03	250	0.1569769201441601	value	NPCr
03	500	0.17014298176792586	value	NPCr
04	0	0.48813284908094506	value	NPCr
04	50	0.4481500404269193	value	NPCr
04	100	0.4144369118947513	value	NPCr
04	250	0.3803389500372518	value	NPCr
04	500	0.3478786608699886	value	NPCr
05	0	0.018732868281502994	value	NPCr
05	50	0.09577947898018543	value	NPCr
05	100	0.07378962083163292	value	NPCr
05	250	0.15475031270857992	value	NPCr
05	500	0.1292906145519109	value	NPCr
06	0	0.5445566161199862	value	NPCr
06	50	0.44153558322910574	value	NPCr
06	100	0.455399739653526	value	NPCr
06	250	0.3239426524871224	value	NPCr
06	500	0.24974475333364618	value	NPCr
07	0	0.2540404563604953	value	NPCr
07	50	0.23249875527158886	value	NPCr
07	100	0.23289884476651432	value	NPCr
07	250	0.23334335261225428	value	NPCr
07	500	0.22333476748504	value	NPCr
08	0	0.31826737110316367	value	NPCr
08	50	0.3295455555296591	value	NPCr
08	100	0.29819707672340523	value	NPCr
08	250	0.24545706930725375	value	NPCr
08	500	0.2283231786483545	value	NPCr
09	0	0.39688223529098754	value	NPCr
09	50	0.4142228989334108	value	NPCr
09	100	0.4045493971020794	value	NPCr
09	250	0.405503079742199	value	NPCr
09	500	0.3318047964069591	value	NPCr
10	0	0.388785604062081	value	NPCr
10	50	0.38357260923840336	value	NPCr
10	100	0.4077370139258315	value	NPCr
10	250	0.31491595640270215	value	NPCr
10	500	0.2739873705029609	value	NPCr
11	0	0.14337771600395982	value	NPCr
11	50	0.21111587529199619	value	NPCr
11	100	0.24837520971780727	value	NPCr
11	250	0.23420893086990868	value	NPCr
11	500	0.20821790331773707	value	NPCr
12	0	0.30409803280478664	value	NPCr
12	50	0.2815126132409529	value	NPCr
12	100	0.3655591162131739	value	NPCr
12	250	0.3670244462766392	value	NPCr
12	500	0.3043556021075957	value	NPCr
13	0	0.34345265582157436	value	NPCr
13	50	0.06667790477850688	value	NPCr
13	100	0.2195274124802451	value	NPCr
13	250	0.22690378397216868	value	NPCr
13	500	0.32014143524546923	value	NPCr
14	0	0.21794114461446853	value	NPCr
14	50	0.2379815860167765	value	NPCr
14	100	0.27412449374583936	value	NPCr
14	250	0.24425634713995392	value	NPCr
14	500	0.2263430585816341	value	NPCr
15	0	0.22554488075718682	value	NPCr
15	50	0.23887164268289224	value	NPCr
15	100	0.22269640924749293	value	NPCr
15	250	0.19789848331208051	value	NPCr
15	500	0.20474155270332317	value	NPCr
16	0	0.29045848137281904	value	NPCr
16	50	0.16806276526294947	value	NPCr
16	100	0.13030574120617883	value	NPCr
16	250	0.13807405101280637	value	NPCr
16	500	0.12391215788340969	value	NPCr
17	0	0.04856325288809343	value	NPCr
17	50	0.14895462191138784	value	NPCr
17	100	0.137532944867949	value	NPCr
17	250	0.2287340351450126	value	NPCr
17	500	0.19706152364637275	value	NPCr
18	0	0.34304266391927185	value	NPCr
18	50	0.3266156651803993	value	NPCr
18	100	0.3427979197463824	value	NPCr
18	250	0.28202234108093266	value	NPCr
18	500	0.25633181493057444	value	NPCr
19	0	0.25202379961550875	value	NPCr
19	50	0.24241915724012963	value	NPCr
19	100	0.16702046804313375	value	NPCr
19	250	0.1915418121789953	value	NPCr
19	500	0.17410928595993133	value	NPCr
20	0	0.21605499129284522	value	NPCr
20	50	0.27908918112572423	value	NPCr
20	100	0.2929317292645476	value	NPCr
20	250	0.2546610348700543	value	NPCr
20	500	0.24838590775163602	value	NPCr
21	0	0.019816449356218388	value	NPCr
21	50	0.18209887477663567	value	NPCr
21	100	0.21128586042931735	value	NPCr
21	250	0.11187147784217183	value	NPCr
21	500	0.08339997678786153	value	NPCr
22	50	0.0041945590823737455	value	NPCr
22	100	-0.000626316679965884	value	NPCr
22	250	-0.006600670039032317	value	NPCr
22	500	-0.00210525402383872	value	NPCr
23	0	0.1273168968280443	value	NPCr
23	50	0.1548409764568254	value	NPCr
23	100	0.18835785650764664	value	NPCr
23	250	0.2319702093032125	value	NPCr
23	500	0.21272122466870713	value	NPCr
24	0	0.18289166058882944	value	NPCr
24	50	0.26289367579573353	value	NPCr
24	100	0.20458748952306116	value	NPCr
24	250	0.16910928339560213	value	NPCr
24	500	0.17188118217298798	value	NPCr
pil01	0	0.14640424897192517	value	NPCr
pil01	50	0.07919011836284315	value	NPCr
pil01	100	0.0029217658159111717	value	NPCr
pil01	250	0.12121339983567184	value	NPCr
pil01	500	0.13061697957389334	value	NPCr
pil02	0	0.2841840855981792	value	NPCr
pil02	50	0.34172050350416944	value	NPCr
pil02	100	0.3210738913820157	value	NPCr
pil02	250	0.3077908809677643	value	NPCr
pil02	500	0.26674144436758795	value	NPCr
