subject	model	mask	nvoxels	prior	r
20	Linear	V1	0	matched	0.05823708628880463
20	Linear	V1	50	uniform	0.2514687605148148
20	Linear	V1	50	matched	0.2525125514532982
20	Linear	V1	100	uniform	0.22615335105643908
20	Linear	V1	100	matched	0.22754225502461506
20	Linear	V1	250	uniform	0.14385294737608703
20	Linear	V1	250	matched	0.14505027997813588
20	Linear	V1	500	uniform	0.1321759277971596
20	Linear	V1	500	matched	0.132838846712193
20	Linear	NPCr	0	uniform	0.2628029878897372
20	Linear	NPCr	0	matched	0.26326862923725414
20	Linear	NPCr	50	uniform	0.29020266001659856
20	Linear	NPCr	50	matched	0.2905917529113813
20	Linear	NPCr	100	uniform	0.28374429463933964
20	Linear	NPCr	100	matched	0.2842600180374486
20	Linear	NPCr	250	uniform	0.26332776068732267
20	Linear	NPCr	250	matched	0.2633972529167331
20	Linear	NPCr	500	uniform	0.25897989753045764
20	Linear	NPCr	500	matched	0.25881473448340947
20	Linear	vmPFC+OFC	0	uniform	-0.06426150194145282
20	Linear	vmPFC+OFC	0	matched	-0.06425373918968613
20	Linear	vmPFC+OFC	50	uniform	-0.010052114250254648
20	Linear	vmPFC+OFC	50	matched	-0.011272459764977646
20	Linear	vmPFC+OFC	100	uniform	0.06409859175773855
20	Linear	vmPFC+OFC	100	matched	0.06355726286813783
20	Linear	vmPFC+OFC	250	uniform	0.029921975106420255
20	Linear	vmPFC+OFC	250	matched	0.029861814307867232
20	Linear	vmPFC+OFC	500	uniform	0.0334390623843068
20	Linear	vmPFC+OFC	500	matched	0.033447830688823225
21	PRF	V1	0	uniform	0.3408816929443541
21	PRF	V1	0	matched	0.338860912084113
21	PRF	V1	50	uniform	0.32611013945220985
21	PRF	V1	50	matched	0.3289502893821877
21	PRF	V1	100	uniform	0.2773164818661149
21	PRF	V1	100	matched	0.27803131949201115
21	PRF	V1	250	uniform	0.27560790613984315
21	PRF	V1	250	matched	0.2758263284308516
21	PRF	V1	500	uniform	0.27723591594490365
21	PRF	V1	500	matched	0.2771610883876219
21	PRF	NPCr	0	uniform	0.019816460684515383
21	PRF	NPCr	0	matched	0.014992760672393971
21	PRF	NPCr	50	uniform	0.18209888331787316
21	PRF	NPCr	50	matched	0.17973040955803093
21	PRF	NPCr	100	uniform	0.21128584925781724
21	PRF	NPCr	100	matched	0.20968064873382505
21	PRF	NPCr	250	uniform	0.11187146881630582
21	PRF	NPCr	250	matched	0.10557996358384483
21	PRF	NPCr	500	uniform	0.08339997479626869
21	PRF	NPCr	500	matched	0.0814650251151848
21	PRF	vmPFC+OFC	0	uniform	-0.03461692364892264
21	PRF	vmPFC+OFC	0	matched	-0.021997784645600725
21	PRF	vmPFC+OFC	50	uniform	-0.018476347299499325
21	PRF	vmPFC+OFC	50	matched	-0.008425267178318152
21	PRF	vmPFC+OFC	100	uniform	0.0036249664730394135
21	PRF	vmPFC+OFC	100	matched	0.005367121505675938
21	PRF	vmPFC+OFC	250	uniform	-0.032280188291030784
21	PRF	vmPFC+OFC	250	matched	-0.03491217712343976
21	PRF	vmPFC+OFC	500	uniform	0.020844181130251743
21	PRF	vmPFC+OFC	500	matched	0.01843772637306126
21	Linear	V1	0	uniform	0.2639972695115289
21	Linear	V1	0	matched	0.2640574367891524
21	Linear	V1	50	uniform	0.3003869149201821
21	Linear	V1	50	matched	0.3007825258000597
21	Linear	V1	100	uniform	0.3361070266317294
21	Linear	V1	100	matched	0.3365992111860384
21	Linear	V1	250	uniform	0.36707699360087553
21	Linear	V1	250	matched	0.36772628330999635
21	Linear	V1	500	uniform	0.34072114755772875
21	Linear	V1	500	matched	0.34148502518808843
21	Linear	NPCr	0	uniform	0.12747352372327894
21	Linear	NPCr	0	matched	0.12772184776575018
21	Linear	NPCr	50	uniform	0.2395711124801872
21	Linear	NPCr	50	matched	0.2400139187185642
21	Linear	NPCr	100	uniform	0.20045616678416195
21	Linear	NPCr	100	matched	0.2006568852851395
21	Linear	NPCr	250	uniform	0.16043590783744935
21	Linear	NPCr	250	matched	0.16128211067008263
21	Linear	NPCr	500	uniform	0.1359602300445942
21	Linear	NPCr	500	matched	0.1377418326279733
21	Linear	vmPFC+OFC	0	uniform	-0.022733816636321943
21	Linear	vmPFC+OFC	0	matched	-0.023113198107916073
21	Linear	vmPFC+OFC	50	uniform	0.047716555871237104
21	Linear	vmPFC+OFC	50	matched	0.04779940746510504
21	Linear	vmPFC+OFC	100	uniform	-0.03870584149751874
21	Linear	vmPFC+OFC	100	matched	-0.03887308360638551
21	Linear	vmPFC+OFC	250	uniform	-0.0243198909480711
21	Linear	vmPFC+OFC	250	matched	-0.02414995832667233
21	Linear	vmPFC+OFC	500	uniform	-0.004725862141699306
21	Linear	vmPFC+OFC	500	matched	-0.00478659574876893
22	PRF	V1	0	uniform	0.06054929895486347
22	PRF	V1	0	matched	0.060990369712884636
22	PRF	V1	50	uniform	0.2853617703817031
22	PRF	V1	50	matched	0.2878122279673596
22	PRF	V1	100	uniform	0.27169475135868304
22	PRF	V1	100	matched	0.2699403778170638
22	PRF	V1	250	uniform	0.28767655181169366
22	PRF	V1	250	matched	0.28727868753825114
22	PRF	V1	500	uniform	0.27360943117556513
22	PRF	V1	500	matched	0.2764195143647739
22	PRF	NPCr	50	uniform	0.004194528134310906
22	PRF	NPCr	50	matched	0.011815418598205955
22	PRF	NPCr	100	uniform	-0.0006263009844098798
22	PRF	NPCr	100	matched	0.004434935154221435
22	PRF	NPCr	250	uniform	-0.006600687445648748
22	PRF	NPCr	250	matched	-0.007097482663022072
22	PRF	NPCr	500	uniform	-0.0021052392502181622
22	PRF	NPCr	500	matched	0.0007125940520031036
22	PRF	vmPFC+OFC	0	uniform	0.0063609816917596165
22	PRF	vmPFC+OFC	0	matched	-0.003560788737544479
22	PRF	vmPFC+OFC	50	uniform	0.076914524445239
22	PRF	vmPFC+OFC	50	matched	0.08148908172277983
22	PRF	vmPFC+OFC	100	uniform	0.04442994253727063
22	PRF	vmPFC+OFC	100	matched	0.04723617183022228
22	PRF	vmPFC+OFC	250	uniform	0.02109552877542253
22	PRF	vmPFC+OFC	250	matched	0.020680162686148133
22	PRF	vmPFC+OFC	500	uniform	-0.01503306608030581
22	PRF	vmPFC+OFC	500	matched	-0.017432019914952267
22	Linear	V1	0	uniform	0.0975702198380554
22	Linear	V1	0	matched	0.09749199808702425
22	Linear	V1	50	uniform	0.3136902538946787
22	Linear	V1	50	matched	0.3136525474522025
22	Linear	V1	100	uniform	0.27438638286319167
22	Linear	V1	100	matched	0.27503138271832217
22	Linear	V1	250	uniform	0.2662665388391702
22	Linear	V1	250	matched	0.26822244606490425
22	Linear	V1	500	uniform	0.2629639949914528
22	Linear	V1	500	matched	0.26467323542311627
22	Linear	NPCr	0	uniform	-0.04669598221515317
22	Linear	NPCr	0	matched	-0.046684299167207025
22	Linear	NPCr	50	uniform	0.04025263596918653
22	Linear	NPCr	50	matched	0.04073029370497281
22	Linear	NPCr	100	uniform	0.05697727419611719
22	Linear	NPCr	100	matched	0.0579905692149102
22	Linear	NPCr	250	uniform	0.05407750460855039
22	Linear	NPCr	250	matched	0.05467192127167309
22	Linear	NPCr	500	uniform	0.050911757303454555
22	Linear	NPCr	500	matched	0.05143857111463831
22	Linear	vmPFC+OFC	0	uniform	0.01952727943320512
22	Linear	vmPFC+OFC	0	matched	0.019602391420205676
22	Linear	vmPFC+OFC	50	uniform	0.03813075363814026
22	Linear	vmPFC+OFC	50	matched	0.03808588014976713
22	Linear	vmPFC+OFC	100	uniform	0.1368748550131302
22	Linear	vmPFC+OFC	100	matched	0.13652356493997694
22	Linear	vmPFC+OFC	250	uniform	0.11868359247682783
22	Linear	vmPFC+OFC	250	matched	0.11864120735487726
22	Linear	vmPFC+OFC	500	uniform	0.11956310091038824
22	Linear	vmPFC+OFC	500	matched	0.1197415316955806
23	PRF	V1	0	uniform	0.155127894557614
23	PRF	V1	0	matched	0.15611481371091535
23	PRF	V1	50	uniform	0.11746895497218718
23	PRF	V1	50	matched	0.11034887474299679
23	PRF	V1	100	uniform	0.07686701518535724
23	PRF	V1	100	matched	0.0762579686059881
23	PRF	V1	250	uniform	0.14000230073463282
23	PRF	V1	250	matched	0.1444356588603059
23	PRF	V1	500	uniform	0.11106046787365562
23	PRF	V1	500	matched	0.11505950701679919
23	PRF	NPCr	0	uniform	0.12731685742888132
23	PRF	NPCr	0	matched	0.1251845358412665
23	PRF	NPCr	50	uniform	0.15484099482332098
23	PRF	NPCr	50	matched	0.1526957829895319
23	PRF	NPCr	100	uniform	0.18835785364914534
23	PRF	NPCr	100	matched	0.1809439741807365
23	PRF	NPCr	250	uniform	0.2319701951303407
23	PRF	NPCr	250	matched	0.22864057113454433
23	PRF	NPCr	500	uniform	0.2127212126651495
23	PRF	NPCr	500	matched	0.2100029741177703
23	PRF	vmPFC+OFC	0	uniform	0.13341142697340186
23	PRF	vmPFC+OFC	0	matched	0.12789233219190055
23	PRF	vmPFC+OFC	50	uniform	0.13735667866446633
23	PRF	vmPFC+OFC	50	matched	0.1372998019905049
23	PRF	vmPFC+OFC	100	uniform	0.08473937168024293
23	PRF	vmPFC+OFC	100	matched	0.09195583105776471
23	PRF	vmPFC+OFC	250	uniform	0.08901139435296922
23	PRF	vmPFC+OFC	250	matched	0.09524015746419175
23	PRF	vmPFC+OFC	500	uniform	0.05063149505816911
23	PRF	vmPFC+OFC	500	matched	0.055871025639401384
23	Linear	V1	0	uniform	0.178358350224529
23	Linear	V1	0	matched	0.17810560987152185
23	Linear	V1	50	uniform	0.17844055896916344
23	Linear	V1	50	matched	0.17811383742850045
23	Linear	V1	100	uniform	0.2097689724659733
23	Linear	V1	100	matched	0.20867665411018532
23	Linear	V1	250	uniform	0.18061123512600735
23	Linear	V1	250	matched	0.1801721162354416
23	Linear	V1	500	uniform	0.1708852321375831
23	Linear	V1	500	matched	0.17099185077106274
23	Linear	NPCr	0	uniform	-0.033304731854416944
23	Linear	NPCr	0	matched	-0.03345482393326819
23	Linear	NPCr	50	uniform	0.213462976696639
23	Linear	NPCr	50	matched	0.21249551078445894
23	Linear	NPCr	100	uniform	0.1745755528282477
23	Linear	NPCr	100	matched	0.1737126670661306
23	Linear	NPCr	250	uniform	0.1598923518701787
23	Linear	NPCr	250	matched	0.1613056239465242
23	Linear	NPCr	500	uniform	0.14213993993529228
23	Linear	NPCr	500	matched	0.14333940074466328
23	Linear	vmPFC+OFC	0	uniform	0.16194670049938945
23	Linear	vmPFC+OFC	0	matched	0.16181748605646384
23	Linear	vmPFC+OFC	50	uniform	0.11080413323622283
23	Linear	vmPFC+OFC	50	matched	0.11086394759954687
23	Linear	vmPFC+OFC	100	uniform	0.0923957817227376
23	Linear	vmPFC+OFC	100	matched	0.09161433350646989
23	Linear	vmPFC+OFC	250	uniform	0.05430865712708555
23	Linear	vmPFC+OFC	250	matched	0.05533944089349843
23	Linear	vmPFC+OFC	500	uniform	0.06514117185879356
23	Linear	vmPFC+OFC	500	matched	0.06591143030756895
24	PRF	V1	0	uniform	0.608227527131225
24	PRF	V1	0	matched	0.6066984572776934
24	PRF	V1	50	uniform	0.6860512629376637
24	PRF	V1	50	matched	0.6881099570509511
24	PRF	V1	100	uniform	0.743927299105154
24	PRF	V1	100	matched	0.7453905843973858
24	PRF	V1	250	uniform	0.6841250176772206
24	PRF	V1	250	matched	0.6838061454377053
24	PRF	V1	500	uniform	0.6603855053008789
24	PRF	V1	500	matched	0.6582836117004512
24	PRF	NPCr	0	uniform	0.18289164862033844
24	PRF	NPCr	0	matched	0.18006594877910306
24	PRF	NPCr	50	uniform	0.2628936947883329
24	PRF	NPCr	50	matched	0.2564457661826305
24	PRF	NPCr	100	uniform	0.20458746815428602
24	PRF	NPCr	100	matched	0.2016615649420963
24	PRF	NPCr	250	uniform	0.16910929181095657
24	PRF	NPCr	250	matched	0.16854422687371284
24	PRF	NPCr	500	uniform	0.17188118630184474
24	PRF	NPCr	500	matched	0.17329736874457885
24	PRF	vmPFC+OFC	0	uniform	-0.04046325744720869
24	PRF	vmPFC+OFC	0	matched	-0.042170509603815146
24	PRF	vmPFC+OFC	50	uniform	-0.04418098303988551
24	PRF	vmPFC+OFC	50	matched	-0.04812779502391942
24	PRF	vmPFC+OFC	100	uniform	-0.029428254870568948
24	PRF	vmPFC+OFC	100	matched	-0.03365572709515215
24	PRF	vmPFC+OFC	250	uniform	-0.07042117171898406
24	PRF	vmPFC+OFC	250	matched	-0.08195569035315316
24	PRF	vmPFC+OFC	500	uniform	-0.03849425465133413
24	PRF	vmPFC+OFC	500	matched	-0.04742982362517207
24	Linear	V1	0	uniform	0.6260529116162885
24	Linear	V1	0	matched	0.6266928996067972
24	Linear	V1	50	uniform	0.7047008674718098
24	Linear	V1	50	matched	0.7046639466459657
24	Linear	V1	100	uniform	0.7254507786168456
24	Linear	V1	100	matched	0.7252416635007694
24	Linear	V1	250	uniform	0.7274853554257883
24	Linear	V1	250	matched	0.7272425379581176
24	Linear	V1	500	uniform	0.7061853750958713
24	Linear	V1	500	matched	0.7063586226613612
24	Linear	NPCr	0	uniform	0.27193621816744296
24	Linear	NPCr	0	matched	0.2700453135034806
24	Linear	NPCr	50	uniform	0.32728557492159005
24	Linear	NPCr	50	matched	0.32770017097195847
24	Linear	NPCr	100	uniform	0.2514051727012736
24	Linear	NPCr	100	matched	0.2525536301114783
24	Linear	NPCr	250	uniform	0.2065408889387255
24	Linear	NPCr	250	matched	0.20843049219017346
24	Linear	NPCr	500	uniform	0.19299743900460817
24	Linear	NPCr	500	matched	0.1948639675322597
24	Linear	vmPFC+OFC	0	uniform	-0.11600241225027749
24	Linear	vmPFC+OFC	0	matched	-0.11603511616327461
24	Linear	vmPFC+OFC	50	uniform	-0.16281888868652006
24	Linear	vmPFC+OFC	50	matched	-0.1628093217517044
24	Linear	vmPFC+OFC	100	uniform	-0.16545654618833772
24	Linear	vmPFC+OFC	100	matched	-0.16673069236913635
24	Linear	vmPFC+OFC	250	uniform	-0.1772832484980673
24	Linear	vmPFC+OFC	250	matched	-0.17752078405295305
24	Linear	vmPFC+OFC	500	uniform	-0.09252538222981999
24	Linear	vmPFC+OFC	500	matched	-0.09266207718755408
25	PRF	V1	0	uniform	0.39768117645782897
25	PRF	V1	0	matched	0.39580788761603547
25	PRF	V1	50	uniform	0.5011118312493943
25	PRF	V1	50	matched	0.5050812871461684
25	PRF	V1	100	uniform	0.5049201396481575
25	PRF	V1	100	matched	0.5073006275821511
25	PRF	V1	250	uniform	0.5062058702419475
25	PRF	V1	250	matched	0.5056160290006884
25	PRF	V1	500	uniform	0.47847083666860046
25	PRF	V1	500	matched	0.47078849916262155
25	PRF	NPCr	0	uniform	0.22432755191901327
25	PRF	NPCr	0	matched	0.21712555845407833
25	PRF	NPCr	50	uniform	0.3029400854106922
25	PRF	NPCr	50	matched	0.29228784606013636
25	PRF	NPCr	100	uniform	0.27533525739039033
25	PRF	NPCr	100	matched	0.2690892984936537
25	PRF	NPCr	250	uniform	0.25477271143951685
25	PRF	NPCr	250	matched	0.24867972133380795
25	PRF	NPCr	500	uniform	0.23582945100165856
25	PRF	NPCr	500	matched	0.23443272075387228
25	PRF	vmPFC+OFC	0	uniform	0.0381021077629599
25	PRF	vmPFC+OFC	0	matched	0.03951984197790116
25	PRF	vmPFC+OFC	50	uniform	-0.15264167072477597
25	PRF	vmPFC+OFC	50	matched	-0.1467311024850278
25	PRF	vmPFC+OFC	100	uniform	-0.0472925443098139
25	PRF	vmPFC+OFC	100	matched	-0.047284144380802945
25	PRF	vmPFC+OFC	250	uniform	-0.005444077000988739
25	PRF	vmPFC+OFC	250	matched	-0.003656748911134957
25	PRF	vmPFC+OFC	500	uniform	0.024822115114339842
25	PRF	vmPFC+OFC	500	matched	0.025952164557739844
25	Linear	V1	0	uniform	0.3526171103260648
25	Linear	V1	0	matched	0.3531586791486144
25	Linear	V1	50	uniform	0.4453780777850641
25	Linear	V1	50	matched	0.4469914167660274
25	Linear	V1	100	uniform	0.47758797741129694
25	Linear	V1	100	matched	0.47949260326691434
25	Linear	V1	250	uniform	0.49551902838093254
25	Linear	V1	250	matched	0.4964919104186857
25	Linear	V1	500	uniform	0.4942959167486807
25	Linear	V1	500	matched	0.49503954788286253
25	Linear	NPCr	0	uniform	0.21288408389783925
25	Linear	NPCr	0	matched	0.21204635526790683
25	Linear	NPCr	50	uniform	0.3087370025759818
25	Linear	NPCr	50	matched	0.31256907815659096
25	Linear	NPCr	100	uniform	0.2734921159333045
25	Linear	NPCr	100	matched	0.2772385288416379
25	Linear	NPCr	250	uniform	0.24968984947730055
25	Linear	NPCr	250	matched	0.252103477858043
25	Linear	NPCr	500	uniform	0.24255036469978877
25	Linear	NPCr	500	matched	0.24474167614414055
25	Linear	vmPFC+OFC	0	uniform	-0.22659805288874496
25	Linear	vmPFC+OFC	0	matched	-0.2265968629417226
25	Linear	vmPFC+OFC	50	uniform	0.022215215553443725
25	Linear	vmPFC+OFC	50	matched	0.021994675257393223
25	Linear	vmPFC+OFC	100	uniform	0.03864915694535116
25	Linear	vmPFC+OFC	100	matched	0.03849671630423113
25	Linear	vmPFC+OFC	250	uniform	-0.0200211895774904
25	Linear	vmPFC+OFC	250	matched	-0.01991643540575934
25	Linear	vmPFC+OFC	500	uniform	-0.005405331259977924
25	Linear	vmPFC+OFC	500	matched	-0.005093390896244748
pil01	PRF	V1	0	uniform	0.34832631707953954
pil01	PRF	V1	0	matched	0.35746549815341055
pil01	PRF	V1	50	uniform	0.42396981142973045
pil01	PRF	V1	50	matched	0.42906043957813994
pil01	PRF	V1	100	uniform	0.4337006216017805
pil01	PRF	V1	100	matched	0.436951368431295
pil01	PRF	V1	250	uniform	0.38767976484619915
pil01	PRF	V1	250	matched	0.3876582801222129
pil01	PRF	V1	500	uniform	0.3554536703399813
pil01	PRF	V1	500	matched	0.35700074106569457
pil01	PRF	NPCr	0	uniform	0.1464042609456238
pil01	PRF	NPCr	0	matched	0.14349411624581654
pil01	PRF	NPCr	50	uniform	0.07919011022798012
pil01	PRF	NPCr	50	matched	0.07691186580765584
pil01	PRF	NPCr	100	uniform	0.0029217578789173596
pil01	PRF	NPCr	100	matched	0.0020638294699856924
pil01	PRF	NPCr	250	uniform	0.1212133899702085
pil01	PRF	NPCr	250	matched	0.12203145638276544
pil01	PRF	NPCr	500	uniform	0.13061698884634326
pil01	PRF	NPCr	500	matched	0.13037892250801694
pil01	PRF	vmPFC+OFC	0	uniform	0.021089991518053422
pil01	PRF	vmPFC+OFC	0	matched	0.018066612531956197
pil01	PRF	vmPFC+OFC	50	uniform	0.09084155904977395
pil01	PRF	vmPFC+OFC	50	matched	0.0832724002431785
pil01	PRF	vmPFC+OFC	100	uniform	0.0731523628555183
pil01	PRF	vmPFC+OFC	100	matched	0.06808585528726224
pil01	PRF	vmPFC+OFC	250	uniform	0.014683594326752931
pil01	PRF	vmPFC+OFC	250	matched	0.010269178267333517
pil01	PRF	vmPFC+OFC	500	uniform	-0.015606080948009837
pil01	PRF	vmPFC+OFC	500	matched	-0.017558360244745358
pil01	Linear	V1	0	uniform	0.4160920822835976
pil01	Linear	V1	0	matched	0.41646364471911007
pil01	Linear	V1	50	uniform	0.47411142224467306
pil01	Linear	V1	50	matched	0.47410601814192266
pil01	Linear	V1	100	uniform	0.46933556244550667
pil01	Linear	V1	100	matched	0.46947417724669915
pil01	Linear	V1	250	uniform	0.43051001272275213
pil01	Linear	V1	250	matched	0.43101763716962627
pil01	Linear	V1	500	uniform	0.3775027637335193
pil01	Linear	V1	500	matched	0.37871832297902164
pil01	Linear	NPCr	0	uniform	0.07479638381413761
pil01	Linear	NPCr	0	matched	0.0751217153542046
pil01	Linear	NPCr	50	uniform	0.2643236238929192
pil01	Linear	NPCr	50	matched	0.2657915050447129
pil01	Linear	NPCr	100	uniform	0.2686047607900378
pil01	Linear	NPCr	100	matched	0.26989384954813955
pil01	Linear	NPCr	250	uniform	0.21524445940883608
pil01	Linear	NPCr	250	matched	0.2155929163426524
pil01	Linear	NPCr	500	uniform	0.2136645544612184
pil01	Linear	NPCr	500	matched	0.2136252913947736
pil01	Linear	vmPFC+OFC	0	uniform	-0.060346020420437366
pil01	Linear	vmPFC+OFC	0	matched	-0.06026819729287895
pil01	Linear	vmPFC+OFC	50	uniform	0.026537685488257988
pil01	Linear	vmPFC+OFC	50	matched	0.027800064279733333
pil01	Linear	vmPFC+OFC	100	uniform	0.008416810203977117
pil01	Linear	vmPFC+OFC	100	matched	0.009076759135834077
pil01	Linear	vmPFC+OFC	250	uniform	-0.014524587908138223
pil01	Linear	vmPFC+OFC	250	matched	-0.01440680553459511
pil01	Linear	vmPFC+OFC	500	uniform	-0.012423126534072577
pil01	Linear	vmPFC+OFC	500	matched	-0.012080682338622783
pil02	PRF	V1	0	uniform	0.6186497684251779
pil02	PRF	V1	0	matched	0.6174624566008148
pil02	PRF	V1	50	uniform	0.6561542179699156
pil02	PRF	V1	50	matched	0.6570076797142702
pil02	PRF	V1	100	uniform	0.6780633783657593
pil02	PRF	V1	100	matched	0.6794089952523328
pil02	PRF	V1	250	uniform	0.6328232704150167
pil02	PRF	V1	250	matched	0.633091777368008
pil02	PRF	V1	500	uniform	0.5751377563333182
pil02	PRF	V1	500	matched	0.5762245761804053
pil02	PRF	NPCr	0	uniform	0.28418408983848775
pil02	PRF	NPCr	0	matched	0.27997146806868967
pil02	PRF	NPCr	50	uniform	0.34172049179413394
pil02	PRF	NPCr	50	matched	0.3419184143837605
pil02	PRF	NPCr	100	uniform	0.32107389741441
pil02	PRF	NPCr	100	matched	0.32779062872442366
pil02	PRF	NPCr	250	uniform	0.3077908810486733
pil02	PRF	NPCr	250	matched	0.3114711357367477
pil02	PRF	NPCr	500	uniform	0.26674146179408575
pil02	PRF	NPCr	500	matched	0.2700987758807413
pil02	PRF	vmPFC+OFC	0	uniform	0.010603939111688391
pil02	PRF	vmPFC+OFC	0	matched	0.01232982082443658
pil02	PRF	vmPFC+OFC	50	uniform	-0.02216525545062159
pil02	PRF	vmPFC+OFC	50	matched	-0.024299600660576542
pil02	PRF	vmPFC+OFC	100	uniform	0.010972342422958784
pil02	PRF	vmPFC+OFC	100	matched	0.01028259952658875
pil02	PRF	vmPFC+OFC	250	uniform	0.05165178170428482
pil02	PRF	vmPFC+OFC	250	matched	0.05385019350479413
pil02	PRF	vmPFC+OFC	500	uniform	0.09715879393580305
pil02	PRF	vmPFC+OFC	500	matched	0.09819401576107353
pil02	Linear	V1	0	uniform	0.634457000140402
pil02	Linear	V1	0	matched	0.6355890880095056
pil02	Linear	V1	50	uniform	0.6863880476736753
pil02	Linear	V1	50	matched	0.6869664743214405
pil02	Linear	V1	100	uniform	0.6540839302620365
pil02	Linear	V1	100	matched	0.6551302806607333
pil02	Linear	V1	250	uniform	0.6154197751288959
pil02	Linear	V1	250	matched	0.6163838699673865
pil02	Linear	V1	500	uniform	0.583281746855588
pil02	Linear	V1	500	matched	0.5838619249988168
pil02	Linear	NPCr	0	uniform	0.3071005779164312
pil02	Linear	NPCr	0	matched	0.3060645165890754
pil02	Linear	NPCr	50	uniform	0.3514528505522037
pil02	Linear	NPCr	50	matched	0.351417096445229
pil02	Linear	NPCr	100	uniform	0.3615957293561718
pil02	Linear	NPCr	100	matched	0.3624519544794218
pil02	Linear	NPCr	250	uniform	0.31320504223424206
pil02	Linear	NPCr	250	matched	0.31432364841722843
pil02	Linear	NPCr	500	uniform	0.29026691664359844
pil02	Linear	NPCr	500	matched	0.2912723816193723
pil02	Linear	vmPFC+OFC	0	uniform	0.0004659045976332585
pil02	Linear	vmPFC+OFC	0	matched	0.0006114611326630028
pil02	Linear	vmPFC+OFC	50	uniform	0.10073347476122896
pil02	Linear	vmPFC+OFC	50	matched	0.10270612224531633
pil02	Linear	vmPFC+OFC	100	uniform	0.09534122936139065
pil02	Linear	vmPFC+OFC	100	matched	0.09584962487045992
pil02	Linear	vmPFC+OFC	250	uniform	0.08168341019808867
pil02	Linear	vmPFC+OFC	250	matched	0.08230194857753877
pil02	Linear	vmPFC+OFC	500	uniform	0.08203320016203615
pil02	Linear	vmPFC+OFC	500	matched	0.08230317338232743
