subject	model	mask	nvoxels	prior	r
11	Linear	NPCr	250	uniform	0.281364156943562
11	Linear	NPCr	250	matched	0.2835375501719225
11	Linear	NPCr	500	uniform	0.24424079700694626
11	Linear	NPCr	500	matched	0.24638257376625874
11	Linear	vmPFC+OFC	0	uniform	0.1731454046119783
11	Linear	vmPFC+OFC	0	matched	0.1734606524083514
11	Linear	vmPFC+OFC	50	uniform	0.057878729718264715
11	Linear	vmPFC+OFC	50	matched	0.05724512236920324
11	Linear	vmPFC+OFC	100	uniform	0.011352790598266528
11	Linear	vmPFC+OFC	100	matched	0.011976217278924155
11	Linear	vmPFC+OFC	250	uniform	0.014055871466472086
11	Linear	vmPFC+OFC	250	matched	0.013635302678381912
11	Linear	vmPFC+OFC	500	uniform	0.061358416917954794
11	Linear	vmPFC+OFC	500	matched	0.0617364015308981
12	PRF	V1	0	uniform	0.6920205000940305
12	PRF	V1	0	matched	0.6950128907290329
12	PRF	V1	50	uniform	0.7026259400391199
12	PRF	V1	50	matched	0.7072672205931544
12	PRF	V1	100	uniform	0.70273133443656
12	PRF	V1	100	matched	0.7045512208467504
12	PRF	V1	250	uniform	0.6492002232366614
12	PRF	V1	250	matched	0.6543308251756761
12	PRF	V1	500	uniform	0.6619739975225594
12	PRF	V1	500	matched	0.6614362614897649
12	PRF	NPCr	0	uniform	0.30409806131379513
12	PRF	NPCr	0	matched	0.3013540223896547
12	PRF	NPCr	50	uniform	0.2815126261697972
12	PRF	NPCr	50	matched	0.28168113107146986
12	PRF	NPCr	100	uniform	0.3655591345889849
12	PRF	NPCr	100	matched	0.36884466424321655
12	PRF	NPCr	250	uniform	0.3670244467366586
12	PRF	NPCr	250	matched	0.36974520874990824
12	PRF	NPCr	500	uniform	0.30435561703815844
12	PRF	NPCr	500	matched	0.309056287325958
12	PRF	vmPFC+OFC	0	uniform	0.0627716102509566
12	PRF	vmPFC+OFC	0	matched	0.052521533909549646
12	PRF	vmPFC+OFC	50	uniform	0.05174017572737691
12	PRF	vmPFC+OFC	50	matched	0.03522034125832085
12	PRF	vmPFC+OFC	100	uniform	0.06395495846227074
12	PRF	vmPFC+OFC	100	matched	0.05338655589888253
12	PRF	vmPFC+OFC	250	uniform	0.05387470642447549
12	PRF	vmPFC+OFC	250	matched	0.04656925127170436
12	PRF	vmPFC+OFC	500	uniform	0.03828716614124881
12	PRF	vmPFC+OFC	500	matched	0.02925465154062446
12	Linear	V1	0	uniform	0.7086142279103852
12	Linear	V1	0	matched	0.7081715831372741
12	Linear	V1	50	uniform	0.7178771377379226
12	Linear	V1	50	matched	0.717863279187955
12	Linear	V1	100	uniform	0.7059574970317128
12	Linear	V1	100	matched	0.7058479011176575
12	Linear	V1	250	uniform	0.6584027829147541
12	Linear	V1	250	matched	0.6583251645238982
12	Linear	V1	500	uniform	0.6457005856986472
12	Linear	V1	500	matched	0.6455312790350072
12	Linear	NPCr	0	uniform	0.4528952227357229
12	Linear	NPCr	0	matched	0.4537540236087827
12	Linear	NPCr	50	uniform	0.4612294566742301
12	Linear	NPCr	50	matched	0.46375561565597595
12	Linear	NPCr	100	uniform	0.41767245234763706
12	Linear	NPCr	100	matched	0.42050565219902586
12	Linear	NPCr	250	uniform	0.35957348803218203
12	Linear	NPCr	250	matched	0.36252321826130196
12	Linear	NPCr	500	uniform	0.32759184594167823
12	Linear	NPCr	500	matched	0.3299624726823215
12	Linear	vmPFC+OFC	0	uniform	0.18369726628367486
12	Linear	vmPFC+OFC	0	matched	0.1842280867034377
12	Linear	vmPFC+OFC	50	uniform	0.16382570871496274
12	Linear	vmPFC+OFC	50	matched	0.16602628428212127
12	Linear	vmPFC+OFC	100	uniform	0.08900012175656799
12	Linear	vmPFC+OFC	100	matched	0.0900652419543981
12	Linear	vmPFC+OFC	250	uniform	0.05939358984483737
12	Linear	vmPFC+OFC	250	matched	0.06046056074630764
12	Linear	vmPFC+OFC	500	uniform	0.0702476413694928
12	Linear	vmPFC+OFC	500	matched	0.07109155681801427
13	PRF	V1	0	uniform	0.1410025585389029
13	PRF	V1	0	matched	0.13673451280559426
13	PRF	V1	50	uniform	0.22016097681326596
13	PRF	V1	50	matched	0.22002263032790564
13	PRF	V1	100	uniform	0.2267977274131413
13	PRF	V1	100	matched	0.2289785884166422
13	PRF	V1	250	uniform	0.2487960585407884
13	PRF	V1	250	matched	0.2481500740618124
13	PRF	V1	500	uniform	0.26725709485275506
13	PRF	V1	500	matched	0.26668479941844525
13	PRF	NPCr	0	uniform	0.34345263206394555
13	PRF	NPCr	0	matched	0.348791526850762
13	PRF	NPCr	50	uniform	0.06667788224236165
13	PRF	NPCr	50	matched	0.0660303607692458
13	PRF	NPCr	100	uniform	0.21952740937993373
13	PRF	NPCr	100	matched	0.22022151612230256
13	PRF	NPCr	250	uniform	0.22690377815445162
13	PRF	NPCr	250	matched	0.2272080439682655
13	PRF	NPCr	500	uniform	0.32014143181082555
13	PRF	NPCr	500	matched	0.32058441793491055
13	PRF	vmPFC+OFC	0	uniform	-0.031484919614976466
13	PRF	vmPFC+OFC	0	matched	-0.03371603893138622
13	PRF	vmPFC+OFC	50	uniform	-0.0468495197210259
13	PRF	vmPFC+OFC	50	matched	-0.04575896436756945
13	PRF	vmPFC+OFC	100	uniform	-0.0344346073409853
13	PRF	vmPFC+OFC	100	matched	-0.04803121316263333
13	PRF	vmPFC+OFC	250	uniform	0.008901972197525278
13	PRF	vmPFC+OFC	250	matched	0.000736574224271971
13	PRF	vmPFC+OFC	500	uniform	-0.01703391060354672
13	PRF	vmPFC+OFC	500	matched	-0.02405331472719641
13	Linear	V1	0	uniform	0.021585504469986323
13	Linear	V1	0	matched	0.021492257399965003
13	Linear	V1	50	uniform	0.482116000002761
13	Linear	V1	50	matched	0.48297741231898433
13	Linear	V1	100	uniform	0.43585941624626134
13	Linear	V1	100	matched	0.43799009326375593
13	Linear	V1	250	uniform	0.4225824964863723
13	Linear	V1	250	matched	0.42499026973641807
13	Linear	V1	500	uniform	0.3857452532394104
13	Linear	V1	500	matched	0.38703070017439695
13	Linear	NPCr	0	uniform	0.3015962652924778
13	Linear	NPCr	0	matched	0.30034425222602856
13	Linear	NPCr	50	uniform	0.39351363030280007
13	Linear	NPCr	50	matched	0.39458806120771384
13	Linear	NPCr	100	uniform	0.3283177404137846
13	Linear	NPCr	100	matched	0.33049476114338605
13	Linear	NPCr	250	uniform	0.2788848645888623
13	Linear	NPCr	250	matched	0.2807770486989214
13	Linear	NPCr	500	uniform	0.2626845325057322
13	Linear	NPCr	500	matched	0.26430232676152726
13	Linear	vmPFC+OFC	0	uniform	-0.12478277700010668
13	Linear	vmPFC+OFC	0	matched	-0.12499506743138761
13	Linear	vmPFC+OFC	50	uniform	-0.07467876115884378
13	Linear	vmPFC+OFC	50	matched	-0.07589531789815353
13	Linear	vmPFC+OFC	100	uniform	-0.0520351115231199
13	Linear	vmPFC+OFC	100	matched	-0.05350352050876579
13	Linear	vmPFC+OFC	250	uniform	-0.04118351753465645
13	Linear	vmPFC+OFC	250	matched	-0.04277770755415965
13	Linear	vmPFC+OFC	500	uniform	-0.04248111206274582
13	Linear	vmPFC+OFC	500	matched	-0.04398213150008205
14	PRF	V1	0	uniform	0.26375168852141395
14	PRF	V1	0	matched	0.2639826216185708
14	PRF	V1	50	uniform	0.37208990147308435
14	PRF	V1	50	matched	0.3808949295736203
14	PRF	V1	100	uniform	0.370587204381327
14	PRF	V1	100	matched	0.3712520028653836
14	PRF	V1	250	uniform	0.3443579043793933
14	PRF	V1	250	matched	0.34462168498090734
14	PRF	V1	500	uniform	0.31113945113322156
14	PRF	V1	500	matched	0.3105713247830082
14	PRF	NPCr	0	uniform	0.21794113646249957
14	PRF	NPCr	0	matched	0.20970924693232168
14	PRF	NPCr	50	uniform	0.2379815943204015
14	PRF	NPCr	50	matched	0.22741091405542196
14	PRF	NPCr	100	uniform	0.27412447974863424
14	PRF	NPCr	100	matched	0.26717597634464535
14	PRF	NPCr	250	uniform	0.24425636250831015
14	PRF	NPCr	250	matched	0.2431945104973582
14	PRF	NPCr	500	uniform	0.22634306669351456
14	PRF	NPCr	500	matched	0.2252073351871107
14	PRF	vmPFC+OFC	0	uniform	0.12139554499569362
14	PRF	vmPFC+OFC	0	matched	0.1276561885487498
14	PRF	vmPFC+OFC	50	uniform	0.14600915151653043
14	PRF	vmPFC+OFC	50	matched	0.1528159199332014
14	PRF	vmPFC+OFC	100	uniform	0.0499662961858041
14	PRF	vmPFC+OFC	100	matched	0.05867747097023837
14	PRF	vmPFC+OFC	250	uniform	0.17465433010549986
14	PRF	vmPFC+OFC	250	matched	0.17342221825311718
14	PRF	vmPFC+OFC	500	uniform	0.1002732367146694
14	PRF	vmPFC+OFC	500	matched	0.10118852082203846
14	Linear	V1	0	uniform	0.273224312758236
14	Linear	V1	0	matched	0.2747586390158832
14	Linear	V1	50	uniform	0.41175358487341385
14	Linear	V1	50	matched	0.4133049194169318
14	Linear	V1	100	uniform	0.3103356078109159
14	Linear	V1	100	matched	0.3128459890954695
14	Linear	V1	250	uniform	0.2662803836203562
14	Linear	V1	250	matched	0.26862479562605013
14	Linear	V1	500	uniform	0.2411179389868341
14	Linear	V1	500	matched	0.24299528667581105
14	Linear	NPCr	0	uniform	0.2818437894860203
14	Linear	NPCr	0	matched	0.28154930453863963
14	Linear	NPCr	50	uniform	0.27155089409643024
14	Linear	NPCr	50	matched	0.2724749916185099
14	Linear	NPCr	100	uniform	0.27456685905737355
14	Linear	NPCr	100	matched	0.27470988875029134
14	Linear	NPCr	250	uniform	0.2504089867324805
14	Linear	NPCr	250	matched	0.2513132007991996
14	Linear	NPCr	500	uniform	0.2293237045518107
14	Linear	NPCr	500	matched	0.23070152644921177
14	Linear	vmPFC+OFC	0	uniform	0.05960305672453576
14	Linear	vmPFC+OFC	0	matched	0.05994671824933734
14	Linear	vmPFC+OFC	50	uniform	0.21020787415872522
14	Linear	vmPFC+OFC	50	matched	0.20975596079633377
14	Linear	vmPFC+OFC	100	uniform	0.17110530763050535
14	Linear	vmPFC+OFC	100	matched	0.1703864607079732
14	Linear	vmPFC+OFC	250	uniform	0.1364010032209068
14	Linear	vmPFC+OFC	250	matched	0.13621623164271762
14	Linear	vmPFC+OFC	500	uniform	0.12229650821690279
14	Linear	vmPFC+OFC	500	matched	0.12269396392309345
15	PRF	V1	0	uniform	0.3166327716366403
15	PRF	V1	0	matched	0.31872140102961904
15	PRF	V1	50	uniform	0.3776792708609328
15	PRF	V1	50	matched	0.37824277900712866
15	PRF	V1	100	uniform	0.36197503290361077
15	PRF	V1	100	matched	0.3557361377033815
15	PRF	V1	250	uniform	0.38079302355241507
15	PRF	V1	250	matched	0.3811657083163652
15	PRF	V1	500	uniform	0.27477903119491587
15	PRF	V1	500	matched	0.27567979806386755
15	PRF	NPCr	0	uniform	0.22554489387667087
15	PRF	NPCr	0	matched	0.21902503933408654
15	PRF	NPCr	50	uniform	0.23887163842696327
15	PRF	NPCr	50	matched	0.2385815680273829
15	PRF	NPCr	100	uniform	0.22269643529567928
15	PRF	NPCr	100	matched	0.22770929938138568
15	PRF	NPCr	250	uniform	0.19789846240945846
15	PRF	NPCr	250	matched	0.20015477893630634
15	PRF	NPCr	500	uniform	0.20474154644970274
15	PRF	NPCr	500	matched	0.2093314909086333
15	PRF	vmPFC+OFC	0	uniform	0.13986072461664578
15	PRF	vmPFC+OFC	0	matched	0.13542679936823618
15	PRF	vmPFC+OFC	50	uniform	0.12395847693171948
15	PRF	vmPFC+OFC	50	matched	0.13408806632463738
15	PRF	vmPFC+OFC	100	uniform	0.12370544402863615
15	PRF	vmPFC+OFC	100	matched	0.12601500091455764
15	PRF	vmPFC+OFC	250	uniform	0.009185997512596862
15	PRF	vmPFC+OFC	250	matched	0.005597915573114891
15	PRF	vmPFC+OFC	500	uniform	-0.06387925315847433
15	PRF	vmPFC+OFC	500	matched	-0.05818044962372072
15	Linear	V1	0	uniform	0.34992225164854235
15	Linear	V1	0	matched	0.3494858272341644
15	Linear	V1	50	uniform	0.4365570822307847
15	Linear	V1	50	matched	0.43750591862365007
15	Linear	V1	100	uniform	0.39681925849314986
15	Linear	V1	100	matched	0.3978232921781872
15	Linear	V1	250	uniform	0.38120507405161685
15	Linear	V1	250	matched	0.3821093549255954
15	Linear	V1	500	uniform	0.37573651058314833
15	Linear	V1	500	matched	0.37680075490633413
15	Linear	NPCr	0	uniform	0.23855920478016082
15	Linear	NPCr	0	matched	0.2383914760183482
15	Linear	NPCr	50	uniform	0.2551969145168928
15	Linear	NPCr	50	matched	0.2550001854970401
15	Linear	NPCr	100	uniform	0.22709268722837422
15	Linear	NPCr	100	matched	0.2279060747724841
15	Linear	NPCr	250	uniform	0.2441449902718919
15	Linear	NPCr	250	matched	0.2451356857143513
15	Linear	NPCr	500	uniform	0.2404062179014913
15	Linear	NPCr	500	matched	0.24132717585050764
15	Linear	vmPFC+OFC	0	uniform	0.10284458857931097
15	Linear	vmPFC+OFC	0	matched	0.10299601550877759
15	Linear	vmPFC+OFC	50	uniform	-0.03970950592223492
15	Linear	vmPFC+OFC	50	matched	-0.039715938012127236
15	Linear	vmPFC+OFC	100	uniform	-0.05286232535922786
15	Linear	vmPFC+OFC	100	matched	-0.05264721402390825
15	Linear	vmPFC+OFC	250	uniform	-0.05181520382199877
15	Linear	vmPFC+OFC	250	matched	-0.0524448170203308
15	Linear	vmPFC+OFC	500	uniform	-0.04397357732292047
15	Linear	vmPFC+OFC	500	matched	-0.04400809566613986
16	PRF	V1	0	uniform	0.2875187834369674
16	PRF	V1	0	matched	0.2851981788729495
16	PRF	V1	50	uniform	0.27658449156142184
16	PRF	V1	50	matched	0.2832389086193752
16	PRF	V1	100	uniform	0.3291469288398618
16	PRF	V1	100	matched	0.3386250910464497
16	PRF	V1	250	uniform	0.24726351670058794
16	PRF	V1	250	matched	0.2524058104929967
16	PRF	V1	500	uniform	0.21908523064066465
16	PRF	V1	500	matched	0.22526752946176304
16	PRF	NPCr	0	uniform	0.2904584693655749
16	PRF	NPCr	0	matched	0.2896572133283066
16	PRF	NPCr	50	uniform	0.16806276510237605
16	PRF	NPCr	50	matched	0.16508053421315827
16	PRF	NPCr	100	uniform	0.13030578341608828
16	PRF	NPCr	100	matched	0.12778455640989927
16	PRF	NPCr	250	uniform	0.13807406264352187
16	PRF	NPCr	250	matched	0.1321066614621442
16	PRF	NPCr	500	uniform	0.12391215212464596
16	PRF	NPCr	500	matched	0.12005916382649179
16	PRF	vmPFC+OFC	0	uniform	-0.005278221003772912
16	PRF	vmPFC+OFC	0	matched	0.0030736957587146896
16	PRF	vmPFC+OFC	50	uniform	0.11049874571317897
16	PRF	vmPFC+OFC	50	matched	0.10479687690341366
16	PRF	vmPFC+OFC	100	uniform	0.11674626553025635
16	PRF	vmPFC+OFC	100	matched	0.12329710800351242
16	PRF	vmPFC+OFC	250	uniform	0.13451690595625082
16	PRF	vmPFC+OFC	250	matched	0.13033469306427095
16	PRF	vmPFC+OFC	500	uniform	0.09413183861033436
16	PRF	vmPFC+OFC	500	matched	0.09191346717451296
16	Linear	V1	0	uniform	0.35628969153971035
16	Linear	V1	0	matched	0.3567218927350863
16	Linear	V1	50	uniform	0.36226973764018233
16	Linear	V1	50	matched	0.3634024563636183
16	Linear	V1	100	uniform	0.3824496683094328
16	Linear	V1	100	matched	0.38335952256984696
16	Linear	V1	250	uniform	0.35971093266296095
16	Linear	V1	250	matched	0.36052276090972946
16	Linear	V1	500	uniform	0.3381559423254856
16	Linear	V1	500	matched	0.33904727445744376
16	Linear	NPCr	0	uniform	0.18822676325371776
16	Linear	NPCr	0	matched	0.1881763893884405
16	Linear	NPCr	50	uniform	0.15773158340882554
16	Linear	NPCr	50	matched	0.15861193923699807
16	Linear	NPCr	100	uniform	0.16539870959259342
16	Linear	NPCr	100	matched	0.16643457993169775
16	Linear	NPCr	250	uniform	0.15192187292798007
16	Linear	NPCr	250	matched	0.15403268963999595
16	Linear	NPCr	500	uniform	0.15168127539028334
16	Linear	NPCr	500	matched	0.153706390020423
16	Linear	vmPFC+OFC	0	uniform	0.08982464125597403
16	Linear	vmPFC+OFC	0	matched	0.08984923943207494
16	Linear	vmPFC+OFC	50	uniform	0.17491140993650428
16	Linear	vmPFC+OFC	50	matched	0.17415719535337632
16	Linear	vmPFC+OFC	100	uniform	0.19267566220993562
16	Linear	vmPFC+OFC	100	matched	0.19192007972266395
16	Linear	vmPFC+OFC	250	uniform	0.2212132693997665
16	Linear	vmPFC+OFC	250	matched	0.220591095926029
16	Linear	vmPFC+OFC	500	uniform	0.22015817388593184
16	Linear	vmPFC+OFC	500	matched	0.2196540293763647
17	PRF	V1	0	uniform	0.5161891136593385
17	PRF	V1	0	matched	0.5182974569048455
17	PRF	V1	50	uniform	0.5375396600353564
17	PRF	V1	50	matched	0.5399780629034252
17	PRF	V1	100	uniform	0.5166451270792646
17	PRF	V1	100	matched	0.5192599130379701
17	PRF	V1	250	uniform	0.4832434493121591
17	PRF	V1	250	matched	0.48283589454470455
17	PRF	V1	500	uniform	0.48483186107108467
17	PRF	V1	500	matched	0.4823304141424381
17	PRF	NPCr	0	uniform	0.04856327523955369
17	PRF	NPCr	0	matched	0.033176941231302284
17	PRF	NPCr	50	uniform	0.1489545850159356
17	PRF	NPCr	50	matched	0.15473432203034848
17	PRF	NPCr	100	uniform	0.13753295571430327
17	PRF	NPCr	100	matched	0.14508353180740519
17	PRF	NPCr	250	uniform	0.22873404447623383
17	PRF	NPCr	250	matched	0.23001423723009473
17	PRF	NPCr	500	uniform	0.19706148362941042
17	PRF	NPCr	500	matched	0.1986075216947289
17	PRF	vmPFC+OFC	0	uniform	0.06654143012218458
17	PRF	vmPFC+OFC	0	matched	0.0743525423979761
17	PRF	vmPFC+OFC	50	uniform	-0.045291765192255196
17	PRF	vmPFC+OFC	50	matched	-0.037397643575348964
17	PRF	vmPFC+OFC	100	uniform	0.04927280290100519
17	PRF	vmPFC+OFC	100	matched	0.047398756778489815
17	PRF	vmPFC+OFC	250	uniform	0.14814782126029308
17	PRF	vmPFC+OFC	250	matched	0.1415555366105185
17	PRF	vmPFC+OFC	500	uniform	0.10824226391643878
17	PRF	vmPFC+OFC	500	matched	0.10963285266027525
17	Linear	V1	0	uniform	0.5393514075826439
17	Linear	V1	0	matched	0.5396456510789737
17	Linear	V1	50	uniform	0.5706674013857485
17	Linear	V1	50	matched	0.5714233829358509
17	Linear	V1	100	uniform	0.5490123427934699
17	Linear	V1	100	matched	0.5500911420609167
17	Linear	V1	250	uniform	0.512227553653081
17	Linear	V1	250	matched	0.5132922656350082
17	Linear	V1	500	uniform	0.5006613318029433
17	Linear	V1	500	matched	0.5018947325905518
17	Linear	NPCr	0	uniform	0.08953608200478408
17	Linear	NPCr	0	matched	0.08933797213786936
17	Linear	NPCr	50	uniform	0.19131424409567124
17	Linear	NPCr	50	matched	0.19327391645991968
17	Linear	NPCr	100	uniform	0.20547320086966436
17	Linear	NPCr	100	matched	0.206124974067094
17	Linear	NPCr	250	uniform	0.18729405698554757
17	Linear	NPCr	250	matched	0.1886096937040051
17	Linear	NPCr	500	uniform	0.168688868580706
17	Linear	NPCr	500	matched	0.170392064408451
17	Linear	vmPFC+OFC	0	uniform	0.0626854485453116
17	Linear	vmPFC+OFC	0	matched	0.06240432900342545
17	Linear	vmPFC+OFC	50	uniform	0.06260859960419644
17	Linear	vmPFC+OFC	50	matched	0.0625169888504081
17	Linear	vmPFC+OFC	100	uniform	0.05421249811010263
17	Linear	vmPFC+OFC	100	matched	0.05425212108470229
17	Linear	vmPFC+OFC	250	uniform	-0.004542212765767651
17	Linear	vmPFC+OFC	250	matched	-0.003521310321429317
17	Linear	vmPFC+OFC	500	uniform	0.010323351260858041
17	Linear	vmPFC+OFC	500	matched	0.011133077656268746
18	PRF	V1	0	uniform	0.3425947421744332
18	PRF	V1	0	matched	0.33998961493765356
18	PRF	V1	50	uniform	0.4859005929738631
18	PRF	V1	50	matched	0.489399343930188
18	PRF	V1	100	uniform	0.45846468419738007
18	PRF	V1	100	matched	0.4601226920890941
18	PRF	V1	250	uniform	0.40496348803492127
18	PRF	V1	250	matched	0.40600666570225463
18	PRF	V1	500	uniform	0.4359340927154007
18	PRF	V1	500	matched	0.43775623496119254
18	PRF	NPCr	0	uniform	0.34304267460502597
18	PRF	NPCr	0	matched	0.3443895390838808
18	PRF	NPCr	50	uniform	0.3266156625947823
18	PRF	NPCr	50	matched	0.32465287210022176
18	PRF	NPCr	100	uniform	0.3427979242701989
18	PRF	NPCr	100	matched	0.34080698001996296
18	PRF	NPCr	250	uniform	0.28202233423787065
18	PRF	NPCr	250	matched	0.286011364932328
18	PRF	NPCr	500	uniform	0.2563318141101302
18	PRF	NPCr	500	matched	0.2564548133296636
18	PRF	vmPFC+OFC	0	uniform	0.1954741974756129
18	PRF	vmPFC+OFC	0	matched	0.19776433900242227
18	PRF	vmPFC+OFC	50	uniform	0.24986920662612058
18	PRF	vmPFC+OFC	50	matched	0.245217476659631
18	PRF	vmPFC+OFC	100	uniform	0.14383869632385277
18	PRF	vmPFC+OFC	100	matched	0.13490667019351185
18	PRF	vmPFC+OFC	250	uniform	0.12839090670780426
18	PRF	vmPFC+OFC	250	matched	0.12334875754732509
18	PRF	vmPFC+OFC	500	uniform	0.13963103604640725
18	PRF	vmPFC+OFC	500	matched	0.13979112469697996
18	Linear	V1	0	uniform	0.32090010839940686
18	Linear	V1	0	matched	0.32035118478129593
18	Linear	V1	50	uniform	0.4314689258722904
18	Linear	V1	50	matched	0.43307199194902235
18	Linear	V1	100	uniform	0.4770155629493095
18	Linear	V1	100	matched	0.47891622279992263
18	Linear	V1	250	uniform	0.44163991131622377
18	Linear	V1	250	matched	0.44304052829905366
18	Linear	V1	500	uniform	0.4366784406350838
18	Linear	V1	500	matched	0.4377929670673439
18	Linear	NPCr	0	uniform	0.3303459277281418
18	Linear	NPCr	0	matched	0.33247021569465074
18	Linear	NPCr	50	uniform	0.40125576233494575
18	Linear	NPCr	50	matched	0.40271381123741223
18	Linear	NPCr	100	uniform	0.38705907659182337
18	Linear	NPCr	100	matched	0.3879952132189636
18	Linear	NPCr	250	uniform	0.33351059167634883
18	Linear	NPCr	250	matched	0.3342868143822904
18	Linear	NPCr	500	uniform	0.3256195152027805
18	Linear	NPCr	500	matched	0.32666769443752697
18	Linear	vmPFC+OFC	0	uniform	0.17666045466919242
18	Linear	vmPFC+OFC	0	matched	0.1765209658243164
18	Linear	vmPFC+OFC	50	uniform	0.23238727943175097
18	Linear	vmPFC+OFC	50	matched	0.23393282178990607
18	Linear	vmPFC+OFC	100	uniform	0.204569508569348
18	Linear	vmPFC+OFC	100	matched	0.20605487824638175
18	Linear	vmPFC+OFC	250	uniform	0.1398316010017422
18	Linear	vmPFC+OFC	250	matched	0.14123816923566593
18	Linear	vmPFC+OFC	500	uniform	0.14294382819420057
18	Linear	vmPFC+OFC	500	matched	0.14342780466777486
19	PRF	V1	0	uniform	0.454000849905398
19	PRF	V1	0	matched	0.4534442527868933
19	PRF	V1	50	uniform	0.5090743472759682
19	PRF	V1	50	matched	0.509140234142342
19	PRF	V1	100	uniform	0.4811401459393302
19	PRF	V1	100	matched	0.48086984425527474
19	PRF	V1	250	uniform	0.46374215025706644
19	PRF	V1	250	matched	0.46373284991455854
19	PRF	V1	500	uniform	0.4680150867578212
19	PRF	V1	500	matched	0.46656529590014373
19	PRF	NPCr	0	uniform	0.2520237901543885
19	PRF	NPCr	0	matched	0.25462549301410636
19	PRF	NPCr	50	uniform	0.24241916308867567
19	PRF	NPCr	50	matched	0.24894717372080238
19	PRF	NPCr	100	uniform	0.1670204499111999
19	PRF	NPCr	100	matched	0.16602909966989254
19	PRF	NPCr	250	uniform	0.1915418208178662
19	PRF	NPCr	250	matched	0.1888794072437107
19	PRF	NPCr	500	uniform	0.17410929452408616
19	PRF	NPCr	500	matched	0.1724102482779902
19	PRF	vmPFC+OFC	0	uniform	0.056617739451562385
19	PRF	vmPFC+OFC	0	matched	0.05402050199869869
19	PRF	vmPFC+OFC	50	uniform	-0.007101997169785022
19	PRF	vmPFC+OFC	50	matched	-0.005298098686054648
19	PRF	vmPFC+OFC	100	uniform	0.04432877513992202
19	PRF	vmPFC+OFC	100	matched	0.04339790594827084
19	PRF	vmPFC+OFC	250	uniform	0.002820442640971541
19	PRF	vmPFC+OFC	250	matched	-0.002320168987517063
19	PRF	vmPFC+OFC	500	uniform	-0.03592365218444608
19	PRF	vmPFC+OFC	500	matched	-0.03912079564993447
19	Linear	V1	0	uniform	0.40171962262119454
19	Linear	V1	0	matched	0.40192416644305506
19	Linear	V1	50	uniform	0.43735963264548533
19	Linear	V1	50	matched	0.4384725393100177
19	Linear	V1	100	uniform	0.39606571465037127
19	Linear	V1	100	matched	0.39681428942891994
19	Linear	V1	250	uniform	0.4010409997660333
19	Linear	V1	250	matched	0.4014263676420958
19	Linear	V1	500	uniform	0.3844344189096691
19	Linear	V1	500	matched	0.38484467610498446
19	Linear	NPCr	0	uniform	0.3059863853602083
19	Linear	NPCr	0	matched	0.3064352524678702
19	Linear	NPCr	50	uniform	0.23834603037734892
19	Linear	NPCr	50	matched	0.24004604111205086
19	Linear	NPCr	100	uniform	0.2080124446307332
19	Linear	NPCr	100	matched	0.2098010088091098
19	Linear	NPCr	250	uniform	0.15498743424685257
19	Linear	NPCr	250	matched	0.15569319568622494
19	Linear	NPCr	500	uniform	0.14598738497187477
19	Linear	NPCr	500	matched	0.14603851243488283
19	Linear	vmPFC+OFC	0	uniform	-0.11707170515764244
19	Linear	vmPFC+OFC	0	matched	-0.11704571248962269
19	Linear	vmPFC+OFC	50	uniform	0.04808290285341786
19	Linear	vmPFC+OFC	50	matched	0.04692219641170861
19	Linear	vmPFC+OFC	100	uniform	0.05990995522807441
19	Linear	vmPFC+OFC	100	matched	0.05904136075504069
19	Linear	vmPFC+OFC	250	uniform	0.020715464926814423
19	Linear	vmPFC+OFC	250	matched	0.021243159247956257
19	Linear	vmPFC+OFC	500	uniform	-0.00409883067204816
19	Linear	vmPFC+OFC	500	matched	-0.003764058131905898
20	PRF	V1	0	uniform	0.27294149358706377
20	PRF	V1	0	matched	0.2703847158886696
20	PRF	V1	50	uniform	0.2852814434345593
20	PRF	V1	50	matched	0.28686101818268783
20	PRF	V1	100	uniform	0.2222017308060863
20	PRF	V1	100	matched	0.22390108054255334
20	PRF	V1	250	uniform	0.1600298000019766
20	PRF	V1	250	matched	0.1636818525397019
20	PRF	V1	500	uniform	0.12293836013851328
20	PRF	V1	500	matched	0.11679108416344952
20	PRF	NPCr	0	uniform	0.21605497955797556
20	PRF	NPCr	0	matched	0.21315780918971305
20	PRF	NPCr	50	uniform	0.27908918513449893
20	PRF	NPCr	50	matched	0.27338251992162854
20	PRF	NPCr	100	uniform	0.29293174940557454
20	PRF	NPCr	100	matched	0.28858252220619146
20	PRF	NPCr	250	uniform	0.25466103621426306
20	PRF	NPCr	250	matched	0.25209479262814594
20	PRF	NPCr	500	uniform	0.24838589313572992
20	PRF	NPCr	500	matched	0.2487741533522504
20	PRF	vmPFC+OFC	0	uniform	-0.019799410834961097
20	PRF	vmPFC+OFC	0	matched	-0.02257700575767451
20	PRF	vmPFC+OFC	50	uniform	0.02562373102804802
20	PRF	vmPFC+OFC	50	matched	0.034541264056160786
20	PRF	vmPFC+OFC	100	uniform	0.002965961842490806
20	PRF	vmPFC+OFC	100	matched	0.00779123033849826
20	PRF	vmPFC+OFC	250	uniform	-0.11851143934974767
20	PRF	vmPFC+OFC	250	matched	-0.12001407585925153
20	PRF	vmPFC+OFC	500	uniform	-0.109873176360148
20	PRF	vmPFC+OFC	500	matched	-0.11015584642081938
20	Linear	V1	0	uniform	0.05832331636900791
