session	run	trial_nr	true_value_chf	decoded_mean	error	condition	subject	model	mask
1	4	75	7.5	5.343082044900289	-2.1569179550997113	inverse_cdf	03	PRF	V1
1	4	76	22.0	28.67434089701152	6.674340897011518	inverse_cdf	03	PRF	V1
1	4	77	41.5	37.062500926980825	-4.4374990730191755	inverse_cdf	03	PRF	V1
1	4	78	39.0	38.550327011488676	-0.449672988511324	inverse_cdf	03	PRF	V1
1	4	79	24.0	2.661150964335523	-21.338849035664477	inverse_cdf	03	PRF	V1
1	4	80	4.0	16.99755788601175	12.997557886011752	inverse_cdf	03	PRF	V1
1	4	81	5.0	11.790874094783899	6.790874094783899	inverse_cdf	03	PRF	V1
1	4	82	32.5	23.166507916255824	-9.333492083744176	inverse_cdf	03	PRF	V1
1	4	83	28.0	28.7171407791986	0.7171407791986013	inverse_cdf	03	PRF	V1
1	4	84	16.0	11.828411435492528	-4.171588564507472	inverse_cdf	03	PRF	V1
1	4	85	3.0	10.238217964182395	7.238217964182395	inverse_cdf	03	PRF	V1
1	4	86	40.0	22.021143443294935	-17.978856556705065	inverse_cdf	03	PRF	V1
1	4	87	11.5	8.121784743842145	-3.378215256157855	inverse_cdf	03	PRF	V1
1	4	88	36.5	39.60619576832821	3.106195768328213	inverse_cdf	03	PRF	V1
1	4	89	21.0	2.5662420085977202	-18.43375799140228	inverse_cdf	03	PRF	V1
1	4	90	2.5	24.916649881952576	22.416649881952576	inverse_cdf	03	PRF	V1
1	4	91	21.5	20.767196584688527	-0.7328034153114729	inverse_cdf	03	PRF	V1
1	4	92	23.0	2.52359625497655	-20.47640374502345	inverse_cdf	03	PRF	V1
1	5	93	21.0	26.197101766646863	5.197101766646863	inverse_cdf	03	PRF	V1
1	5	94	21.5	22.000180135405998	0.5001801354059978	inverse_cdf	03	PRF	V1
1	5	95	28.0	36.17056082469526	8.170560824695258	inverse_cdf	03	PRF	V1
1	5	96	11.5	10.651046032057172	-0.848953967942828	inverse_cdf	03	PRF	V1
1	5	97	41.5	3.4844212568177304	-38.01557874318227	inverse_cdf	03	PRF	V1
1	5	98	25.5	21.772151913588154	-3.7278480864118464	inverse_cdf	03	PRF	V1
1	5	99	40.0	37.51518222069523	-2.4848177793047697	inverse_cdf	03	PRF	V1
1	5	100	39.0	40.066984928293934	1.0669849282939339	inverse_cdf	03	PRF	V1
1	5	101	20.0	16.17011645089042	-3.8298835491095815	inverse_cdf	03	PRF	V1
1	5	102	22.5	22.368031199916047	-0.1319688000839534	inverse_cdf	03	PRF	V1
1	5	103	7.5	11.393566894809833	3.893566894809833	inverse_cdf	03	PRF	V1
1	5	104	22.0	22.384490870736542	0.384490870736542	inverse_cdf	03	PRF	V1
1	5	105	24.0	24.614758107913723	0.6147581079137225	inverse_cdf	03	PRF	V1
1	5	106	5.0	14.67747522818164	9.67747522818164	inverse_cdf	03	PRF	V1
1	5	107	23.0	28.569137389803263	5.569137389803263	inverse_cdf	03	PRF	V1
1	5	108	16.0	18.83147960208871	2.8314796020887094	inverse_cdf	03	PRF	V1
1	5	109	18.5	15.509649265206304	-2.9903507347936955	inverse_cdf	03	PRF	V1
1	5	110	32.5	34.26375454239713	1.7637545423971304	inverse_cdf	03	PRF	V1
1	5	111	41.0	39.422010997608766	-1.5779890023912344	inverse_cdf	03	PRF	V1
1	5	112	36.5	14.710518674386346	-21.789481325613654	inverse_cdf	03	PRF	V1
1	5	113	2.5	10.320039402307422	7.8200394023074224	inverse_cdf	03	PRF	V1
1	5	114	4.0	11.53641699683543	7.536416996835429	inverse_cdf	03	PRF	V1
1	5	115	3.0	21.30808392367215	18.30808392367215	inverse_cdf	03	PRF	V1
1	6	116	40.0	38.930996650775185	-1.0690033492248148	inverse_cdf	03	PRF	V1
1	6	117	24.0	21.233448688512713	-2.7665513114872873	inverse_cdf	03	PRF	V1
1	6	118	22.0	21.786277632111283	-0.21372236788871746	inverse_cdf	03	PRF	V1
1	6	119	4.0	11.01722473685819	7.017224736858189	inverse_cdf	03	PRF	V1
1	6	120	32.5	34.43721390098731	1.9372139009873095	inverse_cdf	03	PRF	V1
1	6	121	39.0	20.14065205492093	-18.85934794507907	inverse_cdf	03	PRF	V1
1	6	122	16.0	11.049225112899276	-4.950774887100724	inverse_cdf	03	PRF	V1
1	6	123	18.5	21.176728611450788	2.6767286114507876	inverse_cdf	03	PRF	V1
1	6	124	2.5	3.370896893597622	0.8708968935976218	inverse_cdf	03	PRF	V1
1	6	125	41.5	2.554461152921319	-38.94553884707868	inverse_cdf	03	PRF	V1
1	6	126	3.0	3.420967874694467	0.42096787469446717	inverse_cdf	03	PRF	V1
1	6	127	23.0	23.54778775601043	0.547787756010429	inverse_cdf	03	PRF	V1
1	6	128	11.5	12.244204071461901	0.7442040714619012	inverse_cdf	03	PRF	V1
1	6	129	25.5	2.6949062931385015	-22.8050937068615	inverse_cdf	03	PRF	V1
1	6	130	7.5	20.03296551709256	12.53296551709256	inverse_cdf	03	PRF	V1
1	6	131	20.0	27.44663158600522	7.446631586005221	inverse_cdf	03	PRF	V1
1	6	132	41.0	38.34749660939156	-2.6525033906084374	inverse_cdf	03	PRF	V1
1	6	133	21.5	16.68223739063492	-4.817762609365079	inverse_cdf	03	PRF	V1
1	6	134	36.5	2.7571896156968467	-33.742810384303155	inverse_cdf	03	PRF	V1
1	6	135	22.5	31.66544449463111	9.16544449463111	inverse_cdf	03	PRF	V1
1	6	136	5.0	9.93664381131272	4.93664381131272	inverse_cdf	03	PRF	V1
1	6	137	28.0	16.93925466240211	-11.06074533759789	inverse_cdf	03	PRF	V1
1	6	138	21.0	11.829545657152881	-9.170454342847119	inverse_cdf	03	PRF	V1
1	7	139	18.5	23.790653631214685	5.290653631214685	inverse_cdf	03	PRF	V1
1	7	140	3.0	18.85070749664995	15.85070749664995	inverse_cdf	03	PRF	V1
1	7	141	36.5	30.461465274809008	-6.038534725190992	inverse_cdf	03	PRF	V1
1	7	142	28.0	27.989220087852622	-0.010779912147377502	inverse_cdf	03	PRF	V1
1	7	143	22.5	21.801443221420406	-0.6985567785795936	inverse_cdf	03	PRF	V1
1	7	144	21.0	2.6473641380905044	-18.352635861909494	inverse_cdf	03	PRF	V1
1	7	145	11.5	15.067998609091628	3.567998609091628	inverse_cdf	03	PRF	V1
1	7	146	4.0	3.114719233440873	-0.8852807665591271	inverse_cdf	03	PRF	V1
1	7	147	41.0	10.059435016383372	-30.94056498361663	inverse_cdf	03	PRF	V1
1	7	148	23.0	33.5306701107831	10.530670110783099	inverse_cdf	03	PRF	V1
1	7	149	20.0	3.145240013643932	-16.85475998635607	inverse_cdf	03	PRF	V1
1	7	150	24.0	25.67677796709581	1.6767779670958092	inverse_cdf	03	PRF	V1
1	7	151	40.0	31.050172603443688	-8.949827396556312	inverse_cdf	03	PRF	V1
1	7	152	22.0	9.987358765418662	-12.012641234581338	inverse_cdf	03	PRF	V1
1	7	153	25.5	11.870657787918411	-13.629342212081589	inverse_cdf	03	PRF	V1
1	7	154	7.5	34.58594301251975	27.08594301251975	inverse_cdf	03	PRF	V1
1	7	155	16.0	24.71534815556168	8.715348155561681	inverse_cdf	03	PRF	V1
1	7	156	41.5	3.277888227972959	-38.22211177202704	inverse_cdf	03	PRF	V1
1	7	157	2.5	2.745603459367261	0.24560345936726113	inverse_cdf	03	PRF	V1
1	7	158	21.5	22.851508078733023	1.3515080787330227	inverse_cdf	03	PRF	V1
1	7	159	5.0	4.6855510449889355	-0.3144489550110645	inverse_cdf	03	PRF	V1
1	7	160	32.5	2.557430359482404	-29.942569640517597	inverse_cdf	03	PRF	V1
1	7	161	39.0	7.182576905682359	-31.81742309431764	inverse_cdf	03	PRF	V1
1	8	162	28.0	31.200460393003272	3.2004603930032722	inverse_cdf	03	PRF	V1
1	8	163	25.5	23.004057141530325	-2.4959428584696752	inverse_cdf	03	PRF	V1
1	8	164	41.5	30.731534332176288	-10.768465667823712	inverse_cdf	03	PRF	V1
1	8	165	22.5	19.7103316704957	-2.7896683295042983	inverse_cdf	03	PRF	V1
1	8	166	2.5	12.883731204744082	10.383731204744082	inverse_cdf	03	PRF	V1
1	8	167	18.5	9.142625366206737	-9.357374633793263	inverse_cdf	03	PRF	V1
1	8	168	41.0	36.05026896122415	-4.949731038775852	inverse_cdf	03	PRF	V1
1	8	169	7.5	25.765195275305356	18.265195275305356	inverse_cdf	03	PRF	V1
1	8	170	3.0	2.6325127637649444	-0.36748723623505564	inverse_cdf	03	PRF	V1
1	8	171	40.0	37.12534864850815	-2.874651351491849	inverse_cdf	03	PRF	V1
1	8	172	16.0	13.982913786936873	-2.017086213063127	inverse_cdf	03	PRF	V1
1	8	173	36.5	39.81434945427796	3.3143494542779592	inverse_cdf	03	PRF	V1
1	8	174	21.0	4.188624601609315	-16.811375398390684	inverse_cdf	03	PRF	V1
1	8	175	4.0	4.534132132955151	0.5341321329551514	inverse_cdf	03	PRF	V1
1	8	176	24.0	23.990844719976753	-0.009155280023247059	inverse_cdf	03	PRF	V1
1	8	177	20.0	34.09060249086753	14.090602490867532	inverse_cdf	03	PRF	V1
1	8	178	32.5	36.20940469858671	3.7094046985867095	inverse_cdf	03	PRF	V1
1	8	179	23.0	28.05987014010331	5.05987014010331	inverse_cdf	03	PRF	V1
1	8	180	39.0	32.15392990905655	-6.846070090943449	inverse_cdf	03	PRF	V1
1	8	181	5.0	10.818071708116232	5.818071708116232	inverse_cdf	03	PRF	V1
1	8	182	11.5	18.665705264613823	7.165705264613823	inverse_cdf	03	PRF	V1
1	8	183	21.5	21.94023496184455	0.44023496184454913	inverse_cdf	03	PRF	V1
1	8	184	22.0	31.902952238615295	9.902952238615295	inverse_cdf	03	PRF	V1
2	1	1	14.0	16.992800474575457	2.992800474575457	cdf	03	PRF	V1
2	1	2	25.5	25.54723999932135	0.04723999932134859	cdf	03	PRF	V1
2	1	3	13.0	9.128403614114715	-3.871596385885285	cdf	03	PRF	V1
2	1	4	30.0	29.719183416724377	-0.2808165832756231	cdf	03	PRF	V1
2	1	5	32.0	27.184747363937806	-4.815252636062194	cdf	03	PRF	V1
2	1	6	10.0	2.823961081737211	-7.176038918262789	cdf	03	PRF	V1
2	1	7	33.0	27.05321049803198	-5.94678950196802	cdf	03	PRF	V1
2	1	8	34.0	34.23502128315634	0.23502128315634252	cdf	03	PRF	V1
2	1	9	31.5	12.67486601826844	-18.82513398173156	cdf	03	PRF	V1
2	1	10	8.0	3.2936012856721746	-4.706398714327825	cdf	03	PRF	V1
2	1	11	12.5	30.2315196928085	17.7315196928085	cdf	03	PRF	V1
2	1	12	22.0	17.34149177235407	-4.658508227645932	cdf	03	PRF	V1
2	1	13	28.0	16.729308846794563	-11.270691153205437	cdf	03	PRF	V1
2	1	14	11.5	11.490579719809245	-0.009420280190754582	cdf	03	PRF	V1
2	1	15	18.5	35.20763828892743	16.707638288927427	cdf	03	PRF	V1
2	1	16	36.0	34.869636036499465	-1.1303639635005354	cdf	03	PRF	V1
2	1	17	12.0	2.748253306260588	-9.251746693739411	cdf	03	PRF	V1
2	1	18	5.5	29.020580928110636	23.520580928110636	cdf	03	PRF	V1
2	1	19	11.0	2.529063069941662	-8.470936930058338	cdf	03	PRF	V1
2	1	20	16.0	25.016720914434995	9.016720914434995	cdf	03	PRF	V1
2	1	21	32.5	31.504965590829933	-0.9950344091700671	cdf	03	PRF	V1
2	1	22	31.0	12.752777404028793	-18.24722259597121	cdf	03	PRF	V1
2	1	23	38.5	2.8635988164245885	-35.63640118357541	cdf	03	PRF	V1
2	2	24	5.5	16.642294495070775	11.142294495070775	cdf	03	PRF	V1
2	2	25	33.0	28.188603461590645	-4.811396538409355	cdf	03	PRF	V1
2	2	26	13.0	8.255726859318587	-4.744273140681413	cdf	03	PRF	V1
2	2	27	11.0	6.2642454001259935	-4.7357545998740065	cdf	03	PRF	V1
2	2	28	16.0	19.527045977472564	3.5270459774725644	cdf	03	PRF	V1
2	2	29	32.5	22.898624634916654	-9.601375365083346	cdf	03	PRF	V1
2	2	30	31.5	30.905800141053668	-0.5941998589463324	cdf	03	PRF	V1
2	2	31	11.5	9.267953961732479	-2.232046038267521	cdf	03	PRF	V1
2	2	32	36.0	13.814711502284808	-22.18528849771519	cdf	03	PRF	V1
2	2	33	10.0	5.518891828916196	-4.481108171083804	cdf	03	PRF	V1
2	2	34	12.5	18.01749532168322	5.517495321683221	cdf	03	PRF	V1
2	2	35	31.0	34.71460580406772	3.7146058040677232	cdf	03	PRF	V1
2	2	36	18.5	3.7715066649747606	-14.72849333502524	cdf	03	PRF	V1
2	2	37	22.0	39.79534855819307	17.79534855819307	cdf	03	PRF	V1
2	2	38	34.0	28.16074712367543	-5.839252876324569	cdf	03	PRF	V1
2	2	39	28.0	33.00463695168961	5.004636951689612	cdf	03	PRF	V1
2	2	40	14.0	13.284653225669953	-0.7153467743300475	cdf	03	PRF	V1
2	2	41	25.5	22.208671961894463	-3.2913280381055365	cdf	03	PRF	V1
2	2	42	8.0	9.158853946798528	1.1588539467985282	cdf	03	PRF	V1
2	2	43	12.0	5.508868928012513	-6.491131071987487	cdf	03	PRF	V1
2	2	44	32.0	32.89727908984242	0.8972790898424208	cdf	03	PRF	V1
2	2	45	38.5	3.006579482007637	-35.49342051799236	cdf	03	PRF	V1
2	2	46	30.0	19.333378932044297	-10.666621067955703	cdf	03	PRF	V1
2	3	47	14.0	17.748590311611743	3.7485903116117427	cdf	03	PRF	V1
2	3	48	12.0	2.635064882411794	-9.364935117588207	cdf	03	PRF	V1
2	3	49	36.0	24.102304857448033	-11.897695142551967	cdf	03	PRF	V1
2	3	50	32.0	32.119805953966804	0.11980595396680371	cdf	03	PRF	V1
2	3	51	5.5	5.6803262239009875	0.18032622390098751	cdf	03	PRF	V1
2	3	52	13.0	12.163271432765011	-0.8367285672349887	cdf	03	PRF	V1
2	3	53	22.0	3.96044712426559	-18.039552875734408	cdf	03	PRF	V1
2	3	54	30.0	19.366315894487748	-10.633684105512252	cdf	03	PRF	V1
2	3	55	34.0	33.24148442283805	-0.7585155771619512	cdf	03	PRF	V1
2	3	56	18.5	2.559224715634477	-15.940775284365523	cdf	03	PRF	V1
2	3	57	25.5	16.91987575949631	-8.58012424050369	cdf	03	PRF	V1
2	3	58	12.5	17.19160811419319	4.6916081141931905	cdf	03	PRF	V1
2	3	59	11.0	15.108186979574963	4.108186979574963	cdf	03	PRF	V1
2	3	60	33.0	27.39028928213023	-5.6097107178697705	cdf	03	PRF	V1
2	3	61	8.0	4.320764324715749	-3.679235675284251	cdf	03	PRF	V1
2	3	62	31.5	28.298481480655813	-3.2015185193441873	cdf	03	PRF	V1
2	3	63	32.5	2.554671543634711	-29.94532845636529	cdf	03	PRF	V1
2	3	64	28.0	27.172398839522756	-0.8276011604772435	cdf	03	PRF	V1
2	3	65	38.5	7.968969864455373	-30.531030135544626	cdf	03	PRF	V1
2	3	66	10.0	7.854678161470716	-2.1453218385292843	cdf	03	PRF	V1
2	3	67	11.5	14.480618509708489	2.9806185097084885	cdf	03	PRF	V1
2	3	68	31.0	36.85806960052075	5.85806960052075	cdf	03	PRF	V1
2	3	69	16.0	3.7808972896541855	-12.219102710345815	cdf	03	PRF	V1
2	4	70	5.5	26.784469260945148	21.284469260945148	cdf	03	PRF	V1
2	4	71	36.0	27.488956065279197	-8.511043934720803	cdf	03	PRF	V1
2	4	72	12.5	14.684055190213595	2.184055190213595	cdf	03	PRF	V1
2	4	73	33.0	37.468976978116395	4.468976978116395	cdf	03	PRF	V1
2	4	74	31.0	25.715511475505348	-5.284488524494652	cdf	03	PRF	V1
2	4	75	32.0	4.509595157439945	-27.490404842560054	cdf	03	PRF	V1
2	4	76	31.5	22.76809159820302	-8.731908401796979	cdf	03	PRF	V1
2	4	77	13.0	2.6124124112753058	-10.387587588724694	cdf	03	PRF	V1
2	4	78	25.5	34.08906095455559	8.589060954555592	cdf	03	PRF	V1
2	4	79	11.0	13.409595900515868	2.4095959005158676	cdf	03	PRF	V1
2	4	80	12.0	2.8890594991332166	-9.110940500866784	cdf	03	PRF	V1
2	4	81	22.0	25.099647925551263	3.0996479255512632	cdf	03	PRF	V1
2	4	82	16.0	17.337641944616973	1.3376419446169727	cdf	03	PRF	V1
2	4	83	38.5	32.45365199723055	-6.046348002769449	cdf	03	PRF	V1
2	4	84	14.0	17.833833494701512	3.833833494701512	cdf	03	PRF	V1
2	4	85	11.5	15.184484687848853	3.684484687848853	cdf	03	PRF	V1
2	4	86	28.0	24.98836740071182	-3.0116325992881805	cdf	03	PRF	V1
2	4	87	32.5	20.356281139079194	-12.143718860920806	cdf	03	PRF	V1
2	4	88	8.0	5.108403506997169	-2.8915964930028313	cdf	03	PRF	V1
2	4	89	34.0	33.18193803950311	-0.8180619604968911	cdf	03	PRF	V1
2	4	90	18.5	2.9517363376090673	-15.548263662390934	cdf	03	PRF	V1
2	4	91	30.0	19.620161027833245	-10.379838972166755	cdf	03	PRF	V1
2	4	92	10.0	6.204718378555329	-3.795281621444671	cdf	03	PRF	V1
2	5	93	13.0	7.855204500748557	-5.144795499251443	cdf	03	PRF	V1
2	5	94	31.5	21.523916870493284	-9.976083129506716	cdf	03	PRF	V1
2	5	95	8.0	3.6264001338835237	-4.373599866116477	cdf	03	PRF	V1
2	5	96	12.5	2.5215939480501497	-9.97840605194985	cdf	03	PRF	V1
2	5	97	30.0	22.708332834819906	-7.291667165180094	cdf	03	PRF	V1
2	5	98	11.5	11.787926766190557	0.2879267661905569	cdf	03	PRF	V1
2	5	99	36.0	36.53099332839393	0.530993328393933	cdf	03	PRF	V1
2	5	100	16.0	19.95674403756095	3.9567440375609486	cdf	03	PRF	V1
2	5	101	18.5	17.57409245156992	-0.9259075484300787	cdf	03	PRF	V1
2	5	102	32.0	33.41951495638937	1.4195149563893708	cdf	03	PRF	V1
2	5	103	5.5	2.837906861228438	-2.662093138771562	cdf	03	PRF	V1
2	5	104	34.0	34.57349490006537	0.57349490006537	cdf	03	PRF	V1
2	5	105	28.0	2.547368263052878	-25.452631736947122	cdf	03	PRF	V1
2	5	106	11.0	5.664951831400126	-5.335048168599874	cdf	03	PRF	V1
2	5	107	14.0	2.5118805436008063	-11.488119456399193	cdf	03	PRF	V1
2	5	108	10.0	15.079023640290817	5.079023640290817	cdf	03	PRF	V1
2	5	109	31.0	8.32371160582098	-22.676288394179018	cdf	03	PRF	V1
2	5	110	38.5	2.6009309641645673	-35.89906903583543	cdf	03	PRF	V1
2	5	111	33.0	34.53240601958952	1.5324060195895228	cdf	03	PRF	V1
2	5	112	12.0	5.752006687899296	-6.247993312100704	cdf	03	PRF	V1
2	5	113	22.0	31.072794195984102	9.072794195984102	cdf	03	PRF	V1
2	5	114	25.5	21.285452601261667	-4.214547398738333	cdf	03	PRF	V1
2	5	115	32.5	34.19520243162974	1.6952024316297383	cdf	03	PRF	V1
2	6	116	11.5	30.21194899945951	18.71194899945951	cdf	03	PRF	V1
2	6	117	10.0	7.6443671370950845	-2.3556328629049155	cdf	03	PRF	V1
2	6	118	32.0	34.73724150947527	2.7372415094752682	cdf	03	PRF	V1
2	6	119	34.0	2.542319172987601	-31.4576808270124	cdf	03	PRF	V1
2	6	120	12.0	20.59777823283138	8.59777823283138	cdf	03	PRF	V1
2	6	121	14.0	19.031054990041554	5.031054990041554	cdf	03	PRF	V1
2	6	122	5.5	12.44777066610598	6.9477706661059795	cdf	03	PRF	V1
2	6	123	12.5	21.176042675799458	8.676042675799458	cdf	03	PRF	V1
2	6	124	8.0	5.968973986915579	-2.0310260130844213	cdf	03	PRF	V1
2	6	125	36.0	37.053010196451865	1.053010196451865	cdf	03	PRF	V1
2	6	126	32.5	2.5709296963323247	-29.929070303667675	cdf	03	PRF	V1
2	6	127	28.0	25.706730681820485	-2.293269318179515	cdf	03	PRF	V1
2	6	128	33.0	11.903809422137025	-21.096190577862977	cdf	03	PRF	V1
2	6	129	38.5	35.57847317341513	-2.9215268265848735	cdf	03	PRF	V1
2	6	130	25.5	6.5574919126252125	-18.942508087374787	cdf	03	PRF	V1
2	6	131	31.0	33.70599017840702	2.7059901784070206	cdf	03	PRF	V1
2	6	132	30.0	2.7302524318194976	-27.269747568180502	cdf	03	PRF	V1
2	6	133	16.0	19.898590797001177	3.8985907970011766	cdf	03	PRF	V1
2	6	134	18.5	4.6225344910773645	-13.877465508922636	cdf	03	PRF	V1
2	6	135	22.0	20.94636430345275	-1.05363569654725	cdf	03	PRF	V1
2	6	136	11.0	8.490135900921237	-2.5098640990787633	cdf	03	PRF	V1
2	6	137	13.0	19.150733161906004	6.150733161906004	cdf	03	PRF	V1
2	6	138	31.5	33.92173558406467	2.4217355840646704	cdf	03	PRF	V1
2	7	139	12.5	11.155996918296637	-1.344003081703363	cdf	03	PRF	V1
2	7	140	14.0	16.715224581363696	2.715224581363696	cdf	03	PRF	V1
2	7	141	32.0	37.54987933091194	5.549879330911942	cdf	03	PRF	V1
2	7	142	18.5	19.968524441305494	1.4685244413054939	cdf	03	PRF	V1
2	7	143	30.0	37.460658781696985	7.460658781696985	cdf	03	PRF	V1
2	7	144	11.5	10.128812485799878	-1.3711875142001215	cdf	03	PRF	V1
2	7	145	33.0	38.43751805081484	5.4375180508148375	cdf	03	PRF	V1
