value	mean_E	var_E	mean_error	mean_abs_error	n_sims	subject	session	condition	sd_E	variant
14.0	18.050115000247956	20.70961561752496	4.050115000247955	4.816479894161224	1000	06	1	cdf	4.550781868813859	unsmoothed
16.0	19.470646572113036	20.60819955646553	3.4706465721130373	4.585587905883789	1000	06	1	cdf	4.539625486366197	unsmoothed
18.5	20.380573289871215	18.750044366931313	1.8805732898712155	3.735647008895874	1000	06	1	cdf	4.33013214197111	unsmoothed
22.0	21.53166412639618	14.852918377846526	-0.4683358736038208	2.9058755655288695	1000	06	1	cdf	3.853948414009524	unsmoothed
25.5	22.28030026435852	17.415178615480425	-3.2196997356414796	4.2668682460784915	1000	06	1	cdf	4.1731497235877395	unsmoothed
28.0	23.63949613952637	23.588928926587243	-4.360503860473633	5.400994560241699	1000	06	1	cdf	4.856843514731275	unsmoothed
30.0	26.645409876823425	18.087071902566013	-3.3545901231765747	3.7823482141494753	1000	06	1	cdf	4.25288982958247	unsmoothed
31.0	26.899185830116274	18.494854943400423	-4.100814169883728	4.3706980276107785	1000	06	1	cdf	4.300564491250006	unsmoothed
31.5	26.267967726707457	26.43837372492209	-5.232032273292542	5.729194767951966	1000	06	1	cdf	5.141825913517696	unsmoothed
32.0	26.532151911735536	25.8853145819034	-5.467848088264465	5.902148755073547	1000	06	1	cdf	5.08776125441273	unsmoothed
32.5	26.901065653800963	29.50931452085139	-5.5989343461990355	6.044079838752746	1000	06	1	cdf	5.432247649072287	unsmoothed
33.0	27.411924166679384	27.885505868531123	-5.588075833320618	5.999906247138977	1000	06	1	cdf	5.28067286134363	unsmoothed
34.0	28.40184153556824	26.95301316338593	-5.598158464431763	5.904348283767701	1000	06	1	cdf	5.191629143475671	unsmoothed
36.0	30.77535297679901	22.905584177788132	-5.224647023200989	5.323543446540833	1000	06	1	cdf	4.785977870591143	unsmoothed
38.5	35.624448342323305	17.979686869389734	-2.875551657676697	2.875551657676697	1000	06	1	cdf	4.240246085947104	unsmoothed
2.5	11.1477670378685	65.52294995279944	8.6477670378685	8.6477670378685	1000	06	2	inverse_cdf	8.094624756762936	unsmoothed
3.0	11.798134407281877	65.37042764837734	8.798134407281875	8.799641805887223	1000	06	2	inverse_cdf	8.085198058698213	unsmoothed
4.0	12.362705631256103	51.85570673646626	8.362705631256103	8.384917477607727	1000	06	2	inverse_cdf	7.201090662980592	unsmoothed
5.0	12.29068969631195	37.956928869429255	7.290689696311951	7.329193629264831	1000	06	2	inverse_cdf	6.160919482466011	unsmoothed
7.5	12.363428630828857	22.66493120545948	4.8634286308288575	4.9764720773696896	1000	06	2	inverse_cdf	4.760770022324065	unsmoothed
11.5	13.620861985206604	21.341642064485836	2.120861985206604	3.278450566291809	1000	06	2	inverse_cdf	4.6197015124882075	unsmoothed
16.0	16.66382790565491	25.630298167785675	0.6638279056549072	3.797566110610962	1000	06	2	inverse_cdf	5.062637471495038	unsmoothed
18.5	19.17801542568207	29.48984737266291	0.6780154256820679	4.201739331245422	1000	06	2	inverse_cdf	5.430455540068707	unsmoothed
20.0	20.752433682441712	31.138419930367306	0.7524336824417114	4.333034422874451	1000	06	2	inverse_cdf	5.580180994409348	unsmoothed
21.0	22.073041288375855	30.361597807026115	1.0730412883758544	4.349921964645386	1000	06	2	inverse_cdf	5.510135915476687	unsmoothed
21.5	22.554739937782287	29.29353636835196	1.0547399377822877	4.228828028678894	1000	06	2	inverse_cdf	5.412350355284842	unsmoothed
22.0	22.986826457738875	30.617715412769027	0.9868264577388765	4.478002834558487	1000	06	2	inverse_cdf	5.533327697938106	unsmoothed
22.5	23.13742501306534	27.78004086847703	0.6374250130653382	4.125557382106781	1000	06	2	inverse_cdf	5.270677458209431	unsmoothed
23.0	23.407649658203123	27.162474707068792	0.407649658203125	4.036158115386963	1000	06	2	inverse_cdf	5.21176310926243	unsmoothed
24.0	24.006994561195373	16.435936190830283	0.0069945611953735	2.718707003593445	1000	06	2	inverse_cdf	4.0541258232608275	unsmoothed
25.5	24.971414700508117	10.381063033601611	-0.5285852994918824	1.9317230291366576	1000	06	2	inverse_cdf	3.22196570956328	unsmoothed
28.0	28.296292590141295	12.417005383287671	0.2962925901412964	2.339197770118713	1000	06	2	inverse_cdf	3.5237771472225186	unsmoothed
32.5	30.983228490829468	11.78734043729674	-1.5167715091705325	2.124188097000122	1000	06	2	inverse_cdf	3.4332696423812594	unsmoothed
36.5	30.25807281398773	33.49425091470675	-6.241927186012268	6.379453240394592	1000	06	2	inverse_cdf	5.78742178475932	unsmoothed
39.0	31.46527483320236	50.27073890772773	-7.534725166797638	7.543261551380158	1000	06	2	inverse_cdf	7.090186098243666	unsmoothed
40.0	30.954402729988097	50.671288686238015	-9.045597270011902	9.045597270011902	1000	06	2	inverse_cdf	7.118376829463162	unsmoothed
41.0	29.35116159248352	54.77239241146524	-11.64883840751648	11.64883840751648	1000	06	2	inverse_cdf	7.40083727773184	unsmoothed
41.5	29.49048237848282	58.54403034766466	-12.00951762151718	12.00951762151718	1000	06	2	inverse_cdf	7.6514070828616	unsmoothed
2.5	18.220032754421233	35.20045871648559	15.720032754421236	15.720032754421236	1000	07	1	inverse_cdf	5.932997447874522	unsmoothed
3.0	18.072535539627076	35.22067069090907	15.072535539627076	15.072535539627076	1000	07	1	inverse_cdf	5.934700556128259	unsmoothed
4.0	17.58945950269699	34.43678417336983	13.589459502696991	13.589459502696991	1000	07	1	inverse_cdf	5.868286306356382	unsmoothed
5.0	17.42682388305664	33.535207096668444	12.42682388305664	12.42682388305664	1000	07	1	inverse_cdf	5.790959082627716	unsmoothed
7.5	17.085120920181275	30.333257524523464	9.585120920181277	9.589976901054383	1000	07	1	inverse_cdf	5.507563665044959	unsmoothed
11.5	16.667705246448516	24.870044366740053	5.1677052464485165	5.352384257793426	1000	07	1	inverse_cdf	4.986987504169231	unsmoothed
16.0	18.85600385427475	22.939509701210152	2.85600385427475	4.102970133304596	1000	07	1	inverse_cdf	4.789520821669966	unsmoothed
18.5	19.644384454250336	17.715157777678087	1.1443844542503356	3.2008460717201235	1000	07	1	inverse_cdf	4.208937844359084	unsmoothed
20.0	20.66815632343292	26.328212732409312	0.6681563234329224	4.094122012138366	1000	07	1	inverse_cdf	5.131102487030376	unsmoothed
21.0	21.13609764099121	25.2567725240029	0.1360976409912109	4.038070613861084	1000	07	1	inverse_cdf	5.025611656704376	unsmoothed
21.5	20.911825633049013	26.373099640300037	-0.5881743669509888	4.205296032905578	1000	07	1	inverse_cdf	5.1354746265851645	unsmoothed
22.0	21.463607692718504	15.708682893098052	-0.5363923072814941	2.762033546447754	1000	07	1	inverse_cdf	3.9634180820471174	unsmoothed
22.5	21.40494986438751	24.73869552506844	-1.0950501356124878	4.110904372215271	1000	07	1	inverse_cdf	4.973800913292413	unsmoothed
23.0	21.50337024021149	23.724714566297106	-1.4966297597885132	4.118363146781921	1000	07	1	inverse_cdf	4.870802250789607	unsmoothed
24.0	22.130243049621583	22.27924924064971	-1.869756950378418	4.01538537979126	1000	07	1	inverse_cdf	4.720089961075923	unsmoothed
25.5	22.894304206848144	20.786070492954337	-2.6056957931518556	3.998769653320312	1000	07	1	inverse_cdf	4.559174321404517	unsmoothed
28.0	24.139483943462373	22.68755812980355	-3.860516056537628	4.74317342042923	1000	07	1	inverse_cdf	4.763145822857363	unsmoothed
32.5	26.26957905912399	27.37671518785438	-6.230420940876007	6.445291302204132	1000	07	1	inverse_cdf	5.232276291238296	unsmoothed
36.5	28.646124499320983	35.281770676688836	-7.853875500679016	7.873789769172668	1000	07	1	inverse_cdf	5.939846014560381	unsmoothed
39.0	29.474413400650025	48.284007952355886	-9.525586599349976	9.525586599349976	1000	07	1	inverse_cdf	6.948669509507261	unsmoothed
40.0	27.44370225715637	46.32103200669287	-12.556297742843627	12.556297742843627	1000	07	1	inverse_cdf	6.805955627734644	unsmoothed
41.0	27.054733306884767	46.24848912168013	-13.945266693115236	13.945266693115236	1000	07	1	inverse_cdf	6.800624171477213	unsmoothed
41.5	26.682173908233644	45.20046142833717	-14.817826091766358	14.817826091766358	1000	07	1	inverse_cdf	6.723128842163979	unsmoothed
5.5	12.717125944614413	42.11763744130435	7.21712594461441	7.21712594461441	1000	07	2	cdf	6.4898102777588464	unsmoothed
8.0	17.716551073074342	31.123350036021375	9.71655107307434	9.731071636199951	1000	07	2	cdf	5.578830525837954	unsmoothed
10.0	17.366664587020875	25.42606563577727	7.366664587020874	7.420972234725952	1000	07	2	cdf	5.042426562259213	unsmoothed
11.0	17.33501255941391	24.25898521631337	6.33501255941391	6.41674431848526	1000	07	2	cdf	4.925341126898052	unsmoothed
